row,target,target_i,public_gradient,gradient_abs_rank
163,S4,6,1.4021753981662856e-05,1256.0
164,Q1,0,2.38351608922156e-05,768.0
164,Q2,1,3.2339874914050676e-05,305.0
164,Q3,2,1.3165944719469495e-05,1295.0
164,S1,3,1.0508424773083896e-05,1411.0
164,S2,4,3.990258803477581e-06,1641.0
164,S3,5,7.540892732031965e-06,1520.0
164,S4,6,1.113035618486823e-05,1382.0
165,Q1,0,2.6957755059912522e-05,593.0
165,Q2,1,3.0168312289379757e-05,413.0
165,Q3,2,1.7562318606867023e-05,1084.0
165,S1,3,1.9995730844712e-05,983.0
165,S2,4,1.5832202349303166e-05,1174.0
165,S3,5,1.0029736747625467e-05,1431.0
165,S4,6,1.416632025072079e-05,1248.0
166,Q1,0,2.659420510910223e-05,614.0
166,Q2,1,3.5894922441022606e-05,203.0
166,Q3,2,1.0203347800965449e-05,1426.0
166,S1,3,2.0666323606632747e-05,939.0
166,S2,4,1.603551811072874e-05,1163.0
166,S3,5,1.6047508780948294e-05,1160.0
166,S4,6,1.3519648241503933e-05,1282.0
167,Q1,0,3.102486241798765e-05,368.0
167,Q2,1,3.5382634926021895e-05,220.0
167,Q3,2,1.300766739191667e-05,1305.0
167,S1,3,2.6497678832870284e-05,617.0
167,S2,4,1.2968412450589138e-05,1308.0
167,S3,5,1.1244865428043964e-05,1371.0
167,S4,6,9.115660138980928e-06,1469.0
168,Q1,0,2.087504488295439e-05,926.0
168,Q2,1,3.084969183132096e-05,379.0
168,Q3,2,3.615550381713839e-06,1650.0
168,S1,3,1.3778643865179213e-05,1266.0
168,S2,4,1.3531587620787102e-05,1280.0
168,S3,5,1.586935841870509e-05,1173.0
168,S4,6,-2.2709478625692955e-07,1743.0
169,Q1,0,3.0350083283579746e-05,405.0
169,Q2,1,3.404966732876435e-05,246.0
169,Q3,2,1.651878061722506e-05,1131.0
169,S1,3,1.823322845272458e-05,1050.0
169,S2,4,2.1791096221871198e-05,883.0
169,S3,5,1.0278678844997202e-05,1423.0
169,S4,6,9.43595335441574e-06,1457.0
170,Q1,0,2.8067031714658674e-05,516.0
170,Q2,1,3.440386987735891e-05,233.0
170,Q3,2,1.5027754095168466e-05,1211.0
170,S1,3,1.3144633874827415e-05,1298.0
170,S2,4,2.008875798769873e-05,974.0
170,S3,5,1.7633644746489405e-05,1076.0
170,S4,6,5.4682013072713235e-06,1591.0
171,Q1,0,3.3157078037196464e-05,277.0
171,Q2,1,3.679511587154781e-05,178.0
171,Q3,2,2.2503313674675804e-05,837.0
171,S1,3,2.3053378108929672e-05,810.0
171,S2,4,1.574627072301497e-05,1179.0
171,S3,5,1.4318093480460639e-05,1242.0
171,S4,6,1.4479596666455884e-05,1238.0
172,Q1,0,2.252788228636782e-05,836.0
172,Q2,1,2.875308547371445e-05,483.0
172,Q3,2,1.5966209010494444e-05,1168.0
172,S1,3,1.2304257344216088e-05,1334.0
172,S2,4,1.576647608326513e-05,1178.0
172,S3,5,1.091120935068408e-05,1392.0
172,S4,6,1.660842876255131e-06,1699.0
173,Q1,0,2.078847322343307e-05,930.0
173,Q2,1,2.9921352698046137e-05,424.0
173,Q3,2,1.656869605430048e-05,1128.0
173,S1,3,1.7632576874404697e-05,1077.0
173,S2,4,1.968105715045923e-05,993.0
173,S3,5,1.5984297153688e-05,1167.0
173,S4,6,1.0301614905502877e-05,1421.0
174,Q1,0,2.7751489892475113e-05,540.0
174,Q2,1,3.037147908438765e-05,403.0
174,Q3,2,1.756604841456277e-05,1082.0
174,S1,3,1.576961573622268e-05,1177.0
174,S2,4,1.63173337448322e-05,1150.0
174,S3,5,1.5626079205231464e-05,1183.0
174,S4,6,4.6797729755081835e-07,1736.0
175,Q1,0,3.876048061790877e-05,140.0
175,Q2,1,4.343996695554622e-05,82.0
175,Q3,2,2.9615705861957707e-05,438.0
175,S1,3,2.5259478405582046e-05,684.0
175,S2,4,2.835544189141002e-05,504.0
175,S3,5,2.1628427511490493e-05,893.0
175,S4,6,1.6341583966583543e-05,1146.0
176,Q1,0,2.668068081779936e-05,611.0
176,Q2,1,3.371786866981748e-05,263.0
176,Q3,2,2.0005535242329224e-05,981.0
176,S1,3,1.0685133400281986e-05,1403.0
176,S2,4,1.4102348022181111e-05,1251.0
176,S3,5,1.5558717515033685e-05,1186.0
176,S4,6,5.053502977809658e-06,1612.0
177,Q1,0,2.6003134862337316e-05,646.0
177,Q2,1,2.3737679339896084e-05,774.0
177,Q3,2,1.47315789083819e-05,1225.0
177,S1,3,1.3465620067269598e-05,1284.0
177,S2,4,1.3122846069248804e-05,1300.0
177,S3,5,1.0219511840005565e-05,1425.0
177,S4,6,1.7939267394656794e-06,1694.0
178,Q1,0,3.10988185977717e-05,366.0
178,Q2,1,2.8589821900841904e-05,490.0
178,Q3,2,1.3404666951867389e-05,1285.0
178,S1,3,2.039254140330736e-05,957.0
178,S2,4,9.273483791806015e-06,1462.0
178,S3,5,7.5724735467183715e-06,1519.0
178,S4,6,-8.380180657846542e-08,1746.0
179,Q1,0,2.602657492847403e-05,641.0
179,Q2,1,2.6952047737073336e-05,595.0
179,Q3,2,1.6260397968618838e-05,1152.0
179,S1,3,1.532990535612092e-05,1194.0
179,S2,4,1.1434138646008041e-05,1368.0
179,S3,5,9.673960595564396e-06,1451.0
179,S4,6,9.745855667169095e-06,1447.0
180,Q1,0,2.1974627910228668e-05,870.0
180,Q2,1,3.085056975432102e-05,378.0
180,Q3,2,1.5059517750243523e-05,1209.0
180,S1,3,1.4501644158349617e-05,1235.0
180,S2,4,1.4635306208818358e-05,1229.0
180,S3,5,1.2642984878760611e-05,1321.0
180,S4,6,6.733520535172553e-06,1547.0
181,Q1,0,3.0340855466194076e-05,406.0
181,Q2,1,4.434657992948265e-05,72.0
181,Q3,2,1.886900891565578e-05,1024.0
181,S1,3,2.331685348168188e-05,792.0
181,S2,4,2.24630058427297e-05,839.0
181,S3,5,2.261772556426914e-05,828.0
181,S4,6,9.804907223185588e-06,1443.0
182,Q1,0,-2.4194758284082144e-05,743.0
182,Q2,1,-2.0244092394345506e-05,967.0
182,Q3,2,-2.9055783469037556e-05,463.0
182,S1,3,-3.29307367510649e-05,286.0
182,S2,4,-4.1954521409557856e-05,99.0
182,S3,5,-3.776588276516691e-05,155.0
182,S4,6,-3.716815422535608e-05,169.0
183,Q1,0,-3.259886561530725e-05,297.0
183,Q2,1,-2.57398228503238e-05,655.0
183,Q3,2,-2.97346761737931e-05,432.0
183,S1,3,-3.6437570952995044e-05,188.0
183,S2,4,-4.1749526024020426e-05,102.0
183,S3,5,-3.71701966207015e-05,168.0
183,S4,6,-4.3306388682896085e-05,85.0
184,Q1,0,-2.2385984775155956e-05,845.0
184,Q2,1,-2.6030471526681368e-05,638.0
184,Q3,2,-3.174082107194462e-05,329.0
184,S1,3,-3.129753102114906e-05,354.0
184,S2,4,-3.830897439937457e-05,144.0
184,S3,5,-2.843902385940068e-05,497.0
184,S4,6,-3.897565895815444e-05,136.0
185,Q1,0,-2.155065155891805e-05,897.0
185,Q2,1,-2.2497652565283035e-05,838.0
185,Q3,2,-3.2844312116288495e-05,290.0
185,S1,3,-3.096857158122953e-05,371.0
185,S2,4,-3.5593072724742694e-05,215.0
185,S3,5,-3.481144817059995e-05,226.0
185,S4,6,-4.71292769347046e-05,56.0
186,Q1,0,-1.886749613165734e-05,1025.0
186,Q2,1,-1.7369874375892673e-05,1089.0
186,Q3,2,-3.0148391412057933e-05,415.0
186,S1,3,-2.286714808479252e-05,818.0
186,S2,4,-2.6890193609218008e-05,598.0
186,S3,5,-3.599462334447738e-05,198.0
186,S4,6,-4.398271919889668e-05,74.0
187,Q1,0,-2.04693960149118e-05,954.0
187,Q2,1,-2.0000835797119836e-05,982.0
187,Q3,2,-3.2134901360569734e-05,316.0
187,S1,3,-3.0439279052257926e-05,398.0
187,S2,4,-3.4151537932679994e-05,243.0
187,S3,5,-3.388033723142994e-05,255.0
187,S4,6,-4.965629125128235e-05,41.0
188,Q1,0,-2.600647588803953e-05,645.0
188,Q2,1,-1.8440288493997385e-05,1042.0
188,Q3,2,-8.411852961712304e-05,1.0
188,S1,3,-4.5003384619023583e-05,65.0
188,S2,4,-3.42051843824693e-05,241.0
188,S3,5,-3.2906707554365046e-05,287.0
188,S4,6,-3.795719165632664e-05,151.0
189,Q1,0,-1.933109318578019e-05,1010.0
189,Q2,1,-2.2080773493929713e-05,861.0
189,Q3,2,-3.1209606580297e-05,358.0
189,S1,3,-2.702253740705402e-05,586.0
189,S2,4,-2.8382156962183828e-05,501.0
189,S3,5,-3.692350623813545e-05,177.0
189,S4,6,-3.769651500716279e-05,156.0
190,Q1,0,-1.9722665813265302e-05,991.0
190,Q2,1,-2.3257350052367638e-05,795.0
190,Q3,2,-3.11351450146338e-05,364.0
190,S1,3,-2.6731083116982303e-05,607.0
190,S2,4,-3.938762483185715e-05,126.0
190,S3,5,-3.204801697518628e-05,320.0
190,S4,6,-4.150705367029506e-05,104.0
191,Q1,0,-2.521074578044843e-05,686.0
191,Q2,1,-2.9413261939452043e-05,446.0
191,Q3,2,-3.4550639982792875e-05,229.0
191,S1,3,-3.148851459087903e-05,346.0
191,S2,4,-3.2771007268285476e-05,292.0
191,S3,5,-3.747146301586906e-05,163.0
191,S4,6,-4.44059771254157e-05,71.0
192,Q1,0,-1.767382460091056e-05,1074.0
192,Q2,1,-2.3247391859535014e-05,796.0
192,Q3,2,-3.0293472689612485e-05,410.0
192,S1,3,-2.283454681107964e-05,821.0
192,S2,4,-2.8638021947896923e-05,487.0
192,S3,5,-3.124214713287895e-05,356.0
192,S4,6,-3.909084995101972e-05,132.0
193,Q1,0,-2.193403783518779e-05,873.0
193,Q2,1,-2.4086736756468774e-05,752.0
193,Q3,2,-3.1173101490419314e-05,362.0
193,S1,3,-3.813494271806637e-05,149.0
193,S2,4,-3.351986006134579e-05,266.0
193,S3,5,-3.390797635738744e-05,252.0
193,S4,6,-4.856000897801433e-05,50.0
194,Q1,0,-8.455111815338192e-06,1489.0
194,Q2,1,-8.305929991942289e-06,1496.0
194,Q3,2,-2.008271721153127e-05,975.0
194,S1,3,-1.4539636138739547e-05,1233.0
194,S2,4,-2.2403135102841595e-05,844.0
194,S3,5,-2.8299132025667703e-05,508.0
194,S4,6,-2.7345678321786527e-05,562.0
195,Q1,0,-1.9282339493809e-05,1011.0
195,Q2,1,-2.1667030612273175e-05,890.0
195,Q3,2,-3.394638346410456e-05,251.0
195,S1,3,-2.509345057070551e-05,692.0
195,S2,4,-2.8899924111595784e-05,472.0
195,S3,5,-3.901680061493879e-05,134.0
195,S4,6,-3.561400309945829e-05,214.0
196,Q1,0,-2.4055450634249408e-05,755.0
196,Q2,1,-2.3628897704349395e-05,777.0
196,Q3,2,-3.3091394786323734e-05,280.0
196,S1,3,-3.8266244518138385e-05,145.0
196,S2,4,-3.165676813178653e-05,337.0
196,S3,5,-3.217715851851876e-05,314.0
196,S4,6,-3.783579209963425e-05,154.0
197,Q1,0,-3.1614887107146495e-05,339.0
197,Q2,1,-2.4728950200682972e-05,711.0
197,Q3,2,-3.2030996720343396e-05,321.0
197,S1,3,-5.2907384218759876e-05,27.0
197,S2,4,-3.437143544165052e-05,236.0
197,S3,5,-3.1508601368952916e-05,345.0
197,S4,6,-3.602809327047782e-05,196.0
198,Q1,0,-2.000689088218593e-05,980.0
198,Q2,1,-2.073224547952947e-05,934.0
198,Q3,2,-3.0856667243025606e-05,377.0
198,S1,3,-2.7153739585559298e-05,575.0
198,S2,4,-3.8074451267730074e-05,150.0
198,S3,5,-4.392135840961437e-05,77.0
198,S4,6,-3.649495712664864e-05,187.0
199,Q1,0,-2.5067648928733085e-05,694.0
199,Q2,1,-2.1544920881757584e-05,898.0
199,Q3,2,-3.383733966964323e-05,258.0
199,S1,3,-2.8108753482382067e-05,513.0
199,S2,4,-3.154486191261299e-05,342.0
199,S3,5,-4.232133284179595e-05,91.0
199,S4,6,-3.9747212372121154e-05,123.0
200,Q1,0,-2.4053151383614525e-05,756.0
200,Q2,1,-1.966084612682192e-05,994.0
200,Q3,2,-3.181074182230462e-05,328.0
200,S1,3,-3.526602543231138e-05,221.0
200,S2,4,-3.5863814682432665e-05,205.0
200,S3,5,-3.304500792693278e-05,283.0
200,S4,6,-4.066386691433215e-05,110.0
201,Q1,0,1.5940265269620753e-05,1170.0
201,Q2,1,1.8816529839037723e-05,1029.0
201,Q3,2,3.157808601877988e-06,1666.0
201,S1,3,8.792850887410979e-06,1477.0
201,S2,4,-1.2371511728553914e-06,1714.0
201,S3,5,-5.134743312002617e-06,1607.0
201,S4,6,-3.5666255013705193e-06,1655.0
202,Q1,0,3.0897832809499123e-06,1669.0
202,Q2,1,1.552065122402013e-05,1187.0
202,Q3,2,-3.351845832432321e-07,1739.0
202,S1,3,-1.1957740475408184e-05,1346.0
202,S2,4,-1.324634947117017e-05,1290.0
202,S3,5,-3.66835348240078e-06,1649.0
202,S4,6,-7.369887418419688e-06,1528.0
203,Q1,0,1.2775020724906865e-05,1316.0
203,Q2,1,1.7686065297372208e-05,1072.0
203,Q3,2,2.9089290206049277e-06,1675.0
203,S1,3,7.373199003499215e-06,1527.0
203,S2,4,-1.0321821982925508e-05,1419.0
203,S3,5,-7.0190370250860924e-06,1536.0
203,S4,6,-6.965713812454853e-06,1538.0
204,Q1,0,5.228389461925832e-06,1601.0
204,Q2,1,1.6464410145670746e-05,1137.0
204,Q3,2,-1.1928805206069905e-06,1716.0
204,S1,3,5.2534276999028424e-06,1600.0
204,S2,4,-6.5862679181482035e-06,1553.0
204,S3,5,-3.593081184948823e-06,1651.0
204,S4,6,-1.108982554525834e-05,1384.0
205,Q1,0,7.6836324732882e-07,1724.0
205,Q2,1,1.4956068081168404e-05,1215.0
205,Q3,2,3.6834695450907427e-07,1738.0
205,S1,3,-2.473456699219902e-06,1684.0
205,S2,4,-1.9272581503659618e-05,1012.0
205,S3,5,-5.882110199956287e-06,1577.0
205,S4,6,-8.339319825619582e-06,1494.0
206,Q1,0,1.068160970090686e-05,1404.0
206,Q2,1,1.7816759022009006e-05,1066.0
206,Q3,2,5.701837844586691e-07,1730.0
206,S1,3,-1.3996318009679614e-05,1259.0
206,S2,4,-1.2517039899501428e-05,1323.0
206,S3,5,-3.156776850045777e-06,1667.0
206,S4,6,-5.653054798287069e-06,1587.0
207,Q1,0,2.541479379411515e-05,673.0
207,Q2,1,2.9118892294390405e-05,460.0
207,Q3,2,5.403614547523269e-06,1594.0
207,S1,3,2.1625942206644605e-05,894.0
207,S2,4,-3.103181825022869e-06,1668.0
207,S3,5,4.529514551228325e-06,1624.0
207,S4,6,5.4432232428154234e-06,1592.0
208,Q1,0,1.66722222064348e-05,1117.0
208,Q2,1,1.8031286226903104e-05,1059.0
208,Q3,2,6.662404392782996e-07,1727.0
208,S1,3,1.1581280070520908e-05,1362.0
208,S2,4,-6.692927802110523e-06,1551.0
208,S3,5,2.9079905195130474e-06,1676.0
208,S4,6,-1.7107137436293573e-06,1697.0
209,Q1,0,1.121222373425737e-05,1374.0
209,Q2,1,1.410405094633992e-05,1250.0
209,Q3,2,-1.303513117060714e-06,1711.0
209,S1,3,5.704069042107125e-06,1585.0
209,S2,4,-4.3730661782897975e-06,1629.0
209,S3,5,-6.591043090461268e-06,1552.0
209,S4,6,-5.79548558755089e-06,1582.0
210,Q1,0,7.390878473509153e-06,1525.0
210,Q2,1,2.0099841000029852e-05,973.0
210,Q3,2,5.3762994924585124e-06,1595.0
210,S1,3,7.865735152915082e-06,1505.0
210,S2,4,-4.071299165412922e-06,1637.0
210,S3,5,-1.3811439972646934e-06,1708.0
210,S4,6,-6.891212796671889e-06,1541.0
211,Q1,0,1.4619366151842888e-05,1231.0
211,Q2,1,1.731411303491801e-05,1092.0
211,Q3,2,2.0577889358160356e-06,1689.0
211,S1,3,2.6213778232318705e-07,1741.0
211,S2,4,-5.33873988120473e-06,1597.0
211,S3,5,-3.7698966489756894e-06,1647.0
211,S4,6,-1.1687149807876123e-05,1354.0
212,Q1,0,8.374631870414124e-06,1493.0
212,Q2,1,1.9824201558029316e-05,989.0
212,Q3,2,1.243298526540521e-06,1713.0
212,S1,3,1.9351236541657503e-06,1691.0
212,S2,4,-5.146546391901219e-07,1734.0
212,S3,5,-1.5960511474523245e-06,1702.0
212,S4,6,-1.041151396128703e-05,1414.0
213,Q1,0,2.5326444373673856e-05,679.0
213,Q2,1,2.7860202972072256e-05,530.0
213,Q3,2,1.1597938356734783e-05,1360.0
213,S1,3,1.177018165704041e-05,1352.0
213,S2,4,-8.11943666517032e-08,1747.0
213,S3,5,9.352221001985775e-06,1460.0
213,S4,6,-3.300933181656814e-06,1662.0
214,Q1,0,1.1769161709388727e-05,1353.0
214,Q2,1,1.6136355739478588e-05,1158.0
214,Q3,2,4.146621201922422e-07,1737.0
214,S1,3,6.918033969824813e-06,1539.0
214,S2,4,-1.1868828215414086e-05,1349.0
214,S3,5,-1.1142506421070565e-05,1380.0
214,S4,6,-6.5310765199257215e-06,1555.0
215,Q1,0,1.0926075758179135e-05,1391.0
215,Q2,1,1.5069792755546517e-05,1208.0
215,Q3,2,1.3582234300918148e-06,1709.0
215,S1,3,-1.4547202059849718e-06,1707.0
215,S2,4,-7.626137512085143e-07,1725.0
215,S3,5,1.8992152754020126e-06,1692.0
215,S4,6,-1.658991704155523e-05,1127.0
216,Q1,0,5.18337161235014e-06,1604.0
216,Q2,1,1.5124516273491746e-05,1205.0
216,Q3,2,-4.766669931920013e-08,1749.0
216,S1,3,-5.088991231115755e-06,1609.0
216,S2,4,-9.789969580154155e-06,1444.0
216,S3,5,-2.3744024320879568e-06,1686.0
216,S4,6,-1.3805259637847364e-05,1264.0
217,Q1,0,8.586566559081131e-06,1485.0
217,Q2,1,1.6515507253959777e-05,1132.0
217,Q3,2,-2.1369402977043936e-06,1688.0
217,S1,3,3.5780101503036554e-06,1654.0
217,S2,4,3.4404354748617445e-06,1658.0
217,S3,5,-3.277178022235963e-06,1663.0
217,S4,6,-7.622481157498786e-06,1515.0
218,Q1,0,2.623332578800297e-05,629.0
218,Q2,1,2.9755341276790477e-05,427.0
218,Q3,2,9.503997764452747e-06,1455.0
218,S1,3,2.0076551116013444e-05,976.0
218,S2,4,9.424642579349883e-06,1458.0
218,S3,5,8.858937087578369e-06,1476.0
218,S4,6,-3.34449718826373e-06,1660.0
219,Q1,0,5.975060582911478e-06,1573.0
219,Q2,1,9.908976909969044e-06,1437.0
219,Q3,2,4.152058246861307e-06,1634.0
219,S1,3,8.653664791828376e-06,1480.0
219,S2,4,2.9971066192255857e-06,1672.0
219,S3,5,-6.147829356738953e-06,1566.0
219,S4,6,-1.550949733168023e-05,1188.0
220,Q1,0,6.499451065337849e-06,1557.0
220,Q2,1,7.2448947628597276e-06,1532.0
220,Q3,2,-6.728651170222298e-07,1726.0
220,S1,3,-2.397474074300055e-07,1742.0
220,S2,4,-6.997463496135704e-06,1537.0
220,S3,5,-7.858212852768505e-06,1506.0
220,S4,6,-7.456625735997714e-06,1523.0
221,Q1,0,7.698588375463173e-06,1512.0
221,Q2,1,1.3360093302812422e-05,1287.0
221,Q3,2,1.5134592167498605e-06,1705.0
221,S1,3,4.773601732150337e-07,1735.0
221,S2,4,-1.3615950470116274e-05,1275.0
221,S3,5,-5.805757627685329e-06,1581.0
221,S4,6,-1.666741955727846e-05,1118.0
222,Q1,0,1.1132356207790016e-05,1381.0
222,Q2,1,1.1443511864743993e-05,1367.0
222,Q3,2,-3.450885497696216e-06,1657.0
222,S1,3,-5.131475265607121e-06,1608.0
222,S2,4,1.3334804433874667e-06,1710.0
222,S3,5,-1.508317665623288e-06,1706.0
222,S4,6,-1.3520365534968116e-05,1281.0
223,Q1,0,2.2199532442232308e-05,852.0
223,Q2,1,2.7818835103712216e-05,533.0
223,Q3,2,-2.5692803794058035e-06,1682.0
223,S1,3,1.119602763273353e-05,1376.0
223,S2,4,2.1112917476552272e-08,1750.0
223,S3,5,7.68075197190583e-06,1513.0
223,S4,6,-9.335980857076866e-06,1461.0
224,Q1,0,1.4331469597493443e-05,1239.0
224,Q2,1,1.8826045142011208e-05,1028.0
224,Q3,2,-2.676405109879175e-06,1679.0
224,S1,3,8.086800614754123e-06,1501.0
224,S2,4,-1.1587642865172755e-05,1361.0
224,S3,5,-5.342254568901534e-06,1596.0
224,S4,6,-9.805926002297177e-06,1442.0
225,Q1,0,6.501185887430679e-06,1556.0
225,Q2,1,1.5071581583841716e-05,1207.0
225,Q3,2,-9.041972795635288e-07,1723.0
225,S1,3,-3.940971373638071e-06,1645.0
225,S2,4,-1.243255649236579e-05,1326.0
225,S3,5,-6.7929168201932694e-06,1544.0
225,S4,6,-1.1975944763281676e-05,1345.0
226,Q1,0,1.6012134558551378e-06,1701.0
226,Q2,1,8.524293847463948e-06,1487.0
226,Q3,2,1.0034988373801163e-06,1720.0
226,S1,3,-1.2352275716136838e-05,1331.0
226,S2,4,-5.189973250142141e-06,1603.0
226,S3,5,-3.98766106985334e-06,1642.0
226,S4,6,-1.3390102830308285e-05,1286.0
227,Q1,0,6.569890558847395e-06,1554.0
227,Q2,1,1.5490948355413014e-05,1190.0
227,Q3,2,9.631190349988456e-07,1721.0
227,S1,3,4.048256540576721e-06,1638.0
227,S2,4,-4.9655981356203085e-06,1613.0
227,S3,5,5.3458051332408e-07,1732.0
227,S4,6,-2.1370798582021525e-05,902.0
228,Q1,0,-2.209882169017818e-05,857.0
228,Q2,1,-1.6854985528382228e-05,1109.0
228,Q3,2,-3.107751708462098e-05,367.0
228,S1,3,-2.7821682863975357e-05,532.0
228,S2,4,-3.624052095728312e-05,192.0
228,S3,5,-3.595784205681688e-05,201.0
228,S4,6,-5.987791804651328e-05,10.0
229,Q1,0,-3.289274424031525e-05,289.0
229,Q2,1,-2.6017400076693977e-05,642.0
229,Q3,2,-4.135161483071832e-05,106.0
229,S1,3,-3.5712683604563344e-05,209.0
229,S2,4,-4.0194576067498745e-05,114.0
229,S3,5,-3.9333008765691844e-05,128.0
229,S4,6,-5.363872341449941e-05,21.0
230,Q1,0,-3.592914303877241e-05,202.0
230,Q2,1,-2.9392018592453067e-05,448.0
230,Q3,2,-4.851661317015785e-05,51.0
230,S1,3,-3.935786740035238e-05,127.0
230,S2,4,-4.460107529830001e-05,69.0
230,S3,5,-4.6221598380978424e-05,60.0
230,S4,6,-6.510535062029596e-05,6.0
231,Q1,0,-2.9319524705512663e-05,452.0
231,Q2,1,-2.710989682238583e-05,579.0
231,Q3,2,-4.830744911285734e-05,52.0
231,S1,3,-3.879788484062549e-05,139.0
231,S2,4,-3.59939024472581e-05,199.0
231,S3,5,-3.9891744466214364e-05,120.0
231,S4,6,-5.235068838496354e-05,29.0
232,Q1,0,-3.653921399991326e-05,186.0
232,Q2,1,-2.6481437884509735e-05,618.0
232,Q3,2,-4.698090552088167e-05,57.0
232,S1,3,-5.154519531974046e-05,33.0
232,S2,4,-3.896291209163651e-05,137.0
232,S3,5,-4.314041167533136e-05,88.0
232,S4,6,-5.447365976134762e-05,18.0
233,Q1,0,-3.586021682441816e-05,206.0
233,Q2,1,-3.941361615076499e-05,125.0
233,Q3,2,-4.885629613014994e-05,47.0
233,S1,3,-5.3783028662561145e-05,20.0
233,S2,4,-4.03801745811109e-05,112.0
233,S3,5,-4.9603682745168336e-05,42.0
233,S4,6,-5.8039471703821515e-05,13.0
234,Q1,0,-3.312752310929006e-05,279.0
234,Q2,1,-2.7549122917381944e-05,549.0
234,Q3,2,-4.534683684647133e-05,63.0
234,S1,3,-4.4432761900929226e-05,70.0
234,S2,4,-4.1097201280209734e-05,107.0
234,S3,5,-4.34256122476002e-05,83.0
234,S4,6,-5.2162020080376496e-05,31.0
235,Q1,0,-3.2533020384364025e-05,300.0
235,Q2,1,-3.21761375730229e-05,315.0
235,Q3,2,-5.86651424876923e-05,11.0
235,S1,3,-4.358140915298512e-05,80.0
235,S2,4,-6.0145444028033716e-05,9.0
235,S3,5,-4.647333233873166e-05,59.0
235,S4,6,-5.236000317997766e-05,28.0
236,Q1,0,-2.7903602808738442e-05,524.0
236,Q2,1,-2.2082047077295973e-05,859.0
236,Q3,2,-3.519603660442868e-05,222.0
236,S1,3,-2.9580714838286734e-05,439.0
236,S2,4,-2.835705252914131e-05,503.0
236,S3,5,-3.768504517297034e-05,157.0
236,S4,6,-5.106851278910678e-05,35.0
237,Q1,0,-3.250183548151281e-05,301.0
237,Q2,1,-3.2180613336311346e-05,313.0
237,Q3,2,-5.0419699878169206e-05,37.0
237,S1,3,-4.4023148191212734e-05,73.0
237,S2,4,-3.899823690855273e-05,135.0
237,S3,5,-4.3940654338789074e-05,76.0
237,S4,6,-5.0821872796082776e-05,36.0
238,Q1,0,-3.5629882968174834e-05,212.0
238,Q2,1,-3.567528724450053e-05,210.0
238,Q3,2,-5.0088768133322e-05,39.0
238,S1,3,-4.284583352065269e-05,89.0
238,S2,4,-4.13819635893184e-05,105.0
238,S3,5,-4.471854265733111e-05,68.0
238,S4,6,-5.3915298425334325e-05,19.0
239,Q1,0,-2.557238360905852e-05,662.0
239,Q2,1,-1.893641047916295e-05,1021.0
239,Q3,2,-3.7052331590188735e-05,174.0
239,S1,3,-3.010499545666354e-05,417.0
239,S2,4,-3.095530605801385e-05,372.0
239,S3,5,-3.5156237160746194e-05,224.0
239,S4,6,-5.0130474286803275e-05,38.0
240,Q1,0,-3.440831616345838e-05,232.0
240,Q2,1,-2.8392559687407607e-05,500.0
240,Q3,2,-4.5566688906457674e-05,62.0
240,S1,3,-3.9069848590891825e-05,133.0
240,S2,4,-4.2086195180927305e-05,98.0
240,S3,5,-4.2244322814921954e-05,93.0
240,S4,6,-6.532879550499415e-05,5.0
241,Q1,0,-3.7648230596356804e-05,159.0
241,Q2,1,-3.3074465824790866e-05,281.0
241,Q3,2,-5.352410142515838e-05,24.0
241,S1,3,-4.3486563357838586e-05,81.0
241,S2,4,-4.391423023297994e-05,78.0
241,S3,5,-4.758739505778884e-05,54.0
241,S4,6,-6.790608215777271e-05,3.0
242,Q1,0,-3.716618701306047e-05,170.0
242,Q2,1,-3.118019264251044e-05,361.0
242,Q3,2,-4.619917565510692e-05,61.0
242,S1,3,-4.1809596732829564e-05,100.0
242,S2,4,-4.22258486206818e-05,95.0
242,S3,5,-4.758380442499976e-05,55.0
242,S4,6,-6.243814833976079e-05,7.0
243,Q1,0,-3.7162984111586236e-05,171.0
243,Q2,1,-3.4337567060187306e-05,239.0
243,Q3,2,-4.915451890837073e-05,44.0
243,S1,3,-4.2123907786638066e-05,97.0
243,S2,4,-4.214561002581638e-05,96.0
243,S3,5,-4.807967702391027e-05,53.0
243,S4,6,-6.620594376171162e-05,4.0
244,Q1,0,-4.2295043885449454e-05,92.0
244,Q2,1,-3.084147701817906e-05,380.0
244,Q3,2,-4.9434380211899936e-05,43.0
244,S1,3,-5.6348695989710854e-05,15.0
244,S2,4,-4.330640811406822e-05,84.0
244,S3,5,-4.892002791649741e-05,46.0
244,S4,6,-6.917897268006864e-05,2.0
245,Q1,0,-3.9782232998438156e-05,122.0
245,Q2,1,-3.151687406131641e-05,344.0
245,Q3,2,-4.85674895928928e-05,49.0
245,S1,3,-4.4754988479098404e-05,66.0
245,S2,4,-4.8567548868541875e-05,48.0
245,S3,5,-5.226936454091692e-05,30.0
245,S4,6,-5.493196841126067e-05,17.0
246,Q1,0,-2.5302342308745588e-05,681.0
246,Q2,1,-2.174960501152564e-05,886.0
246,Q3,2,-4.321689332945766e-05,86.0
246,S1,3,-3.289321180893671e-05,288.0
246,S2,4,-4.180586170484321e-05,101.0
246,S3,5,-4.040305114020828e-05,111.0
246,S4,6,-4.2229159558295116e-05,94.0
247,Q1,0,-3.790508406378472e-05,153.0
