file,resolved_path,mode,target_subset,top_k,alpha,fit_feature_set,fit_alpha,gradient_pred_delta_vs_h012,gradient_dot,public_bad_energy_mean,public_good_energy_mean,private_safe_mean,hs_agree_mean,mean_abs_delta_prob,max_abs_delta_prob,changed_cells,changed_rows,q2_share,known_file_collision
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k30_a0p015_all_7a32bcdf.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k30_a0p015_all_7a32bcdf.csv,descent,all,30,0.015,all,100.0,0.0006262163987186542,-3.5141936782353877e-09,2.6655391989578302e-09,0.0,1.4284801060821883,1.0,2.4726078363453442e-05,0.0030060212655265706,30,25,0.06666666666666667,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k30_a0p03_all_59329604.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k30_a0p03_all_59329604.csv,descent,all,30,0.03,all,100.0,0.0006200665597817408,-7.028387356470775e-09,5.3310783979156604e-09,0.0,1.4284801060821883,1.0,4.9501930523672654e-05,0.006013320223033192,30,25,0.06666666666666667,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k30_a0p06_all_f1a47818.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k30_a0p06_all_f1a47818.csv,descent,all,30,0.06,all,100.0,0.0006077668819079209,-1.405677471294155e-08,1.0662156795831321e-08,0.0,1.4284801060821883,1.0,9.920043574301923e-05,0.012030881518659164,30,25,0.06666666666666667,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k30_a0p12_all_483aafd2.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k30_a0p12_all_483aafd2.csv,descent,all,30,0.12,all,100.0,0.0005831675261602689,-2.81135494258831e-08,2.1324313591662642e-08,0.0,1.4284801060821883,1.0,0.00019916674691992237,0.024071756095423946,30,25,0.06666666666666667,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k30_a0p22_all_0002993a.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k30_a0p22_all_0002993a.csv,descent,all,30,0.22,all,100.0,0.0005421685999141938,-5.154150728078568e-08,3.909457491804818e-08,0.0,1.4284801060821883,1.0,0.00036736585792410776,0.04412417941978736,30,25,0.06666666666666667,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k30_a0p36_all_9edffd5d.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k30_a0p36_all_9edffd5d.csv,descent,all,30,0.36,all,100.0,0.0004847701031696818,-8.43406482776493e-08,6.397294077498793e-08,0.0,1.4284801060821883,1.0,0.0006058442307364929,0.07205666088946933,30,25,0.06666666666666667,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k60_a0p015_all_389eed53.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k60_a0p015_all_389eed53.csv,descent,all,60,0.015,all,100.0,0.0006199107979342547,-7.1173941264629934e-09,9.542458644269786e-08,0.0,1.2947253432190684,1.0,5.3136934487990096e-05,0.0032326368894027846,60,53,0.03333333333333333,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k60_a0p03_all_f353449b.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k60_a0p03_all_f353449b.csv,descent,all,60,0.03,all,100.0,0.0006074553582129452,-1.4234788252925987e-08,1.908491728853957e-07,0.0,1.2947253432190684,1.0,0.00010633312609736649,0.006466191011058553,60,53,0.03333333333333333,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k60_a0p06_all_21a187c9.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k60_a0p06_all_21a187c9.csv,descent,all,60,0.06,all,100.0,0.0005825444787703245,-2.8469576505851974e-08,3.816983457707914e-07,0.0,1.2947253432190684,1.0,0.00021289713168138138,0.012934969238868388,60,53,0.03333333333333333,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k60_a0p12_all_f0187a7a.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k60_a0p12_all_f0187a7a.csv,descent,all,60,0.12,all,100.0,0.0005327227198850867,-5.693915301170395e-08,7.633966915415828e-07,0.0,1.2947253432190684,1.0,0.0004266683618675998,0.025871626595060815,60,53,0.03333333333333333,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k60_a0p22_all_3acc7fd3.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k60_a0p22_all_3acc7fd3.csv,descent,all,60,0.22,all,100.0,0.00044968645507634936,-1.043884471881239e-07,1.3995606011595683e-06,0.0,1.2947253432190684,1.0,0.0007846258665134912,0.04738949440895868,60,53,0.03333333333333333,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k60_a0p36_all_a1377003.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k60_a0p36_all_a1377003.csv,descent,all,60,0.36,all,100.0,0.00033343568434411955,-1.7081745903511183e-07,2.2901900746247485e-06,0.0,1.2947253432190684,1.0,0.0012884968035986753,0.07729074190376195,60,53,0.03333333333333333,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k100_a0p015_all_60f54e97.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k100_a0p015_all_60f54e97.csv,descent,all,100,0.015,all,100.0,0.0006098382944702985,-1.2873110391582178e-08,2.653225851956307e-07,0.0,1.2090678042871597,0.98,9.36639056049493e-05,0.0032919777241002257,100,77,0.04,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k100_a0p03_all_4b3c93bb.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k100_a0p03_all_4b3c93bb.csv,descent,all,100,0.03,all,100.0,0.000587310351285026,-2.5746220783164355e-08,5.306451703912614e-07,0.0,1.2090678042871597,0.98,0.00018737677456052556,0.006587743890367148,100,77,0.04,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k100_a0p06_all_6a1891a7.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k100_a0p06_all_6a1891a7.csv,descent,all,100,0.06,all,100.0,0.0005422544649144913,-5.149244156632871e-08,1.0612903407825227e-06,0.0,1.2090678042871597,0.98,0.00037493640907649916,0.013189502924304763,100,77,0.04,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k100_a0p12_all_c606fe8e.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k100_a0p12_all_c606fe8e.csv,descent,all,100,0.12,all,100.0,0.00045214269217341667,-1.0298488313265742e-07,2.1225806815650454e-06,0.0,1.2090678042871597,0.98,0.0007505003115972802,0.02642589443701826,100,77,0.04,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k100_a0p22_all_0feb0905.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k100_a0p22_all_0feb0905.csv,descent,all,100,0.22,all,100.0,0.0003019564042716222,-1.8880561907653864e-07,3.891397916202583e-06,0.0,1.2090678042871597,0.98,0.0013772708628447745,0.048540451651974625,100,77,0.04,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k100_a0p36_all_5f4c60d1.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k100_a0p36_all_5f4c60d1.csv,descent,all,100,0.36,all,100.0,9.169560120911475e-05,-3.0895464939797234e-07,6.367742044695136e-06,0.0,1.2090678042871597,0.98,0.002254892813953745,0.07946880364650666,100,77,0.04,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k180_a0p015_all_221e527e.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k180_a0p015_all_221e527e.csv,descent,all,180,0.015,all,100.0,0.0005949510703601446,-2.1380095597382778e-08,1.2436059047567687e-06,3.5629652478789827e-07,1.1158755147249406,0.9111111111111111,0.00015967069295192584,0.0032919777241002257,180,128,0.06666666666666667,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k180_a0p03_all_9557ce8f.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k180_a0p03_all_9557ce8f.csv,descent,all,180,0.03,all,100.0,0.0005575359030647216,-4.2760191194765557e-08,2.4872118095135375e-06,7.125930495757965e-07,1.1158755147249406,0.9111111111111111,0.0003193965149497188,0.006587743890367148,180,128,0.06666666666666667,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k180_a0p06_all_6dcedd7a.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k180_a0p06_all_6dcedd7a.csv,descent,all,180,0.06,all,100.0,0.00048270556847388596,-8.552038238953111e-08,4.974423619027075e-06,1.425186099151593e-06,1.1158755147249406,0.9111111111111111,0.0006389922398934447,0.013189502924304763,180,128,0.06666666666666667,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k180_a0p12_all_f7db630b.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k180_a0p12_all_f7db630b.csv,descent,all,180,0.12,all,100.0,0.0003330448992922043,-1.7104076477906223e-07,9.94884723805415e-06,2.850372198303186e-06,1.1158755147249406,0.9111111111111111,0.0012786109218965009,0.02642589443701826,180,128,0.06666666666666667,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k180_a0p22_all_d04ce03d.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k180_a0p22_all_d04ce03d.csv,descent,all,180,0.22,all,100.0,8.361045065607628e-05,-3.135747354282808e-07,1.8239553269765942e-05,5.225682363555842e-06,1.1158755147249406,0.9111111111111111,0.0023451104230221703,0.048540451651974625,180,128,0.06666666666666667,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k180_a0p36_all_f023bcf3.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k180_a0p36_all_f023bcf3.csv,descent,all,180,0.36,all,100.0,-0.0002655977774345137,-5.131222943371868e-07,2.9846541714162448e-05,8.55111659490956e-06,1.1158755147249406,0.9111111111111111,0.003836570221799394,0.07946880364650666,180,128,0.06666666666666667,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k320_a0p015_all_ff2b3d2d.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k320_a0p015_all_ff2b3d2d.csv,descent,all,320,0.015,all,100.0,0.0005646300107404571,-3.870641538006224e-08,4.6118944040778596e-06,3.143531803389152e-06,1.0136594058066184,0.74375,0.0002828599558500699,0.0032919777241002257,320,174,0.10625,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k320_a0p03_all_3e614d97.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k320_a0p03_all_3e614d97.csv,descent,all,320,0.03,all,100.0,0.0004968937838253466,-7.741283076012448e-08,9.223788808155719e-06,6.287063606778304e-06,1.0136594058066184,0.74375,0.0005656576765141217,0.006587743890367148,320,174,0.10625,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k320_a0p06_all_1cc551f1.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k320_a0p06_all_1cc551f1.csv,descent,all,320,0.06,all,100.0,0.0003614213299951291,-1.5482566152024896e-07,1.8447577616311438e-05,1.2574127213556607e-05,1.0136594058066184,0.74375,0.0011310295721069176,0.013189502924304763,320,174,0.10625,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k320_a0p12_all_1c821749.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k320_a0p12_all_1c821749.csv,descent,all,320,0.12,all,100.0,9.047642233469405e-05,-3.096513230404979e-07,3.6895155232622876e-05,2.5148254427113215e-05,1.0136594058066184,0.74375,0.0022606227004341155,0.02642589443701826,320,174,0.10625,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k320_a0p22_all_ec8a2cfc.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k320_a0p22_all_ec8a2cfc.csv,descent,all,320,0.22,all,100.0,-0.00036109842376603335,-5.676940922409128e-07,6.764111792647526e-05,4.610513311637422e-05,1.0136594058066184,0.74375,0.004138508443300645,0.048540451651974625,320,174,0.10625,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k320_a0p36_all_97ca4946.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k320_a0p36_all_97ca4946.csv,descent,all,320,0.36,all,100.0,-0.000993303208307048,-9.289539691214939e-07,0.00011068546569786862,7.544476328133963e-05,1.0136594058066184,0.74375,0.006753120712744237,0.07946880364650666,320,174,0.10625,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k520_a0p015_all_e0c804bd.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k520_a0p015_all_e0c804bd.csv,descent,all,520,0.015,all,100.0,0.0005293894501158178,-5.884387859414114e-08,1.3178308073813716e-05,1.2746527670712363e-05,0.887234771158046,0.6403846153846153,0.0004378884530121324,0.0032919777241002257,520,217,0.17115384615384616,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k520_a0p03_all_21251560.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k520_a0p03_all_21251560.csv,descent,all,520,0.03,all,100.0,0.00042641266257606794,-1.1768775718828228e-07,2.6356616147627432e-05,2.5493055341424726e-05,0.887234771158046,0.6403846153846153,0.0008754514377916784,0.006587743890367148,520,217,0.17115384615384616,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k520_a0p06_all_c893700a.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k520_a0p06_all_c893700a.csv,descent,all,520,0.06,all,100.0,0.00022045908749657867,-2.3537551437656455e-07,5.2713232295254865e-05,5.098611068284945e-05,0.887234771158046,0.6403846153846153,0.0017495508744924185,0.013189502924304763,520,217,0.17115384615384616,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k520_a0p12_all_b35c71a6.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k520_a0p12_all_b35c71a6.csv,descent,all,520,0.12,all,100.0,-0.00019144806266241376,-4.707510287531291e-07,0.00010542646459050973,0.0001019722213656989,0.887234771158046,0.6403846153846153,0.0034932957386514794,0.02642589443701826,520,217,0.17115384615384616,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k520_a0p22_all_b4f68295.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k520_a0p22_all_b4f68295.csv,descent,all,520,0.22,all,100.0,-0.0008779599795940563,-8.6304355271407e-07,0.00019328185174926783,0.00018694907250378133,0.887234771158046,0.6403846153846153,0.006384505208693518,0.048540451651974625,520,217,0.17115384615384616,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k520_a0p36_all_2092a99d.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k520_a0p36_all_2092a99d.csv,descent,all,520,0.36,all,100.0,-0.001839076663298361,-1.4122530862593872e-06,0.00031627939377152915,0.00030591666409709675,0.887234771158046,0.6403846153846153,0.010394729459282688,0.07946880364650666,520,217,0.17115384615384616,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k800_a0p015_all_15c1f44e.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k800_a0p015_all_15c1f44e.csv,descent,all,800,0.015,all,100.0,0.000478739602758807,-8.778664851243299e-08,3.3535946221065216e-05,3.05408061868999e-05,0.7738254205153658,0.555,0.0006126694197013575,0.0032919777241002257,787,240,0.17125,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k800_a0p03_all_9c203789.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k800_a0p03_all_9c203789.csv,descent,all,800,0.03,all,100.0,0.0003251129678620516,-1.7557329702486597e-07,6.707189244213043e-05,6.10816123737998e-05,0.7738254205153658,0.555,0.001224605546926328,0.006587743890367148,787,240,0.17125,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k800_a0p06_all_7030b8d1.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k800_a0p06_all_7030b8d1.csv,descent,all,800,0.06,all,100.0,1.7859698068535546e-05,-3.5114659404973195e-07,0.00013414378488426086,0.0001221632247475996,0.7738254205153658,0.555,0.002446217845653528,0.013189502924304763,787,240,0.17125,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k800_a0p12_all_4f328923.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k800_a0p12_all_4f328923.csv,descent,all,800,0.12,all,100.0,-0.0005966468415184965,-7.022931880994639e-07,0.0002682875697685217,0.0002443264494951992,0.7738254205153658,0.555,0.004879986722090566,0.02642589443701826,795,240,0.17125,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k800_a0p22_all_dd510785.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k800_a0p22_all_dd510785.csv,descent,all,800,0.22,all,100.0,-0.001620824407496885,-1.2875375115156838e-06,0.0004918605445756232,0.0004479318240745319,0.7738254205153658,0.555,0.008906066897420378,0.048540451651974625,797,240,0.17125,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k800_a0p36_all_00723992.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k800_a0p36_all_00723992.csv,descent,all,800,0.36,all,100.0,-0.003054672999866616,-2.106879564298391e-06,0.0008048627093055651,0.0007329793484855977,0.7738254205153658,0.555,0.014472179912929884,0.07946880364650666,798,240,0.17125,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1200_a0p015_all_b55c6a30.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1200_a0p015_all_b55c6a30.csv,descent,all,1200,0.015,all,100.0,0.0004014675858686322,-1.3194208673539e-07,8.672500240358636e-05,7.565491601053918e-05,0.6820460134714823,0.4508333333333333,0.0008793589554503656,0.0032919777241002257,1160,249,0.1675,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1200_a0p03_all_3d28a0f4.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1200_a0p03_all_3d28a0f4.csv,descent,all,1200,0.03,all,100.0,0.00017056893408170203,-2.6388417347078e-07,0.00017345000480717271,0.00015130983202107836,0.6820460134714823,0.4508333333333333,0.0017574914071133998,0.006587743890367148,1160,249,0.1675,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1200_a0p06_all_67a07fdb.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1200_a0p06_all_67a07fdb.csv,descent,all,1200,0.06,all,100.0,-0.00029122836949216704,-5.2776834694156e-07,0.00034690000961434543,0.0003026196640421567,0.6820460134714823,0.4508333333333333,0.003509997679600951,0.013189502924304763,1162,249,0.1675,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1200_a0p12_all_dfc6e773.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1200_a0p12_all_dfc6e773.csv,descent,all,1200,0.12,all,100.0,-0.0012148229766398948,-1.05553669388312e-06,0.0006938000192286909,0.0006052393280843134,0.6820460134714823,0.4508333333333333,0.006999428678054912,0.02642589443701826,1193,249,0.1675,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1200_a0p22_all_fc5f4249.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1200_a0p22_all_fc5f4249.csv,descent,all,1200,0.22,all,100.0,-0.0027541473218861117,-1.9351506054523863e-06,0.0012719667019192667,0.0011096054348212411,0.6820460134714823,0.4508333333333333,0.012766112405874257,0.048540451651974625,1197,249,0.1675,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1200_a0p36_all_3a28ff89.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1200_a0p36_all_3a28ff89.csv,descent,all,1200,0.36,all,100.0,-0.004909201405230813,-3.1666100816493595e-06,0.0020814000576860722,0.0018157179842529401,0.6820460134714823,0.4508333333333333,0.02072736892640607,0.07946880364650666,1198,249,0.1675,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1600_a0p015_all_247cca9c.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1600_a0p015_all_247cca9c.csv,descent,all,1600,0.015,all,100.0,0.0003340646623019618,-1.7045804305920035e-07,0.00029978017254127785,0.0002725993562490126,0.6719316667783697,0.391875,0.0011809721235637284,0.0032919777241002257,1560,250,0.155,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1600_a0p03_all_55e35b3d.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1600_a0p03_all_55e35b3d.csv,descent,all,1600,0.03,all,100.0,3.576308694836286e-05,-3.409160861184007e-07,0.0005995603450825557,0.0005451987124980252,0.6719316667783697,0.391875,0.0023606661516216666,0.006587743890367148,1560,250,0.155,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1600_a0p06_all_d0b7e964.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1600_a0p06_all_d0b7e964.csv,descent,all,1600,0.06,all,100.0,-0.0005608400637588367,-6.818321722368014e-07,0.0011991206901651114,0.0010903974249960504,0.6719316667783697,0.391875,0.004716113031949072,0.013189502924304763,1562,250,0.155,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1600_a0p12_all_2dec1ebb.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1600_a0p12_all_2dec1ebb.csv,descent,all,1600,0.12,all,100.0,-0.0017540463651732393,-1.3636643444736028e-06,0.002398241380330223,0.002180794849992101,0.6719316667783697,0.391875,0.009410500516020978,0.02642589443701826,1593,250,0.155,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1600_a0p22_all_c14d13da.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1600_a0p22_all_c14d13da.csv,descent,all,1600,0.22,all,100.0,-0.00374272353419724,-2.5000512982016046e-06,0.004396775863938743,0.003998123891652185,0.6719316667783697,0.391875,0.01718166188508392,0.048540451651974625,1597,250,0.155,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1600_a0p36_all_2a6b7036.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1600_a0p36_all_2a6b7036.csv,descent,all,1600,0.36,all,100.0,-0.006526871570830851,-4.090993033420807e-06,0.007194724140990668,0.006542384549976302,0.6719316667783697,0.391875,0.027937793945944048,0.07946880364650666,1598,250,0.155,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_rollback_all_k30_a0p15_all_559e4602.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_rollback_all_k30_a0p15_all_559e4602.csv,rollback,all,30,0.15,all,100.0,0.0006258835636705536,-3.704385134291218e-09,1.435887707662858e-05,2.1271186337304656e-05,1.1648392515725166,0.4666666666666667,3.4756021582011586e-05,0.0035576143371220947,30,29,0.36666666666666664,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_rollback_all_k30_a0p3_all_c75d9e26.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_rollback_all_k30_a0p3_all_c75d9e26.csv,rollback,all,30,0.3,all,100.0,0.0006194008896855466,-7.408770268582436e-09,2.871775415325716e-05,4.254237267460931e-05,1.1648392515725166,0.4666666666666667,6.938989961758669e-05,0.00710797083792114,30,29,0.36666666666666664,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_rollback_all_k30_a0p5_all_a164b52b.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_rollback_all_k30_a0p5_all_a164b52b.csv,rollback,all,30,0.5,all,100.0,0.0006107573243721992,-1.2347950447637391e-08,4.786292358876193e-05,7.09039544576822e-05,1.1648392515725166,0.4666666666666667,0.00011537715814505829,0.011829884934886792,30,29,0.36666666666666664,False
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_rollback_all_k30_a0p75_all_2c47c376.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_rollback_all_k30_a0p75_all_2c47c376.csv,rollback,all,30,0.75,all,100.0,0.0005999528677305167,-1.8521925671456088e-08,7.17943853831429e-05,0.00010635593168652331,1.1648392515725166,0.4666666666666667,0.00017255153084750507,0.017712008303755078,30,29,0.36666666666666664,False
