file,resolved_path,mode,target_subset,top_k,alpha,fit_feature_set,fit_alpha,gradient_pred_delta_vs_h012,gradient_dot,public_bad_energy_mean,public_good_energy_mean,private_safe_mean,hs_agree_mean,mean_abs_delta_prob,max_abs_delta_prob,changed_cells,changed_rows,q2_share,known_file_collision,pred_public_median,pred_public_p10,pred_public_p90,pred_public_min,pred_public_max,support_better_than_h012,support_better_than_0567,n_predictions,resolved_path_h024,source,mean_abs_prob_move_h012,max_abs_prob_move_h012,changed_cells_h012_1e4,changed_rows_h012_1e4,bad_axis_abs_load,good_axis_abs_load,bad_to_good_load_ratio,state_h015_cell_score_w_h012,state_h023_combined_score_w_h012,state_h015_direction_agree,state_h023_direction_agree,risk_width,decoder_score,h028_variant_score
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1200_a0p36_all_3a28ff89.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1200_a0p36_all_3a28ff89.csv,descent,all,1200,0.36,all,100.0,-0.004909201405230813,-3.1666100816493595e-06,0.0020814000576860722,0.0018157179842529401,0.6820460134714823,0.4508333333333333,0.02072736892640607,0.07946880364650666,1198,249,0.1675,False,0.5763884289887711,0.5722598555449563,0.6018841645987681,0.5349352344779448,0.6097919084592374,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1200_a0p36_all_3a28ff89.csv,h028_public_private_gradient_jepa,0.020727368926406066,0.07946880364650666,1158,249,16.79460447117524,4.2074034694340146,3.9916790935771114,0.306092657450951,0.49851542446666364,0.7586391930111355,0.7253193824004455,0.02962430905381186,0.5881415248403573,18.340677930709777
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_QS_quality_k800_a0p36_all_754382e7.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_QS_quality_k800_a0p36_all_754382e7.csv,descent,QS_quality,800,0.36,all,100.0,-0.0034383376227807606,-2.326116491677902e-06,0.0009672333055752973,0.000882800144928695,0.7585276207193954,0.47,0.0143836930406518,0.07946880364650666,798,241,0.0,False,0.5758448294035182,0.5708349680133379,0.6040129346155895,0.5328059966757974,0.6075654351671299,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_QS_quality_k800_a0p36_all_754382e7.csv,h028_public_private_gradient_jepa,0.014383693040651796,0.07946880364650666,775,241,16.574413555947306,4.246551374881588,3.903029090871753,0.3009468202524474,0.5107208386682914,0.784069645165908,0.7534671264676449,0.033177966602251585,0.5888106778961114,15.067481511002619
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_QS_quality_k1200_a0p36_all_1f7abe90.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_QS_quality_k1200_a0p36_all_1f7abe90.csv,descent,QS_quality,1200,0.36,all,100.0,-0.005255311135379952,-3.3643870703060074e-06,0.0035890191670393413,0.003161017773698371,0.6799087546518446,0.3933333333333333,0.021348795422840388,0.07946880364650666,1198,250,0.0,False,0.5766531995265213,0.5722101439437358,0.6008303094820553,0.5357670645493067,0.6086311951474689,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_QS_quality_k1200_a0p36_all_1f7abe90.csv,h028_public_private_gradient_jepa,0.021348795422840388,0.07946880364650666,1158,250,16.3646600716535,3.715996450263947,4.40384168453317,0.30107103080274455,0.49128114996622885,0.7260188408651804,0.7007419275839373,0.028620165538319475,0.5881991020545198,14.867566529654967
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k800_a0p36_all_00723992.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k800_a0p36_all_00723992.csv,descent,all,800,0.36,all,100.0,-0.003054672999866616,-2.106879564298391e-06,0.0008048627093055651,0.0007329793484855977,0.7738254205153658,0.555,0.014472179912929884,0.07946880364650666,798,240,0.17125,False,0.5763565178099949,0.5709284909305796,0.6047597362731784,0.5321692823451423,0.6081734048705887,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k800_a0p36_all_00723992.csv,h028_public_private_gradient_jepa,0.014472179912929881,0.07946880364650666,787,240,16.25438290640636,4.274421086612496,3.8027097876511142,0.22748082334724956,0.506045570186112,0.7697535829176473,0.7203528925898613,0.03383124534259874,0.5895159021055824,13.027752249501765
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1200_a0p22_all_fc5f4249.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1200_a0p22_all_fc5f4249.csv,descent,all,1200,0.22,all,100.0,-0.0027541473218861117,-1.9351506054523863e-06,0.0012719667019192667,0.0011096054348212411,0.6820460134714823,0.4508333333333333,0.012766112405874257,0.048540451651974625,1197,249,0.1675,False,0.5757679445092095,0.5710523508601835,0.6019315213277104,0.5309873060482567,0.6095779818242124,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1200_a0p22_all_fc5f4249.csv,h028_public_private_gradient_jepa,0.012766112405874252,0.048540451651974625,1158,249,15.847709108248992,4.0972092145337164,3.8679277221591954,0.3060926574513197,0.4985154244666507,0.7586391930112457,0.7253193824004808,0.030879170467526973,0.5879169288755998,11.018453629890317
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_S_k520_a0p36_all_9d73a15d.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_S_k520_a0p36_all_9d73a15d.csv,descent,S,520,0.36,all,100.0,-0.002193772022854198,-1.614936148862721e-06,0.00043156885083633694,0.00027177584770186116,0.7804544430854049,0.425,0.009343371353459863,0.07946880364650666,518,229,0.0,False,0.575807236766873,0.5702432077500138,0.6052736610061812,0.530909463170028,0.6081959350473485,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_S_k520_a0p36_all_9d73a15d.csv,h028_public_private_gradient_jepa,0.009343371353459858,0.07946880364650666,499,228,15.514618132733716,4.009447040800821,3.869515664126445,0.3715364848219953,0.5239241666569591,0.8176644003011319,0.7962608946355239,0.03503045325616738,0.5894097258889758,10.501579188798383
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_S_k800_a0p36_all_bd10430d.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_S_k800_a0p36_all_bd10430d.csv,descent,S,800,0.36,all,100.0,-0.003595219396365765,-2.4157632194407577e-06,0.0024813561442845493,0.001911547270782623,0.6914957453067498,0.35125,0.014259023378334647,0.07946880364650666,798,250,0.0,False,0.576454327674837,0.5713137271534046,0.6021209094899103,0.533387917789647,0.609106414289843,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_S_k800_a0p36_all_bd10430d.csv,h028_public_private_gradient_jepa,0.014259023378334642,0.07946880364650666,764,250,15.229569500470403,3.6658577332617868,4.15443549762775,0.3612863235315076,0.50051698217032,0.75040583229768,0.7281582135569278,0.0308071823365057,0.5886783939167837,10.25845991995836
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_QS_quality_k520_a0p36_all_5e99bd68.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_QS_quality_k520_a0p36_all_5e99bd68.csv,descent,QS_quality,520,0.36,all,100.0,-0.0020183304135165774,-1.514683800669795e-06,0.00036376473454609006,0.0003636308515056106,0.8693877590105153,0.5884615384615385,0.010374294958418457,0.07946880364650666,520,216,0.0,False,0.5759347922128444,0.5700721754987188,0.6064652161518471,0.5307682656898761,0.6098371433748413,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_QS_quality_k520_a0p36_all_5e99bd68.csv,h028_public_private_gradient_jepa,0.010374294958418451,0.07946880364650666,518,216,15.94580466565051,4.446784927471988,3.585917673587563,0.16753004054244822,0.5027658682344386,0.749132621418237,0.7066525338144714,0.03639304065312832,0.589914927627195,9.677116625112873
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_QS_quality_k1200_a0p22_all_4119d6c3.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_QS_quality_k1200_a0p22_all_4119d6c3.csv,descent,QS_quality,1200,0.22,all,100.0,-0.0029656588236439164,-2.0560143207425605e-06,0.002193289490968486,0.0019317330839267821,0.6799087546518446,0.3933333333333333,0.013143507245962853,0.048540451651974625,1197,250,0.0,False,0.5756306757230978,0.5711388311436273,0.6008665242362692,0.5314851918686971,0.6084956815512349,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_QS_quality_k1200_a0p22_all_4119d6c3.csv,h028_public_private_gradient_jepa,0.013143507245962848,0.048540451651974625,1158,250,15.58496530854126,3.7969049250408977,4.104649869332385,0.3010710308031001,0.49128114996621713,0.7260188408652904,0.700741927583974,0.029727693092641894,0.5874594957597888,9.302040114689607
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k520_a0p36_all_2092a99d.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k520_a0p36_all_2092a99d.csv,descent,all,520,0.36,all,100.0,-0.001839076663298361,-1.4122530862593872e-06,0.00031627939377152915,0.00030591666409709675,0.887234771158046,0.6403846153846153,0.010394729459282688,0.07946880364650666,520,217,0.17115384615384616,False,0.5759804886061624,0.5700754410216803,0.6068579085961192,0.5303528388825803,0.6115877371141863,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k520_a0p36_all_2092a99d.csv,h028_public_private_gradient_jepa,0.010394729459282683,0.07946880364650666,520,217,15.762029241085354,4.402384140244533,3.5803393650762843,0.08210388952490891,0.4938184591362014,0.748067265331248,0.6664299367745532,0.036782467574438926,0.5900949710349926,8.866999939004504
