file,resolved_path,mode,target_subset,top_k,alpha,fit_feature_set,fit_alpha,gradient_pred_delta_vs_h012,gradient_dot,public_bad_energy_mean,public_good_energy_mean,private_safe_mean,hs_agree_mean,mean_abs_delta_prob,max_abs_delta_prob,changed_cells,changed_rows,q2_share,known_file_collision,pred_public_median,pred_public_p10,pred_public_p90,pred_public_min,pred_public_max,support_better_than_h012,support_better_than_0567,n_predictions,resolved_path_h024,source,mean_abs_prob_move_h012,max_abs_prob_move_h012,changed_cells_h012_1e4,changed_rows_h012_1e4,bad_axis_abs_load,good_axis_abs_load,bad_to_good_load_ratio,state_h015_cell_score_w_h012,state_h023_combined_score_w_h012,state_h015_direction_agree,state_h023_direction_agree,risk_width,decoder_score,h028_variant_score
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_QS_quality_k800_a0p22_all_a75d4fbe.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_QS_quality_k800_a0p22_all_a75d4fbe.csv,descent,QS_quality,800,0.22,all,100.0,-0.0018552861214999692,-1.4215156338031625e-06,0.0005910870200737928,0.0005394889774564248,0.7585276207193954,0.47,0.008861357747367148,0.048540451651974625,797,241,0.0,False,0.5755375305301782,0.5701355756548153,0.6039727819635536,0.5297329678335068,0.6074869170248917,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_QS_quality_k800_a0p22_all_a75d4fbe.csv,h028_public_private_gradient_jepa,0.008861357747367142,0.048540451651974625,775,241,15.713147993387782,4.121132934529597,3.8128224056835776,0.3009468202530385,0.5107208386682571,0.7840696451660909,0.7534671264677074,0.03383720630873832,0.588702540580226,8.860536903645963
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_S1S2S3_k520_a0p36_all_ff1d8b04.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_S1S2S3_k520_a0p36_all_ff1d8b04.csv,descent,S1S2S3,520,0.36,all,100.0,-0.0018999395196662595,-1.4470318613267554e-06,0.0006655865747419213,0.00048600165478976333,0.7032916548613403,0.4,0.008611308914927696,0.07946880364650666,518,244,0.0,False,0.5751884559277052,0.5686199507128742,0.6043103653986567,0.529748216435746,0.6106046191406523,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_S1S2S3_k520_a0p36_all_ff1d8b04.csv,h028_public_private_gradient_jepa,0.00861130891492769,0.07946880364650666,485,237,15.244517564675142,3.880000940967016,3.9289984184763465,0.47626545044085616,0.5110765997458625,0.7657644367743933,0.7564505897588744,0.03569041468578249,0.5890427505141959,8.841619275796608
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1600_a0p36_all_2a6b7036.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1600_a0p36_all_2a6b7036.csv,descent,all,1600,0.36,all,100.0,-0.006526871570830851,-4.090993033420807e-06,0.007194724140990668,0.006542384549976302,0.6719316667783697,0.391875,0.027937793945944048,0.07946880364650666,1598,250,0.155,False,0.5781637912052928,0.5733994776538159,0.5991425653960802,0.5377303673747058,0.6074343897770689,0.08333333333333333,0.06666666666666667,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1600_a0p36_all_2a6b7036.csv,h028_public_private_gradient_jepa,0.02793779394594404,0.07946880364650666,1557,250,15.84085261766528,3.5067206117309837,4.5172839148222454,0.2541030639431077,0.4830151334958123,0.6808078109299672,0.6616970812630801,0.025743087742264303,0.5887424212852731,7.775805823625298
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_Q2S1S3_k520_a0p36_all_1e9f7653.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_Q2S1S3_k520_a0p36_all_1e9f7653.csv,descent,Q2S1S3,520,0.36,all,100.0,-0.0015062785872355915,-1.2220827570806606e-06,0.0004895109135322852,0.00029482937576211227,0.6631141743114648,0.48846153846153845,0.008162147178694448,0.07729074190376195,518,241,0.35192307692307695,False,0.5756045763987471,0.5685237010005594,0.6032219994329096,0.5301185331018128,0.6067007796566847,0.1,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_Q2S1S3_k520_a0p36_all_1e9f7653.csv,h028_public_private_gradient_jepa,0.008162147178694444,0.07729074190376195,499,239,14.741294242759569,3.858895420497209,3.8200813011512262,0.3393459775714373,0.4960069706562621,0.7910788533870482,0.7527562951126147,0.03469829843235017,0.5890710093054726,7.684223566128955
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k800_a0p22_all_dd510785.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k800_a0p22_all_dd510785.csv,descent,all,800,0.22,all,100.0,-0.001620824407496885,-1.2875375115156838e-06,0.0004918605445756232,0.0004479318240745319,0.7738254205153658,0.555,0.008906066897420378,0.048540451651974625,797,240,0.17125,False,0.575823578280316,0.5700236150625105,0.60475788263759,0.5293472507616771,0.608516454855012,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k800_a0p22_all_dd510785.csv,h028_public_private_gradient_jepa,0.008906066897420373,0.048540451651974625,787,240,15.517573707557029,4.1381644250331755,3.749868808966612,0.22748082334842545,0.5060455701860594,0.7697535829176307,0.7203528925899662,0.03473426757507947,0.5892805260147321,7.60751616089142
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_S_k800_a0p22_all_0bdba309.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_S_k800_a0p22_all_0bdba309.csv,descent,S,800,0.22,all,100.0,-0.0019511583164685837,-1.4762997452137964e-06,0.0015163843103961135,0.0011681677765893806,0.6914957453067498,0.35125,0.008773350436489375,0.048540451651974625,797,250,0.0,False,0.5757876984824603,0.5705651704940239,0.6021624951292329,0.5299246220384798,0.6090082949818405,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_S_k800_a0p22_all_0bdba309.csv,h028_public_private_gradient_jepa,0.008773350436489372,0.048540451651974625,764,250,14.891298848373994,3.7662645979849088,3.953864221963461,0.36128632353239504,0.5005169821702918,0.7504058322977463,0.7281582135569894,0.031597324635209034,0.5882181145824706,6.108770221774828
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_S_k520_a0p22_all_d7df570f.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_S_k520_a0p22_all_d7df570f.csv,descent,S,520,0.22,all,100.0,-0.0010947182548781773,-9.869054243049965e-07,0.0002637365199555393,0.00016608524026224853,0.7804544430854049,0.425,0.005752269118038475,0.048540451651974625,517,229,0.0,False,0.5756956175150763,0.569718941242414,0.6053825524743903,0.528521144762617,0.608282128745709,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_S_k520_a0p22_all_d7df570f.csv,h028_public_private_gradient_jepa,0.00575226911803847,0.048540451651974625,499,228,15.065495234757421,3.9762358414810257,3.7888837160516875,0.3715364848235129,0.5239241666568881,0.8176644003012498,0.7962608946356133,0.035663611231976367,0.589491490746886,5.800408098779722
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_QS_quality_k320_a0p36_all_f107808d.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_QS_quality_k320_a0p36_all_f107808d.csv,descent,QS_quality,320,0.36,all,100.0,-0.0010285687066259562,-9.49105682446584e-07,0.00011948606298383743,8.541327079726545e-05,0.9966187181926756,0.70625,0.0068618496880100376,0.07946880364650666,320,178,0.0,False,0.5756324936183499,0.5694063106301672,0.6085860731621011,0.5290852691242341,0.6136572594894157,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_QS_quality_k320_a0p36_all_f107808d.csv,h028_public_private_gradient_jepa,0.0068618496880100315,0.07946880364650666,320,178,15.390308829240736,4.481489670642379,3.434194867529503,0.07867130007902463,0.4881032389636641,0.7372517822104597,0.6448519773674591,0.03917976253193389,0.590534878708162,5.784819705433865
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_S_k320_a0p36_all_d53e0f1c.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_S_k320_a0p36_all_d53e0f1c.csv,descent,S,320,0.36,all,100.0,-0.0011660284507973434,-1.027654107687377e-06,0.000159596066599841,0.00011687769497102241,0.9282157928138822,0.571875,0.0068235170008912336,0.07946880364650666,320,176,0.0,False,0.5760687757444987,0.5695892318018975,0.6083306243497618,0.5293520602374556,0.6113081789357897,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_S_k320_a0p36_all_d53e0f1c.csv,h028_public_private_gradient_jepa,0.006823517000891226,0.07946880364650666,320,176,15.089030667066002,4.143607692109201,3.641520091817327,0.11602092165520131,0.5036158800264251,0.7717831286566804,0.7158706669434287,0.03874139254786435,0.5908902951683872,5.776233633770394
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1200_a0p12_all_dfc6e773.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1200_a0p12_all_dfc6e773.csv,descent,all,1200,0.12,all,100.0,-0.0012148229766398948,-1.05553669388312e-06,0.0006938000192286909,0.0006052393280843134,0.6820460134714823,0.4508333333333333,0.006999428678054912,0.02642589443701826,1193,249,0.1675,False,0.5754138027945173,0.5697200628325239,0.6019664400260649,0.5281662953163541,0.60942614175031,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1200_a0p12_all_dfc6e773.csv,h028_public_private_gradient_jepa,0.006999428678054906,0.02642589443701826,1157,249,15.171355277585095,4.018499032464481,3.7753786056047316,0.3060926574499022,0.4985154244666969,0.758639193011478,0.7253193824004146,0.032246377193541065,0.5880089173242183,5.638719118337863
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1600_a0p22_all_c14d13da.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1600_a0p22_all_c14d13da.csv,descent,all,1600,0.22,all,100.0,-0.00374272353419724,-2.5000512982016046e-06,0.004396775863938743,0.003998123891652185,0.6719316667783697,0.391875,0.01718166188508392,0.048540451651974625,1597,250,0.155,False,0.5760910943761185,0.5722550752218637,0.5991562123228406,0.5325865681840486,0.6069827769167399,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k1600_a0p22_all_c14d13da.csv,h028_public_private_gradient_jepa,0.017181661885083917,0.048540451651974625,1557,250,15.264860753326237,3.669014134826308,4.160480223903089,0.2541030639433934,0.4830151334958039,0.6808078109300588,0.6616970812631131,0.026901137100976857,0.5869501604398265,5.615855064682867
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k320_a0p36_all_97ca4946.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k320_a0p36_all_97ca4946.csv,descent,all,320,0.36,all,100.0,-0.000993303208307048,-9.289539691214939e-07,0.00011068546569786862,7.544476328133963e-05,1.0136594058066184,0.74375,0.006753120712744237,0.07946880364650666,320,174,0.10625,False,0.5757359173128165,0.5694472842845109,0.6085299464176966,0.5289936398573976,0.6143792733969669,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k320_a0p36_all_97ca4946.csv,h028_public_private_gradient_jepa,0.00675312071274423,0.07946880364650666,320,174,15.280842666242338,4.524555968836802,3.3773132144044418,0.07666713609386083,0.49040025294499784,0.7376930477800957,0.6300504892398802,0.039082662133185786,0.5905844086844731,5.543095729677129
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_QS_quality_k520_a0p22_all_075c46e7.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_QS_quality_k520_a0p22_all_075c46e7.csv,descent,QS_quality,520,0.22,all,100.0,-0.0009875039380607444,-9.256401004093194e-07,0.0002223006711114995,0.00022221885369787315,0.8693877590105153,0.5884615384615385,0.006374229141522436,0.048540451651974625,520,216,0.0,False,0.575620834542397,0.5695130559615472,0.606547177665937,0.5285373763212514,0.6101127676454916,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_QS_quality_k520_a0p22_all_075c46e7.csv,h028_public_private_gradient_jepa,0.006374229141522429,0.048540451651974625,518,216,15.328998115982857,4.243497883335522,3.6123496544132685,0.16753004054282175,0.5027658682344299,0.7491326214181906,0.7066525338144927,0.0370341217043898,0.589834599517978,5.472074370602185
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_Q_k520_a0p36_all_117850fc.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_Q_k520_a0p36_all_117850fc.csv,descent,Q,520,0.36,all,100.0,-0.0013234128593359578,-1.1175880554237287e-06,0.0010352438292969184,0.0010520427442158792,0.6462505399871898,0.5442307692307692,0.00889249087444196,0.07578636665529564,520,239,0.37115384615384617,False,0.5750637350600418,0.5691840481933064,0.599585321150274,0.5300596755289532,0.6060440413031588,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_Q_k520_a0p36_all_117850fc.csv,h028_public_private_gradient_jepa,0.008892490874441956,0.07578636665529564,514,239,15.52251307670535,4.199158573302441,3.696577017047738,0.14723458235799947,0.4775716227168763,0.7252947537601461,0.6610385618975828,0.030401272956967595,0.5869854825509473,5.316839482610541
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k520_a0p22_all_b4f68295.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k520_a0p22_all_b4f68295.csv,descent,all,520,0.22,all,100.0,-0.0008779599795940563,-8.6304355271407e-07,0.00019328185174926783,0.00018694907250378133,0.887234771158046,0.6403846153846153,0.006384505208693518,0.048540451651974625,520,217,0.17115384615384616,False,0.5756304052523137,0.5694157630969277,0.6068318878810256,0.5282970444650918,0.6119058888183904,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_all_k520_a0p22_all_b4f68295.csv,h028_public_private_gradient_jepa,0.006384505208693512,0.048540451651974625,520,217,15.216690912081784,4.2163640689186535,3.6089603885594634,0.08210388952490895,0.4938184591362015,0.748067265331248,0.6664299367745531,0.03741612478409795,0.5899766850627438,4.994206466280836
hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_S1S2S3_k520_a0p22_all_8ada767d.csv,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_S1S2S3_k520_a0p22_all_8ada767d.csv,descent,S1S2S3,520,0.22,all,100.0,-0.0009151539473744412,-8.842972485885727e-07,0.00040674735123117414,0.0002970010112604109,0.7032916548613403,0.4,0.005294460614480919,0.048540451651974625,517,244,0.0,False,0.5751374541421537,0.5683725863355915,0.6044559257982546,0.5277709227995551,0.6107642272444626,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h028_public_private_gradient_jepa/submission_h028_pubgrad_descent_S1S2S3_k520_a0p22_all_8ada767d.csv,h028_public_private_gradient_jepa,0.005294460614480915,0.048540451651974625,485,237,14.900433776499217,3.897129891582563,3.8234378086445937,0.4762654504425082,0.5110765997458054,0.7657644367744384,0.7564505897589786,0.03608333946266307,0.5890923261871114,4.9632760759173635
