file,resolved_path,public_lb,delta_vs_h012,mean_abs_logit_move,changed_cells
submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,/Users/kbsoo/Downloads/cl2/submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.5681234831,0.0,0.0,0
submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,/Users/kbsoo/Downloads/cl2/analysis_outputs/submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,0.5761589494,0.00803546629999996,0.3253253485869852,1200
submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,/Users/kbsoo/Downloads/cl2/analysis_outputs/submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,0.5762805676,0.008157084499999967,0.32586814478070003,1200
submission_e368_q2s1rowmask_selected_e368_q2_damp_s1_recover_amp1_06_be814361_uploadsafe.csv,/Users/kbsoo/Downloads/cl2/analysis_outputs/submission_e368_q2s1rowmask_selected_e368_q2_damp_s1_recover_amp1_06_be814361_uploadsafe.csv,0.576290429,0.0081669459,0.32655718299521974,1290
submission_e95_hardtail_541e3973.csv,/Users/kbsoo/Downloads/cl2/analysis_outputs/submission_e95_hardtail_541e3973.csv,0.5762913298,0.008167846699999926,0.3282977100512389,1375
submission_e101_q2s3tail_177569bc.csv,/Users/kbsoo/Downloads/cl2/analysis_outputs/submission_e101_q2s3tail_177569bc.csv,0.576300366,0.00817688289999996,0.328569406188429,1389
submission_mixmin_0c916bb4.csv,/Users/kbsoo/Downloads/cl2/analysis_outputs/submission_mixmin_0c916bb4.csv,0.5763066405,0.008183157399999974,0.3297313315264407,1477
submission_e176_abl_q2_to0p75_91e49725.csv,/Users/kbsoo/Downloads/cl2/analysis_outputs/submission_e176_abl_q2_to0p75_91e49725.csv,0.576311831,0.008188347900000004,0.3287900352724524,1600
submission_e267_humansocial_tail_balanced_2936100f.csv,/Users/kbsoo/Downloads/cl2/analysis_outputs/submission_e267_humansocial_tail_balanced_2936100f.csv,0.5763294974,0.008206014299999898,0.32713941786651246,1212
submission_e72_topabs50_q2s3_gate_4e48cba2.csv,/Users/kbsoo/Downloads/cl2/analysis_outputs/submission_e72_topabs50_q2s3_gate_4e48cba2.csv,0.5764077772,0.008284294099999978,0.3317710744615358,1538
submission_e323_5508f966_uploadsafe.csv,/Users/kbsoo/Downloads/cl2/analysis_outputs/submission_e323_5508f966_uploadsafe.csv,0.5770355016,0.008912018499999896,0.34051810011957073,1356
submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,/Users/kbsoo/Downloads/cl2/analysis_outputs/submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,0.5772865088,0.009163025699999938,0.3417582676900144,1370
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,/Users/kbsoo/Downloads/cl2/jepa/submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,0.5775263072,0.009402824099999929,0.35605373290209,1749
submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,/Users/kbsoo/Downloads/cl2/analysis_outputs/submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,0.5779449757,0.009821492599999981,0.36412023238390806,1749
submission_h010_objective_s1s4_v2_uploadsafe.csv,/Users/kbsoo/Downloads/cl2/submission_h010_objective_s1s4_v2_uploadsafe.csv,0.5781718175,0.01004833439999997,0.3533658552618937,1302
submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,/Users/kbsoo/Downloads/cl2/analysis_outputs/submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,0.5783033652,0.010179882099999982,0.37093214810037445,1750
submission_hybrid_0p578_logit_after_subject_final9_strict.csv,/Users/kbsoo/Downloads/cl2/analysis_outputs/submission_hybrid_0p578_logit_after_subject_final9_strict.csv,0.5784273528,0.010303869699999968,0.386405805452428,1750
submission_jepa_latent_q2_w0p45.csv,/Users/kbsoo/Downloads/cl2/jepa/submission_jepa_latent_q2_w0p45.csv,0.5798012862,0.011677803099999995,0.38733281280651044,1750
submission_lejepa_targetwise_strict_best_scale0p5.csv,/Users/kbsoo/Downloads/cl2/jepa/submission_lejepa_targetwise_strict_best_scale0p5.csv,0.5802468192,0.012123336099999937,0.4067757782349575,1750
submission_jepa_latent_residual_probe.csv,/Users/kbsoo/Downloads/cl2/jepa/submission_jepa_latent_residual_probe.csv,0.5812273278,0.013103844699999923,0.41391437382957846,1750
