candidate_id,real_hs_delta_vs_h012,null_hs_delta_mean,null_hs_delta_p10,null_hs_delta_p50,null_hs_delta_p90,real_percentile_lower_is_better,real_agree_rate_changed,null_agree_rate_mean
agree_h020_k900_a1,0.0036974852665834224,0.0016409043301750445,-0.0008359120305713061,0.0015208868401773157,0.004332655045833622,0.844,0.7744444444444445,0.8119822222222222
agree_h020_k1200_a1,0.0130587040276966,0.018609416242404996,0.017000786156644666,0.018608057446050152,0.020281662190896,0.0,0.5808333333333333,0.6102266666666667
agree_joint_hs_k900_a1_m0.25,-0.011537977097006547,-0.030748576491923984,-0.03217610461555048,-0.030713309139492995,-0.02949206704040087,1.0,0.7744444444444445,0.8124755555555555
agree_joint_hs_k1200_a1_m0.25,-0.014089902301040347,-0.03988828705090268,-0.041617866286872494,-0.0399275480662426,-0.038151842260905275,1.0,0.5808333333333333,0.6099733333333334
hs_regularize_all_a0.9_m0.18,-0.004377235136856283,-0.023801881109885896,-0.025298559186022772,-0.023827001212215204,-0.022257968380809113,1.0,0.3982857142857143,0.4170285714285714
hs_regularize_all_a1_m0.25,-0.018820786185584915,-0.05403671929044144,-0.05644526581883728,-0.05396273736640378,-0.051720676805245315,1.0,0.3982857142857143,0.41801371428571427
conflict_hs_override_k280_a0.35,-0.0019086961847687434,-0.0036483734667845827,-0.009420832821702606,-0.003946018691185382,0.0023365686773415763,0.628,0.0,0.0
