group,cells,mean_residual_toxicity,mean_residual_safety,mean_residual_gap,mean_assignment_score
all_pool,1750,0.49721464000000004,0.4027604378742857,-0.09445420212571426,-0.10928925447343904
h111_selected,53,0.5506470566037737,0.6843219578436657,0.13367490123989223,0.25077133656394845
h110_selected,37,0.5734174131274131,0.6754110982239384,0.10199368509652511,0.2111855997051664
