candidate_id,spec_name,mode,target_group,worldview,fit_feature_set,fit_alpha,k,alpha,cap,selected_cells,changed_cells_vs_h057,changed_rows_vs_h057,model_pred_delta_vs_h057,posterior_delta_vs_h057,hard_diag_delta_vs_h057,anti_h088_direction_rate,h057_positive_align_rate,selected_toxic_mean,selected_conflict_rate,selected_safe_cell_mean,mean_bad_same_rank,cos_h088_direction,cos_h057_vs_h042_direction,cos_h057_vs_h050_direction,max_positive_bad_cosine,mean_abs_prob_move_vs_h057,max_abs_prob_move_vs_h057,selected_subjects,selected_rows,h097_score,file,resolved_path,Q1_changed_vs_h057,Q2_changed_vs_h057,Q3_changed_vs_h057,S1_changed_vs_h057,S2_changed_vs_h057,S3_changed_vs_h057,S4_changed_vs_h057,bad_cos_submission_h010_objectiv,bad_cos_submission_e216_maskfam,bad_cos_submission_e323_5508f966,bad_cos_submission_jepa_latent_q,bad_cos_submission_jepa_latent_r,bad_cos_submission_lejepa_target,bad_cos_submission_ordinal_q_con,path,rows,keys_match,duplicate_keys,nan_cells,min_prob,max_prob,changed_cells_vs_h057_validation,upload_safe,h102_cum_bad_max_pos,h102_cum_bad_weighted_pos,h102_cum_h088_axis_cos,h102_cum_good_max_cos,h102_cum_good_mean_cos,h102_cum_good_bad_margin,route_basis_pred_delta_vs_h057,selected_mean_residual_toxicity,selected_mean_residual_safety,selected_mean_residual_gap,selected_mean_antidote_score,selected_same_bad_residual,selected_opp_bad_residual,selected_same_good_residual,selected_opp_good_residual,selected_h111_cells,selected_h108_rejected_cells,selected_h109_cells,selected_mean_family_count,h112_information_mass,h112_score
h112_residual_h111_pruned_boundary_c86_a056_68b26f11,residual_h111_pruned_boundary_c86_a056,public_residual_toxicity_solver,h111_pruned,H111 was directionally right but needs pruning by leave-one-out public residual toxicity before becoming action-grade,state_core,0.1,86,0.56,0.23,40,40,23,-1.8318339561926127e-05,9.150759249143876e-06,1.6724635005613387e-05,0.85,0.975,0.5080078571428572,0.875,0.06317651999999999,0.72215,-0.04426984895222034,0.29040894551609986,0.2603640911028675,0.0,0.00020013429894117922,0.03295925604811256,9,"0,3,10,56,61,70,78,93,98,101,110,135,136,139,144,146,148,149,150,151,164,196,216",0.3735529292075384,submission_h112_residual_h111_pruned_boundary_c86_a056_68b26f11.csv,/Users/kbsoo/Downloads/cl2/hitl/h112_public_residual_toxicity_solver_hsjepa/submission_h112_residual_h111_pruned_boundary_c86_a056_68b26f11.csv,4,0,14,7,4,4,7,-0.10210735916332354,-0.10299955279698139,-0.11020556885991388,-0.08473945969608145,-0.10721011410484149,-0.12048858119539976,-0.10185405131056234,/Users/kbsoo/Downloads/cl2/hitl/h112_public_residual_toxicity_solver_hsjepa/submission_h112_residual_h111_pruned_boundary_c86_a056_68b26f11.csv,250,True,0,0,4.939277944527429e-06,0.9999967514907456,40,True,0.0,0.0,-0.011877600648458669,0.11841429060177402,0.11779730280862827,0.11841429060177402,-0.0009803409143975422,0.4897542071428571,0.6816665402857143,0.1919123331428572,0.7285138571428572,0.02294580331051619,0.6772200760825696,0.028269556413411733,0.6905078373004283,37,14,3,4.325,0.97,0.5424052831240137
h112_residual_h010_e216_antidote_c72_a064_07801191,residual_h010_e216_antidote_c72_a064,public_residual_toxicity_solver,bad_residual_antidote,"the missing public/private field is an antidote to H010/E216 unexplained bad residual directions, not merely H088 opposition",state_core,0.1,72,0.64,0.26,32,32,21,-2.5397537773158498e-05,9.57433800456991e-06,1.7382464937206994e-05,0.90625,0.96875,0.5442267857142857,0.9375,0.029931167857142844,0.7722767857142857,-0.044074444875123506,0.2697671739513499,0.24355256950060625,0.0,0.00018873852096305254,0.037703111828246816,9,"0,3,10,56,61,70,78,98,101,110,135,136,139,144,148,149,150,151,164,196,216",0.3726467001593859,submission_h112_residual_h010_e216_antidote_c72_a064_07801191.csv,/Users/kbsoo/Downloads/cl2/hitl/h112_public_residual_toxicity_solver_hsjepa/submission_h112_residual_h010_e216_antidote_c72_a064_07801191.csv,3,0,13,5,2,4,5,-0.09155071079246449,-0.09320354066469522,-0.10285745715725664,-0.07663049676711109,-0.09399580384889401,-0.10547040441013336,-0.08548878420139133,/Users/kbsoo/Downloads/cl2/hitl/h112_public_residual_toxicity_solver_hsjepa/submission_h112_residual_h010_e216_antidote_c72_a064_07801191.csv,250,True,0,0,4.939277944527429e-06,0.9999967514907456,32,True,0.0,0.0,-0.012522536847687301,0.07718163865140647,0.07674580640628355,0.07718163865140647,-0.001025251740337792,0.48613838392857145,0.6884972726785714,0.20235888875000002,0.7446876785714285,0.02071965915795218,0.5047061209884599,0.025289691977374802,0.4954712623942076,30,10,1,4.3125,0.8699999999999999,0.5349368621910606
h112_residual_broad_safety_c140_a044_031aa2cc,residual_broad_safety_c140_a044,public_residual_toxicity_solver,broad_safety,a broad action field can survive if the assignment solver explicitly minimizes observed public residual toxicity,state_core,0.1,140,0.44,0.19,52,52,29,-1.8474227360457053e-05,9.077865593661999e-06,1.5380853934895714e-05,0.8653846153846154,0.9038461538461539,0.5382857142857144,0.8076923076923077,0.10688773626373624,0.6258956043956044,-0.06683523387465966,0.2824569112359939,0.253624986963828,0.0,0.00018880347978636713,0.025857189963632954,10,"0,3,6,10,56,61,70,78,93,98,101,110,131,135,136,139,144,146,148,149,150,151,164,196,216,226,234,235,238",0.3683631443165672,submission_h112_residual_broad_safety_c140_a044_031aa2cc.csv,/Users/kbsoo/Downloads/cl2/hitl/h112_public_residual_toxicity_solver_hsjepa/submission_h112_residual_broad_safety_c140_a044_031aa2cc.csv,5,0,16,9,9,4,9,-0.0794169252145002,-0.07524183437626908,-0.08305325587973819,-0.06726331168634318,-0.09431005252021898,-0.09980466547115371,-0.08498180163329007,/Users/kbsoo/Downloads/cl2/hitl/h112_public_residual_toxicity_solver_hsjepa/submission_h112_residual_broad_safety_c140_a044_031aa2cc.csv,250,True,0,0,4.939277944527429e-06,0.9999967514907456,52,True,0.0,0.0,-0.011589928827909279,0.12379706974246893,0.1232275854922924,0.12379706974246893,-0.0007328615347881106,0.5254426868131868,0.676943068131868,0.15150038131868132,0.6475721428571428,0.05915855013937132,0.7514835915995932,0.058120366626364106,0.7688136464448623,44,17,4,4.25,0.9999999999999998,0.49804282130407157
h112_residual_antitoxic_kernel_c52_a078_63b4b19e,residual_antitoxic_kernel_c52_a078,public_residual_toxicity_solver,antitoxic_kernel,safe cells are H110/H111 kernel actions whose signed direction avoids unexplained public residual toxicity,state_core,0.1,52,0.78,0.3,13,13,10,-5.990426192256496e-06,6.204430624355487e-06,1.1507022232392876e-05,1.0,1.0,0.6081252747252748,1.0,-0.029015419780219796,0.8993406593406594,-0.042687473055818166,0.21084672847512514,0.19798882032349285,0.0,9.558529284718686e-05,0.04601956819947184,5,"61,70,78,110,135,136,139,144,164,196",0.3549939138930383,submission_h112_residual_antitoxic_kernel_c52_a078_63b4b19e.csv,/Users/kbsoo/Downloads/cl2/hitl/h112_public_residual_toxicity_solver_hsjepa/submission_h112_residual_antitoxic_kernel_c52_a078_63b4b19e.csv,2,0,3,1,1,4,2,-0.06967642041147604,-0.0632753454405303,-0.06436845690654026,-0.050265685136396045,-0.06806419060798098,-0.07971842497171747,-0.07125437106226042,/Users/kbsoo/Downloads/cl2/hitl/h112_public_residual_toxicity_solver_hsjepa/submission_h112_residual_antitoxic_kernel_c52_a078_63b4b19e.csv,250,True,0,0,4.939277944527429e-06,0.9999967514907456,13,True,0.0,0.0,-0.014377947286868538,0.04427257782948992,0.044085802019577756,0.04427257782948992,-0.0004921819391460908,0.4688250989010989,0.7261167015384616,0.2572916026373627,0.8140364835164835,0.0030208970495204652,0.32134911440439495,0.02951227717490286,0.2575043126938333,12,0,1,4.230769230769231,0.38,0.4107096279278167
