candidate_id,alpha_row207,beta_row135_q3,beta_row135_s2,hash,changed_cells_vs_h136,delta_route_vs_h136,delta_h098_vs_h136,delta_h088_vs_h136,delta_margin_vs_h136,delta_route_vs_h141,delta_h098_vs_h141,delta_h088_vs_h141,delta_margin_vs_h141,route,h098,h088,margin,h102_cum_h088_axis_cos,h102_cum_good_bad_margin,h144_target_split_pass,h144_s2_route_toxic,h144_target_xor_score
h144_a1p0_q1p0_s0p5_8e4535cb,1.0,1.0,0.5,8e4535cb,5,3.6282863803565896e-06,2.2580996838590314e-06,-0.002587079316472958,0.0004276059471531035,2.4354894410357278e-06,1.2579295908631124e-06,-0.0011611404209020404,0.0001614433501077872,-0.0007586653112077977,-2.5099928557666303e-05,-0.06471974373574321,0.15986865639544567,-0.06471974373574321,0.15986865639544567,False,True,0.04783793216484421
h144_a0p0_q0p8_s0p0_85fa2718,0.0,0.8,0.0,85fa2718,3,1.1870332207446644e-06,1.3685452391370067e-06,-0.001606625549564901,0.0005887625061043733,-5.763718576197452e-09,3.683751461410877e-07,-0.00018068665399398331,0.000322599909059057,-0.0007611065643674096,-2.5989483002388327e-05,-0.06373928996883516,0.16002981295439694,-0.06373928996883516,0.16002981295439694,False,False,0.0477324792239559
h144_a0p8_q1p0_s0p5_378b0062,0.8,1.0,0.5,378b0062,5,3.6196949880725783e-06,2.137771152390896e-06,-0.0023975614173853063,0.0004810712224695979,2.4268980487517165e-06,1.137601059394977e-06,-0.0009716225218143887,0.00021490862542428157,-0.0007586739026000817,-2.5220257089134438e-05,-0.06453022583665556,0.15992212167076217,-0.06453022583665556,0.15992212167076217,False,True,0.04675249171278358
h144_a0p0_q1p0_s0p5_04803c06,0.0,1.0,0.5,04803c06,4,2.3943368392541527e-06,1.6054090484932202e-06,-0.0015908164689854357,0.0005762531953299455,1.2015398999332908e-06,6.052389554973012e-07,-0.00016487757341451803,0.00031009059828462915,-0.0007598992607489001,-2.5752619193032114e-05,-0.06372348088825569,0.16001730364362252,-0.06372348088825569,0.16001730364362252,False,False,0.04594903018804798
h144_a1p0_q1p0_s0p8_2d0629d4,1.0,1.0,0.8,2d0629d4,5,3.6389226312125676e-06,2.314331072132388e-06,-0.002551061982621762,0.0003733759877007359,2.4461256918917058e-06,1.314160979136469e-06,-0.0011251230870508444,0.00010721339065541957,-0.0007586546749569417,-2.5043697169392946e-05,-0.06468372640189202,0.1598144264359933,-0.06468372640189202,0.1598144264359933,False,True,0.045111343916200565
h144_a1p0_q0p8_s0p5_14ea4337,1.0,0.8,0.5,14ea4337,5,3.6297243713998874e-06,2.166005535445643e-06,-0.0025465958917671658,0.0003610780082427545,2.4369274320790255e-06,1.165835442449724e-06,-0.0011206569961962481,9.491541119743818e-05,-0.0007586638732167544,-2.519202270607969e-05,-0.06467926031103742,0.15980212845653533,-0.06467926031103742,0.15980212845653533,False,True,0.04469616287422114
h144_a0p5_q1p0_s0p5_873066be,0.5,1.0,0.5,873066be,5,3.6068124364104295e-06,1.9572789138749824e-06,-0.0021040992004829825,0.0005390525137590196,2.4140154970895677e-06,9.571088208790634e-07,-0.0006781603049120649,0.00027288991671370333,-0.0007586867851517438,-2.540074932765035e-05,-0.06423676361975324,0.1599801029620516,-0.06423676361975324,0.1599801029620516,False,True,0.044123944516188666
h144_a0p8_q1p0_s0p8_f98c06aa,0.8,1.0,0.8,f98c06aa,5,3.6303312389283394e-06,2.194002540663819e-06,-0.0023615433574679864,0.0004268159219903145,2.4375342996074776e-06,1.1938324476678999e-06,-0.0009356044618970688,0.00016065332494499818,-0.0007586632663492259,-2.5164025700861515e-05,-0.06449420777673824,0.15986786637028289,-0.06449420777673824,0.15986786637028289,False,True,0.04402492816199355
h144_a0p8_q0p8_s0p5_e0fffa13,0.8,0.8,0.5,e0fffa13,5,3.621132979115659e-06,2.0456770039773992e-06,-0.0023572091608255116,0.00041442898267290973,2.4283360397947974e-06,1.0455069109814802e-06,-0.000931270265254594,0.00014826638562759342,-0.0007586724646090386,-2.5312351237547935e-05,-0.06448987358009577,0.15985547943096548,-0.06448987358009577,0.15985547943096548,False,True,0.04360860884696184
h144_a0p0_q1p0_s0p8_2f050611,0.0,1.0,0.8,2f050611,4,2.4049730901101306e-06,1.6616404367658178e-06,-0.001554828835268536,0.000521952763404776,1.2121761507892688e-06,6.614703437698988e-07,-0.00012888993969761842,0.0002557901663594597,-0.0007598886244980441,-2.5696387804759516e-05,-0.06368749325453879,0.15996300321169735,-0.06368749325453879,0.15996300321169735,False,False,0.043220268887721534
h144_a1p0_q1p0_s1p0_930bba36,1.0,1.0,1.0,930bba36,5,3.6460140278569454e-06,2.351818733613395e-06,-0.002525936508488001,0.0003344675158802324,2.4532170885360836e-06,1.3516486406174762e-06,-0.0010999976129170835,6.830491883491607e-05,-0.0007586475835602973,-2.500620950791194e-05,-0.06465860092775826,0.1597755179641728,-0.06465860092775826,0.1597755179641728,False,True,0.043169985066682
h144_a0p0_q0p8_s0p5_87e365a7,0.0,0.8,0.5,87e365a7,4,2.3957748302974504e-06,1.5133149000795066e-06,-0.0015511031720112714,0.0005094072423424689,1.2029778909765886e-06,5.131448070835876e-07,-0.00012516427644035377,0.00024324464529715262,-0.0007598978227578568,-2.5844713341445827e-05,-0.06368376759128153,0.15995045769063504,-0.06368376759128153,0.15995045769063504,False,False,0.04280826853393202
h144_a1p0_q0p0_s0p0_bf2b3e77,1.0,0.0,0.0,bf2b3e77,3,2.426746480423082e-06,1.652860728362164e-06,-0.0024180446993768076,0.00011916494393177102,1.2339495411022201e-06,6.526906353662449e-07,-0.00099210580380589,-0.0001469976531135453,-0.0007598668511077312,-2.570516751316317e-05,-0.06455070911864706,0.15956021539222434,-0.06455070911864706,0.15956021539222434,False,False,0.04258095942525989
h144_a0p0_q0p5_s0p0_824dd72b,0.0,0.5,0.0,824dd72b,3,1.1891924112598495e-06,1.230404287925254e-06,-0.0015428967005483782,0.0004780221341750268,-3.6045280610123853e-09,2.30234194929335e-07,-0.00011695780497746056,0.0002118595371297105,-0.0007611044051768944,-2.612762395360008e-05,-0.06367556111981863,0.1599190725824676,-0.06367556111981863,0.1599190725824676,False,False,0.04255271880399284
h144_a0p8_q1p0_s1p0_41899cea,0.8,1.0,1.0,41899cea,5,3.637422635572934e-06,2.2314902021451513e-06,-0.002336419929465282,0.0003878877924557156,2.4446256962520722e-06,1.2313201091492323e-06,-0.0009104810338943642,0.00012172519541039928,-0.0007586561749525813,-2.5126538039380183e-05,-0.06446908434873554,0.1598289382407483,-0.06446908434873554,0.1598289382407483,False,True,0.042082857103566906
h144_a1p0_q0p8_s0p8_154098d1,1.0,0.8,0.8,154098d1,5,3.6403606222556485e-06,2.2222369237186743e-06,-0.002510616044107468,0.00030690848329895104,2.4475636829347867e-06,1.2220668307227553e-06,-0.0010846771485365503,4.074588625363473e-05,-0.0007586532369658986,-2.513579131780666e-05,-0.06464328046337772,0.15974795893159152,-0.06464328046337772,0.15974795893159152,False,True,0.041972508402158826
h144_a0p8_q0p0_s0p0_4894032a,0.8,0.0,0.0,4894032a,3,2.4181550881390707e-06,1.5325321968937032e-06,-0.0022292435247571254,0.00017203732806284067,1.2253581488182088e-06,5.323621038977842e-07,-0.0008033046291862078,-9.412526898247564e-05,-0.0007598754425000152,-2.582549604463163e-05,-0.06436190794402738,0.1596130877763554,-0.06436190794402738,0.1596130877763554,False,False,0.041485173424108894
h144_a0p5_q1p0_s0p8_c5fccacb,0.5,1.0,0.8,c5fccacb,5,3.6174486872664075e-06,2.0135103021476884e-06,-0.002068086303864382,0.00048476972362124227,2.4246517479455457e-06,1.0133402091517694e-06,-0.0006421474082934642,0.00021860712657592596,-0.0007586761489008878,-2.5344517939377646e-05,-0.06420075072313464,0.1599258201719138,-0.06420075072313464,0.1599258201719138,False,True,0.04139542413445411
h144_a0p0_q1p0_s1p0_a5d0258f,0.0,1.0,1.0,a5d0258f,4,2.4120644867545084e-06,1.6991280982472587e-06,-0.001529738323084666,0.00048298962157905523,1.2192675474336466e-06,6.989580052513397e-07,-0.00010379942751374827,0.00021682702453373892,-0.0007598815331013997,-2.5658900143278075e-05,-0.06366240274235492,0.15992404006987163,-0.06366240274235492,0.15992404006987163,False,False,0.041277426931152515
h144_a0p5_q0p8_s0p5_6811bcaa,0.5,0.8,0.5,6811bcaa,5,3.6082504274537273e-06,1.8651847654613772e-06,-0.0020639652562013874,0.00047228621430892015,2.4154534881328654e-06,8.650146724654582e-07,-0.0006380263606304698,0.00020612361726360384,-0.0007586853471607005,-2.5492843476063957e-05,-0.06419662967547164,0.1599133366626015,-0.06419662967547164,0.1599133366626015,False,True,0.04097905869226661
h144_a0p8_q0p8_s0p8_89804047,0.8,0.8,0.8,89804047,5,3.6317692299714203e-06,2.1019083922502136e-06,-0.0023212285954482895,0.00036023419589953365,2.4389722906505585e-06,1.1017382992542946e-06,-0.0008952896998773718,9.407159885421734e-05,-0.0007586618283581828,-2.525611984927512e-05,-0.06445389301471854,0.1598012846441921,-0.06445389301471854,0.1598012846441921,False,True,0.04088398222417803
h144_a0p0_q0p8_s0p8_2ffdce0a,0.0,0.8,0.8,2ffdce0a,4,2.4064110811532115e-06,1.569546288352321e-06,-0.001515152965642426,0.0004551674653227311,1.2136141418323497e-06,5.69376195356402e-07,-8.921407007150828e-05,0.0001890048682774148,-0.000759887186507001,-2.5788481953173013e-05,-0.06364781738491268,0.1598962179136153,-0.06364781738491268,0.1598962179136153,False,False,0.04008244838492887
h144_a1p0_q0p8_s1p0_adde3777,1.0,0.8,1.0,adde3777,5,3.6474520188998095e-06,2.259724585200007e-06,-0.002485518171722441,0.0002680461831190417,2.4546550795789476e-06,1.2595544922040878e-06,-0.0010595792761515233,1.8835860737254073e-06,-0.0007586461455692544,-2.5098303656325327e-05,-0.0646181825909927,0.1597090966314116,-0.0646181825909927,0.1597090966314116,False,True,0.04003337330471121
h144_a1p0_q0p5_s0p5_1c5a329a,1.0,0.5,0.5,1c5a329a,5,3.6318835619150724e-06,2.0278645842338903e-06,-0.0024817380115103246,0.0002509640593000573,2.4390866225942106e-06,1.0276944912379713e-06,-0.001055799115939407,-1.5198537745259033e-05,-0.0007586617140262392,-2.5330163657291444e-05,-0.06461440243078058,0.15969201450759263,-0.06461440243078058,0.15969201450759263,False,True,0.039521012996665356
h144_a0p5_q1p0_s1p0_2ec5503b,0.5,1.0,1.0,2ec5503b,5,3.6245400839107853e-06,2.0509979636292378e-06,-0.0020429705867000755,0.00044582026842571176,2.4317431445899235e-06,1.0508278706333187e-06,-0.0006170316911291579,0.00017965767138039546,-0.0007586690575042435,-2.5307030277896096e-05,-0.06417563500597033,0.15988687071671828,-0.06417563500597033,0.15988687071671828,False,True,0.0394526737851648
h144_a0p8_q0p8_s1p0_0adc5a3f,0.8,0.8,1.0,0adc5a3f,5,3.638860626615798e-06,2.1393960537314377e-06,-0.0022961327698823655,0.00032135230145310945,2.4460636872949363e-06,1.1392259607355187e-06,-0.0008701938743114479,5.518970440779314e-05,-0.0007586547369615384,-2.5218632187793896e-05,-0.06442879718915262,0.15976240274974568,-0.06442879718915262,0.15976240274974568,False,True,0.03894413734052753
h144_a0p5_q0p0_s0p0_81491236,0.5,0.0,0.0,81491236,3,2.4052725364771387e-06,1.3520399583775728e-06,-0.0019369646204289784,0.0002293750986469001,1.2124755971562769e-06,3.518698653816538e-07,-0.0005110257248580607,-3.678749839841622e-05,-0.0007598883250516771,-2.600598828314776e-05,-0.06406962903969923,0.15967042554693947,-0.06406962903969923,0.15967042554693947,False,False,0.03885228875447123
h144_a0p8_q0p5_s0p5_aac5bbb4,0.8,0.5,0.5,aac5bbb4,5,3.623292169631278e-06,1.9075360527656465e-06,-0.0022925574072491448,0.0003041337139185196,2.430495230310416e-06,9.073659597697275e-07,-0.0008666185116782271,3.7971116873203314e-05,-0.000758670305418523,-2.5450492188759687e-05,-0.0644252218265194,0.1597451841622111,-0.0644252218265194,0.1597451841622111,False,True,0.038430072970129486
h144_a0p5_q0p8_s0p8_a69eae32,0.5,0.8,0.8,a69eae32,5,3.6188866783094884e-06,1.9214161537341916e-06,-0.002027989847780416,0.0004180640238588551,2.4260897389886266e-06,9.212460607382726e-07,-0.0006020509522094986,0.0001519014268135388,-0.0007586747109098448,-2.5436612087791142e-05,-0.06416065426705067,0.15985911447215143,-0.06416065426705067,0.15985911447215143,False,True,0.03825347839802489
h144_a0p0_q0p8_s1p0_5e6c2ed7,0.0,0.8,1.0,5e6c2ed7,4,2.4135024777975893e-06,1.6070339498336535e-06,-0.001490089981390351,0.0004162506717139969,1.2207055384767275e-06,6.068638568377345e-07,-6.41510858194333e-05,0.00015008807466868057,-0.0007598800951103567,-2.575099429169168e-05,-0.0636227544006606,0.15985730112000657,-0.0636227544006606,0.15985730112000657,False,False,0.03814183563544594
h144_a0p0_q0p5_s0p5_a55b4715,0.0,0.5,0.5,a55b4715,4,2.397934020813069e-06,1.3751739488677538e-06,-0.0014874562291764468,0.00039878882104821267,1.2051370814922073e-06,3.7500385587183483e-07,-6.151733360552913e-05,0.00013262622400289636,-0.0007598956635673412,-2.598285429265758e-05,-0.0636201206484467,0.15983983926934078,-0.0636201206484467,0.15983983926934078,False,False,0.03763453464319097
h144_a1p0_q0p5_s0p8_0d2ea8d5,1.0,0.5,0.8,0d2ea8d5,5,3.6425198127708336e-06,2.0840959725067047e-06,-0.0024458171843463397,0.00019688991346925033,2.4497228734499717e-06,1.0839258795107857e-06,-0.001019878288775422,-6.927268357606597e-05,-0.0007586510777753834,-2.527393226901863e-05,-0.0645784816036166,0.15963794036176182,-0.0645784816036166,0.15963794036176182,False,True,0.036801986279324204
h144_a0p5_q0p8_s1p0_6350ca8d,0.5,0.8,1.0,6350ca8d,5,3.6259780749538662e-06,1.9589038152156325e-06,-0.002002901719586385,0.00037916087263847875,2.4331811356330044e-06,9.587337222197135e-07,-0.0005769628240154673,0.00011299827559316244,-0.0007586676195132004,-2.53991244263097e-05,-0.06413556613885664,0.15982021132093105,-0.06413556613885664,0.15982021132093105,False,True,0.036312956612286215
h144_a0p5_q0p5_s0p5_338bb491,0.5,0.5,0.5,338bb491,5,3.610409617969129e-06,1.727043814249516e-06,-0.0019996567055933015,0.0003617941475017594,2.4176126786482673e-06,7.268737212535971e-07,-0.0005737178100223839,9.563155045644312e-05,-0.0007586831879701851,-2.5630984427275818e-05,-0.06413232112486356,0.15980284459579433,-0.06413232112486356,0.15980284459579433,False,True,0.03579887893988999
h144_a0p8_q0p5_s0p8_74bac713,0.8,0.5,0.8,74bac713,5,3.6339284204868223e-06,1.963767441038461e-06,-0.002256635875496467,0.0002500344308308533,2.4411314811659604e-06,9.63597348042542e-07,-0.0008306969799255493,-1.6128166214463002e-05,-0.0007586596691676674,-2.5394260800486873e-05,-0.06438930029476672,0.15969108487912342,-0.06438930029476672,0.15969108487912342,False,True,0.03571007905902005
h144_a0p0_q0p5_s0p8_12341c1b,0.0,0.5,0.8,12341c1b,4,2.4085702716686135e-06,1.4314053371408935e-06,-0.0014515649510019116,0.0003446447698106647,1.2157733323477516e-06,4.312352441449745e-07,-2.5626055430993944e-05,7.848217276534841e-05,-0.0007598850273164856,-2.592662290438444e-05,-0.06358422937027217,0.15978569521810324,-0.06358422937027217,0.15978569521810324,False,False,0.034913353853214195
h144_a1p0_q0p5_s1p0_2da365c7,1.0,0.5,1.0,2da365c7,5,3.6496112094152114e-06,2.1215836339880372e-06,-0.0024207627784821398,0.00015810053049150619,2.4568142700943495e-06,1.1214135409921182e-06,-0.0009948238829112221,-0.00010806206655381012,-0.000758643986378739,-2.5236444607537297e-05,-0.0645534271977524,0.15959915097878408,-0.0645534271977524,0.15959915097878408,False,True,0.034866360966412775
h144_a0p8_q0p5_s1p0_2c8847c9,0.8,0.5,1.0,2c8847c9,5,3.641019817131417e-06,2.0012551025200102e-06,-0.0022315835175532803,0.0002112255534168217,2.448222877810555e-06,1.0010850095240912e-06,-0.0008056446219823626,-5.493704362849461e-05,-0.0007586525777710228,-2.5356773139005324e-05,-0.06436424793682353,0.1596522760017094,-0.06436424793682353,0.1596522760017094,False,True,0.033773747772186585
h144_a0p5_q0p5_s0p8_8a891be8,0.5,0.5,0.8,8a891be8,5,3.6210458688248903e-06,1.7832752025225473e-06,-0.001963740320866804,0.00030766759598069293,2.4282489295040285e-06,7.831051095266283e-07,-0.0005378014252958863,4.1504998935376625e-05,-0.0007586725517193294,-2.5574753039002787e-05,-0.06409640474013706,0.15974871804427326,-0.06409640474013706,0.15974871804427326,False,True,0.03307793632775609
h144_a0p0_q0p5_s1p0_13fb461c,0.0,0.5,1.0,13fb461c,4,2.4156616683129913e-06,1.4688929986219007e-06,-0.0014265453174597056,0.0003058011712327169,1.2228647289921294e-06,4.6872290562598173e-07,-6.064218887880113e-07,3.963857418740058e-05,-0.0007598779359198413,-2.5889135242903433e-05,-0.06355920973672996,0.1597468516195253,-0.06355920973672996,0.1597468516195253,False,False,0.03297625947696918
h144_a0p5_q0p5_s1p0_05be5228,0.5,0.5,1.0,05be5228,5,3.6281372654690513e-06,1.8207628640037714e-06,-0.001938695639180775,0.0002688375701807577,2.4353403261481894e-06,8.205927710078524e-07,-0.0005127567436098573,2.6749731354414052e-06,-0.0007586654603226852,-2.5537265377521563e-05,-0.06407136005845103,0.15970988801847333,-0.06407136005845103,0.15970988801847333,False,True,0.031140931898630535
h144_a1p0_q0p0_s0p5_c521d774,1.0,0.0,0.5,c521d774,4,3.635488089976085e-06,1.7976303893045553e-06,-0.002362761764644304,4.0235569347013556e-05,2.442691150655223e-06,7.974602963086363e-07,-0.0009368228690733865,-0.00022592702769830275,-0.0007586581094981782,-2.556039785222078e-05,-0.06449542618391456,0.15948128601763958,-0.06449542618391456,0.15948128601763958,False,True,0.029677003051926693
h144_a0p8_q0p0_s0p5_2727b069,0.8,0.0,0.5,2727b069,4,3.6268966976922903e-06,1.6773018578363115e-06,-0.0021739494416401564,9.307727436078106e-05,2.4340997583714285e-06,6.771317648403925e-07,-0.0007480105460692388,-0.00017308532268453525,-0.000758666700890462,-2.5680726383689022e-05,-0.06430661386091041,0.15953412772265335,-0.06430661386091041,0.15953412772265335,False,True,0.02857986172178196
h144_a0p0_q0p0_s0p5_d92b9cb5,0.0,0.0,0.5,d92b9cb5,3,2.401538548873648e-06,1.1449397539380936e-06,-0.0013706450192376776,0.0001871479161749401,1.208741609552786e-06,1.4476966094217458e-07,5.529387633324001e-05,-7.901468087037622e-05,-0.0007598920590392806,-2.621308848758724e-05,-0.06350330943850793,0.1596281983644675,-0.06350330943850793,0.1596281983644675,False,False,0.027792658559247455
h144_a1p0_q0p0_s0p8_fcf31864,1.0,0.0,0.8,fcf31864,4,3.646124340831846e-06,1.8538617775773697e-06,-0.0023269466248595286,-1.3667222021923608e-05,2.453327401510984e-06,8.536916845814507e-07,-0.000901007729288611,-0.0002798298190672399,-0.0007586474732473224,-2.5504166463947964e-05,-0.06445961104412978,0.15942738322627065,-0.06445961104412978,0.15942738322627065,False,True,0.02748563892641625
h144_a1p0_q0p0_s1p0_09dbcd5b,1.0,0.0,1.0,09dbcd5b,4,3.6532157374764406e-06,1.8913494390587022e-06,-0.0023019700723830513,-5.232549079414728e-05,2.4604187981555788e-06,8.911793460627832e-07,-0.0008760311768121337,-0.0003184880878394636,-0.0007586403818506778,-2.5466678802466632e-05,-0.0644346344916533,0.15938872495749842,-0.0644346344916533,0.15938872495749842,False,True,0.027025333674250224
h144_a0p5_q0p0_s0p5_7ac635aa,0.5,0.0,0.5,7ac635aa,4,3.6140141460299247e-06,1.496809619320181e-06,-0.0018816622095690558,0.0001503817697113552,2.421217206709063e-06,4.966395263242621e-07,-0.00045572331399813815,-0.00011578082733396111,-0.0007586795834421243,-2.5861218622205153e-05,-0.06401432662883931,0.15959143221800393,-0.06401432662883931,0.15959143221800393,False,True,0.025945571021641953
h144_a0p8_q0p0_s0p8_79b43be8,0.8,0.0,0.8,79b43be8,4,3.6375329485478346e-06,1.733533246109126e-06,-0.0021381336206938092,3.9149568321794614e-05,2.444736009226973e-06,7.333631531132069e-07,-0.0007121947251228916,-0.0002270130287235217,-0.0007586560646396064,-2.5624494995416208e-05,-0.06427079803996406,0.15948020001661437,-0.06427079803996406,0.15948020001661437,False,True,0.02586818482222998
h144_a0p0_q0p0_s0p8_f81a967b,0.0,0.0,0.8,f81a967b,3,2.412174799729626e-06,1.201171142210908e-06,-0.0013348592640189047,0.00013317583882313522,1.219377860408764e-06,2.0100104921498899e-07,9.107963155201293e-05,-0.0001329867582221811,-0.0007598814227884246,-2.6156857099314426e-05,-0.06346752368328916,0.1595742262871157,-0.06346752368328916,0.1595742262871157,False,False,0.025079806667176834
h144_a0p8_q0p0_s1p0_958360cc,0.8,0.0,1.0,958360cc,4,3.6446243451922124e-06,1.7710209075905668e-06,-0.0021131591181283507,4.7198355929145563e-07,2.4518274058713506e-06,7.708508145946478e-07,-0.0006872202225574331,-0.00026569061348602485,-0.000758648973242962,-2.5587007333934767e-05,-0.0642458235373986,0.15944152243185186,-0.0642458235373986,0.15944152243185186,False,True,0.023938166197576223
h144_a0p5_q0p0_s0p8_45d8f950,0.5,0.0,0.8,45d8f950,4,3.624650396885686e-06,1.5530410075929955e-06,-0.0018458515179821458,9.64270368895015e-05,2.431853457564824e-06,5.528709145970765e-07,-0.0004199126224112282,-0.0001697355601558148,-0.0007586689471912686,-2.580498723393234e-05,-0.0639785159372524,0.15953747748518207,-0.0639785159372524,0.15953747748518207,False,True,0.023232954303451295
h144_a0p0_q0p0_s1p0_ef680142,0.0,0.0,1.0,ef680142,3,2.4192661963740036e-06,1.2386588036924573e-06,-0.0013099172775347875,9.446385106323674e-05,1.2264692570531418e-06,2.384887106965383e-07,0.00011602161803613009,-0.00017169874598207957,-0.0007598743313917802,-2.6119369437832877e-05,-0.06344258169680504,0.1595355142993558,-0.06344258169680504,0.1595355142993558,False,False,0.023149033502004767
h144_a0p5_q0p0_s1p0_69389c29,0.5,0.0,1.0,69389c29,4,3.6317417935302805e-06,1.5905286690742195e-06,-0.0018208846540707715,5.7728497482006924e-05,2.4389448542094187e-06,5.903585760783005e-07,-0.0003949457584998539,-0.00020843409956330938,-0.000758661855794624,-2.5767499572451114e-05,-0.06395354907334103,0.15949877894577458,-0.06395354907334103,0.15949877894577458,False,True,0.02130226925940732
