objective,heldout_subject,all_cells,kept_cells,all_gain_sum,kept_gain_sum,improvement_sum,all_positive_gain_rate,kept_positive_gain_rate,learned_non_all_targets
subject_balanced_listener,id04,6,5,0.38341558095407136,0.027598467830306783,-0.3558171131237646,0.5,0.4,3
subject_balanced_listener,id05,15,10,2.3770867709511516,0.8638552624282756,-1.513231508522876,0.8,0.7,2
subject_balanced_listener,id06,13,12,0.14928200602034536,-0.1489343198379519,-0.29821632585829727,0.5384615384615384,0.5,2
subject_balanced_listener,id07,1,0,-0.12200748448116266,0.0,0.12200748448116266,0.0,0.0,3
subject_balanced_listener,id08,3,3,0.0962708981810767,0.0962708981810767,0.0,0.6666666666666666,0.6666666666666666,2
subject_balanced_listener,id09,5,2,1.9337069364886443,0.6979202343533005,-1.2357867021353437,1.0,1.0,3
subject_balanced_listener,id10,1,1,0.20928907645291445,0.20928907645291445,0.0,1.0,1.0,3
