objective,oof_original_cells,oof_original_active_subjects,oof_original_gain_sum,oof_original_positive_gain_rate,oof_kept_cells,oof_kept_active_subjects,oof_kept_gain_sum,oof_kept_positive_gain_rate,oof_removed_cells,oof_removed_gain_sum,oof_gain_delta,rule_non_all_targets,subject_loo_original_gain_sum,subject_loo_kept_gain_sum,subject_loo_improvement_sum,subject_loo_positive_subjects,subject_loo_negative_subjects
subject_balanced_listener,44,7,5.0270437845670415,0.6818181818181818,32,6,6.442218586453786,0.8125,12,-1.415174801886746,1.415174801886745,3,5.027043784567041,1.7459996194079221,-3.281044165159119,1,4
minimax_listener,44,7,5.0270437845670415,0.6818181818181818,32,6,6.442218586453786,0.8125,12,-1.415174801886746,1.415174801886745,3,5.027043784567041,1.7459996194079221,-3.281044165159119,1,4
full_oof_improvement,44,7,5.0270437845670415,0.6818181818181818,31,6,6.491847915994233,0.8387096774193549,13,-1.4648041314271927,1.4648041314271918,3,5.027043784567041,0.7084163559230403,-4.3186274286440005,1,5
