model,alpha,n_obs,loo_mae,loo_rmse,loo_p90_abs,loo_spearman,h144_h145_pred_gap_abs,selection_score
h_frontier,3.0,7,0.000278925169477364,0.00037554373476809033,0.0005314074049164794,-0.7944613465542746,7.95215827299031e-09,0.00027904445185145886
h_frontier,1.0,7,0.00029063050287233064,0.00039930917218794975,0.0005611684909732247,-0.7944613465542746,2.0197998113648924e-08,0.00029093347284403536
h_frontier,0.3,7,0.0003059193985527405,0.0004479810203755565,0.0006275519261724446,-0.7944613465542746,8.460460685762931e-08,0.0003071884676556049
h_frontier,1e-05,7,0.00031732218024217636,0.0005752657418347673,0.0007960473907524933,-0.9710083124552246,2.399681292520814e-08,0.0003176821324360545
h_frontier,3e-05,7,0.00031743105069635783,0.0005755300056970998,0.0007963803193303795,-0.9710083124552246,6.050134194676704e-08,0.00031833857082555933
h_frontier,0.1,7,0.0003169260381236644,0.0005039664599649016,0.0007033622182628391,-0.7944613465542746,1.588752081599945e-07,0.0003193091662460643
h_frontier,0.0001,7,0.0003176600407914392,0.0005759921627147828,0.0007969630442137157,-0.9710083124552246,1.293714805610728e-07,0.00031960061299985527
h_frontier,0.0003,7,0.0003178921496591786,0.0005762551741672508,0.0007972969127228078,-0.9710083124552246,1.915819749513019e-07,0.0003207658792834481
h_frontier,0.001,7,0.0003181186471057557,0.0005757667020730216,0.0007966911831110093,-0.9710083124552246,2.296128198803725e-07,0.0003215628394039613
h_frontier,0.003,7,0.000318429444301715,0.0005736419701091029,0.0007940357512197632,-0.9710083124552246,2.410758148734492e-07,0.00032204558152481677
h_frontier,0.01,7,0.00031916042127441295,0.0005662470259150996,0.000784722933439679,-0.9710083124552246,2.371890358469984e-07,0.00032271825681211795
h_frontier,0.03,7,0.00031991601670773985,0.0005478226947195434,0.0007611303544910974,-0.7944613465542746,2.1538166558265318e-07,0.0003231467416914797
all_observed,1.0,19,0.0004360447465416524,0.0008268260601696897,0.0012789323241486385,0.4008266601638629,5.989369654507999e-07,0.0004450288010234144
all_observed,0.3,19,0.0004344789725775354,0.0008667853582752677,0.0013172331335123087,0.47107463153278745,8.001684659984001e-07,0.0004464814995675114
all_observed,3.0,19,0.0004446058833718372,0.0007883030047955085,0.0012205062050289128,0.3904960761390211,3.3395082059856897e-07,0.0004496151456808157
all_observed,0.1,19,0.0004506928724785597,0.0009009033854682204,0.001342077837938425,0.49586803319240774,9.054065243653238e-07,0.00046427397034403957
all_observed,0.03,19,0.0004777570207823614,0.0009372131531963841,0.0013699515011608586,0.53099201887687,9.801066846463406e-07,0.0004924586210520564
all_observed,0.01,19,0.0005068820191647635,0.0009728347899174531,0.0013990421176328783,0.5351242524868067,1.0327861219769623e-06,0.0005223738109944179
h_plus_bad,1e-05,10,0.000530437779409975,0.0009465277241355077,0.0012192513987357373,0.4958158260214505,1.0304692681832942e-08,0.0005305923498002025
h_plus_bad,3e-05,10,0.000530552906543431,0.0009466573455822448,0.0012195941882949266,0.4958158260214505,2.595648510738584e-08,0.0005309422538200418
h_plus_bad,0.0001,10,0.0005307784347761445,0.0009468861410285411,0.0012202330587322671,0.4958158260214505,5.539349519367593e-08,0.0005316093372040497
h_plus_bad,0.0003,10,0.000531018106547231,0.0009470275078347215,0.001220780324242492,0.4958158260214505,8.179941834841431e-08,0.0005322450978224571
h_plus_bad,0.001,10,0.0005313156494933118,0.000946841479551959,0.001220994072360959,0.4958158260214505,9.744135422734448e-08,0.0005327772698067219
h_plus_bad,0.003,10,0.0005318566117155567,0.0009459565670426327,0.0012206917223604456,0.4958158260214505,1.0072759692731758e-07,0.0005333675256694665
h_plus_bad,0.01,10,0.0005334296881514178,0.000942857841109494,0.0012192848895931055,0.5462377744304117,9.374230638156504e-08,0.0005348358227471412
h_plus_bad,0.03,10,0.0005366807617553541,0.0009351462418825177,0.0012156658529171608,0.5462377744304117,7.10740680122553e-08,0.0005377468727755379
h_plus_bad,0.1,10,0.0005415486104919953,0.0009168531080334349,0.0012071160996824388,0.5462377744304117,1.4654330076643114e-08,0.0005417684254431449
h_plus_bad,3.0,10,0.0005412575658518003,0.000868172007553323,0.0012078236353633071,0.5462377744304117,1.2432024383147345e-07,0.0005431223695092724
h_plus_bad,0.3,10,0.0005436585355366708,0.0008937094670286299,0.001197433777659283,0.5462377744304117,5.776612928231858e-08,0.0005445250274759056
h_plus_bad,1.0,10,0.0005429719217698895,0.0008747538014514459,0.001195122928924484,0.5462377744304117,1.1438454377326788e-07,0.0005446876899264885
all_observed,0.003,19,0.0005310663377452252,0.0010062850654019497,0.0014246539599152349,0.5351242524868067,1.0757256824358132e-06,0.0005472022229817624
all_observed,1e-05,19,0.0005547285734525081,0.0010433701649589632,0.0014501693340393316,0.5103308508271863,1.2210799062143296e-07,0.0005565601933118296
all_observed,3e-05,19,0.0005545005082950876,0.00104313871299154,0.0014496112034392955,0.5268597852669333,3.0628251103878026e-07,0.0005590947459606693
all_observed,0.001,19,0.0005439868080069975,0.0010263634216429063,0.0014381594924950396,0.5351242524868067,1.0734182014847079e-06,0.0005600880810292681
all_observed,0.0001,19,0.0005536066097587189,0.001041918967751112,0.0014481566842377484,0.5268597852669333,6.465388116336907e-07,0.0005633046919332242
all_observed,0.0003,19,0.0005510380618355314,0.0010378897481750774,0.0014452735834302067,0.5351242524868067,9.356094144925061e-07,0.000565072203052919
