target,score_col,policy,fraction,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,active_subjects,positive_subjects,negative_subjects,raw_action_count,inverse_action_count,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,tail_safe_policy_score
Q1,tail_safe_utility,top_all,0.02,9,0.03747656639255703,0.0041640629325063365,0.6666666666666666,4,3,1,6,3,-0.1707803540684909,0.5887942451477876,0.20825692046104793,0.3537006724798667,0.22906988913524384
Q1,tail_safe_utility,top_decisive,0.02,7,0.16370979490639337,0.023387113558056196,0.7142857142857143,6,4,2,0,7,-0.0843523233103709,0.5993369000025545,0.24806211821676427,0.4138942858611025,-0.1580790351316288
Q1,tail_safe_utility,top_all,0.04,18,0.038636618713634,0.002146478817424111,0.6111111111111112,5,4,1,12,6,-0.3031590180663965,0.8170466677687994,0.3417956367800305,0.41833061716463515,0.46398704219199716
Q1,tail_safe_utility,top_decisive,0.04,13,0.14774936142867579,0.011365335494513521,0.6153846153846154,7,4,3,0,13,-0.30482799692087664,0.9915156796774829,0.4525773583495524,0.4564500265863323,-0.8828189451057322
Q1,tail_safe_utility,top_all,0.06,27,0.050139586209345,0.0018570217114572223,0.5925925925925926,8,4,4,14,13,-0.5471519196671273,1.0754310428804432,0.5972915058764723,0.5553973077406078,-1.6778612485524216
Q1,tail_safe_utility,top_decisive,0.06,20,0.0827425696264743,0.004137128481323716,0.55,8,4,4,0,20,-0.2571716954048628,1.0674092510151258,0.3399142650313371,0.3184479286722242,-1.7739426447453353
Q1,tail_safe_utility,top_all,0.08,36,-0.031664010376554974,-0.0008795558437931937,0.5555555555555556,9,5,4,19,17,-0.35478755559403163,1.1061069750254704,0.32312354521747666,0.2921268489515095,-1.6949136402108427
Q1,tail_safe_utility,top_decisive,0.08,27,-0.15108433142726985,-0.005595715978787772,0.48148148148148145,9,4,5,1,26,-0.349047363810709,0.92938793005938,0.19796303238343915,0.21300366185172104,-2.8419783853893756
Q1,tail_safe_utility,top_all,0.1,45,-0.021320858911966778,-0.0004737968647103728,0.5555555555555556,9,4,5,23,22,-0.570445613733327,1.0683251894537558,0.5491247548213603,0.5140052488157961,-2.533282225398467
Q1,tail_safe_utility,top_decisive,0.1,34,-0.3850117182652578,-0.01132387406662523,0.4411764705882353,9,4,5,1,33,-0.5948469427447235,1.2206400883441575,0.20983522447946568,0.17190589305002654,-3.08996703568656
Q1,tail_safe_utility,top_all,0.14,63,-0.004879860432727701,-7.74581021067889e-05,0.5396825396825397,9,4,5,27,36,-1.1835489896454277,1.0875072712067573,1.1786691292126998,1.0838264353899763,-2.2450741327803962
Q1,tail_safe_utility,top_decisive,0.14,47,-0.7220055516973094,-0.015361820248878923,0.425531914893617,9,4,5,3,44,-0.8297315733214483,1.525888784879318,0.10772602162413891,0.07059886847039047,-3.4783053870690557
Q1,tail_safe_utility,top_all,0.18,81,0.0035823550811300287,4.4226605939876894e-05,0.5308641975308642,9,4,5,29,52,-1.4830103772398318,1.254417957063262,1.4865927323209618,1.1850856598077149,-2.1217991534899596
Q1,tail_safe_utility,top_decisive,0.18,61,-0.5642282803590875,-0.00924964394031291,0.4426229508196721,9,5,4,7,54,-1.5419389878235779,2.0612758823468873,0.9777107074644904,0.4743230713742731,-2.0196791928222035
Q1,tail_safe_utility,top_all,0.25,112,0.5234304594336974,0.004673486244943727,0.5803571428571429,9,6,3,33,79,-1.2786115304937653,1.9691846957823027,1.8020419899274627,0.9151208587935735,0.39878224178766697
Q1,tail_safe_utility,top_decisive,0.25,84,-1.0835131471508004,-0.012898966037509528,0.4523809523809524,10,5,5,12,72,-1.805714085578171,2.244513150979305,0.7222009384273707,0.32176284559182317,-3.390233200808705
Q1,health_weighted_utility,top_all,0.02,9,0.07008123099737606,0.007786803444152896,0.7777777777777778,5,4,1,4,5,-0.07586659587742772,0.46037096443320824,0.1459478268748038,0.31702222370711275,0.47508741499649076
Q1,health_weighted_utility,top_decisive,0.02,7,-0.4438665604471702,-0.06340950863531003,0.5714285714285714,5,2,3,1,6,-0.1590850115898683,0.6601043925191291,-0.2847815488573019,-0.43141895749322595,-2.2366819982965485
Q1,health_weighted_utility,top_all,0.04,18,0.02499349535103823,0.001388527519502124,0.5555555555555556,8,4,4,8,10,-0.3600499811532762,0.853004681611658,0.3850434765043144,0.4513966743732489,-1.8006571759906822
Q1,health_weighted_utility,top_decisive,0.04,13,-0.6060683919744072,-0.04662064553649286,0.5384615384615384,6,2,4,4,9,-0.14601249126337518,0.8072546535401739,-0.46005590071103203,-0.5699018255187263,-3.2356166013136027
Q1,health_weighted_utility,top_all,0.06,27,0.02289274237497596,0.0008478793472213318,0.48148148148148145,8,3,5,12,15,-0.16578398172554035,1.0053576467628655,0.1886767241005163,0.18767124784700587,-2.873784760886624
Q1,health_weighted_utility,top_decisive,0.06,20,0.32828037012613426,0.016414018506306714,0.6,8,4,4,7,13,-0.4289004600389707,0.7550482646859759,0.757180830165105,1.002824409483301,-1.296423898367749
Q1,health_weighted_utility,top_all,0.08,36,0.11982569943793975,0.003328491651053882,0.5277777777777778,8,5,3,15,21,-0.6581130598190311,1.1546285662108862,0.7779387592569709,0.6737567231771442,-0.6057978402821838
Q1,health_weighted_utility,top_decisive,0.08,27,-0.5271136586448029,-0.01952272809795566,0.5185185185185185,8,5,3,13,14,-0.5800192657279336,1.2607411861162787,0.052905607083130746,0.04196389208645337,-1.5729188254755804
Q1,health_weighted_utility,top_all,0.1,45,0.05452129897497904,0.0012115844216662008,0.4888888888888889,9,5,4,17,28,-0.9764976938039541,1.7934871659533258,1.0310189927789333,0.5748683416036025,-1.356024108280923
Q1,health_weighted_utility,top_decisive,0.1,34,-0.5041990980609068,-0.014829385237085494,0.5,9,5,4,19,15,-0.17556285040532052,1.4908878903670983,-0.3286362476555863,-0.22042988596189272,-2.466264773336551
Q1,health_weighted_utility,top_all,0.14,63,0.21266237993345238,0.003375593332277022,0.5396825396825397,9,5,4,19,44,-1.1483223291371327,1.5962940422682639,1.360984709070585,0.8525902327723315,-1.0368450597257208
Q1,health_weighted_utility,top_decisive,0.14,47,1.2686790420392162,0.026993171107217367,0.5957446808510638,9,5,4,27,20,-1.4510978692310916,1.7900552018842528,2.7197769112703076,1.5193815857787003,0.5810497578595659
Q1,health_weighted_utility,top_all,0.18,81,0.11963241642734435,0.0014769434126832635,0.5185185185185185,9,5,4,21,60,-1.1845925392523438,1.6621231801444003,1.304224955679688,0.7846740670365845,-1.1639399608996248
Q1,health_weighted_utility,top_decisive,0.18,61,-0.4345433063001126,-0.007123660759018239,0.5573770491803278,9,3,6,35,26,-1.3193069863411626,1.4916613486492578,0.88476368004105,0.5931397772304209,-3.7704800733495882
Q1,health_weighted_utility,top_all,0.25,112,-0.07250413018952984,-0.0006473583052636593,0.5446428571428571,9,5,4,24,88,-2.139602177689687,1.190140543010499,2.0670980475001572,1.7368520546921005,-0.9847096080952649
Q1,health_weighted_utility,top_decisive,0.25,84,-2.797428485247827,-0.03330272006247413,0.4880952380952381,10,2,8,50,34,-2.334649038464034,1.9519738071759478,-0.4627794467837929,-0.23708281590792815,-8.412276239879613
Q1,pessimistic_utility,top_all,0.02,9,0.04426908288064213,0.004918786986738015,0.6666666666666666,4,3,1,6,3,-0.025633406362343274,0.550556269292207,0.06990248924298541,0.12696702070589763,0.16476498951961016
Q1,pessimistic_utility,top_decisive,0.02,7,0.16245411539272447,0.02320773077038921,0.7142857142857143,5,3,2,0,7,0.05815498365026484,0.5285611275188372,0.10429913174245964,0.19732652726858457,-0.43130853577055617
Q1,pessimistic_utility,top_all,0.04,18,0.0966430927330989,0.005369060707394384,0.6666666666666666,5,4,1,11,7,-0.44015300647441286,1.0190294309052295,0.5367960992075118,0.5267719291783971,0.6205322537069011
Q1,pessimistic_utility,top_decisive,0.04,13,-0.022052690710463563,-0.0016963608238818124,0.5384615384615384,7,3,4,0,13,-0.3711124872606339,0.8569871095318488,0.34905979655017033,0.4073104398744728,-2.070689179468918
Q1,pessimistic_utility,top_all,0.06,27,0.007178823580419547,0.0002658823548303536,0.5555555555555556,8,4,4,15,12,-0.201981627911922,0.943339423656261,0.20916045149234155,0.22172342875448037,-1.9029982310773683
Q1,pessimistic_utility,top_decisive,0.06,20,-0.09611664504825335,-0.0048058322524126675,0.5,8,3,5,0,20,-0.39617092445077334,0.8646343772229685,0.30005427940252,0.3470302445829576,-2.9313946227990755
Q1,pessimistic_utility,top_all,0.08,36,0.04625811746137909,0.0012849477072605303,0.5833333333333334,9,3,6,17,19,-0.41804642087109994,1.0017941832472204,0.46430453833247903,0.4634729828710725,-3.440721329168479
Q1,pessimistic_utility,top_decisive,0.08,27,-0.1739283668721454,-0.006441791365635015,0.48148148148148145,8,3,5,1,26,-0.5552129687925146,1.0771446920624752,0.38128460192036917,0.35397714413863945,-2.986562523267634
Q1,pessimistic_utility,top_all,0.1,45,0.007134187258070357,0.0001585374946237857,0.5777777777777777,9,4,5,21,24,-0.7234992055641406,1.2455998432279975,0.730633392822211,0.5865715195730593,-2.4262647510746276
Q1,pessimistic_utility,top_decisive,0.1,34,-0.4085252634692921,-0.012015448925567414,0.4411764705882353,9,4,5,1,33,-0.4947158973535395,1.1281472179442553,0.08619063388424741,0.07640016525618584,-3.1663067603783044
Q1,pessimistic_utility,top_all,0.14,63,0.030278355922382483,0.00048060882416480134,0.5714285714285714,9,5,4,28,35,-1.2123744519483253,1.6406947010449453,1.2426528078707078,0.7573942958914124,-1.2590537317337285
Q1,pessimistic_utility,top_decisive,0.14,47,-0.19324397881661637,-0.004111574017374817,0.48936170212765956,9,5,4,2,45,-0.9073373507902412,1.4081561712053616,0.7140933719736249,0.5071123406449806,-1.7213234688166688
Q1,pessimistic_utility,top_all,0.18,81,0.21410934909529156,0.0026433252974727354,0.6049382716049383,9,6,3,29,52,-2.0787002706799202,1.488138134808301,2.2928096197752117,1.5407236506781454,0.33239347614615866
Q1,pessimistic_utility,top_decisive,0.18,61,-0.6736894556770113,-0.011044089437328054,0.45901639344262296,10,4,6,4,57,-1.0847185845094829,1.6824915137918377,0.41102912883247156,0.24429789123044882,-4.0447437337576835
Q1,pessimistic_utility,top_all,0.25,112,0.5795307948776224,0.005174382097121628,0.6071428571428571,9,6,3,34,78,-1.10512628771474,2.3097134989430566,1.6846570825923624,0.7293792426477461,0.4045986980497238
Q1,pessimistic_utility,top_decisive,0.25,84,-1.113777187194303,-0.013259252228503608,0.4523809523809524,10,4,6,5,79,-2.1340366731541454,1.6436549420151034,1.0202594859598424,0.6207260781323208,-4.236280425961793
Q1,health_score_only,top_all,0.02,9,-0.03929002234981788,-0.004365558038868653,0.3333333333333333,3,2,1,5,4,0.07180480239285687,0.4890824961326905,-0.11109482474267475,-0.22714945969469774,-0.33422149031255716
Q1,health_score_only,top_decisive,0.02,7,-0.19376443032378815,-0.027680632903398308,0.42857142857142855,4,2,2,5,2,-0.19055298460374784,0.6231721027363131,-0.0032114457200403124,-0.005153384925190068,-1.1454037748183212
Q1,health_score_only,top_all,0.04,18,-0.35358457015918787,-0.019643587231065993,0.3888888888888889,7,3,4,11,7,-0.09842163971202371,0.770881877260241,-0.25516293044716415,-0.331001334930882,-2.7398806181976725
Q1,health_score_only,top_decisive,0.04,13,-0.2720730163358772,-0.02092869356429825,0.46153846153846156,7,3,4,8,5,-0.2254184368474422,0.6351887627017279,-0.046654579488435016,-0.07344994469044644,-2.5342086520874125
Q1,health_score_only,top_all,0.06,27,0.18519148063453883,0.006858943727205142,0.4444444444444444,8,3,5,19,8,-0.3698325722489811,0.8162509240519822,0.55502405288352,0.6799674420315557,-2.546997801097518
Q1,health_score_only,top_decisive,0.06,20,-0.03042868888302741,-0.0015214344441513705,0.45,8,3,5,14,6,-0.4907491444675141,0.8640745875160031,0.4603204555844867,0.5327323152828648,-2.8085432979001705
Q1,health_score_only,top_all,0.08,36,0.5157183995678661,0.014325511099107393,0.4722222222222222,8,5,3,26,10,-0.7027828394359122,1.0446964420783025,1.2185012390037784,1.166368707621624,-0.025891518240871214
Q1,health_score_only,top_decisive,0.08,27,0.5406110115842762,0.020022630058676896,0.5185185185185185,8,5,3,20,7,-0.9657374775104239,0.8429115857660356,1.5063484890947,1.7870776894420486,0.1780222331931074
Q1,health_score_only,top_all,0.1,45,-0.44680089901875963,-0.009928908867083548,0.4444444444444444,8,3,5,30,15,-0.292956094909966,0.9302675485565249,-0.15384480410879364,-0.16537694381311177,-3.511628719282593
Q1,health_score_only,top_decisive,0.1,34,0.10079236118941665,0.002964481211453431,0.5,8,3,5,22,12,-0.47379087189278285,1.2680023556731996,0.5745832330821995,0.4531405091729072,-2.627789456314523
Q1,health_score_only,top_all,0.14,63,0.9184514437845407,0.01457859434578636,0.5079365079365079,9,4,5,40,23,-1.0850375457157078,1.285414917585975,2.0034889895002483,1.5586321288870875,-0.9966864192238858
Q1,health_score_only,top_decisive,0.14,47,1.18929341546953,0.025304115222755958,0.5531914893617021,10,5,5,29,18,-1.1299209222904198,1.5909750644000715,2.31921433775995,1.4577314187098742,-0.4095914031669041
Q1,health_score_only,top_all,0.18,81,0.2630020110711956,0.003246938408286365,0.5308641975308642,10,5,5,51,30,-1.733656028623259,1.5993062487749248,1.9966580396944544,1.2484525970081732,-1.4775199461991253
Q1,health_score_only,top_decisive,0.18,61,0.45718656385394263,0.00749486170252365,0.5573770491803278,10,5,5,39,22,-1.1465595850332493,1.3943624118370646,1.603746148887192,1.1501645019061189,-1.4214038666318136
Q1,health_score_only,top_all,0.25,112,0.18274222753337643,0.0016316270315480039,0.5178571428571429,10,5,5,55,57,-2.010390660948108,1.4949621055866713,2.1931328884814842,1.4670157058066888,-1.4717096909174354
Q1,health_score_only,top_decisive,0.25,84,0.193435608666378,0.0023028048650759283,0.5357142857142857,10,5,5,42,42,-2.1536665033705846,1.7163571940429456,2.3471021120369624,1.367490473534983,-1.410829604767187
Q2,predicted_gain,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0
Q2,predicted_gain,top_all,0.02,9,2.2908550457556522,0.2545394495284058,0.8888888888888888,5,4,1,9,0,-0.3156143155443509,0.7739204391535951,2.606469361300003,3.3678776647255773,3.901018199794322
Q2,predicted_gain,top_decisive,0.02,7,1.5777532625262316,0.2253933232180331,0.8571428571428571,4,3,1,7,0,-0.15447056380239846,0.689973942344375,1.73222382632863,2.5105641242666734,2.585088014167919
Q2,predicted_gain,top_all,0.04,18,1.368042801160092,0.07600237784222734,0.6666666666666666,8,5,3,18,0,-0.5524503330472554,1.1493533760531294,1.9204931342073475,1.6709335650992787,1.1906420879759247
Q2,predicted_gain,top_decisive,0.04,15,1.8030291825292082,0.12020194550194721,0.7333333333333333,8,5,3,15,0,-0.5364678805512791,0.9547648071061478,2.339497063080487,2.4503386024160285,1.8735536815156486
Q2,predicted_gain,top_all,0.06,27,1.5579353219453336,0.05770130822019754,0.6666666666666666,8,5,3,26,1,-0.2541802020938299,1.4518373552182728,1.8121155240391635,1.2481532573369594,1.3003244144260702
Q2,predicted_gain,top_decisive,0.06,22,1.8232288211121264,0.08287403732327847,0.6818181818181818,8,5,3,22,0,-0.400373338840537,1.1222150045815875,2.223602159952663,1.9814404110393469,1.7882699818358567
Q2,predicted_gain,top_all,0.08,36,1.927370040902899,0.053538056691747195,0.6666666666666666,9,5,4,35,1,-0.6388540377995794,1.4451637888905815,2.5662240787024784,1.7757323415033175,1.2364550359324316
Q2,predicted_gain,top_decisive,0.08,30,1.6211363680969177,0.05403787893656393,0.6666666666666666,8,5,3,29,1,-1.1557159635461463,1.4967389622929674,2.776852331643064,1.8552682876571838,1.7618948462710424
Q2,predicted_gain,top_all,0.1,45,2.241129714101493,0.04980288253558873,0.6444444444444445,9,6,3,43,2,-0.8512468834152999,1.8887004162659862,3.0923765975167927,1.6373039211959874,2.662747470907525
Q2,predicted_gain,top_decisive,0.1,37,2.0651376633226364,0.05581453144115234,0.6756756756756757,9,5,4,36,1,-0.4912243858038446,1.5738697377174278,2.556362049126481,1.624252622605194,1.3587761292639104
Q2,predicted_gain,top_all,0.14,63,1.0809226334788429,0.017157502118711792,0.5396825396825397,9,5,4,52,11,-1.8195984439653714,2.0303281688717107,2.900521077444214,1.4285971706022702,0.42785361653343346
Q2,predicted_gain,top_decisive,0.14,52,0.7382109314453228,0.014196364066256208,0.5576923076923077,9,6,3,47,5,-1.1307672238997493,1.8672991991135752,1.8689781553450722,1.0008991361600186,0.6376355071244078
Q2,predicted_gain,top_all,0.18,81,0.4048082146443004,0.004997632279559264,0.5061728395061729,9,4,5,65,16,-2.2181244762353876,2.3696395400136083,2.622932690879688,1.106891004555328,-1.3393157492651158
Q2,predicted_gain,top_decisive,0.18,67,0.645174452680616,0.00962946944299427,0.5373134328358209,9,4,5,57,10,-1.124282089573896,1.9218946033338076,1.769456542254512,0.9206834439230593,-1.405387711645461
Q2,predicted_gain,top_all,0.25,112,1.3568181653841809,0.012114447905215901,0.5089285714285714,9,5,4,88,24,-3.1575866081928687,2.280701604610208,4.514404773577049,1.9793929922492428,1.3129241353610723
Q2,predicted_gain,top_decisive,0.25,93,1.1012438612062911,0.011841331840927862,0.5483870967741935,9,5,4,77,16,-2.7377129937076696,1.8253944906095358,3.8389568549139605,2.1030834017867863,0.8471225844758234
Q2,tail_safe_utility,top_all,0.02,9,0.23740139376592895,0.026377932640658772,0.3333333333333333,3,2,1,4,5,-0.4537461566725271,0.5495419610051624,0.6911475504384561,1.2576793029130735,0.37173763337736254
Q2,tail_safe_utility,top_decisive,0.02,7,0.22267801469649817,0.0318111449566426,0.42857142857142855,3,1,2,1,6,-0.1543014596952924,0.6118659338570813,0.3769794743917906,0.6161145007949484,-0.7337677191868803
Q2,tail_safe_utility,top_all,0.04,18,0.23966141944617114,0.013314523302565063,0.2777777777777778,7,3,4,10,8,-0.4183184301612301,1.1100229932842332,0.6579798496074012,0.592762360408978,-1.7735471749281184
Q2,tail_safe_utility,top_decisive,0.04,15,0.2230881607072352,0.014872544047149014,0.4666666666666667,7,4,3,1,14,-0.5268717833836268,1.0214232549945055,0.749959944090862,0.734230340286208,-0.727669491499009
Q2,tail_safe_utility,top_all,0.06,27,0.05210093665106663,0.0019296643204098753,0.2962962962962963,8,3,5,14,13,-0.44272409406060714,0.9604113367470113,0.4948250307116738,0.5152219801857869,-2.769484400877565
Q2,tail_safe_utility,top_decisive,0.06,22,0.31331962789742673,0.014241801268064852,0.5454545454545454,10,5,5,2,20,-0.48370936845753154,0.7321736854353882,0.7970289963549583,1.0885791338990882,-1.8579532190793382
Q2,tail_safe_utility,top_all,0.08,36,-0.05951674178031369,-0.0016532428272309357,0.2777777777777778,8,2,6,18,18,-0.15135187888974888,1.0929264165881825,0.0918351371094352,0.08402682533387691,-4.021749539036401
Q2,tail_safe_utility,top_decisive,0.08,30,0.012304050143178813,0.0004101350047726271,0.5,10,5,5,10,20,-0.6422991556168755,1.6858653181659213,0.6546032057600543,0.38828914665152914,-2.294755913175649
Q2,tail_safe_utility,top_all,0.1,45,0.008319194645545147,0.0001848709921232255,0.35555555555555557,9,4,5,20,25,-1.1071350659289358,1.5596586482938428,1.115454260574481,0.7151912771392059,-2.3553082419950213
Q2,tail_safe_utility,top_decisive,0.1,37,-0.011151404862681624,-0.00030138932061301687,0.5135135135135135,10,5,5,17,20,-1.0854174229986826,1.620783000156603,1.0742660181360009,0.662806814997568,-2.1391478872855947
Q2,tail_safe_utility,top_all,0.14,63,0.062294274216699475,0.0009887980034396743,0.3968253968253968,9,3,6,21,42,-1.438553250897417,2.2689748303901354,1.5008475251141165,0.6614650391939586,-3.107373699185075
Q2,tail_safe_utility,top_decisive,0.14,52,0.5319367400344369,0.010229552692969941,0.5961538461538461,10,7,3,31,21,-1.468333141983423,2.267334015278756,2.00026988201786,0.8822122671555024,0.6789062716100842
Q2,tail_safe_utility,top_all,0.18,81,0.13437551792571073,0.0016589570114285276,0.43209876543209874,9,3,6,24,57,-1.3112559562620267,2.165943711124999,1.4456314741877374,0.6674372315229149,-3.041675175055055
Q2,tail_safe_utility,top_decisive,0.18,67,0.8041189140505096,0.012001774836574771,0.5970149253731343,10,5,5,41,26,-2.040933940843819,2.1174236275713447,2.8450528548943286,1.3436389477515958,-0.6067934680807188
Q2,tail_safe_utility,top_all,0.25,112,0.07841424914253586,0.0007001272244869274,0.4732142857142857,10,5,5,39,73,-2.5748959311682413,2.867694957826434,2.6533101803107773,0.9252414288588946,-1.4847780448628027
Q2,tail_safe_utility,top_decisive,0.25,93,0.7390000279174512,0.007946236859327433,0.5591397849462365,10,6,4,48,45,-1.761673872791837,2.234351985625163,2.5006739007092884,1.1191942526502197,0.12185424316190696
Q2,health_weighted_utility,top_all,0.02,9,0.030860569521182657,0.003428952169020295,0.4444444444444444,3,2,1,5,4,-0.5876729294964017,0.727571418510543,0.6185334990175844,0.8501344105625026,0.13791629078914303
Q2,health_weighted_utility,top_decisive,0.02,7,0.5490650870929089,0.07843786958470127,0.5714285714285714,3,2,1,2,5,-0.3076443721117396,0.8473613328524094,0.8567094592046485,1.0110320426361339,0.8000166020781494
Q2,health_weighted_utility,top_all,0.04,18,0.015405057990637294,0.0008558365550354052,0.5,7,4,3,6,12,-0.4211964651077813,1.173317514642351,0.4366015230984186,0.37210858753054826,-1.0695735501718613
Q2,health_weighted_utility,top_decisive,0.04,15,1.1490840264095783,0.07660560176063855,0.5333333333333333,6,4,2,5,10,-0.5523523193604999,0.8705944296407183,1.701436345770078,1.9543386539611058,1.4266872794918832
Q2,health_weighted_utility,top_all,0.06,27,0.03764132940664039,0.0013941233113570514,0.48148148148148145,9,6,3,10,17,-0.6906346614979021,1.0337384010761506,0.7282759909045424,0.70450704950729,-0.5184928503075221
Q2,health_weighted_utility,top_decisive,0.06,22,0.4646973243823221,0.021122605653741914,0.5909090909090909,7,5,2,11,11,-0.6345572822578032,1.007836288003087,1.0992546066401252,1.0907075084765732,0.665325369372205
Q2,health_weighted_utility,top_all,0.08,36,0.06039888421740808,0.001677746783816891,0.5,9,5,4,12,24,-1.0683203155224337,1.4570556297648285,1.1287191997398418,0.774657588003019,-1.2920836370733455
Q2,health_weighted_utility,top_decisive,0.08,30,0.15847712716934492,0.005282570905644831,0.5333333333333333,7,4,3,18,12,-1.126510026771693,1.4743551779716781,1.2849871539410378,0.8715587486244932,-0.567954827422176
Q2,health_weighted_utility,top_all,0.1,45,-0.03529842843690406,-0.0007844095208200902,0.4666666666666667,9,5,4,12,33,-1.6109125535022042,1.4197879939167317,1.5756141250653002,1.1097530982204569,-1.20952484150867
Q2,health_weighted_utility,top_decisive,0.1,37,0.13501874482385662,0.0036491552655096384,0.5405405405405406,7,4,3,25,12,-1.1336013646049397,1.270659257960543,1.2686201094287963,0.9983952042855143,-0.5819355072583241
Q2,health_weighted_utility,top_all,0.14,63,-0.20641319978205747,-0.0032763999965405946,0.4444444444444444,9,5,4,13,50,-1.1313455083969544,1.9983733363734029,0.9249323086148968,0.46284259891769797,-1.6808470763195182
Q2,health_weighted_utility,top_decisive,0.14,52,0.3341198617871551,0.00642538195744529,0.5769230769230769,7,4,3,40,12,-1.7864816961291152,1.3679663389424068,2.1206015579162703,1.5501854815782499,-0.016727967861248416
Q2,health_weighted_utility,top_all,0.18,81,0.5919076704150459,0.007307502103889456,0.4691358024691358,9,4,5,21,60,-1.7594111100983651,2.1686377204953766,2.3513187805134113,1.0842377029097812,-1.2625094552500844
Q2,health_weighted_utility,top_decisive,0.18,67,-0.1349759069826078,-0.002014565775859818,0.5522388059701493,10,5,5,52,15,-2.426375930314419,2.1716901893249454,2.291400023331811,1.0551228875072998,-1.7841900279761918
Q2,health_weighted_utility,top_all,0.25,112,-0.0053038386990589825,-4.735570267016949e-05,0.48214285714285715,10,4,6,45,67,-2.1189666158593647,2.897040611066764,2.1136627771603056,0.7295937685809663,-2.7238124898348555
Q2,health_weighted_utility,top_decisive,0.25,93,1.272300991666485,0.013680655824370806,0.5806451612903226,10,5,5,72,21,-1.874213511177467,2.5842481295155055,3.146514502843952,1.2175744530514028,-0.05143568058137893
