heldout_subject,target,accepted,score_col,policy,fraction,heldout_selected_cells,heldout_gain_sum,heldout_positive_gain_rate,raw_action_count,inverse_action_count
id01,Q1,True,predicted_gain,top_decisive,0.02,1,-0.13002641583751984,0.0,1,0
id01,Q2,True,predicted_gain,top_decisive,0.04,2,0.013742575133378288,0.5,0,2
id01,Q3,True,tail_safe_utility,top_decisive,0.04,2,-0.05303141033084485,0.5,2,0
id01,S1,True,predicted_gain,top_decisive,0.14,6,-1.5763853961982985,0.3333333333333333,0,6
id01,S2,True,predicted_gain,top_all,0.02,1,0.15758271898884885,1.0,0,1
id01,S3,True,predicted_gain,top_decisive,0.02,1,0.09632554648225744,1.0,0,1
id01,S4,True,predicted_gain,top_all,0.18,7,0.0005668662659070733,0.42857142857142855,7,0
id02,Q1,True,predicted_gain,top_all,0.14,7,-0.36779183649374764,0.5714285714285714,5,2
id02,Q2,True,predicted_gain,top_decisive,0.04,2,-1.1027778778927069,0.0,2,0
id02,Q3,True,tail_safe_utility,top_decisive,0.04,2,-0.006638880737331876,0.5,0,2
id02,S1,True,tail_safe_utility,top_decisive,0.1,4,-0.17547728471252033,0.0,0,4
id02,S2,True,predicted_gain,top_decisive,0.02,1,-0.3851380204901764,0.0,1,0
id02,S3,True,predicted_gain,top_decisive,0.02,1,-0.31269674788619134,0.0,1,0
id02,S4,True,health_weighted_utility,top_decisive,0.14,4,-0.00597949584898938,0.5,0,4
id03,Q1,True,predicted_gain,top_decisive,0.02,1,0.24662147083183128,1.0,1,0
id03,Q2,True,predicted_gain,top_all,0.1,3,-0.42700835017296596,0.3333333333333333,3,0
id03,Q3,True,health_weighted_utility,top_all,0.08,3,0.012829773522756494,0.3333333333333333,2,1
id03,S1,True,health_weighted_utility,top_all,0.02,1,0.004970284497804123,1.0,0,1
id03,S2,True,predicted_gain,top_decisive,0.02,1,0.2432639822062291,1.0,0,1
id03,S3,True,predicted_gain,top_decisive,0.02,1,-0.34383031177921136,0.0,1,0
id03,S4,True,health_score_only,top_all,0.25,8,-0.032954417429941874,0.5,3,5
id04,Q1,True,predicted_gain,top_decisive,0.02,1,-0.5379652178136745,0.0,1,0
id04,Q2,True,predicted_gain,top_decisive,0.04,2,0.5354925634321109,1.0,2,0
id04,Q3,True,pessimistic_utility,top_decisive,0.04,2,0.09531007180550555,1.0,0,2
id04,S1,True,predicted_gain,top_decisive,0.25,14,-1.118279060514957,0.2857142857142857,0,14
id04,S2,True,predicted_gain,top_decisive,0.02,1,-0.45062759017963167,0.0,1,0
id04,S3,False,predicted_gain,hold,0.0,0,0.0,,0,0
id04,S4,True,health_score_only,top_all,0.06,3,-0.1725933944073757,0.3333333333333333,1,2
id05,Q1,True,predicted_gain,top_decisive,0.04,1,0.37084734783059753,1.0,1,0
id05,Q2,True,predicted_gain,top_all,0.04,2,0.15599892083575512,0.5,2,0
id05,Q3,True,pessimistic_utility,top_decisive,0.04,1,-0.04996887157842245,0.0,0,1
id05,S1,True,health_weighted_utility,top_all,0.14,6,-0.0420654950012222,0.16666666666666666,3,3
id05,S2,True,predicted_gain,top_all,0.04,2,-0.030909079859236743,0.5,1,1
id05,S3,True,predicted_gain,top_decisive,0.02,1,-0.6188696942889529,0.0,0,1
id05,S4,True,health_weighted_utility,top_decisive,0.18,7,0.25658430525426124,0.5714285714285714,5,2
