target,score_col,policy,fraction,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,active_subjects,positive_subjects,negative_subjects,raw_action_count,inverse_action_count,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,tail_safe_policy_score,episode_conditioned_policy_score,accepted,accept_reason,heldout_accept_rate,heldout_gain_sum,heldout_positive_subjects,heldout_negative_subjects,heldout_positive_gain_rate
Q1,episode_conditioned_utility,hold,0.0,0,0.28332712951701566,0.015740396084278647,0.6111111111111112,6,4,2,7,11,-0.6971996451648153,0.9324603447274782,0.9805267746818309,1.0515479615043584,0.24555518569498136,0.2015803887503237,False,failed_episode_conditioned_tail_stress,1.0,-3.205452411739236,1,9,0.3611111111111111
Q2,episode_relative_health_score,hold,0.0,0,0.11813834199890572,0.013126482444322858,0.5555555555555556,2,2,0,0,9,-0.3455177602405701,0.7563541928309087,0.46365610223947584,0.6130145196975609,0.9361638741969228,0.9855998294832136,False,failed_episode_conditioned_tail_stress,1.0,-0.027620166942072366,6,4,0.6
Q3,episode_relative_health_score,top_decisive,0.04,14,0.30438587795657535,0.021741848425469668,0.5714285714285714,2,2,0,0,14,-0.4410462822404768,0.7321537524338504,0.7454321601970522,1.0181360919329598,1.2671007432188395,1.3794070399540521,True,episode_conditioned_tail_subjectheldout_stable,1.0,0.37645049698483285,8,2,0.56
S1,episode_relative_health_score,hold,0.0,0,0.22040468470406083,0.012244704705781158,0.6666666666666666,6,5,1,8,10,-0.3958013049292796,1.038672011452793,0.6162059896333405,0.5932633043336286,0.9787364448424261,0.9471762421891001,False,failed_episode_conditioned_tail_stress,1.0,-0.3558422789857696,5,5,0.5909090909090909
S2,episode_conditioned_utility,hold,0.0,0,1.4604536208861063,0.040568156135725175,0.7222222222222222,7,5,2,5,31,-0.10278820875615947,1.7578123642259318,1.5632418296422659,0.8893109762205212,1.8492971366607294,1.9075094998913706,False,failed_episode_conditioned_tail_stress,1.0,-0.8158442908269175,5,5,0.4444444444444444
S3,episode_conditioned_pessimistic_utility,top_decisive,0.02,7,0.6004620176274693,0.08578028823249562,0.8571428571428571,5,4,1,2,5,-0.22848278477986084,0.5087479832561778,0.8289448024073302,1.6293819920459887,1.4035308976746341,1.4161932122827336,True,episode_conditioned_tail_subjectheldout_stable,1.0,0.26924756853849857,7,3,0.6666666666666666
S4,episode_conditioned_utility,top_decisive,0.18,57,0.7464359239333798,0.013095367086550522,0.6140350877192983,9,7,2,12,45,-2.029947821751024,1.6035132018169307,2.776383745684404,1.7314380340233564,2.006226319027011,2.33472832007243,True,episode_conditioned_tail_subjectheldout_stable,1.0,0.5281663176700031,5,4,0.5849056603773585
