start_name,spec_name,route,h098,curv_marg,badw,badmax,h088,margin,active_cells,eligible_cells
h128,h128_conflict_erase,-0.0006972639260798221,-3.156827096749133e-05,5.1339798147334754e-05,0.0,0.0,-0.04636050588818601,0.1999785037913021,32,16
h127,h127_tail_erase,-0.0007011975636880362,-3.131028233035657e-05,4.549263234566894e-05,0.0,0.0,-0.051158428644389305,0.16043391218855277,29,5
h126,h126_amp_erase,-0.0007022568723852664,-3.0950646940898496e-05,4.491738639560757e-05,0.0,0.0,-0.05766987572072982,0.149910590272096,28,4
h124,h124_refill_veto,-0.0007034713692941542,-3.081034105768929e-05,4.439846407497524e-05,0.0,0.0,-0.060941721763959913,0.14487413580212893,27,3
h122,h122_core_toxicity,-0.0006052271118913546,-2.8653872695282912e-05,4.1325668393203674e-05,0.0,0.0,-0.06615821918278908,0.1258543648265494,24,11
