group_mode,neighbors,weights,threshold,oof_original_cells,oof_original_gain_sum,oof_original_positive_gain_rate,oof_kept_cells,oof_kept_gain_sum,oof_kept_positive_gain_rate,oof_removed_cells,oof_removed_gain_sum,oof_gain_delta,active_subjects,positive_subjects,negative_subjects,min_subject_improvement,mean_predicted_gain,policy_key,guarded_score,target
keep_all,0,none,0.0,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.0,keep_all,0.0,Q2
target_expert,3,uniform,-0.1,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.14241564432334555,target_expert__knn3__uniform__thr-0.10,0.0,Q2
target_expert,3,uniform,-0.05,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.14241564432334555,target_expert__knn3__uniform__thr-0.05,0.0,Q2
target_expert,3,uniform,0.0,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.14241564432334555,target_expert__knn3__uniform__thr0.00,0.0,Q2
target_expert,3,uniform,0.05,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.14241564432334555,target_expert__knn3__uniform__thr0.05,0.0,Q2
target_expert,3,distance,-0.1,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.14652981562801795,target_expert__knn3__distance__thr-0.10,0.0,Q2
target_expert,3,distance,-0.05,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.14652981562801795,target_expert__knn3__distance__thr-0.05,0.0,Q2
target_expert,3,distance,0.0,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.14652981562801795,target_expert__knn3__distance__thr0.00,0.0,Q2
target_expert,5,uniform,-0.1,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.1702643994101967,target_expert__knn5__uniform__thr-0.10,0.0,Q2
target_expert,5,uniform,-0.05,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.1702643994101967,target_expert__knn5__uniform__thr-0.05,0.0,Q2
target_expert,5,uniform,0.0,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.1702643994101967,target_expert__knn5__uniform__thr0.00,0.0,Q2
target_expert,5,distance,-0.1,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.17007050978722768,target_expert__knn5__distance__thr-0.10,0.0,Q2
target_expert,5,distance,-0.05,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.17007050978722768,target_expert__knn5__distance__thr-0.05,0.0,Q2
target_expert,5,distance,0.0,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.17007050978722768,target_expert__knn5__distance__thr0.00,0.0,Q2
target_expert,5,distance,0.05,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.17007050978722768,target_expert__knn5__distance__thr0.05,0.0,Q2
target_expert,7,uniform,-0.1,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.16935823650992132,target_expert__knn7__uniform__thr-0.10,0.0,Q2
target_expert,7,uniform,-0.05,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.16935823650992132,target_expert__knn7__uniform__thr-0.05,0.0,Q2
target_expert,7,uniform,0.0,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.16935823650992132,target_expert__knn7__uniform__thr0.00,0.0,Q2
target_expert,7,distance,-0.1,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.1650946690846194,target_expert__knn7__distance__thr-0.10,0.0,Q2
target_expert,7,distance,-0.05,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.1650946690846194,target_expert__knn7__distance__thr-0.05,0.0,Q2
target_expert,7,distance,0.0,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.1650946690846194,target_expert__knn7__distance__thr0.00,0.0,Q2
target_expert,11,uniform,-0.1,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.1918179313180719,target_expert__knn11__uniform__thr-0.10,0.0,Q2
target_expert,11,uniform,-0.05,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.1918179313180719,target_expert__knn11__uniform__thr-0.05,0.0,Q2
target_expert,11,uniform,0.0,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.1918179313180719,target_expert__knn11__uniform__thr0.00,0.0,Q2
target_expert,11,uniform,0.05,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.1918179313180719,target_expert__knn11__uniform__thr0.05,0.0,Q2
target_expert,11,uniform,0.1,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.1918179313180719,target_expert__knn11__uniform__thr0.10,0.0,Q2
target_expert,11,distance,-0.1,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.18300598728844755,target_expert__knn11__distance__thr-0.10,0.0,Q2
target_expert,11,distance,-0.05,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.18300598728844755,target_expert__knn11__distance__thr-0.05,0.0,Q2
target_expert,11,distance,0.0,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.18300598728844755,target_expert__knn11__distance__thr0.00,0.0,Q2
target_expert,11,distance,0.05,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.18300598728844755,target_expert__knn11__distance__thr0.05,0.0,Q2
target_expert,11,distance,0.1,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.18300598728844755,target_expert__knn11__distance__thr0.10,0.0,Q2
target_family,3,uniform,-0.1,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.14241564432334555,target_family__knn3__uniform__thr-0.10,0.0,Q2
target_family,3,uniform,-0.05,12,1.976823748523643,0.75,12,1.976823748523643,0.75,0,0.0,0.0,4,0,0,0.0,0.14241564432334555,target_family__knn3__uniform__thr-0.05,0.0,Q2
