subject_id,all_cells,kept_cells,all_gain_sum,kept_gain_sum,improvement_sum,all_positive_gain_rate,kept_positive_gain_rate
id04,6,5,0.38341558095407136,0.027598467830306783,-0.3558171131237646,0.5,0.4
id05,15,11,2.3770867709511516,3.1579067542038812,0.7808199832527296,0.8,1.0
id06,13,9,0.14928200602034536,1.2137634771398695,1.064481471119524,0.5384615384615384,0.7777777777777778
id07,1,0,-0.12200748448116266,0.0,0.12200748448116266,0.0,0.0
id08,3,3,0.0962708981810767,0.0962708981810767,0.0,0.6666666666666666,0.6666666666666666
id09,5,5,1.9337069364886443,1.9337069364886443,0.0,1.0,1.0
id10,1,1,0.20928907645291445,0.20928907645291445,0.0,1.0,1.0
