posterior_key,prior_name,ridge_mult,loo_mae,loo_rmse,loo_p90_abs,loo_spearman,loo_pearson,known_fit_mae,known_fit_p90_abs,q_mean,q_std,q_extreme_rate,q_move_l1_vs_prior,q_move_l1_vs_h057,config_score
h061_h057_feedback__ridge_3,h061_h057_feedback,3.0,0.0004817592384999459,0.0005364621187405792,0.0005176186938808454,0.993822614970374,0.9980830871153844,0.0004813062436304135,0.0005169995846553363,0.5985858828184423,0.22696941562209633,0.04342857142857143,4.5495670826767294e-05,0.014943744503530981,-0.000682090459270094
h061_h057_feedback__ridge_1,h061_h057_feedback,1.0,0.0004825255031747347,0.0005372928946224503,0.0005187293634960181,0.993822614970374,0.9980736404407918,0.000481824921122613,0.0005181156402415093,0.5985845278485363,0.22696480509274233,0.04342857142857143,6.02044105519246e-05,0.01492711543888759,-0.0006832434628224361
h061_h057_feedback__ridge_10,h061_h057_feedback,10.0,0.0004871486264885362,0.000541460777739617,0.0005235631867808218,0.993822614970374,0.9980908227214061,0.00048663822169162227,0.0005228439544323844,0.5985839216253234,0.22696430357006617,0.04342857142857143,3.501582372709618e-05,0.014945735706795813,-0.0006895606587180678
h061_h057_feedback__ridge_30,h061_h057_feedback,30.0,0.0004951425340381836,0.0005489290417130474,0.0005324866752712519,0.993822614970374,0.9980997426927054,0.0004946741559402946,0.000531896751269946,0.5985805819655262,0.22695507135021434,0.04342857142857143,2.0930732556218436e-05,0.01494193890160353,-0.0007006773316227427
h061_h057_feedback__ridge_100,h061_h057_feedback,100.0,0.0005019229564409654,0.0005552860481470311,0.0005406733024938052,0.993822614970374,0.9981074828537085,0.0005016740193852253,0.0005403895018397612,0.5985776083531824,0.22694679499991635,0.04342857142857143,8.666235586742043e-06,0.014937999580491577,-0.0007103226008348848
h061_h057_feedback__ridge_0.3,h061_h057_feedback,0.3,0.0005024589309797022,0.0005565150978608505,0.0005432160157503102,0.993822614970374,0.9980449841293472,0.0005004293841304613,0.0005420861556744993,0.5985741158883606,0.22693586737002058,0.04285714285714286,0.00014408354251381337,0.014868003133039443,-0.0007115115540111326
h061_h057_feedback__ridge_0.1,h061_h057_feedback,0.1,0.0007310454661507239,0.0007865584435547002,0.0008231438697700839,0.993822614970374,0.9978020185798737,0.0007233845872980553,0.0008217234256509855,0.5985160397145368,0.22680812044958984,0.04342857142857143,0.0003847990383204911,0.014773244237103276,-0.001038290038450134
h012_public_posterior__ridge_0.3,h012_public_posterior,0.3,0.001038914652615653,0.0010902224520687371,0.0012211616042511002,0.9913516487471757,0.9988162549881971,0.0010369492395560604,0.0012178783471656067,0.5983895905657413,0.2248760117372302,0.04285714285714286,0.00016346598982252346,0.011195673696513267,-0.0014848075520899767
h012_public_posterior__ridge_1,h012_public_posterior,1.0,0.0010407809326992109,0.0010911156029090657,0.0012211114527406614,0.9903632622578963,0.998838532961682,0.0010397755969624564,0.0012190947403941642,0.5983915862230255,0.22488214729669667,0.04285714285714286,0.00011917018130825652,0.011252781105643627,-0.0014866631320339765
h012_public_posterior__ridge_3,h012_public_posterior,3.0,0.0010486802873909986,0.0010990802683498381,0.001229983970571288,0.9903632622578963,0.9988421805986345,0.0010477796643816152,0.001228169174061151,0.5983892617323807,0.22487650802134998,0.04228571428571429,0.00010985779260826892,0.011265782669018084,-0.0014974408567255174
