law_name,feature_view,group_mode,neighbors,weights,policy,param,switched_cells,active_subjects,mean_true_gain,gain_sum,positive_true_gain_rate
human_episode_context__target__knn55_distance,human_episode_context,target,55,distance,topfrac,0.02,15,5,-0.07017215991300046,-1.052582398695007,0.4
human_episode_context__target__knn55_distance,human_episode_context,target,55,distance,topfrac,0.03,22,6,-0.10192453061676905,-2.242339673568919,0.3181818181818182
human_episode_context__target__knn55_distance,human_episode_context,target,55,distance,topfrac,0.04,29,6,-0.07254112966168806,-2.1036927601889537,0.3448275862068966
human_episode_context__target__knn55_distance,human_episode_context,target,55,distance,topfrac,0.06,44,10,-0.0772696461775551,-3.399864431812425,0.3409090909090909
human_episode_context__target__knn55_distance,human_episode_context,target,55,distance,topfrac,0.08,59,10,-0.06165436170462681,-3.637607340572982,0.3728813559322034
human_episode_context__target__knn55_distance,human_episode_context,target,55,distance,topfrac,0.1,74,10,-0.061338602813515906,-4.539056608200177,0.3783783783783784
human_episode_context__target__knn55_distance,human_episode_context,target,55,distance,topfrac,0.15,110,10,-0.03568679017272789,-3.925546919000068,0.43636363636363634
human_episode_context__target__knn55_distance,human_episode_context,target,55,distance,topfrac,0.2,147,10,-0.04944602383889225,-7.268565504317161,0.42857142857142855
human_episode_context__target__knn55_uniform,human_episode_context,target,55,uniform,threshold,-0.02,718,10,-0.016078246092965858,-11.544180694749485,0.48746518105849584
human_episode_context__target__knn55_uniform,human_episode_context,target,55,uniform,threshold,-0.01,672,10,-0.016088185722437153,-10.811260805477767,0.48660714285714285
human_episode_context__target__knn55_uniform,human_episode_context,target,55,uniform,threshold,0.0,557,10,-0.016155740554499774,-8.998747488856374,0.48473967684021546
human_episode_context__target__knn55_uniform,human_episode_context,target,55,uniform,threshold,0.005,483,10,-0.015152300074205101,-7.318560935841064,0.4886128364389234
human_episode_context__target__knn55_uniform,human_episode_context,target,55,uniform,threshold,0.01,409,10,-0.016637553327345053,-6.804759310884127,0.4938875305623472
human_episode_context__target__knn55_uniform,human_episode_context,target,55,uniform,threshold,0.02,273,10,-0.030033246077303732,-8.199076179103919,0.46886446886446886
human_episode_context__target__knn55_uniform,human_episode_context,target,55,uniform,threshold,0.04,97,10,-0.04910296384128743,-4.76298749260488,0.4329896907216495
human_episode_context__target__knn55_uniform,human_episode_context,target,55,uniform,threshold,0.08,3,3,-0.2514368045380386,-0.7543104136141159,0.3333333333333333
human_episode_context__target__knn55_uniform,human_episode_context,target,55,uniform,topfrac,0.01,7,5,-0.14404318719791803,-1.0083023103854263,0.42857142857142855
human_episode_context__target__knn55_uniform,human_episode_context,target,55,uniform,topfrac,0.02,15,7,-0.08061209305336688,-1.209181395800503,0.3333333333333333
human_episode_context__target__knn55_uniform,human_episode_context,target,55,uniform,topfrac,0.03,22,7,-0.08284067792551508,-1.8224949143613318,0.3181818181818182
human_episode_context__target__knn55_uniform,human_episode_context,target,55,uniform,topfrac,0.04,29,7,-0.05005890295226477,-1.4517081856156784,0.3793103448275862
human_episode_context__target__knn55_uniform,human_episode_context,target,55,uniform,topfrac,0.06,44,9,-0.060108256168942116,-2.6447632714334532,0.38636363636363635
human_episode_context__target__knn55_uniform,human_episode_context,target,55,uniform,topfrac,0.08,59,10,-0.05485832646650699,-3.2366412615239124,0.3898305084745763
human_episode_context__target__knn55_uniform,human_episode_context,target,55,uniform,topfrac,0.1,74,10,-0.0665876556593192,-4.927486518789621,0.3918918918918919
human_episode_context__target__knn55_uniform,human_episode_context,target,55,uniform,topfrac,0.15,110,10,-0.06504559937836021,-7.155015931619623,0.4
human_episode_context__target__knn55_uniform,human_episode_context,target,55,uniform,topfrac,0.2,147,10,-0.060454591807843044,-8.886824995752928,0.42857142857142855
human_episode_context__target__knn7_distance,human_episode_context,target,7,distance,threshold,-0.02,710,10,-0.02391849254252511,-16.98212970519283,0.4915492957746479
human_episode_context__target__knn7_distance,human_episode_context,target,7,distance,threshold,-0.01,684,10,-0.024771899051434194,-16.943978951180988,0.4926900584795322
human_episode_context__target__knn7_distance,human_episode_context,target,7,distance,threshold,0.0,646,10,-0.02636586804710556,-17.03235075843019,0.48606811145510836
human_episode_context__target__knn7_distance,human_episode_context,target,7,distance,threshold,0.005,622,10,-0.027656117615624164,-17.20210515691823,0.48231511254019294
human_episode_context__target__knn7_distance,human_episode_context,target,7,distance,threshold,0.01,579,10,-0.027991539078427802,-16.207101126409697,0.48186528497409326
human_episode_context__target__knn7_distance,human_episode_context,target,7,distance,threshold,0.02,516,10,-0.028161374679139525,-14.531269334435995,0.4786821705426357
human_episode_context__target__knn7_distance,human_episode_context,target,7,distance,threshold,0.04,376,10,-0.03842297403801571,-14.447038238293905,0.44680851063829785
human_episode_context__target__knn7_distance,human_episode_context,target,7,distance,threshold,0.08,192,10,-0.03966292134050669,-7.615280897377284,0.421875
human_episode_context__target__knn7_distance,human_episode_context,target,7,distance,topfrac,0.01,7,2,-0.04824308078770634,-0.33770156551394437,0.2857142857142857
human_episode_context__target__knn7_distance,human_episode_context,target,7,distance,topfrac,0.02,15,5,-0.0038492774125152007,-0.05773916118772801,0.4666666666666667
human_episode_context__target__knn7_distance,human_episode_context,target,7,distance,topfrac,0.03,22,8,-0.02944300829062143,-0.6477461823936714,0.36363636363636365
human_episode_context__target__knn7_distance,human_episode_context,target,7,distance,topfrac,0.04,29,9,-0.012135823031372905,-0.3519388679098142,0.4482758620689655
human_episode_context__target__knn7_distance,human_episode_context,target,7,distance,topfrac,0.06,44,9,-0.021428250497873214,-0.9428430219064214,0.45454545454545453
human_episode_context__target__knn7_distance,human_episode_context,target,7,distance,topfrac,0.08,59,9,-0.04191377845400092,-2.4729129287860543,0.4067796610169492
human_episode_context__target__knn7_distance,human_episode_context,target,7,distance,topfrac,0.1,74,10,-0.03761916974404554,-2.78381856105937,0.4189189189189189
human_episode_context__target__knn7_distance,human_episode_context,target,7,distance,topfrac,0.15,110,10,-0.055335837212806126,-6.086942093408674,0.39090909090909093
human_episode_context__target__knn7_distance,human_episode_context,target,7,distance,topfrac,0.2,147,10,-0.05218113437920483,-7.67062675374311,0.3877551020408163
human_episode_context__target__knn7_uniform,human_episode_context,target,7,uniform,threshold,-0.02,708,10,-0.024153481158323054,-17.100664660092722,0.4901129943502825
human_episode_context__target__knn7_uniform,human_episode_context,target,7,uniform,threshold,-0.01,684,10,-0.02481082137902767,-16.970601823254928,0.49415204678362573
human_episode_context__target__knn7_uniform,human_episode_context,target,7,uniform,threshold,0.0,649,10,-0.026781754332580343,-17.381358561844642,0.4884437596302003
human_episode_context__target__knn7_uniform,human_episode_context,target,7,uniform,threshold,0.005,615,10,-0.028590609117313037,-17.583224607147518,0.4861788617886179
human_episode_context__target__knn7_uniform,human_episode_context,target,7,uniform,threshold,0.01,579,10,-0.026888091184473075,-15.56820479580991,0.4853195164075993
human_episode_context__target__knn7_uniform,human_episode_context,target,7,uniform,threshold,0.02,510,10,-0.03024992842858588,-15.427463498578799,0.4843137254901961
human_episode_context__target__knn7_uniform,human_episode_context,target,7,uniform,threshold,0.04,376,10,-0.039819172721058234,-14.972008943117896,0.4574468085106383
human_episode_context__target__knn7_uniform,human_episode_context,target,7,uniform,threshold,0.08,179,10,-0.04616553149036466,-8.263630136775275,0.4245810055865922
human_episode_context__target__knn7_uniform,human_episode_context,target,7,uniform,topfrac,0.01,7,3,-0.050232917858949774,-0.3516304250126484,0.2857142857142857
human_episode_context__target__knn7_uniform,human_episode_context,target,7,uniform,topfrac,0.02,15,6,0.00962603610875726,0.1443905416313589,0.4
human_episode_context__target__knn7_uniform,human_episode_context,target,7,uniform,topfrac,0.03,22,7,0.004957239980169614,0.10905927956373151,0.45454545454545453
human_episode_context__target__knn7_uniform,human_episode_context,target,7,uniform,topfrac,0.04,29,9,0.006074901970516237,0.1761721571449709,0.4482758620689655
human_episode_context__target__knn7_uniform,human_episode_context,target,7,uniform,topfrac,0.06,44,9,-0.04722575094210379,-2.0779330414525665,0.38636363636363635
human_episode_context__target__knn7_uniform,human_episode_context,target,7,uniform,topfrac,0.08,59,9,-0.04835495843890396,-2.8529425478953336,0.3728813559322034
human_episode_context__target__knn7_uniform,human_episode_context,target,7,uniform,topfrac,0.1,74,10,-0.05416888179993648,-4.0084972531953,0.3783783783783784
human_episode_context__target__knn7_uniform,human_episode_context,target,7,uniform,topfrac,0.15,110,10,-0.07080522227764763,-7.788574450541239,0.36363636363636365
human_episode_context__target__knn7_uniform,human_episode_context,target,7,uniform,topfrac,0.2,147,10,-0.05856627829933877,-8.609242910002799,0.3877551020408163
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,threshold,-0.02,706,10,-0.0165452070403495,-11.680916170486748,0.4985835694050991
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,threshold,-0.01,681,10,-0.015595713370551986,-10.620680805345902,0.49926578560939794
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,threshold,0.0,643,10,-0.017257454479952587,-11.096543230609514,0.49300155520995337
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,threshold,0.005,611,10,-0.018411549029140946,-11.249456456805119,0.49427168576104746
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,threshold,0.01,570,10,-0.018034821345098862,-10.279848166706351,0.49473684210526314
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,threshold,0.02,486,10,-0.016448952196291784,-7.994190767397807,0.5102880658436214
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,threshold,0.04,329,10,-0.026263006065620167,-8.640528995589035,0.47720364741641336
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,threshold,0.08,130,10,-0.013078784664575769,-1.70024200639485,0.47692307692307695
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,topfrac,0.01,7,4,-0.058141683722660244,-0.4069917860586217,0.2857142857142857
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,topfrac,0.02,15,6,-0.0240082483666152,-0.360123725499228,0.3333333333333333
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,topfrac,0.03,22,9,-0.02365693904005511,-0.5204526588812124,0.4090909090909091
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,topfrac,0.04,29,9,-0.003382588246390493,-0.09809505914532429,0.4482758620689655
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,topfrac,0.06,44,9,-0.010687796932319837,-0.4702630650220728,0.5
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,topfrac,0.08,59,10,0.00282121625508534,0.16645175905003506,0.5084745762711864
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,topfrac,0.1,74,10,0.0019377908466068755,0.1433965226489088,0.5
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,topfrac,0.15,110,10,-0.021603897620713703,-2.3764287382785074,0.44545454545454544
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,topfrac,0.2,147,10,-0.01282107605212301,-1.8846981796620823,0.4897959183673469
human_episode_context__target_episode_family__knn13_uniform,human_episode_context,target_episode_family,13,uniform,threshold,-0.02,711,10,-0.01766583348356874,-12.560407606817373,0.48945147679324896
human_episode_context__target_episode_family__knn13_uniform,human_episode_context,target_episode_family,13,uniform,threshold,-0.01,688,10,-0.016545568140972324,-11.383350880988958,0.49273255813953487
human_episode_context__target_episode_family__knn13_uniform,human_episode_context,target_episode_family,13,uniform,threshold,0.0,642,10,-0.0195440228780742,-12.547262687723638,0.48753894080996885
human_episode_context__target_episode_family__knn13_uniform,human_episode_context,target_episode_family,13,uniform,threshold,0.005,615,10,-0.01987436614138627,-12.222735176952558,0.4894308943089431
human_episode_context__target_episode_family__knn13_uniform,human_episode_context,target_episode_family,13,uniform,threshold,0.01,578,10,-0.0188205043146175,-10.878251493848914,0.48788927335640137
human_episode_context__target_episode_family__knn13_uniform,human_episode_context,target_episode_family,13,uniform,threshold,0.02,491,10,-0.01486556508549007,-7.298992456975625,0.49490835030549896
human_episode_context__target_episode_family__knn13_uniform,human_episode_context,target_episode_family,13,uniform,threshold,0.04,326,10,-0.02262430942058935,-7.375524871112128,0.4815950920245399
human_episode_context__target_episode_family__knn13_uniform,human_episode_context,target_episode_family,13,uniform,threshold,0.08,134,10,-0.022915128663711613,-3.0706272409373563,0.4701492537313433
human_episode_context__target_episode_family__knn13_uniform,human_episode_context,target_episode_family,13,uniform,topfrac,0.01,7,4,-0.004462302748861867,-0.031236119242033067,0.2857142857142857
human_episode_context__target_episode_family__knn13_uniform,human_episode_context,target_episode_family,13,uniform,topfrac,0.02,15,5,0.03861815312068558,0.5792722968102837,0.4666666666666667
human_episode_context__target_episode_family__knn13_uniform,human_episode_context,target_episode_family,13,uniform,topfrac,0.03,22,7,0.0474237045233894,1.0433214995145668,0.5454545454545454
human_episode_context__target_episode_family__knn13_uniform,human_episode_context,target_episode_family,13,uniform,topfrac,0.04,29,9,-0.002393710040427622,-0.06941759117240104,0.4482758620689655
human_episode_context__target_episode_family__knn13_uniform,human_episode_context,target_episode_family,13,uniform,topfrac,0.06,44,10,-0.013872613106428124,-0.6103949766828375,0.4772727272727273
human_episode_context__target_episode_family__knn13_uniform,human_episode_context,target_episode_family,13,uniform,topfrac,0.08,59,10,0.005896520219240163,0.3478946929351696,0.5084745762711864
human_episode_context__target_episode_family__knn13_uniform,human_episode_context,target_episode_family,13,uniform,topfrac,0.1,74,10,0.012593896565850932,0.9319483458729689,0.5
human_episode_context__target_episode_family__knn13_uniform,human_episode_context,target_episode_family,13,uniform,topfrac,0.15,110,10,-0.015149841035967492,-1.666482513956424,0.4636363636363636
human_episode_context__target_episode_family__knn13_uniform,human_episode_context,target_episode_family,13,uniform,topfrac,0.2,147,10,-0.02198306360916348,-3.2315103505470315,0.47619047619047616
human_episode_context__target_episode_family__knn21_distance,human_episode_context,target_episode_family,21,distance,threshold,-0.02,723,10,-0.013778671529929443,-9.961979516138987,0.5006915629322268
human_episode_context__target_episode_family__knn21_distance,human_episode_context,target_episode_family,21,distance,threshold,-0.01,684,10,-0.01452354748089758,-9.934106476933945,0.49853801169590645
human_episode_context__target_episode_family__knn21_distance,human_episode_context,target_episode_family,21,distance,threshold,0.0,632,10,-0.014375937472285582,-9.085592482484488,0.4936708860759494
human_episode_context__target_episode_family__knn21_distance,human_episode_context,target_episode_family,21,distance,threshold,0.005,592,10,-0.014266925980157405,-8.446020180253184,0.49324324324324326
human_episode_context__target_episode_family__knn21_distance,human_episode_context,target_episode_family,21,distance,threshold,0.01,539,10,-0.011927641319083271,-6.428998670985883,0.49536178107606677
human_episode_context__target_episode_family__knn21_distance,human_episode_context,target_episode_family,21,distance,threshold,0.02,462,10,-0.01102567223694314,-5.093860573467731,0.512987012987013
human_episode_context__target_episode_family__knn21_distance,human_episode_context,target_episode_family,21,distance,threshold,0.04,292,10,-0.013536050952058834,-3.9525268780011795,0.4897260273972603
human_episode_context__target_episode_family__knn21_distance,human_episode_context,target_episode_family,21,distance,threshold,0.08,108,10,-0.01925509553254536,-2.0795503175148986,0.4444444444444444
human_episode_context__target_episode_family__knn21_distance,human_episode_context,target_episode_family,21,distance,topfrac,0.01,7,4,-0.13588572531114776,-0.9512000771780342,0.14285714285714285
human_episode_context__target_episode_family__knn21_distance,human_episode_context,target_episode_family,21,distance,topfrac,0.02,15,9,-0.08115123859864719,-1.2172685789797077,0.26666666666666666
human_episode_context__target_episode_family__knn21_distance,human_episode_context,target_episode_family,21,distance,topfrac,0.03,22,10,-0.07443575252385672,-1.6375865555248477,0.36363636363636365
human_episode_context__target_episode_family__knn21_distance,human_episode_context,target_episode_family,21,distance,topfrac,0.04,29,10,-0.05630086526628415,-1.6327250927222405,0.41379310344827586
human_episode_context__target_episode_family__knn21_distance,human_episode_context,target_episode_family,21,distance,topfrac,0.06,44,10,-0.0544167685508347,-2.394337816236727,0.4090909090909091
human_episode_context__target_episode_family__knn21_distance,human_episode_context,target_episode_family,21,distance,topfrac,0.08,59,10,-0.0425626101817239,-2.51119400072171,0.4406779661016949
human_episode_context__target_episode_family__knn21_distance,human_episode_context,target_episode_family,21,distance,topfrac,0.1,74,10,0.0020467020672604174,0.15145595297727088,0.5
human_episode_context__target_episode_family__knn21_distance,human_episode_context,target_episode_family,21,distance,topfrac,0.15,110,10,-0.016517204147573385,-1.8168924562330724,0.45454545454545453
human_episode_context__target_episode_family__knn21_distance,human_episode_context,target_episode_family,21,distance,topfrac,0.2,147,10,-0.013796442284216894,-2.0280770157798833,0.47619047619047616
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,threshold,-0.02,724,10,-0.01343752333684158,-9.728766895873305,0.4986187845303867
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,threshold,-0.01,694,10,-0.014204835534998638,-9.858155861289054,0.4956772334293948
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,threshold,0.0,647,10,-0.01587230128021951,-10.269378928302022,0.4945904173106646
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,threshold,0.005,606,10,-0.01440461564704189,-8.729197082107385,0.4966996699669967
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,threshold,0.01,558,10,-0.013517055246250232,-7.5425168274076295,0.4946236559139785
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,threshold,0.02,465,10,-0.015583630694866056,-7.246388273112716,0.4967741935483871
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,threshold,0.04,297,10,-0.022241633740204006,-6.60576522084059,0.48148148148148145
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,threshold,0.08,114,10,-0.013188189844750923,-1.5034536423016052,0.4649122807017544
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,topfrac,0.01,7,4,-0.1051168163397451,-0.7358177143782156,0.14285714285714285
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,topfrac,0.02,15,6,-0.042682019492363416,-0.6402302923854513,0.3333333333333333
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,topfrac,0.03,22,9,-0.05383466376131016,-1.1843626027488234,0.3181818181818182
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,topfrac,0.04,29,10,-0.05493778747658872,-1.593195836821073,0.3448275862068966
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,topfrac,0.06,44,10,-0.042410664482964426,-1.8660692372504348,0.4090909090909091
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,topfrac,0.08,59,10,0.007489379441747839,0.4418733870631225,0.4915254237288136
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,topfrac,0.1,74,10,-0.0038724777933309405,-0.2865633567064896,0.47297297297297297
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,topfrac,0.15,110,10,-0.01355117337881417,-1.4906290716695587,0.4636363636363636
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,topfrac,0.2,147,10,-0.014699295066672644,-2.1607963748008787,0.46938775510204084
human_episode_context__target_episode_family__knn35_distance,human_episode_context,target_episode_family,35,distance,threshold,-0.02,708,10,-0.015049664697516734,-10.655162605841848,0.4887005649717514
human_episode_context__target_episode_family__knn35_distance,human_episode_context,target_episode_family,35,distance,threshold,-0.01,675,10,-0.015669381531004518,-10.57683253342805,0.4888888888888889
human_episode_context__target_episode_family__knn35_distance,human_episode_context,target_episode_family,35,distance,threshold,0.0,604,10,-0.013991435935594536,-8.4508273050991,0.48841059602649006
human_episode_context__target_episode_family__knn35_distance,human_episode_context,target_episode_family,35,distance,threshold,0.005,559,10,-0.015780913183221466,-8.8215304694208,0.4865831842576029
human_episode_context__target_episode_family__knn35_distance,human_episode_context,target_episode_family,35,distance,threshold,0.01,495,10,-0.012037101765710908,-5.958365374026899,0.4888888888888889
human_episode_context__target_episode_family__knn35_distance,human_episode_context,target_episode_family,35,distance,threshold,0.02,389,10,-0.010184598508072558,-3.9618088196402246,0.5012853470437018
human_episode_context__target_episode_family__knn35_distance,human_episode_context,target_episode_family,35,distance,threshold,0.04,235,10,-0.0021392946213826276,-0.5027342360249175,0.5063829787234042
human_episode_context__target_episode_family__knn35_distance,human_episode_context,target_episode_family,35,distance,threshold,0.08,67,10,-0.020010784571640964,-1.3407225662999447,0.44776119402985076
human_episode_context__target_episode_family__knn35_distance,human_episode_context,target_episode_family,35,distance,topfrac,0.01,7,5,-0.14754311445221283,-1.0328018011654898,0.2857142857142857
human_episode_context__target_episode_family__knn35_distance,human_episode_context,target_episode_family,35,distance,topfrac,0.02,15,5,-0.17453001683050892,-2.617950252457634,0.26666666666666666
human_episode_context__target_episode_family__knn35_distance,human_episode_context,target_episode_family,35,distance,topfrac,0.03,22,7,-0.12629579660240942,-2.778507525253007,0.3181818181818182
human_episode_context__target_episode_family__knn35_distance,human_episode_context,target_episode_family,35,distance,topfrac,0.04,29,8,-0.13857923389711982,-4.018797783016475,0.27586206896551724
human_episode_context__target_episode_family__knn35_distance,human_episode_context,target_episode_family,35,distance,topfrac,0.06,44,9,-0.054955449864564646,-2.4180397940408445,0.4090909090909091
human_episode_context__target_episode_family__knn35_distance,human_episode_context,target_episode_family,35,distance,topfrac,0.08,59,10,-0.02474982061657121,-1.4602394163777013,0.4406779661016949
human_episode_context__target_episode_family__knn35_distance,human_episode_context,target_episode_family,35,distance,topfrac,0.1,74,10,-0.022278102003755303,-1.6485795482778924,0.4594594594594595
human_episode_context__target_episode_family__knn35_distance,human_episode_context,target_episode_family,35,distance,topfrac,0.15,110,10,-0.01420402371881869,-1.5624426090700558,0.4727272727272727
human_episode_context__target_episode_family__knn35_distance,human_episode_context,target_episode_family,35,distance,topfrac,0.2,147,10,-0.0007711309479712031,-0.11335624935176686,0.4965986394557823
human_episode_context__target_episode_family__knn35_uniform,human_episode_context,target_episode_family,35,uniform,threshold,-0.02,708,10,-0.013468506915983992,-9.535702896516666,0.5
human_episode_context__target_episode_family__knn35_uniform,human_episode_context,target_episode_family,35,uniform,threshold,-0.01,682,10,-0.012495032120950005,-8.521611906487903,0.5058651026392962
human_episode_context__target_episode_family__knn35_uniform,human_episode_context,target_episode_family,35,uniform,threshold,0.0,599,10,-0.011399792908258122,-6.828475952046615,0.5025041736227045
human_episode_context__target_episode_family__knn35_uniform,human_episode_context,target_episode_family,35,uniform,threshold,0.005,551,10,-0.014576663910009838,-8.03174181441542,0.49909255898366606
human_episode_context__target_episode_family__knn35_uniform,human_episode_context,target_episode_family,35,uniform,threshold,0.01,499,10,-0.00890922266109684,-4.445702107887323,0.501002004008016
human_episode_context__target_episode_family__knn35_uniform,human_episode_context,target_episode_family,35,uniform,threshold,0.02,395,10,-0.0042541611150581785,-1.6803936404479805,0.5139240506329114
human_episode_context__target_episode_family__knn35_uniform,human_episode_context,target_episode_family,35,uniform,threshold,0.04,234,10,-0.0010514334089970015,-0.24603541770529835,0.5042735042735043
human_episode_context__target_episode_family__knn35_uniform,human_episode_context,target_episode_family,35,uniform,threshold,0.08,58,9,-0.027909890243670087,-1.6187736341328651,0.46551724137931033
human_episode_context__target_episode_family__knn35_uniform,human_episode_context,target_episode_family,35,uniform,topfrac,0.01,7,4,-0.2567146964067826,-1.7970028748474784,0.14285714285714285
human_episode_context__target_episode_family__knn35_uniform,human_episode_context,target_episode_family,35,uniform,topfrac,0.02,15,4,-0.17925517694280285,-2.6888276541420426,0.26666666666666666
human_episode_context__target_episode_family__knn35_uniform,human_episode_context,target_episode_family,35,uniform,topfrac,0.03,22,7,-0.14603804265099082,-3.212836938321798,0.3181818181818182
human_episode_context__target_episode_family__knn35_uniform,human_episode_context,target_episode_family,35,uniform,topfrac,0.04,29,8,-0.10772200222191929,-3.1239380644356594,0.3448275862068966
human_episode_context__target_episode_family__knn35_uniform,human_episode_context,target_episode_family,35,uniform,topfrac,0.06,44,9,-0.0333502451199251,-1.4674107852767042,0.45454545454545453
human_episode_context__target_episode_family__knn35_uniform,human_episode_context,target_episode_family,35,uniform,topfrac,0.08,59,10,-0.026541956755354142,-1.5659754485658943,0.4745762711864407
human_episode_context__target_episode_family__knn35_uniform,human_episode_context,target_episode_family,35,uniform,topfrac,0.1,74,10,-0.024250606798372022,-1.7945449030795297,0.47297297297297297
human_episode_context__target_episode_family__knn35_uniform,human_episode_context,target_episode_family,35,uniform,topfrac,0.15,110,10,-0.0027619794498246037,-0.3038177394807064,0.4727272727272727
human_episode_context__target_episode_family__knn35_uniform,human_episode_context,target_episode_family,35,uniform,topfrac,0.2,147,10,-0.0033134960816300733,-0.4870839239996208,0.46938775510204084
human_episode_context__target_episode_family__knn55_distance,human_episode_context,target_episode_family,55,distance,threshold,-0.02,684,10,-0.016643859269965866,-11.384399740656653,0.4956140350877193
human_episode_context__target_episode_family__knn55_distance,human_episode_context,target_episode_family,55,distance,threshold,-0.01,637,10,-0.016179047596124995,-10.306053318731623,0.48665620094191525
human_episode_context__target_episode_family__knn55_distance,human_episode_context,target_episode_family,55,distance,threshold,0.0,556,10,-0.014716810418153247,-8.182546592493205,0.4856115107913669
human_episode_context__target_episode_family__knn55_distance,human_episode_context,target_episode_family,55,distance,threshold,0.005,500,10,-0.015543371971938606,-7.771685985969303,0.482
human_episode_context__target_episode_family__knn55_distance,human_episode_context,target_episode_family,55,distance,threshold,0.01,460,10,-0.013333964480797288,-6.1336236611667525,0.4934782608695652
human_episode_context__target_episode_family__knn55_distance,human_episode_context,target_episode_family,55,distance,threshold,0.02,340,10,-0.010139177086115043,-3.4473202092791144,0.5029411764705882
human_episode_context__target_episode_family__knn55_distance,human_episode_context,target_episode_family,55,distance,threshold,0.04,160,10,-0.016434248141859478,-2.6294797026975165,0.53125
human_episode_context__target_episode_family__knn55_distance,human_episode_context,target_episode_family,55,distance,threshold,0.08,24,7,-0.0778626867136419,-1.8687044811274056,0.4583333333333333
human_episode_context__target_episode_family__knn55_distance,human_episode_context,target_episode_family,55,distance,topfrac,0.01,7,3,-0.08172323672157748,-0.5720626570510424,0.42857142857142855
human_episode_context__target_episode_family__knn55_distance,human_episode_context,target_episode_family,55,distance,topfrac,0.02,15,5,-0.09740744064120371,-1.4611116096180556,0.3333333333333333
human_episode_context__target_episode_family__knn55_distance,human_episode_context,target_episode_family,55,distance,topfrac,0.03,22,7,-0.09485043755764527,-2.086709626268196,0.4090909090909091
human_episode_context__target_episode_family__knn55_distance,human_episode_context,target_episode_family,55,distance,topfrac,0.04,29,8,-0.10044897694547515,-2.9130203314187795,0.41379310344827586
human_episode_context__target_episode_family__knn55_distance,human_episode_context,target_episode_family,55,distance,topfrac,0.06,44,10,-0.08283628972745659,-3.6447967480080896,0.4090909090909091
human_episode_context__target_episode_family__knn55_distance,human_episode_context,target_episode_family,55,distance,topfrac,0.08,59,10,-0.03977285879598822,-2.346598668963305,0.4745762711864407
human_episode_context__target_episode_family__knn55_distance,human_episode_context,target_episode_family,55,distance,topfrac,0.1,74,10,-0.020041001826767345,-1.4830341351807836,0.5135135135135135
human_episode_context__target_episode_family__knn55_distance,human_episode_context,target_episode_family,55,distance,topfrac,0.15,110,10,-0.030464566300141792,-3.351102293015597,0.5
