law_name,feature_view,group_mode,neighbors,weights,policy,param,logloss,switched_cells,mean_realized_gain_all_cells,mean_realized_gain_switched,positive_true_gain_rate,active_subjects,positive_active_subjects,negative_active_subjects,active_subject_rate,std_subject_gain_per_cell,min_active_gain_per_cell,robust_transport_score
compact_episode_context__target_expert_family__knn55_distance,compact_episode_context,target_expert_family,55,distance,threshold,0.005,0.6472152991421287,489,-0.010218216991133934,-0.015358669710600086,0.5132924335378323,10,5,5,1.0,0.03603156068120115,-0.053278673354685606,-0.022122951093314105
route_episode_context__target_expert_family__knn55_distance,route_episode_context,target_expert_family,55,distance,threshold,0.01,0.6472161861811424,417,-0.010219104030147565,-0.018012089837310456,0.5227817745803357,10,3,7,1.0,0.035166087895219335,-0.050823965949873026,-0.024994017214430467
human_episode_context__target__knn35_distance,human_episode_context,target,35,distance,threshold,0.005,0.6472300995305674,539,-0.010233017379572619,-0.013954114608508116,0.48237476808905383,10,5,5,1.0,0.030826444812301353,-0.04802195148665817,-0.02135698410141782
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,threshold,0.01,0.6472590098073318,558,-0.010261927656336912,-0.01351705524625023,0.4946236559139785,10,4,6,1.0,0.02711787405314632,-0.047706329925507523,-0.02232960876430886
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,threshold,0.0,0.6472716570667209,576,-0.010274574915726059,-0.013110785699754606,0.5138888888888888,10,3,7,1.0,0.03601710625645512,-0.04933868048845312,-0.025177140854194327
route_episode_context__expert_family__knn13_distance,route_episode_context,expert_family,13,distance,topfrac,0.2,0.6472955278230896,147,-0.01029844567209478,-0.05149222836047391,0.40816326530612246,10,4,6,1.0,0.03242602710204807,-0.10057161989254454,-0.023162349737401992
route_episode_context__target_episode_family__knn7_uniform,route_episode_context,target_episode_family,7,uniform,threshold,0.04,0.6472984628169607,380,-0.010301380665965835,-0.019925038919697075,0.48947368421052634,10,4,6,1.0,0.025960881196971083,-0.057314145578585794,-0.022195512845511498
route_episode_context__target_expert_family__knn55_uniform,route_episode_context,target_expert_family,55,uniform,topfrac,0.15,0.6473005119544905,110,-0.010303429803495594,-0.06884564459608418,0.4909090909090909,10,4,6,1.0,0.020875446977700517,-0.048978782376424376,-0.02143474685015067
route_episode_context__all__knn13_uniform,route_episode_context,all,13,uniform,topfrac,0.15,0.647302389514154,110,-0.010305307363159214,-0.06885819010838205,0.37272727272727274,10,5,5,1.0,0.03093363713261091,-0.09726330408010404,-0.02144535293305085
route_episode_context__all__knn13_distance,route_episode_context,all,13,distance,threshold,0.08,0.6473572975435486,153,-0.010360215392553924,-0.049769662179915915,0.40522875816993464,10,4,6,1.0,0.032900041795361844,-0.09432030296177839,-0.0232952216618582
human_episode_context__target__knn7_distance,human_episode_context,target,7,distance,threshold,0.08,0.6473580085419843,192,-0.010360926390989502,-0.03966292134050669,0.421875,10,3,7,1.0,0.01733575014362492,-0.04128559977790395,-0.02246128891253324
human_episode_context__target__knn21_distance,human_episode_context,target,21,distance,topfrac,0.15,0.6473633150606383,110,-0.01036623290964338,-0.06926528353261713,0.33636363636363636,10,1,9,1.0,0.010367987801200356,-0.025660589570135,-0.024421431079823433
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,threshold,0.005,0.6473743334306529,491,-0.010377251279658006,-0.0155341745225023,0.5132382892057027,10,3,7,1.0,0.035449121749565625,-0.04991763087326367,-0.02519461954209285
human_episode_context__all__knn7_distance,human_episode_context,all,7,distance,topfrac,0.2,0.6473753476532819,147,-0.01037826550228702,-0.051891327511435104,0.42857142857142855,10,3,7,1.0,0.016298828536215088,-0.04800852294060881,-0.022323089782719283
human_episode_context__target_episode_family__knn55_uniform,human_episode_context,target_episode_family,55,uniform,threshold,-0.01,0.6473980500526498,642,-0.010400967901654947,-0.011907650167782533,0.5031152647975078,10,4,6,1.0,0.027772380884636034,-0.04411312692182686,-0.022566825034350355
compact_episode_context__target_episode_family__knn7_distance,compact_episode_context,target_episode_family,7,distance,threshold,0.04,0.6474012008921491,399,-0.01040411874115425,-0.019165481891599927,0.49624060150375937,10,3,7,1.0,0.032203799223985544,-0.08239902874797043,-0.02473468862475208
compact_episode_context__target_expert_family__knn21_distance,compact_episode_context,target_expert_family,21,distance,threshold,0.0,0.6474053677814792,638,-0.010408285630484375,-0.011990736580573692,0.5062695924764891,10,5,5,1.0,0.03716332662089728,-0.05931599301189098,-0.022482784623618964
human_episode_context__target__knn7_distance,human_episode_context,target,7,distance,topfrac,0.2,0.6474333090268358,147,-0.010436226875840967,-0.05218113437920484,0.3877551020408163,10,4,6,1.0,0.01439335319102982,-0.03757850463246694,-0.02059522985449544
route_episode_context__target_expert_family__knn55_distance,route_episode_context,target_expert_family,55,distance,threshold,0.02,0.6474349743856267,295,-0.010437892234631771,-0.026006273872726617,0.5220338983050847,10,3,7,1.0,0.0325512257204785,-0.051005648388912576,-0.024820576092703543
human_episode_context__target_expert_family__knn7_distance,human_episode_context,target_expert_family,7,distance,topfrac,0.2,0.6474496463666973,147,-0.010452564215702514,-0.05226282107851257,0.3945578231292517,10,4,6,1.0,0.01700407572451086,-0.036800760087201616,-0.021003175574379144
route_episode_context__expert_family__knn7_uniform,route_episode_context,expert_family,7,uniform,threshold,0.02,0.647476203311309,513,-0.010479121160314214,-0.01501394552208761,0.5185185185185185,10,6,4,1.0,0.03197524760413902,-0.07476117839998737,-0.020275408300935067
compact_episode_context__expert_family__knn13_distance,compact_episode_context,expert_family,13,distance,threshold,0.08,0.6474792168677752,149,-0.010482134716780363,-0.05170717460962126,0.46308724832214765,10,4,6,1.0,0.02201162715418888,-0.060835428766146116,-0.021783878789908694
compact_episode_context__all__knn13_distance,compact_episode_context,all,13,distance,threshold,0.08,0.6474792201540035,160,-0.010482138003008689,-0.04815232145132116,0.44375,10,4,6,1.0,0.030478951220938716,-0.09358650884226721,-0.023053980686149497
human_episode_context__target__knn35_distance,human_episode_context,target,35,distance,topfrac,0.2,0.6474992043822153,147,-0.010502122231220403,-0.05251061115610202,0.3877551020408163,10,2,8,1.0,0.014393558020942372,-0.03256199067428608,-0.023661155934361758
route_episode_context__expert_family__knn7_uniform,route_episode_context,expert_family,7,uniform,threshold,0.005,0.6475123445131538,620,-0.010515262362158946,-0.012465673929333588,0.5258064516129032,10,6,4,1.0,0.03549165803771228,-0.07845670143804366,-0.020839011067815785
human_episode_context__target_expert_family__knn55_uniform,human_episode_context,target_expert_family,55,uniform,topfrac,0.2,0.6475422218649676,147,-0.010545139713972794,-0.05272569856986398,0.4897959183673469,10,4,6,1.0,0.01620692735895548,-0.035808470039924926,-0.02097617881781612
compact_episode_context__expert_family__knn13_distance,compact_episode_context,expert_family,13,distance,topfrac,0.2,0.6475479990290122,147,-0.010550916878017274,-0.05275458439008637,0.46258503401360546,10,4,6,1.0,0.022164558073396394,-0.06149198575977118,-0.021875600589026732
human_episode_context__target_episode_family__knn55_distance,human_episode_context,target_episode_family,55,distance,threshold,0.005,0.647570804580885,500,-0.01057372242989021,-0.015543371971938606,0.482,10,5,5,1.0,0.02816755807081375,-0.04734922379730954,-0.02129885614051227
human_episode_context__target__knn55_distance,human_episode_context,target,55,distance,threshold,0.02,0.6475936023730405,279,-0.010596520222045708,-0.027915564025819337,0.45878136200716846,10,5,5,1.0,0.01994903766847241,-0.05444025666815778,-0.02008887587231657
human_episode_context__target__knn7_uniform,human_episode_context,target,7,uniform,topfrac,0.15,0.647593782083704,110,-0.010596699932709168,-0.07080522227764763,0.36363636363636365,10,1,9,1.0,0.01432587783766378,-0.03228905276747598,-0.025245581608358734
compact_episode_context__target_expert_family__knn35_distance,compact_episode_context,target_expert_family,35,distance,threshold,-0.01,0.6476266195601308,695,-0.010629537409135949,-0.011241309346352408,0.5136690647482014,10,5,5,1.0,0.03901342572316904,-0.05563653022277744,-0.022981551267611304
route_episode_context__all__knn55_distance,route_episode_context,all,55,distance,threshold,0.02,0.64763758564408,290,-0.010640503493085225,-0.026968172646267722,0.4586206896551724,10,2,8,1.0,0.03007442263562716,-0.07416572461698419,-0.0261516668884293
route_episode_context__expert_family__knn35_distance,route_episode_context,expert_family,35,distance,topfrac,0.1,0.6476483786392065,74,-0.010651296488211715,-0.10579328268696772,0.33783783783783783,9,4,5,0.9,0.02186919229800438,-0.06911919326545424,-0.02053167533291237
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,threshold,0.01,0.6476540681626145,416,-0.010656986011619723,-0.018829049804183887,0.5096153846153846,10,4,6,1.0,0.034505717799519414,-0.05075749939474773,-0.023832843681547634
route_episode_context__expert_family__knn55_uniform,route_episode_context,expert_family,55,uniform,topfrac,0.2,0.6476638941945518,147,-0.010666812043557026,-0.05333406021778511,0.46938775510204084,10,4,6,1.0,0.01996847218980113,-0.039171598369006494,-0.021662082872027196
route_episode_context__expert_family__knn13_distance,route_episode_context,expert_family,13,distance,topfrac,0.15,0.6476834736883996,110,-0.010686391537404803,-0.07140452527265936,0.39090909090909093,10,4,6,1.0,0.03481067356075601,-0.10771774074051238,-0.023907992571518204
route_episode_context__target__knn13_uniform,route_episode_context,target,13,uniform,threshold,0.01,0.647685003177372,572,-0.010687921026377103,-0.013733604815362187,0.4965034965034965,10,6,4,1.0,0.03850107349632353,-0.07009160748817528,-0.02146308205082563
human_episode_context__target_expert_family__knn35_distance,human_episode_context,target_expert_family,35,distance,threshold,-0.02,0.6476858355788101,707,-0.0106887534278153,-0.01111207039525353,0.49787835926449786,10,4,6,1.0,0.03348584384440497,-0.06104695420636421,-0.023711630004476045
route_episode_context__expert_family__knn21_distance,route_episode_context,expert_family,21,distance,threshold,0.04,0.6477085164126304,248,-0.010711434261635615,-0.03174558138025072,0.47580645161290325,10,5,5,1.0,0.03603271020801445,-0.10181171231523856,-0.02261634079283778
compact_episode_context__expert_family__knn35_uniform,compact_episode_context,expert_family,35,uniform,threshold,0.04,0.6477116047698026,155,-0.010714522618807724,-0.05080757499886243,0.49032258064516127,10,5,5,1.0,0.01946657346073742,-0.03696776641417664,-0.02013450863791834
human_episode_context__expert_family__knn35_uniform,human_episode_context,expert_family,35,uniform,threshold,0.02,0.647716843042872,322,-0.010719760891877208,-0.02446901942711102,0.5093167701863354,10,4,6,1.0,0.022920144397896552,-0.05541517769792532,-0.02215778255156169
compact_episode_context__all__knn13_distance,compact_episode_context,all,13,distance,threshold,0.01,0.6477239103047564,584,-0.010726828153761591,-0.013500374474340356,0.4965753424657534,10,5,5,1.0,0.030308448018077406,-0.08250443660095617,-0.0217730953564732
route_episode_context__expert_family__knn13_distance,route_episode_context,expert_family,13,distance,topfrac,0.1,0.6477453661886359,74,-0.010748284037640944,-0.1067566049684607,0.32432432432432434,9,6,3,0.9,0.0305228219683804,-0.09589427559568396,-0.018926707332898005
route_episode_context__expert_family__knn55_uniform,route_episode_context,expert_family,55,uniform,threshold,0.04,0.6477660435533813,129,-0.01076896140238654,-0.061358035897318655,0.4573643410852713,10,4,6,1.0,0.018093926211947813,-0.04121669663842351,-0.021483050334178713
human_episode_context__target_expert_family__knn13_uniform,human_episode_context,target_expert_family,13,uniform,threshold,0.005,0.6477857474426496,580,-0.010788665291654799,-0.013671843085114271,0.5086206896551724,10,4,6,1.0,0.02312303264447501,-0.03702441019825435,-0.02225712018832605
human_episode_context__target_expert_family__knn21_uniform,human_episode_context,target_expert_family,21,uniform,threshold,0.005,0.6477867675371558,558,-0.010789685386160944,-0.01421221999790017,0.4946236559139785,10,3,7,1.0,0.025968136418927423,-0.04889904705756751,-0.024184905849000057
route_episode_context__expert_family__knn35_distance,route_episode_context,expert_family,35,distance,threshold,0.08,0.6477872547215385,66,-0.010790172570543715,-0.12016328544469142,0.3181818181818182,8,4,4,0.8,0.021778935953198932,-0.06820908162607878,-0.019257012963523557
compact_episode_context__expert_family__knn55_distance,compact_episode_context,expert_family,55,distance,topfrac,0.2,0.6477904816687462,147,-0.010793399517751311,-0.05396699758875655,0.4897959183673469,10,4,6,1.0,0.02642605310991664,-0.05906404138742362,-0.022757307484238806
route_episode_context__expert_family__knn7_uniform,route_episode_context,expert_family,7,uniform,threshold,0.0,0.6478212724187282,669,-0.010824190267733288,-0.011892047603563476,0.5186846038863976,10,6,4,1.0,0.03604852474940794,-0.07865404833355974,-0.021231468980144476
human_episode_context__target_expert_family__knn21_uniform,human_episode_context,target_expert_family,21,uniform,topfrac,0.2,0.6478486956129179,147,-0.010851613461923041,-0.0542580673096152,0.4217687074829932,10,3,7,1.0,0.01435120264406534,-0.0379771080499805,-0.022504293858532844
human_episode_context__target__knn13_distance,human_episode_context,target,13,distance,threshold,0.0,0.6478675716175506,629,-0.01087048946655561,-0.012702400251062602,0.5007949125596184,10,3,7,1.0,0.023470227108336166,-0.05266075540484098,-0.023891023532806033
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,threshold,0.02,0.6478735321746654,486,-0.010876450023670487,-0.016448952196291788,0.5102880658436214,10,4,6,1.0,0.01904647619727364,-0.03730115309137696,-0.021733421453261535
compact_episode_context__expert_family__knn13_uniform,compact_episode_context,expert_family,13,uniform,topfrac,0.2,0.6478735679012023,147,-0.01087648575020755,-0.05438242875103775,0.46938775510204084,10,4,6,1.0,0.025421565820768224,-0.054565036322456476,-0.022689720623322786
compact_episode_context__all__knn13_distance,compact_episode_context,all,13,distance,threshold,0.005,0.6479233960516234,628,-0.010926313900628584,-0.012787962925098744,0.4856687898089172,10,5,5,1.0,0.03156602698627698,-0.08618454683486744,-0.02216121794857013
