candidate_id,route_id,row,subject_id,sleep_date,route_name,targets,target_group_key,n_cells,q2_cells,s_cells,value_mode,route_score,assignment_route_score,outside_h069_cells,outside_h070_cells,mean_shortcut_energy,mean_public_score,mean_invariant_score,mean_h085_score,mean_h082_cell,mean_h076_hit,mean_h071_hit,mean_hard_confidence,mean_hard_combined,mean_resp_action,mean_resp_lift,source_agrees_h085_rate,mean_bad_same_rank,posterior_delta_sum,hard_delta_sum,source_proxy_sum,resp_delta_sum,mean_abs_move,max_abs_move,source_agree_rate,posterior_gain_rank,hard_gain_rank,source_gain_rank,resp_gain_rank,assignment_rank,route_score_rank,outside_rank,shortcut_avoid_rank,bad_avoid_rank,h082_rank,hard_conf_rank,scale_rank,mode_bonus,value_law_score
h087_route_value_all_c980_r180_q95_f5aa327b,r138_full_state,138,id06,2024-07-18,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",1111111,7,1,4,triad_consensus,2.7693797691024487,0.9705797101449276,7,3,0.179,0.7714432653061224,0.8047771428571429,0.7133739591836736,1.0,0.7142857142857143,1.0,0.803467088427259,0.6139395918367347,0.6847782530612244,1.0672039121201902,1.0,0.26579591836734684,-0.019229880630398093,-0.009017631805488646,-1.1337019142817321e-05,-1.2781835166976426e-05,0.4278143127161173,2.2,1.0,0.9907236572365724,0.9958999589995899,0.9521832718327183,0.9914924149241492,0.9997949979499795,0.9997949979499795,0.987110496104961,0.9231754817548176,0.8946289462894629,0.8060680606806068,0.849579745797458,0.9577439524395244,0.06,1.0258833025830258
h087_route_value_all_c980_r180_q95_f5aa327b,r195_full_state,195,id08,2024-09-10,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",1111111,7,1,4,triad_consensus,2.734961890775466,0.9609057971014492,6,3,0.1862408163265305,0.7564897959183673,0.7628571428571428,0.6868004081632654,1.0,0.8571428571428571,1.0,0.6787006113023625,0.5986302040816326,0.6370277551020409,1.0047322560409964,1.0,0.29404081632653056,-0.01574025448098154,-0.004135722011315068,-1.0421423531835915e-05,-9.201851073541423e-06,0.11761873226672692,0.24146479662569617,1.0,0.9857523575235753,0.9586408364083641,0.9478269782697827,0.9820110701107011,0.9988724887248872,0.9984112341123411,0.940780032800328,0.9148728987289872,0.8646473964739647,0.8060680606806068,0.4726322263222632,0.9577439524395244,0.06,1.0126329950799509
h087_route_value_all_c980_r180_q95_f5aa327b,r140_full_state,140,id06,2024-07-21,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",1111111,7,1,4,triad_consensus,2.71981988495174,0.9552989130434784,6,3,0.1898448979591836,0.7038579591836734,0.8460171428571429,0.6833302938775511,1.0,0.8571428571428571,1.0,0.8226229133675939,0.7042457142857144,0.7881487510204083,1.132871379534756,1.0,0.25224489795918353,-0.012421580804171653,-0.01110673525426935,-8.207257365733764e-06,-8.003015058249946e-06,0.7289684346899429,2.2,1.0,0.9705822058220582,0.9972837228372283,0.9278392783927839,0.9743234932349324,0.9984112341123411,0.997949979499795,0.940780032800328,0.9107216072160722,0.9033927839278393,0.8060680606806068,0.8774087740877409,0.9577439524395244,0.06,1.012376742517425
h087_route_value_all_c980_r180_q95_f5aa327b,r066_full_state,66,id03,2024-08-25,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",1111111,7,1,4,hard_source_bridge,2.7492292798940907,0.9634057971014492,7,3,0.2100142857142857,0.7578522448979594,0.7341371428571427,0.6907194367346939,1.0,1.0,1.0,0.7244292410886403,0.5561616326530612,0.618040881632653,1.0169275297285882,1.0,0.2859999999999999,-0.015468496998670348,-0.004491589440513408,-1.4681792466919567e-05,-9.557783233676538e-06,0.2628710368547519,1.2624723444207993,1.0,0.9847785977859779,0.965969659696597,0.9635608856088561,0.9836510865108651,0.9993337433374334,0.9988724887248872,0.987110496104961,0.8761275112751128,0.8743337433374334,0.8060680606806068,0.6653341533415335,0.9577439524395244,0.05,1.0101765580155804
h087_route_value_all_c980_r180_q95_f5aa327b,r244_full_state,244,id10,2024-09-21,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",1111111,7,1,4,hard_source_bridge,2.499573994730962,0.9511548913043476,7,3,0.2400979591836734,0.7831877551020409,0.5386171428571429,0.6554081061224489,1.0,0.7142857142857143,1.0,0.6559819501384245,0.5730285714285716,0.4574858775510203,0.9721765655044642,1.0,0.37175510204081624,-0.017622756186771227,-0.004477094721880903,-9.72438657753825e-06,-9.640807601791281e-06,0.1072111305495483,0.24988829393687112,0.8571428571428571,0.9895448954489545,0.9657134071340714,0.9428044280442804,0.9839585895858959,0.9970274702747027,0.9845735957359574,0.987110496104961,0.8336920869208693,0.7628126281262813,0.8060680606806068,0.36936244362443627,0.9577439524395244,0.05,1.0013491697416974
h087_route_value_all_c980_r180_q95_f5aa327b,r099_full_state,99,id04,2024-10-20,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",1111111,7,1,4,triad_consensus,2.615706975846175,0.936032608695652,5,3,0.2383632653061224,0.7563795918367349,0.850937142857143,0.6509066857142856,1.0,0.7142857142857143,1.0,0.6938412401726539,0.5094220408163265,0.5754323265306124,1.0452876534900075,1.0,0.3467755102040816,-0.010415026804031169,-0.006140505490336234,-8.598274957784912e-06,-6.83184590953241e-06,0.10036669989277028,0.2796722642488204,1.0,0.9547457974579746,0.985239852398524,0.9334768347683476,0.9636121361213612,0.9928761787617876,0.9928761787617876,0.8643142681426814,0.8359983599835998,0.8042230422304223,0.8060680606806068,0.5465354653546536,0.9577439524395244,0.06,0.9967125358753588
h087_route_value_all_c980_r180_q95_f5aa327b,r071_full_state,71,id03,2024-09-17,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",1111111,7,1,4,triad_consensus,2.558615335555039,0.9328260869565218,5,3,0.2338755102040815,0.70604,0.7208971428571429,0.6149018285714286,1.0,0.5714285714285714,1.0,0.7207101674308112,0.4685159183673469,0.6592455346938776,1.0155354458256614,1.0,0.3188979591836733,-0.01016516793259098,-0.004069585694154165,-7.270368256709069e-06,-5.944532216020723e-06,0.09357205432229496,0.2260969280834658,1.0,0.9509532595325954,0.9567958179581796,0.9125153751537516,0.9465969659696597,0.9910311603116031,0.9896473964739647,0.8643142681426814,0.8433784337843379,0.836510865108651,0.8060680606806068,0.6531365313653137,0.9577439524395244,0.06,0.9869575133251332
h087_route_value_all_c980_r180_q95_f5aa327b,r002_full_state,2,id01,2024-08-02,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",1111111,7,1,4,triad_consensus,2.5502205982990827,0.9426856884057973,6,4,0.2334979591836734,0.6462408163265306,0.7792171428571429,0.5973250448979591,1.0,0.8571428571428571,1.0,0.6955052340609204,0.5155608163265306,0.5703620408163266,1.0021318384200735,1.0,0.27583673469387743,-0.009810305601120228,-0.0032545600307973266,-6.165924552578501e-06,-5.8735473615814525e-06,0.09637170519530013,0.3322358841974391,1.0,0.9438294382943829,0.9312218122181222,0.8861213612136122,0.9444444444444444,0.9956437064370643,0.9882636326363263,0.940780032800328,0.843839688396884,0.8858651086510865,0.8060680606806068,0.5515580155801558,0.9577439524395244,0.06,0.9832003382533825
h087_route_value_all_c980_r180_q95_f5aa327b,r219_full_state,219,id09,2024-09-10,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",1111111,7,1,4,triad_consensus,2.3734683756751984,0.9351132246376812,6,3,0.2165102040816326,0.7084914285714287,0.4856171428571429,0.620891257142857,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.6150080501039247,0.5162448979591837,0.5470778285714286,1.0124320667043272,0.8571428571428571,0.31689795918367336,-0.013325042643532847,-0.0022251953251397616,-1.1256277175156144e-05,-7.77175891081146e-06,0.10367964357080238,0.16660470791967397,0.8571428571428571,0.9756047560475605,0.870079950799508,0.9519270192701927,0.9726834768347683,0.9919536695366954,0.9702747027470274,0.940780032800328,0.8641348913489135,0.8402009020090201,0.6021935219352194,0.2174559245592456,0.9577439524395244,0.06,0.9798229294792946
h087_route_value_all_c980_r180_q95_f5aa327b,r132_full_state,132,id06,2024-07-11,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",1111111,7,1,4,triad_consensus,2.5654858239380864,0.9464990942028984,7,3,0.2461183673469388,0.7184171428571428,0.7058171428571428,0.6307337224489796,0.8571428571428571,0.5714285714285714,1.0,0.840478335335216,0.5562530612244897,0.644935444897959,1.0142754946500496,1.0,0.3412244897959183,-0.009821263769675057,-0.002912398564375626,-8.27214971704854e-06,-5.860038329576459e-06,0.13673510254394788,0.3199833044391899,1.0,0.9441369413694137,0.9167179171791718,0.9289667896678967,0.9440344403444034,0.9965662156621566,0.9901086510865109,0.987110496104961,0.8281570315703157,0.8120643706437064,0.6021935219352194,0.8991389913899139,0.9577439524395244,0.06,0.9743965252152522
