hypothesis_id,mode,rep,null_selected_rows,null_avg_delta
H0207,row,2,25,-3.5586044574534964e-06
H0207,subject,0,25,2.9449804310647796e-07
H0207,subject,1,25,1.6961727967819825e-06
H0207,subject,2,25,3.6634763596962116e-07
H0207,dateblock,0,25,1.3192961366429638e-06
H0207,dateblock,1,25,5.720088995451442e-06
H0207,dateblock,2,25,-1.2235250529282099e-06
H0208,row,0,37,3.490858413879359e-05
H0208,row,1,37,-1.2072157733184318e-05
H0208,row,2,37,6.6484827349033575e-06
H0208,subject,0,37,4.3771438490951026e-05
H0208,subject,1,37,8.336019825739508e-06
H0208,subject,2,37,1.665674298700667e-05
H0208,dateblock,0,37,2.937549125577635e-05
H0208,dateblock,1,37,3.2002108519558055e-05
H0208,dateblock,2,37,-1.8276658268592043e-05
H0209,row,0,54,-4.136494853551239e-06
H0209,row,1,54,-9.666973916940521e-06
H0209,row,2,54,2.5919721567347635e-06
H0209,subject,0,54,3.7469055119154197e-06
H0209,subject,1,54,4.634678745402466e-06
H0209,subject,2,54,-5.842898580450434e-06
H0209,dateblock,0,54,7.360790791314127e-06
H0209,dateblock,1,54,4.1331839770603124e-06
H0209,dateblock,2,54,3.483769569297026e-06
H0210,row,0,54,-4.727781677905888e-06
H0210,row,1,54,-3.815669821538925e-06
H0210,row,2,54,-3.422059796534588e-06
H0210,subject,0,54,3.4006953714703436e-06
H0210,subject,1,54,-1.7300690326515658e-06
H0210,subject,2,54,2.2070598811189243e-06
H0210,dateblock,0,54,5.514596470894139e-06
H0210,dateblock,1,54,-5.665516162051219e-06
H0210,dateblock,2,54,4.91970355271489e-06
H0211,row,0,30,2.062364316297987e-05
H0211,row,1,30,2.112354630782076e-05
H0211,row,2,30,9.497111061852471e-06
H0211,subject,0,30,-1.575519956072286e-05
H0211,subject,1,30,-1.5348622907269632e-05
H0211,subject,2,30,2.0806068309949213e-05
H0211,dateblock,0,30,-5.9910356094424254e-06
H0211,dateblock,1,30,-1.4639761697867045e-05
H0211,dateblock,2,30,1.9086801846020314e-07
H0212,row,0,110,1.1194431815286401e-06
H0212,row,1,110,3.0868434503827125e-06
H0212,row,2,110,9.086361919217381e-06
H0212,subject,0,110,4.597753488390207e-07
H0212,subject,1,110,2.8622132321240154e-06
H0212,subject,2,110,-1.933118315042207e-06
H0212,dateblock,0,110,-1.5145784394401256e-06
H0212,dateblock,1,110,-7.127524440079827e-06
H0212,dateblock,2,110,-1.7045733127484403e-06
H0213,row,0,47,-7.957822719913841e-06
H0213,row,1,47,1.61645962228453e-05
H0213,row,2,47,2.1453693466268855e-06
H0213,subject,0,47,-3.8582218736330377e-05
H0213,subject,1,47,2.0838136928149808e-05
H0213,subject,2,47,-2.8978338873586353e-05
H0213,dateblock,0,47,1.083965311181753e-05
H0213,dateblock,1,47,4.5295728834717905e-05
H0213,dateblock,2,47,8.293524760103108e-06
H0214,row,0,54,-2.0333927486855482e-05
H0214,row,1,54,3.506173546056324e-05
H0214,row,2,54,-3.049000410184901e-05
H0214,subject,0,54,-2.100012614944276e-05
H0214,subject,1,54,3.083581658287507e-05
H0214,subject,2,54,-1.6053408017902766e-05
H0214,dateblock,0,54,5.079781900186583e-05
H0214,dateblock,1,54,4.757356416222584e-06
H0214,dateblock,2,54,1.5384318140229825e-05
H0215,row,0,26,-1.0588679292920866e-06
H0215,row,1,26,1.0044788887682116e-05
H0215,row,2,26,8.982860871872248e-06
H0215,subject,0,26,-4.9354355627572155e-06
H0215,subject,1,26,-6.970790758074935e-06
H0215,subject,2,26,1.1669248950378226e-05
H0215,dateblock,0,26,6.075191017312376e-06
H0215,dateblock,1,26,5.201306980383693e-06
H0215,dateblock,2,26,1.8877724791136595e-05
H0216,row,0,25,1.0250187227934913e-05
H0216,row,1,25,1.2262409217474152e-05
H0216,row,2,25,1.9570576621462706e-05
H0216,subject,0,25,1.552468956714356e-05
H0216,subject,1,25,2.8311269259884523e-06
H0216,subject,2,25,-1.701854800446428e-05
H0216,dateblock,0,25,-1.2235018132145671e-05
H0216,dateblock,1,25,4.219468011487559e-05
H0216,dateblock,2,25,-1.419604101331768e-05
H0217,row,0,25,1.3641414096074942e-05
H0217,row,1,25,-2.2188322208716073e-06
H0217,row,2,25,5.055781354254486e-06
H0217,subject,0,25,-3.782698943915127e-06
H0217,subject,1,25,1.7913331527143655e-05
H0217,subject,2,25,-4.692900089809552e-06
H0217,dateblock,0,25,-1.1899936121330671e-05
H0217,dateblock,1,25,-6.43312948776259e-06
H0217,dateblock,2,25,1.64673160782623e-05
H0218,row,0,25,-7.103468830805573e-06
H0218,row,1,25,2.1785608817804126e-06
H0218,row,2,25,1.4691692715711224e-06
H0218,subject,0,25,9.272509847567609e-07
H0218,subject,1,25,5.134850639720433e-06
H0218,subject,2,25,-9.680152921669249e-07
H0218,dateblock,0,25,5.19045575632153e-06
H0218,dateblock,1,25,1.7987858238455366e-06
H0218,dateblock,2,25,-5.407150956622134e-07
H0219,row,0,54,8.374352570053346e-06
H0219,row,1,54,-2.8565254466678813e-05
H0219,row,2,54,3.056505287154934e-06
H0219,subject,0,54,-1.803290022774147e-05
H0219,subject,1,54,-2.878179231884508e-06
H0219,subject,2,54,-6.3925040728355e-06
H0219,dateblock,0,54,1.3960823156793933e-05
H0219,dateblock,1,54,2.457238596489933e-05
H0219,dateblock,2,54,7.2511964389008425e-06
H0220,row,0,54,3.7607098655313026e-06
H0220,row,1,54,2.9500412939600075e-05
H0220,row,2,54,-1.947677514108437e-05
H0220,subject,0,54,2.0722206876923885e-05
H0220,subject,1,54,3.608397800828622e-05
H0220,subject,2,54,-2.613714153569767e-06
H0220,dateblock,0,54,3.4673644137831756e-05
H0220,dateblock,1,54,2.4787247641979377e-05
H0220,dateblock,2,54,1.16623827711678e-05
H0221,row,0,87,2.255977787143695e-05
H0221,row,1,87,1.5342712285419028e-05
H0221,row,2,87,8.46328672498769e-06
H0221,subject,0,87,-2.136003627746055e-05
H0221,subject,1,87,-6.598566511465541e-06
H0221,subject,2,87,4.1266536779692724e-05
H0221,dateblock,0,87,-3.501566383836115e-06
H0221,dateblock,1,87,1.2895356789845131e-05
H0221,dateblock,2,87,-8.091806908805631e-06
H0222,row,0,79,-1.150889747438286e-06
H0222,row,1,79,1.0961786460061647e-06
H0222,row,2,79,-5.981499916120002e-07
H0222,subject,0,79,1.13395726632772e-06
H0222,subject,1,79,4.035364762883011e-07
H0222,subject,2,79,-6.694809342320222e-06
H0222,dateblock,0,79,1.1454803572684799e-06
H0222,dateblock,1,79,9.793080985403523e-06
H0222,dateblock,2,79,-3.955979567615352e-06
H0223,row,0,34,1.404847918351202e-06
H0223,row,1,34,-4.351573937489696e-06
H0223,row,2,34,-3.3671271209374745e-06
H0223,subject,0,34,-5.058211992104111e-06
H0223,subject,1,34,-5.713533895527844e-06
H0223,subject,2,34,-7.426960887530513e-06
H0223,dateblock,0,34,2.4887629950912266e-06
H0223,dateblock,1,34,-3.720550639478916e-06
H0223,dateblock,2,34,3.6541470639284214e-07
H0224,row,0,113,3.588166776682117e-05
H0224,row,1,113,-3.750018296815127e-05
H0224,row,2,113,4.7638582183470344e-05
H0224,subject,0,113,1.2671984209691429e-05
H0224,subject,1,113,4.020473215654448e-05
H0224,subject,2,113,1.3671099827254168e-05
H0224,dateblock,0,113,3.3894561562085223e-06
H0224,dateblock,1,113,-7.060996182785043e-05
H0224,dateblock,2,113,2.216552563866574e-06
H0225,row,0,39,1.3908303393823138e-05
H0225,row,1,39,-2.0721988570799684e-05
H0225,row,2,39,-6.068179903846031e-06
H0225,subject,0,39,-2.0140603712069174e-05
H0225,subject,1,39,2.3741351388463393e-05
H0225,subject,2,39,-2.852951869944524e-05
H0225,dateblock,0,39,-1.2643660617380976e-05
H0225,dateblock,1,39,1.7307244929259626e-06
H0225,dateblock,2,39,-4.192366188482176e-06
H0226,row,0,37,1.646823939474263e-05
H0226,row,1,37,-9.135606658813118e-06
H0226,row,2,37,-3.2701382035902083e-05
H0226,subject,0,37,5.730999567356551e-06
H0226,subject,1,37,-5.609711753985054e-06
H0226,subject,2,37,2.33271791736747e-05
H0226,dateblock,0,37,1.5219545031703054e-05
H0226,dateblock,1,37,-4.702318328913034e-06
H0226,dateblock,2,37,-2.8562711586656104e-05
H0227,row,0,51,8.850161382297057e-06
H0227,row,1,51,-5.743731008196595e-05
H0227,row,2,51,1.321958873066688e-05
H0227,subject,0,51,-8.44351551597907e-06
H0227,subject,1,51,-1.0660882058840374e-06
H0227,subject,2,51,1.9323671061772304e-05
H0227,dateblock,0,51,-9.899593343089694e-06
H0227,dateblock,1,51,2.596593639606032e-05
H0227,dateblock,2,51,-1.658178991698542e-05
H0228,row,0,37,-3.9237171395585e-05
H0228,row,1,37,1.956845631259284e-05
H0228,row,2,37,-1.9475259369348236e-05
H0228,subject,0,37,-8.043120705691777e-06
H0228,subject,1,37,1.464861121302905e-05
H0228,subject,2,37,-6.728105026041889e-07
H0228,dateblock,0,37,-9.649491308553837e-06
H0228,dateblock,1,37,-3.954125585273732e-05
H0228,dateblock,2,37,-3.371398464735933e-05
H0229,row,0,113,-1.669171438540228e-05
H0229,row,1,113,-4.9334525047306765e-05
H0229,row,2,113,2.335452699235963e-05
H0229,subject,0,113,-7.217661862204477e-06
H0229,subject,1,113,-8.53833993895594e-06
H0229,subject,2,113,4.2436284497498224e-05
H0229,dateblock,0,113,3.674111657040918e-05
H0229,dateblock,1,113,2.8808282780702764e-05
H0229,dateblock,2,113,6.170205665197085e-07
H0230,row,0,113,-1.5803710454787656e-05
H0230,row,1,113,4.016055345300686e-06
H0230,row,2,113,1.0280657954551658e-05
H0230,subject,0,113,-2.708663261094448e-05
H0230,subject,1,113,-4.348740672475861e-05
H0230,subject,2,113,-4.4178332753680265e-06
H0230,dateblock,0,113,3.7768147598637016e-06
H0230,dateblock,1,113,4.87902865189563e-05
H0230,dateblock,2,113,-2.9505028618621968e-05
H0231,row,0,87,4.825044563941325e-05
H0231,row,1,87,-2.3573300822399115e-05
H0231,row,2,87,4.4740014464678785e-05
H0231,subject,0,87,1.6985060560262162e-05
H0231,subject,1,87,-8.302906216126919e-06
H0231,subject,2,87,3.8750318938946474e-05
H0231,dateblock,0,87,-2.933766020257917e-05
H0231,dateblock,1,87,-1.9539369362551646e-05
H0231,dateblock,2,87,-9.69008288768524e-07
H0232,row,0,79,1.6442168606893153e-05
H0232,row,1,79,-2.9592906525437006e-05
H0232,row,2,79,-5.5689387180035645e-06
H0232,subject,0,79,-2.5093497729306628e-05
H0232,subject,1,79,2.5840562605564055e-07
H0232,subject,2,79,-4.6400542963979065e-06
H0232,dateblock,0,79,1.3439920403521488e-06
H0232,dateblock,1,79,5.121674157415262e-06
H0232,dateblock,2,79,-2.9962548135498364e-05
H0233,row,0,17,3.1660428796128233e-06
H0233,row,1,17,-3.167275787086531e-06
H0233,row,2,17,2.142574174701134e-06
H0233,subject,0,17,-5.519756278755398e-07
H0233,subject,1,17,-2.0331078151013955e-06
H0233,subject,2,17,-1.3080130237196571e-06
H0233,dateblock,0,17,1.9152260900161905e-06
H0233,dateblock,1,17,1.470466549508908e-06
H0233,dateblock,2,17,-5.190133694442784e-06
H0234,row,0,54,1.9421732728555205e-05
H0234,row,1,54,3.0194786189351445e-06
H0234,row,2,54,-4.058621962620112e-05
H0234,subject,0,54,6.260015934151234e-06
H0234,subject,1,54,-1.5211855174798502e-05
H0234,subject,2,54,-1.3394571622676284e-05
H0234,dateblock,0,54,1.5401437168741837e-05
H0234,dateblock,1,54,-4.2113890241306544e-05
H0234,dateblock,2,54,-3.471847352258157e-05
H0235,row,0,26,2.0206887529966806e-05
H0235,row,1,26,2.358661277570932e-05
H0235,row,2,26,-1.0974947560365113e-05
H0235,subject,0,26,1.0277812038481525e-05
H0235,subject,1,26,1.5911660932723716e-05
H0235,subject,2,26,5.2921166283805485e-06
H0235,dateblock,0,26,1.4190463375835732e-06
H0235,dateblock,1,26,1.926130329534502e-05
H0235,dateblock,2,26,2.1739834935535432e-06
H0236,row,0,37,1.958230005572467e-05
H0236,row,1,37,-3.618213460766822e-05
H0236,row,2,37,2.1542826875723845e-05
H0236,subject,0,37,2.2802445341884548e-05
H0236,subject,1,37,1.0418578929099557e-06
H0236,subject,2,37,-6.37976253820007e-06
H0236,dateblock,0,37,2.9779006763851503e-05
H0236,dateblock,1,37,9.05839620628501e-06
H0236,dateblock,2,37,-2.0724363524733605e-06
H0237,row,0,51,3.0986978465540285e-05
H0237,row,1,51,-1.5602917481113026e-05
H0237,row,2,51,3.0876667220954194e-05
H0237,subject,0,51,-1.9694711642448893e-05
H0237,subject,1,51,1.5843325167259865e-05
H0237,subject,2,51,1.790678947714065e-05
H0237,dateblock,0,51,-3.7235221882073484e-05
H0237,dateblock,1,51,-2.0669665256884595e-05
H0237,dateblock,2,51,-2.2026058416106234e-05
H0238,row,0,51,-1.3407873612129532e-05
H0238,row,1,51,2.110247348087987e-05
H0238,row,2,51,-6.167641922556237e-05
H0238,subject,0,51,6.810477936926736e-07
H0238,subject,1,51,-4.096659191903342e-06
H0238,subject,2,51,-1.6751323907074223e-05
H0238,dateblock,0,51,1.1979755534290564e-05
H0238,dateblock,1,51,1.0012513387614069e-05
H0238,dateblock,2,51,3.087007889407223e-05
H0239,row,0,54,-1.9168133028522294e-05
H0239,row,1,54,-5.335228901114699e-06
H0239,row,2,54,-3.737361188334436e-05
H0239,subject,0,54,-3.502162165271507e-05
H0239,subject,1,54,4.743018222771188e-05
H0239,subject,2,54,3.487978778763936e-05
H0239,dateblock,0,54,-4.248503417169112e-05
H0239,dateblock,1,54,-5.58923276075394e-05
H0239,dateblock,2,54,-2.945077452962865e-05
H0240,row,0,54,8.696841817937628e-06
H0240,row,1,54,-1.4939178677089123e-05
H0240,row,2,54,-1.1729799418802733e-06
H0240,subject,0,54,-1.7855531076260727e-06
H0240,subject,1,54,-4.939572378215874e-05
H0240,subject,2,54,-3.856988955317087e-05
H0240,dateblock,0,54,-1.2450870239154556e-05
H0240,dateblock,1,54,-1.5437850280042055e-05
H0240,dateblock,2,54,1.5612846089350144e-05
H0241,row,0,45,-1.758921621227053e-05
H0241,row,1,45,2.874090229452223e-06
H0241,row,2,45,-2.682323499951477e-06
H0241,subject,0,45,2.073829436991365e-05
H0241,subject,1,45,4.893637794378985e-05
H0241,subject,2,45,2.9594953274700966e-05
H0241,dateblock,0,45,-9.560719926751995e-06
H0241,dateblock,1,45,-2.2573924680802667e-05
H0241,dateblock,2,45,9.303369574394207e-06
H0242,row,0,57,7.517278109087042e-06
H0242,row,1,57,4.91809861577703e-06
H0242,row,2,57,7.442460904284956e-06
H0242,subject,0,57,-5.982231095126358e-06
H0242,subject,1,57,2.3622331911544888e-05
H0242,subject,2,57,-2.169037223779126e-05
H0242,dateblock,0,57,-4.812634709270417e-05
H0242,dateblock,1,57,-2.587521332074174e-05
H0242,dateblock,2,57,-6.744967333473284e-06
H0243,row,0,34,3.318299495857603e-06
H0243,row,1,34,4.720696524349472e-06
H0243,row,2,34,-1.1673892654147577e-06
H0243,subject,0,34,-6.513346712240575e-07
H0243,subject,1,34,7.1741909519373315e-06
H0243,subject,2,34,1.1531318321018626e-06
H0243,dateblock,0,34,4.5177518636748495e-06
H0243,dateblock,1,34,1.195313798606785e-06
H0243,dateblock,2,34,7.269046675809558e-06
H0244,row,0,113,3.455944190929367e-06
H0244,row,1,113,5.325169621341776e-06
H0244,row,2,113,2.8905149836110643e-05
H0244,subject,0,113,-1.748333969752952e-05
H0244,subject,1,113,-2.9040480417973747e-05
H0244,subject,2,113,-9.173859683126195e-06
H0244,dateblock,0,113,-4.1196643035425224e-05
H0244,dateblock,1,113,-5.288563191036898e-05
H0244,dateblock,2,113,-2.5619180527950722e-05
H0245,row,0,26,-2.584330857366164e-05
H0245,row,1,26,-2.0873561929118598e-05
H0245,row,2,26,-2.748614486109628e-05
H0245,subject,0,26,-1.8333614630796432e-05
H0245,subject,1,26,-1.1281077522819987e-05
H0245,subject,2,26,1.626752748134212e-05
H0245,dateblock,0,26,-7.67676311050825e-06
H0245,dateblock,1,26,-1.3387277486778869e-06
H0245,dateblock,2,26,-3.9012691080904334e-05
H0246,row,0,71,-1.932020286925247e-05
H0246,row,1,71,-3.1220922002870622e-06
H0246,row,2,71,-4.3925166596968355e-05
H0246,subject,0,71,-3.00035998741311e-05
H0246,subject,1,71,-2.594995237924501e-05
H0246,subject,2,71,-1.0795091256176283e-05
H0246,dateblock,0,71,-6.021682490392685e-05
H0246,dateblock,1,71,-8.708728486738203e-06
H0246,dateblock,2,71,-5.082613064871695e-05
H0247,row,0,51,4.382410151459309e-06
H0247,row,1,51,3.180342216228441e-05
H0247,row,2,51,-2.448736012791688e-05
H0247,subject,0,51,1.0971107484124334e-05
H0247,subject,1,51,2.9038833673055288e-05
H0247,subject,2,51,1.5021190471574196e-05
H0247,dateblock,0,51,2.910897248179311e-05
H0247,dateblock,1,51,-2.1677661810944923e-05
H0247,dateblock,2,51,-2.4233435315303962e-05
H0248,row,0,71,1.7912345251272508e-05
H0248,row,1,71,-1.9722270316093198e-05
H0248,row,2,71,-1.3292795659295578e-05
H0248,subject,0,71,3.5721699378659375e-05
H0248,subject,1,71,2.306762296109515e-05
H0248,subject,2,71,-1.072463694486067e-05
H0248,dateblock,0,71,5.264392574038007e-05
H0248,dateblock,1,71,2.3108230066921192e-05
H0248,dateblock,2,71,1.2049609100379286e-06
H0249,row,0,113,-7.18259471067749e-05
H0249,row,1,113,-2.1985998322575866e-05
H0249,row,2,113,-4.566973834489903e-05
H0249,subject,0,113,2.2823900643303993e-05
H0249,subject,1,113,-2.4840456346542954e-05
H0249,subject,2,113,-4.484575130008389e-06
H0249,dateblock,0,113,-1.4788738719093632e-05
H0249,dateblock,1,113,1.985545101454078e-05
H0249,dateblock,2,113,2.7208059738978685e-05
H0250,row,0,113,-8.096365290175147e-05
H0250,row,1,113,9.318736364887299e-06
H0250,row,2,113,7.554021217990527e-06
H0250,subject,0,113,-5.456532016866242e-06
H0250,subject,1,113,-1.9433366653259483e-05
H0250,subject,2,113,2.487024395253682e-05
H0250,dateblock,0,113,9.321929688123609e-06
H0250,dateblock,1,113,3.710974898446709e-05
H0250,dateblock,2,113,-5.292196024911978e-05
H0251,row,0,62,2.9060421487281952e-05
H0251,row,1,62,-2.265188843103763e-05
H0251,row,2,62,-1.8545317088179668e-06
H0251,subject,0,62,-3.321584165851364e-05
H0251,subject,1,62,-5.9421041017531954e-05
H0251,subject,2,62,-1.2158575983771618e-05
H0251,dateblock,0,62,-1.6684120322636333e-05
H0251,dateblock,1,62,-3.615148342486643e-05
H0251,dateblock,2,62,5.0455867561834984e-05
H0252,row,0,110,-2.0920459647543558e-05
H0252,row,1,110,4.56964050885992e-05
H0252,row,2,110,-3.95248465947356e-06
H0252,subject,0,110,1.710684536188406e-05
H0252,subject,1,110,-9.337107590901299e-06
H0252,subject,2,110,-2.7609834828048805e-05
H0252,dateblock,0,110,6.502954400036786e-06
H0252,dateblock,1,110,2.5275503498648052e-05
H0252,dateblock,2,110,1.3359249366160388e-05
H0253,row,0,34,1.1691448993507237e-07
H0253,row,1,34,-5.525165790927606e-06
H0253,row,2,34,-1.1898165918008224e-06
H0253,subject,0,34,-1.173045092011847e-06
H0253,subject,1,34,-5.714013632685154e-07
H0253,subject,2,34,3.862397540442596e-06
H0253,dateblock,0,34,5.243100418540714e-07
H0253,dateblock,1,34,-4.277744532254468e-06
H0253,dateblock,2,34,6.190759502894014e-06
H0254,row,0,54,1.1460088969515764e-05
H0254,row,1,54,-1.9796638167237592e-05
H0254,row,2,54,-9.171938801105486e-06
H0254,subject,0,54,-2.6636894447962244e-05
H0254,subject,1,54,-4.39336190997999e-05
H0254,subject,2,54,9.502404984983218e-06
H0254,dateblock,0,54,1.4027185787372084e-05
H0254,dateblock,1,54,1.6488281372809338e-05
H0254,dateblock,2,54,1.645983035276094e-05
H0255,row,0,26,-4.431061044336563e-05
H0255,row,1,26,2.61234201119142e-06
H0255,row,2,26,-2.3528184911666046e-06
H0255,subject,0,26,-7.804547574659474e-06
H0255,subject,1,26,-2.200255833987982e-05
H0255,subject,2,26,-2.8023108114780853e-05
H0255,dateblock,0,26,-1.66872343700024e-05
H0255,dateblock,1,26,1.796785614626673e-05
H0255,dateblock,2,26,-2.1149084358385596e-05
H0256,row,0,25,-4.129042752255882e-06
H0256,row,1,25,-1.932125976568523e-06
H0256,row,2,25,9.250733842835933e-06
H0256,subject,0,25,9.463775682052673e-06
H0256,subject,1,25,-2.0148842341496912e-05
H0256,subject,2,25,2.162690681079303e-06
H0256,dateblock,0,25,-4.354774693594788e-06
H0256,dateblock,1,25,-3.922620137865873e-05
H0256,dateblock,2,25,2.4103893349532046e-06
H0257,row,0,37,1.1858348169412433e-05
H0257,row,1,37,1.190634217784531e-05
H0257,row,2,37,-1.4358291958079661e-05
H0257,subject,0,37,-4.4896113213886425e-05
H0257,subject,1,37,-1.9073588770540438e-05
H0257,subject,2,37,-2.805127784182052e-05
H0257,dateblock,0,37,-1.2512178114885249e-05
H0257,dateblock,1,37,1.08638913622766e-05
H0257,dateblock,2,37,-8.5877915243813e-06
H0258,row,0,37,-7.57216089028041e-06
H0258,row,1,37,2.0664693798430346e-05
H0258,row,2,37,2.0402041150181036e-05
H0258,subject,0,37,2.7560218324540586e-05
H0258,subject,1,37,-3.4763519578753956e-05
H0258,subject,2,37,3.1573165849466075e-05
H0258,dateblock,0,37,-2.4628789536638347e-05
H0258,dateblock,1,37,2.774950092164857e-05
H0258,dateblock,2,37,-1.9455661700124594e-06
H0259,row,0,54,-7.4180598566222484e-06
H0259,row,1,54,3.876639280002428e-05
H0259,row,2,54,-2.2852695398419245e-05
H0259,subject,0,54,5.808493886672064e-05
H0259,subject,1,54,-5.1350378976829744e-05
H0259,subject,2,54,2.010691018594127e-05
H0259,dateblock,0,54,6.238697954114516e-06
H0259,dateblock,1,54,-1.143449371369847e-05
H0259,dateblock,2,54,2.969373479808427e-05
H0260,row,0,54,4.0009121666513076e-05
H0260,row,1,54,-3.556330096104535e-05
H0260,row,2,54,2.1000185699413084e-05
H0260,subject,0,54,-2.5250658268941692e-05
H0260,subject,1,54,7.469890570334016e-06
H0260,subject,2,54,-9.912521837919658e-06
H0260,dateblock,0,54,1.5457373156245725e-05
H0260,dateblock,1,54,-2.6846079425219494e-05
H0260,dateblock,2,54,-8.334569145326173e-06
H0261,row,0,87,-4.1286814616724436e-05
H0261,row,1,87,-2.295734094935915e-05
H0261,row,2,87,-2.9558770956836007e-05
H0261,subject,0,87,-3.119933187124609e-05
H0261,subject,1,87,-5.032760930579474e-05
H0261,subject,2,87,-5.916543236732579e-05
H0261,dateblock,0,87,-4.575539686240314e-05
H0261,dateblock,1,87,-2.8988667353087424e-05
H0261,dateblock,2,87,-6.0853935770666774e-05
H0262,row,0,110,-7.004434903454186e-05
H0262,row,1,110,1.372323192959734e-05
H0262,row,2,110,-2.284736676379109e-05
H0262,subject,0,110,8.464710879326171e-06
H0262,subject,1,110,-3.142046143545806e-05
H0262,subject,2,110,8.213893388692071e-06
H0262,dateblock,0,110,-1.2108493287057918e-05
H0262,dateblock,1,110,2.5086345589012153e-05
H0262,dateblock,2,110,-1.9319905855974927e-06
H0263,row,0,47,-1.8088844088227434e-06
H0263,row,1,47,6.585482129747399e-06
H0263,row,2,47,-5.416134016207928e-07
H0263,subject,0,47,1.5586493623810626e-05
H0263,subject,1,47,-3.608905614612424e-06
H0263,subject,2,47,-7.2166791608865314e-06
H0263,dateblock,0,47,1.1243915565908797e-05
H0263,dateblock,1,47,-2.4464320563356074e-05
H0263,dateblock,2,47,5.593913789786634e-06
H0264,row,0,113,-6.267946397553613e-05
H0264,row,1,113,-2.9431795814960517e-06
H0264,row,2,113,7.581371816269191e-05
H0264,subject,0,113,-4.40581287379842e-05
H0264,subject,1,113,6.264372618198263e-06
H0264,subject,2,113,-1.742437491468954e-05
H0264,dateblock,0,113,1.5566848529535498e-05
H0264,dateblock,1,113,-3.719564165333325e-05
H0264,dateblock,2,113,-2.8891226623367136e-06
H0265,row,0,26,3.480709596266248e-05
H0265,row,1,26,1.6833219232390396e-05
H0265,row,2,26,3.4076867837258382e-06
H0265,subject,0,26,2.1791236787040972e-05
H0265,subject,1,26,3.5656752871486805e-05
H0265,subject,2,26,3.856352973619831e-05
H0265,dateblock,0,26,2.3058460867367146e-05
H0265,dateblock,1,26,6.397264925630705e-06
H0265,dateblock,2,26,5.419983732356747e-06
H0266,row,0,71,1.0038541103180374e-06
H0266,row,1,71,-4.236966672740296e-05
H0266,row,2,71,-2.6555908570676355e-05
H0266,subject,0,71,-2.7149990406877506e-05
H0266,subject,1,71,-1.7797404431230533e-06
H0266,subject,2,71,-3.909519562456477e-05
H0266,dateblock,0,71,-4.75858903933044e-05
H0266,dateblock,1,71,-2.993881067394703e-05
H0266,dateblock,2,71,-5.0943485629925274e-05
H0267,row,0,71,-3.497860452369085e-05
H0267,row,1,71,-2.4730463918557794e-05
H0267,row,2,71,-2.8732532430781076e-05
H0267,subject,0,71,-5.8808989005709885e-05
H0267,subject,1,71,-4.6687241451202526e-05
H0267,subject,2,71,2.744178545675317e-05
H0267,dateblock,0,71,-3.059838020807709e-05
H0267,dateblock,1,71,-2.229524263913965e-05
H0267,dateblock,2,71,-4.154039398379363e-05
H0268,row,0,71,-2.4014125119111927e-05
H0268,row,1,71,-1.2828152036092706e-05
H0268,row,2,71,-5.39883573019404e-05
H0268,subject,0,71,1.0639777121564291e-05
H0268,subject,1,71,-1.3583627445874039e-05
H0268,subject,2,71,1.950688973878668e-05
H0268,dateblock,0,71,-1.5126612085075614e-06
H0268,dateblock,1,71,-2.002329231934315e-05
H0268,dateblock,2,71,-2.8341271641268793e-05
H0269,row,0,113,5.490424398406195e-05
H0269,row,1,113,-4.447993750627197e-06
H0269,row,2,113,1.562789821955385e-05
H0269,subject,0,113,-3.2308889903550246e-05
H0269,subject,1,113,-4.925889908605639e-05
H0269,subject,2,113,-3.4311390209237945e-05
H0269,dateblock,0,113,2.4050240697319913e-05
H0269,dateblock,1,113,1.636588883750527e-05
H0269,dateblock,2,113,-2.8667343483664066e-05
H0270,row,0,113,6.874797255727867e-06
H0270,row,1,113,9.363400720355214e-06
H0270,row,2,113,-1.9776188179722037e-05
H0270,subject,0,113,-1.5143957882971618e-06
H0270,subject,1,113,-1.9649342729438126e-06
H0270,subject,2,113,4.910831022209258e-05
H0270,dateblock,0,113,6.0418845113830765e-06
H0270,dateblock,1,113,-3.0340658001049488e-05
H0270,dateblock,2,113,2.9411824387940413e-05
H0271,row,0,62,1.9058345208643093e-05
H0271,row,1,62,-4.76088150289976e-05
H0271,row,2,62,1.407169651163102e-05
H0271,subject,0,62,-2.7953278001099874e-05
H0271,subject,1,62,-5.303306454545814e-05
H0271,subject,2,62,1.0193926768520635e-05
H0271,dateblock,0,62,-5.172869959951611e-05
H0271,dateblock,1,62,-2.025567282942073e-05
H0271,dateblock,2,62,-2.2441784507386158e-05
H0272,row,0,79,1.1033002606105035e-05
H0272,row,1,79,1.5264903948649496e-05
H0272,row,2,79,-2.829176735583867e-05
H0272,subject,0,79,-2.7782220880730826e-05
H0272,subject,1,79,2.2855472809029278e-06
H0272,subject,2,79,1.4242204536595797e-08
H0272,dateblock,0,79,-2.1356113040336183e-05
H0272,dateblock,1,79,2.404862197781779e-05
H0272,dateblock,2,79,-1.2329986884596367e-05
H0273,row,0,34,6.5130769033484195e-06
H0273,row,1,34,4.468288852805687e-06
H0273,row,2,34,-4.139300396241531e-06
H0273,subject,0,34,-2.8131391463794374e-06
H0273,subject,1,34,-2.2838124058510327e-06
H0273,subject,2,34,1.7378277091464877e-06
