policy_name,score_col,mode,param,family_guard,logloss,switched_cells,switched_rate,mean_realized_gain_all_cells,mean_realized_gain_switched,positive_true_gain_rate,target_null_p_ge_observed,target_family_null_p_ge_observed,target_null_z,target_family_null_z,target_null_mean,target_null_std,target_family_null_mean,target_family_null_std
atlas_contrastive_score_all_topfrac_0.005,atlas_contrastive_score,topfrac,0.005,all,0.6366405027454446,4,0.005442176870748299,0.0003565794055503127,0.06552146576986996,0.75,0.23875,0.52275,0.7031023992749114,-0.021138539812881125,-0.000149656536743279,0.0007200031500612967,0.0003644634981833022,0.00037297243342159257
atlas_contrastive_score_core_or_prior_topfrac_0.005,atlas_contrastive_score,topfrac,0.005,"prior,core_geometry,core_action_health,raw_action_core_health",0.6366405027454446,4,0.005442176870748299,0.0003565794055503127,0.06552146576986996,0.75,0.23525,0.51725,0.6899561783604642,0.0020806670387368297,-0.0001459409509924731,0.0007283366281854594,0.0003558027258971895,0.00037328397031500323
atlas_target_score_all_topfrac_0.080,atlas_target_score,topfrac,0.08,all,0.6366631327106552,59,0.08027210884353742,0.0003339494403396637,0.004160217604231419,0.5932203389830508,0.20175,0.43625,0.8365517818238396,0.18936299100661969,-0.001172452688764948,0.0018007278949551384,-4.025114306400455e-05,0.0019761019902277965
atlas_target_score_core_or_prior_topfrac_0.080,atlas_target_score,topfrac,0.08,"prior,core_geometry,core_action_health,raw_action_core_health",0.6366631327106552,59,0.08027210884353742,0.0003339494403396637,0.004160217604231419,0.5932203389830508,0.19975,0.46825,0.8425145162693437,0.12672539615562578,-0.0012032284508746755,0.0018245120547251432,8.446412394115127e-05,0.0019687081198162676
atlas_target_family_score_core_only_topfrac_0.010,atlas_target_family_score,topfrac,0.01,"core_geometry,core_action_health,raw_action_core_health",0.6366758497388415,7,0.009523809523809525,0.00032123241215332115,0.03372940327609873,0.7142857142857143,0.20475,0.26675,0.7223853191882507,0.7696238570395484,-0.00035467324859000395,0.0009356580799604912,-0.000508903256133265,0.0010786251760435336
atlas_global_score_core_only_topfrac_0.100,atlas_global_score,topfrac,0.1,"core_geometry,core_action_health,raw_action_core_health",0.6367009608207147,74,0.10068027210884353,0.00029612133028010523,0.00294120510480915,0.6351351351351351,0.165,0.36925,0.9858296272352804,0.36158288008083544,-0.002068363234282943,0.002398471804092711,-0.0003185833683062598,0.0017000381722966015
atlas_target_family_score_all_topfrac_0.005,atlas_target_family_score,topfrac,0.005,all,0.63682287942496,4,0.005442176870748299,0.0001742027260349507,0.03200975090892219,0.5,0.49825,0.50125,0.05038713101925763,0.05949693731800962,0.00015369946525135337,0.0004069146301614418,0.00014899017726621334,0.00042376212802311034
atlas_target_family_score_core_or_prior_topfrac_0.005,atlas_target_family_score,topfrac,0.005,"prior,core_geometry,core_action_health,raw_action_core_health",0.63682287942496,4,0.005442176870748299,0.0001742027260349507,0.03200975090892219,0.5,0.49975,0.4855,0.07288387978175799,0.06798949956604942,0.00014420083766370672,0.00041163956228841043,0.00014516398451415978,0.0004271062694406333
atlas_target_score_core_only_topfrac_0.100,atlas_target_score,topfrac,0.1,"core_geometry,core_action_health,raw_action_core_health",0.6368493878341199,74,0.10068027210884353,0.00014769431687484212,0.001466963823013636,0.6216216216216216,0.17375,0.3745,0.9466917662587496,0.3545268331004712,-0.0018442173541803936,0.002104076260140206,-0.0006111635565434854,0.0021404807833072287
atlas_contrastive_score_core_only_topfrac_0.005,atlas_contrastive_score,topfrac,0.005,"core_geometry,core_action_health,raw_action_core_health",0.6368494308898972,4,0.005442176870748299,0.00014765126109762082,0.02713091922668781,0.75,0.35175,0.65,0.4474357456513142,-0.3607834431970549,-0.00017538058245336046,0.0007219625313591268,0.00027593718959770437,0.0003555759858692175
atlas_contrastive_score_all_topfrac_0.100,atlas_contrastive_score,topfrac,0.1,all,0.6368521305174657,74,0.10068027210884353,0.00014495163352905527,0.0014397223059980488,0.5405405405405406,0.28525,0.655,0.5649830249009926,-0.39141461682109524,-0.0008676156265412372,0.0017922082884662494,0.0007814776363913386,0.0016262192966422146
atlas_contrastive_score_core_or_prior_topfrac_0.100,atlas_contrastive_score,topfrac,0.1,"prior,core_geometry,core_action_health,raw_action_core_health",0.6368521305174657,74,0.10068027210884353,0.00014495163352905527,0.0014397223059980488,0.5405405405405406,0.29425,0.663,0.5673217614824547,-0.3959901611363081,-0.0008782364703151352,0.0018035410825252365,0.0007844458607979832,0.0016149245360891696
atlas_target_score_all_topfrac_0.010,atlas_target_score,topfrac,0.01,all,0.6368939618022457,7,0.009523809523809525,0.00010312034874911296,0.010827636618656862,0.5714285714285714,0.33125,0.4335,0.47052468304488887,0.4008610731525507,-0.00029878885577961126,0.0008541724143521316,-0.000319085486835053,0.001053247281567528
atlas_target_score_core_or_prior_topfrac_0.010,atlas_target_score,topfrac,0.01,"prior,core_geometry,core_action_health,raw_action_core_health",0.6368939618022457,7,0.009523809523809525,0.00010312034874911296,0.010827636618656862,0.5714285714285714,0.3225,0.42775,0.4962903004111055,0.41812370221255585,-0.000326296010149094,0.0008652523705228512,-0.00033602097687600275,0.0010502665199349915
atlas_target_score_core_only_topfrac_0.010,atlas_target_score,topfrac,0.01,"core_geometry,core_action_health,raw_action_core_health",0.6368939618022457,7,0.009523809523809525,0.00010312034874911296,0.010827636618656862,0.5714285714285714,0.3155,0.4575,0.5033438405399576,0.37433788198007567,-0.0003216961762758811,0.0008439887226379406,-0.000292373760059724,0.001056516392935854
raw_knn_blend_baseline,none,baseline,0.0,none,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,
atlas_global_score_all_threshold_0.15,atlas_global_score,threshold,0.15,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_global_score_all_threshold_0.30,atlas_global_score,threshold,0.3,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_global_score_all_threshold_0.50,atlas_global_score,threshold,0.5,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_global_score_all_threshold_0.75,atlas_global_score,threshold,0.75,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_global_score_all_threshold_1.00,atlas_global_score,threshold,1.0,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_global_score_core_or_prior_threshold_0.15,atlas_global_score,threshold,0.15,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_global_score_core_or_prior_threshold_0.30,atlas_global_score,threshold,0.3,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_global_score_core_or_prior_threshold_0.50,atlas_global_score,threshold,0.5,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_global_score_core_or_prior_threshold_0.75,atlas_global_score,threshold,0.75,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_global_score_core_or_prior_threshold_1.00,atlas_global_score,threshold,1.0,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_global_score_core_only_threshold_0.15,atlas_global_score,threshold,0.15,"core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_global_score_core_only_threshold_0.30,atlas_global_score,threshold,0.3,"core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_global_score_core_only_threshold_0.50,atlas_global_score,threshold,0.5,"core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_global_score_core_only_threshold_0.75,atlas_global_score,threshold,0.75,"core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_global_score_core_only_threshold_1.00,atlas_global_score,threshold,1.0,"core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_score_all_threshold_0.15,atlas_target_score,threshold,0.15,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_score_all_threshold_0.30,atlas_target_score,threshold,0.3,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_score_all_threshold_0.50,atlas_target_score,threshold,0.5,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_score_all_threshold_0.75,atlas_target_score,threshold,0.75,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_score_all_threshold_1.00,atlas_target_score,threshold,1.0,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_score_core_or_prior_threshold_0.15,atlas_target_score,threshold,0.15,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_score_core_or_prior_threshold_0.30,atlas_target_score,threshold,0.3,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_score_core_or_prior_threshold_0.50,atlas_target_score,threshold,0.5,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_score_core_or_prior_threshold_0.75,atlas_target_score,threshold,0.75,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_score_core_or_prior_threshold_1.00,atlas_target_score,threshold,1.0,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_score_core_only_threshold_0.15,atlas_target_score,threshold,0.15,"core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_score_core_only_threshold_0.30,atlas_target_score,threshold,0.3,"core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_score_core_only_threshold_0.50,atlas_target_score,threshold,0.5,"core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_score_core_only_threshold_0.75,atlas_target_score,threshold,0.75,"core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_score_core_only_threshold_1.00,atlas_target_score,threshold,1.0,"core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_family_score_all_threshold_0.15,atlas_family_score,threshold,0.15,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_family_score_all_threshold_0.30,atlas_family_score,threshold,0.3,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_family_score_all_threshold_0.50,atlas_family_score,threshold,0.5,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_family_score_all_threshold_0.75,atlas_family_score,threshold,0.75,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_family_score_all_threshold_1.00,atlas_family_score,threshold,1.0,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_family_score_core_or_prior_threshold_0.15,atlas_family_score,threshold,0.15,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_family_score_core_or_prior_threshold_0.30,atlas_family_score,threshold,0.3,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_family_score_core_or_prior_threshold_0.50,atlas_family_score,threshold,0.5,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_family_score_core_or_prior_threshold_0.75,atlas_family_score,threshold,0.75,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_family_score_core_or_prior_threshold_1.00,atlas_family_score,threshold,1.0,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_family_score_core_only_threshold_0.15,atlas_family_score,threshold,0.15,"core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_family_score_core_only_threshold_0.30,atlas_family_score,threshold,0.3,"core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_family_score_core_only_threshold_0.50,atlas_family_score,threshold,0.5,"core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_family_score_core_only_threshold_0.75,atlas_family_score,threshold,0.75,"core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_family_score_core_only_threshold_1.00,atlas_family_score,threshold,1.0,"core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_family_score_all_threshold_0.15,atlas_target_family_score,threshold,0.15,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_family_score_all_threshold_0.30,atlas_target_family_score,threshold,0.3,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_family_score_all_threshold_0.50,atlas_target_family_score,threshold,0.5,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_family_score_all_threshold_0.75,atlas_target_family_score,threshold,0.75,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_family_score_all_threshold_1.00,atlas_target_family_score,threshold,1.0,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_family_score_core_or_prior_threshold_0.15,atlas_target_family_score,threshold,0.15,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_family_score_core_or_prior_threshold_0.30,atlas_target_family_score,threshold,0.3,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_family_score_core_or_prior_threshold_0.50,atlas_target_family_score,threshold,0.5,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_family_score_core_or_prior_threshold_0.75,atlas_target_family_score,threshold,0.75,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_family_score_core_or_prior_threshold_1.00,atlas_target_family_score,threshold,1.0,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_family_score_core_only_threshold_0.15,atlas_target_family_score,threshold,0.15,"core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_family_score_core_only_threshold_0.30,atlas_target_family_score,threshold,0.3,"core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_family_score_core_only_threshold_0.50,atlas_target_family_score,threshold,0.5,"core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_family_score_core_only_threshold_0.75,atlas_target_family_score,threshold,0.75,"core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_target_family_score_core_only_threshold_1.00,atlas_target_family_score,threshold,1.0,"core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_hybrid_score_all_threshold_0.15,atlas_hybrid_score,threshold,0.15,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_hybrid_score_all_threshold_0.30,atlas_hybrid_score,threshold,0.3,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_hybrid_score_all_threshold_0.50,atlas_hybrid_score,threshold,0.5,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_hybrid_score_all_threshold_0.75,atlas_hybrid_score,threshold,0.75,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_hybrid_score_all_threshold_1.00,atlas_hybrid_score,threshold,1.0,all,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_hybrid_score_core_or_prior_threshold_0.15,atlas_hybrid_score,threshold,0.15,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_hybrid_score_core_or_prior_threshold_0.30,atlas_hybrid_score,threshold,0.3,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
atlas_hybrid_score_core_or_prior_threshold_0.50,atlas_hybrid_score,threshold,0.5,"prior,core_geometry,core_action_health,raw_action_core_health",0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
