candidate_id,spec_name,mode,target_group,worldview,fit_feature_set,fit_alpha,k,alpha,cap,selected_cells,changed_cells_vs_h057,changed_rows_vs_h057,model_pred_delta_vs_h057,posterior_delta_vs_h057,hard_diag_delta_vs_h057,anti_h088_direction_rate,h057_positive_align_rate,selected_toxic_mean,selected_conflict_rate,selected_safe_cell_mean,mean_bad_same_rank,cos_h088_direction,cos_h057_vs_h042_direction,cos_h057_vs_h050_direction,max_positive_bad_cosine,mean_abs_prob_move_vs_h057,max_abs_prob_move_vs_h057,selected_subjects,selected_rows,h097_score,file,resolved_path,Q1_changed_vs_h057,Q2_changed_vs_h057,Q3_changed_vs_h057,S1_changed_vs_h057,S2_changed_vs_h057,S3_changed_vs_h057,S4_changed_vs_h057,bad_cos_submission_h010_objectiv,bad_cos_submission_e216_maskfam,bad_cos_submission_e323_5508f966,bad_cos_submission_jepa_latent_q,bad_cos_submission_jepa_latent_r,bad_cos_submission_lejepa_target,bad_cos_submission_ordinal_q_con,path,rows,keys_match,duplicate_keys,nan_cells,min_prob,max_prob,changed_cells_vs_h057_validation,upload_safe,h102_cum_bad_max_pos,h102_cum_bad_weighted_pos,h102_cum_h088_axis_cos,h102_cum_good_max_cos,h102_cum_good_mean_cos,h102_cum_good_bad_margin,route_basis_pred_delta_vs_h057,selected_mean_residual_toxicity,selected_mean_residual_safety,selected_mean_residual_gap,selected_mean_antidote_score,selected_same_bad_residual,selected_opp_bad_residual,selected_same_good_residual,selected_opp_good_residual,selected_h111_cells,selected_h108_rejected_cells,selected_h109_cells,selected_mean_family_count,h112_information_mass,h112_score,h118_h118_overlap_cells,h118_h118_cosine,h118_h121_overlap_cells,h118_h121_cosine,h118_h120_overlap_cells,h118_h120_cosine,h118_h115_overlap_cells,h118_h115_cosine,h118_h114_overlap_cells,h118_h114_cosine,h118_h112_overlap_cells,h118_h112_cosine,h118_zero_curv,h118_curv_pred_delta_vs_h057,h118_curv_marginal_vs_zero,h118_mean_forbidden_same,h118_max_forbidden_same,h118_mean_forbidden_pressure,h118_mean_veto_score,h118_selected_rows,h122_removed_cells,h122_removed_rows,h122_removed_mean_sensor_rank,h122_removed_mean_score,h122_removed_targets,h118_score,h122_condition,h122_worldview,h122_fit_feature_set,h122_fit_alpha,h122_fit_score,h122_score
h122_prune_stage_public_toxic_0a9edcce,prune_stage_public_toxic,public_residual_toxicity_solver,forbidden_veto_stage,objective Q/S stage cells carry the public-toxic part of H118 and should be removed,state_core,0.1,80,1.0,0.24,24,24,19,-2.865387269534894e-05,-8.015105134480794e-06,-4.105629892730945e-06,0.5833333333333334,0.5416666666666666,0.4194,0.3333333333333333,0.30367999523809525,0.4264047619047619,-0.009992249230021826,0.1519348436587351,0.0646309969184954,0.0,9.285123143398517e-05,0.03706146565254731,7,"53,55,59,70,79,93,102,131,135,137,145,148,150,151,164,188,196,205,207",0.22227673862164468,submission_h122_prune_stage_public_toxic_0a9edcce.csv,/Users/kbsoo/Downloads/cl2/hitl/h122_action_prune_equation_solver_hsjepa/submission_h122_prune_stage_public_toxic_0a9edcce.csv,8,0,4,6,4,0,2,-0.16161732881068802,-0.1784130526655901,-0.17699440193754112,-0.14632027891870905,-0.16211658073627824,-0.18557587820686564,-0.1706828350979224,/Users/kbsoo/Downloads/cl2/hitl/h122_action_prune_equation_solver_hsjepa/submission_h122_prune_stage_public_toxic_0a9edcce.csv,250,True,0,0,4.939277944527429e-06,0.9999967514907456,24,True,0.0,0.0,-0.06615821918007948,0.1258543648266804,0.11584346858625982,0.1258543648266804,-0.00060522711189137,0.41293183333333333,0.6740849521428571,0.2611531188095238,0.8066688095238096,0.001580036834775575,4.392565060523701,0.06531520896283455,4.245430225508614,12,6,3,2.75,0.6212499999999999,0.4218385684091443,24,0.6450608458357209,19,0.6906375744901968,5,0.23699170277296472,6,0.1901082498304466,0,1.2476132368721102e-16,12,0.4913639292909943,-0.0002616634510263019,-0.00022033778263333436,4.1325668392967535e-05,0.0,0.0,0.0,1.0,19,28,22,0.6302142857142857,0.0010218735132402716,S4:8;S3:8;S2:7;Q3:3;S1:2,0.38079391501888343,stage,objective Q/S stage cells carry the public-toxic part of H118 and should be removed,route_curvature,30.0,0.001054772929083395,0.2902489732504358
h122_prune_sensor_ge070_balanced_7f237a6f,prune_sensor_ge070_balanced,public_residual_toxicity_solver,forbidden_veto_sensor_ge,"high H085 row-sensor cells inside H118 are public-toxic and should be pruned, not replaced",state_core,0.1,80,1.0,0.24,35,35,23,-3.254404085627281e-05,-4.663403371536056e-06,-1.141265429731864e-06,0.6857142857142857,0.6571428571428571,0.4045265306122449,0.4857142857142857,0.20706528,0.5446612244897958,-0.03200323552678354,0.18051933040832152,0.0936142083053621,0.0,0.00011223830080227266,0.03706146565254731,7,"38,53,55,59,61,70,78,79,93,96,101,102,135,136,137,145,148,150,151,164,188,196,205",0.26308101924368804,submission_h122_prune_sensor_ge070_balanced_7f237a6f.csv,/Users/kbsoo/Downloads/cl2/hitl/h122_action_prune_equation_solver_hsjepa/submission_h122_prune_sensor_ge070_balanced_7f237a6f.csv,6,0,7,8,5,4,5,-0.16395628705020587,-0.17980090016097028,-0.1762654459513446,-0.1438733200281053,-0.156155485530774,-0.18266771026498013,-0.1718042386662949,/Users/kbsoo/Downloads/cl2/hitl/h122_action_prune_equation_solver_hsjepa/submission_h122_prune_sensor_ge070_balanced_7f237a6f.csv,250,True,0,0,4.939277944527429e-06,0.9999967514907456,35,True,0.0,0.0,-0.07925357139414065,0.12788167480605425,0.11729584986780771,0.12788167480605425,-0.0005924106978803309,0.42500039999999994,0.6841746517551021,0.25917425175510206,0.7932715102040817,0.0040687399088197886,3.683676393259422,0.06764739753865211,3.551644225057523,20,9,3,3.142857142857143,0.8671428571428571,0.4834663310374803,35,0.6780568914454604,32,0.8753189393388252,6,0.23029118402073645,9,0.215347335954988,2,0.14276043139369665,21,0.6164174568960622,-0.0002616634510263019,-0.0002136844357208327,4.797901530546921e-05,0.0,0.0,0.0,1.0,23,17,13,0.9131764705882354,0.0015312687672419424,S2:6;S4:5;S3:4;Q1:2,0.37756191727554406,sensor_ge,"high H085 row-sensor cells inside H118 are public-toxic and should be pruned, not replaced",route_curvature,30.0,0.001054772929083395,0.28657651759952196
h122_prune_sensor_ge085_strict_89b9d0eb,prune_sensor_ge085_strict,public_residual_toxicity_solver,forbidden_veto_sensor_ge,only the highest H085 row-sensor cells should be pruned from H118,state_core,0.1,80,1.0,0.24,38,38,25,-2.7877738348822557e-05,-6.980277463110115e-06,-3.0572098836415636e-06,0.631578947368421,0.6052631578947368,0.4250879699248121,0.4473684210526316,0.23207207819548867,0.5157593984962405,-0.005554993126966853,0.17186691636486467,0.08912721575570814,0.0,0.0001302119347013033,0.03706146565254731,7,"38,53,55,59,61,70,78,79,93,96,101,102,131,135,136,137,145,148,150,151,164,188,196,205,215",0.24671775719902453,submission_h122_prune_sensor_ge085_strict_89b9d0eb.csv,/Users/kbsoo/Downloads/cl2/hitl/h122_action_prune_equation_solver_hsjepa/submission_h122_prune_sensor_ge085_strict_89b9d0eb.csv,7,0,7,8,5,4,7,-0.16987685314447132,-0.18483748577263653,-0.18241829778177227,-0.1498456260025058,-0.1606428010779073,-0.18558817563554164,-0.17271049037771244,/Users/kbsoo/Downloads/cl2/hitl/h122_action_prune_equation_solver_hsjepa/submission_h122_prune_sensor_ge085_strict_89b9d0eb.csv,250,True,0,0,4.939277944527429e-06,0.9999967514907456,38,True,0.0,0.0,-0.06156573736947511,0.11780987609441046,0.10805777731854345,0.11780987609441046,-0.000588096776348957,0.41860421052631575,0.6759885663157895,0.2573843557894737,0.7873642105263158,0.0037475236002287526,3.4292995426664965,0.06426635746175174,3.29461422917276,20,9,3,2.8947368421052633,0.9034210526315789,0.48018248857589346,38,0.7360253127028977,32,0.8063799285007524,6,0.21215374209239835,9,0.19838685257054817,2,0.13151680066116014,21,0.5678691988475848,-0.0002616634510263019,-0.00021179352275008372,4.9869928276218174e-05,0.0,0.0,0.0,1.0,25,14,10,0.944,0.0014499568557236118,S2:6;S3:4;S4:3;Q1:1,0.3733944272691231,sensor_ge,only the highest H085 row-sensor cells should be pruned from H118,route_curvature,30.0,0.001054772929083395,0.2803716117525831
h122_prune_all_route_extreme_6377a6ef,prune_all_route_extreme,public_residual_toxicity_solver,forbidden_veto_all,the safe field is the sparse residual core after deleting every public-toxic H118 action,state_core,0.1,80,1.0,0.24,16,16,13,-3.2050065664546764e-06,2.3128866112013755e-06,4.482058130951252e-06,0.5625,0.5625,0.3809946428571429,0.25,0.34385972142857135,0.3711071428571428,-0.03321181644104972,0.15530759697160096,0.14578941805173895,0.0,3.742706445426804e-05,0.027039625565577263,6,"53,55,59,70,93,96,137,145,148,150,151,164,205",0.22209905199872762,submission_h122_prune_all_route_extreme_6377a6ef.csv,/Users/kbsoo/Downloads/cl2/hitl/h122_action_prune_equation_solver_hsjepa/submission_h122_prune_all_route_extreme_6377a6ef.csv,3,0,2,5,4,0,2,-0.05000315476391035,-0.046439747104357526,-0.04574883697179417,-0.03624963704150545,-0.07134788829695549,-0.06250465969791669,-0.076727164937949,/Users/kbsoo/Downloads/cl2/hitl/h122_action_prune_equation_solver_hsjepa/submission_h122_prune_all_route_extreme_6377a6ef.csv,250,True,0,0,4.939277944527429e-06,0.9999967514907456,16,True,0.0,0.0,-0.09596571185986741,0.17880506043178643,0.169809083936844,0.17880506043178643,-0.0006173396630572919,0.40382653571428573,0.6642787003571429,0.26045216464285714,0.8171378571428571,0.0002940539661214813,5.75965042431787,0.07185079914433515,5.635731439780213,8,5,3,2.875,0.4431249999999999,0.3889337864385527,16,0.42057287127686677,13,0.5316079100896508,4,0.3100119052619914,3,0.23364381387352756,0,1.913548173955585e-16,8,0.5934308707004966,-0.0002616634510263019,-0.00022092962324431653,4.0733827781985364e-05,0.0,0.0,0.0,1.0,13,36,26,0.5979444444444444,0.0010836483895034373,S4:8;S3:8;S2:7;Q1:5;Q3:5;S1:3,0.3830739928900134,all,the safe field is the sparse residual core after deleting every public-toxic H118 action,route_curvature,30.0,0.001054772929083395,0.27818384519439426
