cells,rows,mean_responsibility_score,mean_abs_grad_rank,mean_sign_stability,mean_action_health,mean_predicted_loss_delta,sum_predicted_loss_delta,mean_incremental_energy_delta,mean_subject_energy_delta,supported_release_rate,bad_tangent_cosine,variant
24.0,19.0,0.6698886251746624,0.8434782608695652,0.9887820512820514,0.5913328928488858,-0.31134698554442775,-7.472327653066266,-0.009776506700542047,0.00013241565927076836,0.6666666666666666,-0.017159571791496166,pure_lb_gradient_jackpot
24.0,20.0,0.6563145512046825,0.8478260869565218,0.9919871794871794,0.581494930536512,-0.28902988522505324,-6.936717245401278,-0.0030653338012432605,0.0010212196026993866,0.5833333333333334,-0.031633606114126446,pure_lb_gradient_jackpot
24.0,20.0,0.6624622440512707,0.8547101449275362,0.9919871794871794,0.5804026122769632,-0.3010288073303834,-7.2246913759292015,-0.0011222984527968609,0.0011561417660806708,0.5833333333333334,-0.03479363710163429,pure_lb_gradient_jackpot
24.0,20.0,0.6577176368025874,0.8492753623188406,0.9919871794871794,0.5649924763929838,-0.2756659776062751,-6.615983462550602,-0.0028392481434054034,0.0012873769476056164,0.5416666666666666,-0.02738563393792655,pure_lb_gradient_jackpot
24.0,22.0,0.6614801378857642,0.8532608695652174,0.9919871794871794,0.5713658980179105,-0.26839735443302043,-6.44153650639249,-0.0036497824227356285,0.0008170974559353492,0.5416666666666666,-0.01631667213028487,pure_lb_gradient_jackpot
24.0,20.0,0.6624969891442087,0.8663043478260869,0.9903846153846154,0.5801668705571017,-0.34141152998502805,-8.193876719640674,-0.0031217914638375067,0.0014982486399580752,0.5833333333333334,-0.04245754808367057,pure_lb_gradient_jackpot
24.0,20.0,0.668983976878831,0.8572463768115942,0.9919871794871794,0.5817386236086354,-0.30816321251768053,-7.395917100424333,-0.006435502630019766,0.0011203671361709917,0.5416666666666666,-0.03296662914513054,pure_lb_gradient_jackpot
24.0,22.0,0.6528958077523124,0.8528985507246377,0.9903846153846154,0.585716552075141,-0.31517293057374324,-7.564150333769838,-0.00128966849790445,0.0011299495649703872,0.5,-0.004390879113906802,pure_lb_gradient_jackpot
24.0,21.0,0.657107353468221,0.8452898550724637,0.9919871794871794,0.5853403432343524,-0.31467319182443493,-7.552156603786438,-0.002413375810393722,0.0006205923752445182,0.5416666666666666,-0.0057811721396325046,pure_lb_gradient_jackpot
24.0,22.0,0.6590804631926254,0.8528985507246376,0.9903846153846154,0.568664126837967,-0.3063481177821569,-7.352354826771766,-0.004750661153355966,0.00046046518915113303,0.5,-0.03033758538981997,pure_lb_gradient_jackpot
24.0,20.0,0.6640350875430818,0.8608695652173912,0.9919871794871794,0.5818995507674497,-0.29734317453602355,-7.136236188864565,-0.005649799304280262,0.0012316994318741445,0.5,-0.015376381195610937,pure_lb_gradient_jackpot
24.0,21.0,0.6585097450798904,0.8442028985507246,0.9903846153846154,0.5664558342855472,-0.24522538251118728,-5.8854091802684945,-0.008582714528012451,0.0001295102943928078,0.5,-0.018377706756361255,pure_lb_gradient_jackpot
24.0,22.0,0.6499722810005947,0.8590579710144928,0.9903846153846154,0.573105741760963,-0.31111001570459745,-7.466640376910338,-0.002226793151487561,0.0013286327686337694,0.5,0.010769226795712607,pure_lb_gradient_jackpot
24.0,22.0,0.6635006406190377,0.8554347826086958,0.9903846153846154,0.5823409603907239,-0.29735959398530093,-7.136630255647223,-0.007598209469483791,0.00044521448290837695,0.5416666666666666,-0.015885028130019577,pure_lb_gradient_jackpot
24.0,19.0,0.6656371229025143,0.8391304347826086,0.9903846153846154,0.560458467416077,-0.21494097080062682,-5.158583299215044,-0.012847788088718115,3.8484862972517176e-05,0.5,-0.018298338895218886,pure_lb_gradient_jackpot
24.0,20.0,0.6586125940592211,0.8471014492753622,0.9919871794871794,0.5833350534498418,-0.3022776498518262,-7.254663596443828,-0.003562248898398702,0.0008721033197218777,0.625,-0.023254738076891355,pure_lb_gradient_jackpot
24.0,22.0,0.6519687646216655,0.856521739130435,0.9919871794871794,0.5683283296100473,-0.28631152941577437,-6.871476705978584,-0.005628844803913763,0.0012546308887111635,0.4583333333333333,-0.021917971538845418,pure_lb_gradient_jackpot
24.0,21.0,0.6536334613702174,0.8434782608695652,0.9903846153846154,0.5786647495058875,-0.32191250088557233,-7.725900021253736,-0.006566343173495834,0.0003835948982397459,0.5,-0.025159419445195286,pure_lb_gradient_jackpot
24.0,21.0,0.6467252909336944,0.856521739130435,0.9919871794871794,0.558043032103706,-0.2927895035019762,-7.0269480840474285,0.0005082857791060847,0.0014649831761704864,0.4166666666666667,-0.009935588494278983,pure_lb_gradient_jackpot
24.0,20.0,0.6656888814689753,0.861231884057971,0.9903846153846154,0.5671678280216753,-0.3376189780635923,-8.102855473526215,-0.008068124056192172,0.0007036860659676509,0.5833333333333334,-0.04490113447825333,pure_lb_gradient_jackpot
24.0,22.0,0.6562130207097813,0.8496376811594203,0.9887820512820514,0.5915034808854079,-0.27547411654855264,-6.611378797165264,-0.009126489655129381,0.0005417979463601345,0.5,0.01363956798980711,pure_lb_gradient_jackpot
24.0,21.0,0.6533260637088868,0.8456521739130437,0.9919871794871794,0.5784645286153247,-0.27876048715265894,-6.690251691663814,0.0003531610478223965,0.0007267832665880392,0.5833333333333334,-0.013422953326749795,pure_lb_gradient_jackpot
24.0,20.0,0.6697776164151198,0.8677536231884058,0.9903846153846154,0.580856479406093,-0.30261347329502786,-7.262723359080669,-0.008768830314489063,0.0010182943440826884,0.5416666666666666,0.009046660882575466,pure_lb_gradient_jackpot
24.0,21.0,0.6617602046232726,0.839855072463768,0.9903846153846154,0.579887148460671,-0.2964029059038606,-7.113669741692654,-0.012808486216277013,0.00014520484770569778,0.5,-0.02933373730956034,pure_lb_gradient_jackpot
24.0,20.0,0.6636162681402954,0.8438405797101449,0.9919871794871794,0.5618226903695999,-0.23640946866620183,-5.673827247988844,-0.01254980214044312,0.0006116199295252291,0.4583333333333333,-0.011219609929969544,pure_lb_gradient_jackpot
24.0,22.0,0.6569886869311233,0.8695652173913043,0.9903846153846154,0.5688378078122748,-0.3110558011262561,-7.465339227030146,-0.005434627167103451,0.0011927338230540861,0.4583333333333333,0.00793798277350903,pure_lb_gradient_jackpot
24.0,22.0,0.6493661553377296,0.85,0.9903846153846154,0.5683663694115346,-0.3002318379924195,-7.2055641118180676,-0.0017761363163125942,0.0009036342138551857,0.5,-0.005376319706212341,pure_lb_gradient_jackpot
24.0,21.0,0.6580580108148432,0.8431159420289855,0.9903846153846154,0.5984830386072626,-0.33275963345349274,-7.986231202883826,-0.006767289774954233,0.000926192273900772,0.5833333333333334,-0.019161506788249,pure_lb_gradient_jackpot
