start_name,spec_name,route,h098,curv_marg,badw,badmax,h088,margin,start_cells,pool_cells
h133,h133_s_companion_margin_repair,-0.0007088901019239644,-3.127091897711122e-05,4.283295556442362e-05,0.0,0.0,-0.07224589231747504,0.16434276441504206,23,2
h133,h133_q3s_companion_assignment,-0.0007088901019239644,-3.127091897711122e-05,4.283295556442362e-05,0.0,0.0,-0.07224589231747504,0.16434276441504206,23,11
h132,h132_precompanion_q1state,-0.0007054311658533215,-3.208561093705469e-05,4.600772440746374e-05,0.0,0.0,-0.06963595977224678,0.17607584231061893,26,11
h133,h133_highconviction_s1s2,-0.0007088901019239644,-3.127091897711122e-05,4.283295556442362e-05,0.0,0.0,-0.07224589231747504,0.16434276441504206,23,5
