feature_family,feature_count,positive_rate,auc,ap,ap_lift_vs_rate,pairwise_all_cells,pairwise_all_gain_sum,pairwise_all_positive_rate,responsibility_cells,responsibility_gain_sum,responsibility_positive_rate,oracle_responsibility_cells,oracle_responsibility_gain_sum,oracle_responsibility_positive_rate
direction_listener_only,17,0.5,0.4841041068279163,0.4924214605985261,-0.007578539401473905,3150,-64.0279017328015,0.4803174603174603,120,-5.674279708170882,0.43333333333333335,174,-2.627109982259661,0.5114942528735632
action_geometry_direction,24,0.5,0.630215520282187,0.6140686603091077,0.11406866030910767,3150,-77.35530277154386,0.6038095238095238,120,1.6408203058251334,0.6666666666666666,174,-2.396897680344792,0.6091954022988506
human_signed_direction,245,0.5,0.4889258251448728,0.4900007968803814,-0.009999203119618605,3150,-81.17938982559838,0.4955555555555556,120,-3.740023981295265,0.5166666666666667,174,-1.8829588046576595,0.5172413793103449
masked_pretext_signed_direction,85,0.5,0.5105919879062736,0.5108618002065428,0.010861800206542815,3150,-67.77233973637956,0.49777777777777776,120,-0.5755078450400997,0.5333333333333333,174,-2.8040292562721816,0.4540229885057471
responsibility_weighted_pretext_direction,87,0.5,0.5102889896699421,0.5105465710339017,0.010546571033901664,3150,-62.13980670140502,0.5085714285714286,120,0.2835463237489797,0.55,174,-1.9484490772850664,0.45977011494252873
human_plus_pretext_signed_direction,315,0.5,0.49151398337112623,0.4967526121062372,-0.0032473878937627765,3150,-81.42864794625501,0.48793650793650795,120,-4.0989272873475615,0.44166666666666665,174,-1.9646377095420462,0.47126436781609193
