candidate_id,spec_name,target_group,value_modes,novelty_bonus,alpha,cap,selected_routes,selected_cells,changed_cells_vs_h057,changed_rows_vs_h057,q2_cells,posterior_delta_vs_h057,hard_delta_vs_h057,source_proxy_delta_vs_h057,responsibility_weighted_delta_vs_h057,max_positive_bad_cosine,source_agree_rate,h082_ratio,mean_bad_same_rank,mean_abs_prob_move_vs_h057,max_abs_prob_move_vs_h057,selected_subjects,selected_rows,route_templates,h087_score,file,resolved_path,Q1_changed_vs_h057,Q2_changed_vs_h057,Q3_changed_vs_h057,S1_changed_vs_h057,S2_changed_vs_h057,S3_changed_vs_h057,S4_changed_vs_h057,bad_cos_submission_h010_objectiv,bad_cos_submission_e216_maskfam,bad_cos_submission_e323_5508f966,bad_cos_submission_jepa_latent_q,bad_cos_submission_jepa_latent_r,bad_cos_submission_lejepa_target,bad_cos_submission_ordinal_q_con,path,rows,keys_match,duplicate_keys,nan_cells,min_prob,max_prob,changed_cells_vs_h057_validation,upload_safe,profile,h093_novelty,h093_score,mean_masked_latent_score,mean_masked_head_score,mean_action_max_known_overlap,mean_action_known_white_rank,masked_head_mix,max_selected_cell_known_overlap,selected_cell_overlap_h087,selected_cell_overlap_h088,selected_cell_overlap_h091,selected_cell_overlap_h092,min_cells_for_root,root_uploadsafe_path,root_path,root_rows,root_keys_match,root_duplicate_keys,root_nan_cells,root_min_prob,root_max_prob,root_changed_cells_vs_h057_validation,root_upload_safe
h093_masked_extreme_white_c420_r140_q80_5f023312,masked_extreme_white_c420_r140_q80,all,"hard_source_bridge,triad_consensus",masked_extreme_new_support,1.25,2.25,3,21,21,3,3,-7.881337618036653e-06,1.2309462972616202e-07,1.4423821240226977e-09,-7.698996647256894e-06,0.0,0.5238095238095238,0.2857142857142857,0.5624761904761905,0.00011109761004817357,0.03881194529003035,3,"34,92,136",full_state:3,0.12578227814853823,submission_h093_masked_extreme_white_c420_r140_q80_5f023312.csv,/Users/kbsoo/Downloads/cl2/hitl/h093_masked_lowoverlap_support_hsjepa/submission_h093_masked_extreme_white_c420_r140_q80_5f023312.csv,3,3,3,3,3,3,3,-0.05284781425694913,-0.023415341463223268,-0.013332480454413358,-0.014826266593498479,-0.015382898886317,-0.03377235023100105,-0.021618738674879904,/Users/kbsoo/Downloads/cl2/hitl/h093_masked_lowoverlap_support_hsjepa/submission_h093_masked_extreme_white_c420_r140_q80_5f023312.csv,250,True,0,0,4.939277944527429e-06,0.999998835640083,21,True,white_extreme,masked_extreme_new_support,0.45818426280232855,0.5328242382624757,0.6364411604899671,0.4761904761904761,0.8419861281946153,white_q2:3,0.47619047619047616,0.19047619047619047,0.47619047619047616,0.0,0.0,70,/Users/kbsoo/Downloads/cl2/submission_h093_masked_lowoverlap_5f023312_uploadsafe.csv,/Users/kbsoo/Downloads/cl2/submission_h093_masked_lowoverlap_5f023312_uploadsafe.csv,250,True,0,0,4.939277944527429e-06,0.999998835640083,21,True
