file,resolved_path,candidate_id,family,posterior_delta_vs_h012,changed_cells_vs_h012,changed_rows_vs_h012,mean_abs_prob_vs_h012,max_abs_prob_vs_h012,mean_abs_logit_vs_h012,l1_logit_vs_e247,support_overlap_h012,outside_support_changed,changed_Q1_vs_h012,changed_Q2_vs_h012,changed_Q3_vs_h012,changed_S1_vs_h012,changed_S2_vs_h012,changed_S3_vs_h012,changed_S4_vs_h012,scale,k,alpha,selected_cells,rolled_target,rolled_cells,kept_target,kept_cells,rolled_group,kept_group,rolled_subject,memory_slice,perm_seed
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k200_a0p45_8dd1247a.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k200_a0p45_8dd1247a.csv,posterior_top_k200_a0p45,posterior_topk,0.0031373091757690135,1200,250,0.01766036898264961,0.10276407962184131,0.16908748337371993,273.4162641232143,0.16666666666666666,0,167,105,141,194,207,194,192,,200.0,0.45,200.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k200_a0p7_e09780d8.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k200_a0p7_e09780d8.csv,posterior_top_k200_a0p7,posterior_topk,0.002506931919588303,1000,250,0.015824875952073155,0.07834794019146663,0.08228866936637183,425.31418863612953,0.16666666666666666,0,147,101,122,136,167,158,169,,200.0,0.7,200.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k200_a0p95_283e374f.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k200_a0p95_283e374f.csv,posterior_top_k200_a0p95,posterior_topk,0.002269882282911392,1200,250,0.017479104250223476,0.08964499359226807,0.16908748337380192,577.2121131491878,0.16666666666666666,0,167,105,141,194,207,194,192,,200.0,0.95,200.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k400_a0p45_e099f5ac.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k400_a0p45_e099f5ac.csv,posterior_top_k400_a0p45,posterior_topk,0.0022012207723184694,1200,250,0.014389560115038653,0.10276407962184131,0.15003049951057582,306.76598588371655,0.3333333333333333,0,167,105,141,194,207,194,192,,400.0,0.45,400.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k400_a0p7_f4fa1fae.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k400_a0p7_f4fa1fae.csv,posterior_top_k400_a0p7,posterior_topk,0.0012877294821740171,800,246,0.010760670786783952,0.05166852571037711,0.05264447224592542,477.19153359691074,0.3333333333333333,0,123,90,111,99,117,126,134,,400.0,0.7,400.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k400_a0p95_ac129fa3.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k400_a0p95_ac129fa3.csv,posterior_top_k400_a0p95,posterior_topk,0.00093469841241743,1200,250,0.014188930211958235,0.08964499359226807,0.1500304995106578,647.6170813102481,0.3333333333333333,0,167,105,141,194,207,194,192,,400.0,0.95,400.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k600_a0p45_9917627b.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k600_a0p45_9917627b.csv,posterior_top_k600_a0p45,posterior_topk,0.0016979602516987145,1200,250,0.011774437349355408,0.10276407962184131,0.13720321563728602,329.2137326619736,0.5,0,167,105,141,194,207,194,192,,600.0,0.45,600.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k600_a0p7_83bbd07c.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k600_a0p7_83bbd07c.csv,posterior_top_k600_a0p7,posterior_topk,0.0006320575359624677,600,237,0.0067072300090417775,0.0355803066099164,0.03269091955414133,512.110250807533,0.5,0,92,76,92,77,73,94,96,,600.0,0.7,600.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k600_a0p95_6c9b14b9.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k600_a0p95_6c9b14b9.csv,posterior_top_k600_a0p95,posterior_topk,0.00021653892143404618,1200,250,0.011561368793537793,0.08964499359226807,0.13720321563736804,695.0067689532353,0.5,0,167,105,141,194,207,194,192,,600.0,0.95,600.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k800_a0p45_315b5298.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k800_a0p45_315b5298.csv,posterior_top_k800_a0p45,posterior_topk,0.0014364957890795377,1200,250,0.00992113938192533,0.10276407962184131,0.12784135098260876,345.5969958076588,0.6666666666666666,0,167,105,141,194,207,194,192,,800.0,0.45,800.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k800_a0p7_4deb56af.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k800_a0p7_4deb56af.csv,posterior_top_k800_a0p7,posterior_topk,0.00029111381159960134,400,211,0.0038281197596418985,0.026937293899154058,0.018128018980198942,537.5953268119322,0.6666666666666666,0,62,61,67,47,47,55,61,,800.0,0.7,800.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k800_a0p95_f006b6e9.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k800_a0p95_f006b6e9.csv,posterior_top_k800_a0p95,posterior_topk,-0.00015707673452032385,1200,250,0.009704604867925232,0.08964499359226807,0.12784135098269078,729.5936578163485,0.6666666666666666,0,167,105,141,194,207,194,192,,800.0,0.95,800.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1000_a0p45_fc85d0b8.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1000_a0p45_fc85d0b8.csv,posterior_top_k1000_a0p45,posterior_topk,0.0012899343730012121,1200,250,0.008497924918170984,0.10276407962184131,0.12104883951256917,357.48389088022816,0.8333333333333334,0,167,105,141,194,207,194,192,,1000.0,0.45,1000.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1000_a0p7_3589c20a.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1000_a0p7_3589c20a.csv,posterior_top_k1000_a0p7,posterior_topk,9.997272392265995e-05,200,139,0.0016163102414071063,0.019576499496674227,0.007561890026804023,556.0860524803732,0.8333333333333334,0,27,39,36,28,20,28,22,,1000.0,0.7,1000.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1000_a0p95_ac337d2d.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1000_a0p95_ac337d2d.csv,posterior_top_k1000_a0p95,posterior_topk,-0.00036655258985047247,1200,250,0.008279557399218419,0.08964499359226807,0.12104883951265119,754.6882140806615,0.8333333333333334,0,167,105,141,194,207,194,192,,1000.0,0.95,1000.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1200_a0p45_df2f6708.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1200_a0p45_df2f6708.csv,posterior_top_k1200_a0p45,posterior_topk,0.0012132950205895649,1200,250,0.007458476245630649,0.10276407962184131,0.11618762449535855,365.9910171603467,1.0,0,167,105,141,194,207,194,192,,1200.0,0.45,1200.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1200_a0p7_d33942cf.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1200_a0p7_d33942cf.csv,posterior_top_k1200_a0p7,posterior_topk,-1.0935301833194958e-18,0,0,1.601100204798708e-17,4.440892098500626e-16,3.195630856907867e-14,569.3193600272243,1.0,0,0,0,0,0,0,0,0,,1200.0,0.7,1200.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1200_a0p95_5e8cb77b.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1200_a0p95_5e8cb77b.csv,posterior_top_k1200_a0p95,posterior_topk,-0.00047612831222948606,1200,250,0.007239532161919073,0.08964499359226807,0.11618762449544054,772.6477028942451,1.0,0,167,105,141,194,207,194,192,,1200.0,0.95,1200.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1400_a0p45_bbafa9f2.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1400_a0p45_bbafa9f2.csv,posterior_top_k1400_a0p45,posterior_topk,0.0011782546445744332,1400,250,0.008164259234796875,0.10276407962184131,0.11942614283401248,371.65842425299104,1.0,200,200,158,175,216,223,216,212,,1400.0,0.45,1400.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1400_a0p7_00a6753b.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1400_a0p7_00a6753b.csv,posterior_top_k1400_a0p7,posterior_topk,-4.571277316036631e-05,200,143,0.0010977345295237165,0.014085787922525406,0.005037695193493613,578.1353266157823,1.0,200,33,53,34,22,16,22,20,,1400.0,0.7,1400.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1400_a0p95_e92108c0.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1400_a0p95_e92108c0.csv,posterior_top_k1400_a0p95,posterior_topk,-0.0005262346447894053,1400,250,0.008729064898500945,0.08964499359226807,0.12302449654370995,784.6122289787165,1.0,200,200,158,175,216,223,216,212,,1400.0,0.95,1400.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1600_a0p45_028b9594.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1600_a0p45_028b9594.csv,posterior_top_k1600_a0p45,posterior_topk,0.0011687589393734779,1600,250,0.008519420280577953,0.10276407962184131,0.12109766157590246,374.58358205129855,1.0,400,227,209,213,234,241,240,236,,1600.0,0.45,1600.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1600_a0p7_b156c0ec.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1600_a0p7_b156c0ec.csv,posterior_top_k1600_a0p7,posterior_topk,-5.810178247137987e-05,400,210,0.0016502532025409501,0.014085787922525406,0.007637835458655815,582.6855720798161,1.0,400,60,104,72,40,34,46,44,,1600.0,0.7,1600.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1600_a0p95_d87606c7.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1600_a0p95_d87606c7.csv,posterior_top_k1600_a0p95,posterior_topk,-0.0005398150944732513,1600,250,0.009478967635839858,0.08964499359226807,0.12655325833214437,790.7875621084768,1.0,400,227,209,213,234,241,240,236,,1600.0,0.95,1600.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1750_a0p45_1aab7540.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1750_a0p45_1aab7540.csv,posterior_top_k1750_a0p45,posterior_topk,0.0011679411555696924,1749,250,0.008600518175018142,0.10276407962184131,0.12147073250262247,375.2364561730585,1.0,549,250,250,250,249,250,250,250,,1750.0,0.45,1749.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1750_a0p7_5d7fb2f0.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1750_a0p7_5d7fb2f0.csv,posterior_top_k1750_a0p7,posterior_topk,-5.916872901012764e-05,549,234,0.0017764094403566416,0.014085787922525406,0.008218168011331375,583.7011540469982,1.0,549,83,145,109,55,43,56,58,,1750.0,0.7,1749.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1750_a0p95_185ad55b.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1750_a0p95_185ad55b.csv,posterior_top_k1750_a0p95,posterior_topk,-0.0005409846417797202,1749,250,0.009650184795195116,0.08964499359226807,0.1273408525107755,792.1658519210812,1.0,549,250,250,250,249,250,250,250,,1750.0,0.95,1749.0,,,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_Q1_97cb1b14.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_Q1_97cb1b14.csv,rollback_target_Q1,target_rollback,0.000980804366468477,167,167,0.0031474479681834772,0.18962275842507526,0.03682020471641966,504.8840017735507,0.8608333333333333,0,167,0,0,0,0,0,0,,,,,Q1,167.0,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_Q1_30ff9c37.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_Q1_30ff9c37.csv,only_target_Q1,target_only,0.006182501957928815,1033,250,0.019999607562192857,0.29411027902876097,0.28850514387059717,64.4353582536792,0.13916666666666666,0,0,105,141,194,207,194,192,,,,,,,Q1,167.0,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_Q2_cd8864b4.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_Q2_cd8864b4.csv,rollback_target_Q2,target_rollback,0.0002699851025906074,105,105,0.001673262787871766,0.11914220514410578,0.007526142302964575,556.1486109970972,0.9125,0,0,105,0,0,0,0,0,,,,,Q2,105.0,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_Q2_c6368ffb.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_Q2_c6368ffb.csv,only_target_Q2,target_only,0.006893321221806685,1095,250,0.021473792742504567,0.29411027902876097,0.3177992062840522,13.170749030132797,0.0875,0,167,0,141,194,207,194,192,,,,,,,Q2,105.0,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_Q3_2ace49f2.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_Q3_2ace49f2.csv,rollback_target_Q3,target_rollback,0.001103471484560943,141,141,0.0031280647751366682,0.29411027902876097,0.019217172256107713,535.6893085790966,0.8825,0,0,0,141,0,0,0,0,,,,,Q3,141.0,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_Q3_97c279ea.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_Q3_97c279ea.csv,only_target_Q3,target_only,0.00605983483983635,1059,250,0.02001899075523967,0.18962275842507526,0.3061081763309091,33.630051448133294,0.1175,0,167,105,0,194,207,194,192,,,,,,,Q3,141.0,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_S1_d403217e.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_S1_d403217e.csv,rollback_target_S1,target_rollback,0.0014551834271963626,194,194,0.0036994747072661054,0.15154162030558238,0.11071385542220352,375.5701130383914,0.8383333333333334,0,0,0,0,194,0,0,0,,,,,S1,194.0,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_S1_5110dec3.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_S1_5110dec3.csv,only_target_S1,target_only,0.0057081228972009285,1006,250,0.01944758082311023,0.29411027902876097,0.21461149316481326,193.74924698883848,0.16166666666666665,0,167,105,141,0,207,194,192,,,,,,,S1,194.0,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_S2_ea8b6c0e.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_S2_ea8b6c0e.csv,rollback_target_S2,target_rollback,0.0015616803394814655,207,207,0.004465645760714045,0.11633259380752858,0.08461500918353262,421.2430939560797,0.8275,0,0,0,0,0,207,0,0,,,,,S2,207.0,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_S2_6f1f3ec8.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_S2_6f1f3ec8.csv,only_target_S2,target_only,0.005601625984915827,993,250,0.01868140976966229,0.29411027902876097,0.2407103394034842,148.0762660711502,0.1725,0,167,105,141,194,0,194,192,,,,,,,S2,207.0,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_S3_81bb0f2e.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_S3_81bb0f2e.csv,rollback_target_S3,target_rollback,0.0008495460312922124,194,194,0.0032925099470624873,0.08819933087348031,0.0339723779721521,509.86769857601894,0.8383333333333334,0,0,0,0,0,0,194,0,,,,,S3,194.0,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_S3_dd923897.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_S3_dd923897.csv,only_target_S3,target_only,0.006313760293105079,1006,250,0.019854545583313853,0.29411027902876097,0.29135297061486476,59.45166145121099,0.16166666666666665,0,167,105,141,194,207,0,192,,,,,,,S3,194.0,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_S4_6339ca7a.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_S4_6339ca7a.csv,rollback_target_S4,target_rollback,0.0009426355728072179,192,192,0.0037406495841418403,0.10277267457229863,0.03246058673379469,512.5133332431444,0.84,0,0,0,0,0,0,0,192,,,,,S4,192.0,,,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_S4_dfc97a80.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_S4_dfc97a80.csv,only_target_S4,target_only,0.006220670751590073,1008,249,0.019406405946234495,0.29411027902876097,0.29286476185322213,56.80602678408551,0.16,0,167,105,141,194,207,194,0,,,,,,,S4,192.0,,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_group_Q_c0f6bb68.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_group_Q_c0f6bb68.csv,rollback_group_Q,target_group_rollback,0.00235426095362003,413,229,0.007948775531191889,0.29411027902876097,0.06356351927542873,458.0832012952849,0.6558333333333334,0,167,105,141,0,0,0,0,,,,,,413.0,,,Q,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_group_Q_d13929ef.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_group_Q_d13929ef.csv,only_group_Q,target_group_only,0.004809045370777262,787,250,0.015198279999184446,0.15154162030558238,0.2617618293115881,111.23615873194507,0.3441666666666667,0,0,0,0,194,207,194,192,,,,,,,,413.0,,Q,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_group_S_d13929ef.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_group_S_d13929ef.csv,rollback_group_S,target_group_rollback,0.004809045370777262,787,250,0.015198279999184446,0.15154162030558238,0.2617618293115881,111.23615873194507,0.3441666666666667,0,0,0,0,194,207,194,192,,,,,,787.0,,,S,,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_group_S_c0f6bb68.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_group_S_c0f6bb68.csv,only_group_S,target_group_only,0.00235426095362003,413,229,0.007948775531191889,0.29411027902876097,0.06356351927542872,458.0832012952849,0.6558333333333334,0,167,105,141,0,0,0,0,,,,,,,,787.0,,S,,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_subject_id01_aa2c80e3.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_subject_id01_aa2c80e3.csv,rollback_subject_id01,subject_rollback,0.0004218227057145617,117,27,0.0021642772954706983,0.10127156999307174,0.01165787029886045,548.9180870042793,0.9025,0,16,7,12,16,22,22,22,,,,,,117.0,,,,,id01,,
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_subject_id02_e64984d5.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_subject_id02_e64984d5.csv,rollback_subject_id02,subject_rollback,0.0011332882824540865,162,32,0.0027968249660402945,0.18100817678276726,0.07147634708752844,444.23575262408576,0.865,0,20,10,20,29,30,28,25,,,,,,162.0,,,,,id02,,
