file,resolved_path,candidate_id,family,posterior_delta_vs_h012,changed_cells_vs_h012,changed_rows_vs_h012,mean_abs_prob_vs_h012,max_abs_prob_vs_h012,mean_abs_logit_vs_h012,l1_logit_vs_e247,support_overlap_h012,outside_support_changed,changed_Q1_vs_h012,changed_Q2_vs_h012,changed_Q3_vs_h012,changed_S1_vs_h012,changed_S2_vs_h012,changed_S3_vs_h012,changed_S4_vs_h012,scale,k,alpha,selected_cells,rolled_target,rolled_cells,kept_target,kept_cells,rolled_group,kept_group,rolled_subject,memory_slice,perm_seed,pred_public_median,pred_public_p10,pred_public_p90,pred_public_min,pred_public_max,support_better_than_h012,support_better_than_0567,n_predictions,resolved_path_h024,source,mean_abs_prob_move_h012,max_abs_prob_move_h012,changed_cells_h012_1e4,changed_rows_h012_1e4,bad_axis_abs_load,good_axis_abs_load,bad_to_good_load_ratio,state_h015_cell_score_w_h012,state_h023_combined_score_w_h012,state_h015_direction_agree,state_h023_direction_agree,pool_candidate_id,risk_width,decoder_score,margin_vs_h012_pred,h029_h012_duplicate_control_pred,margin_vs_h012_duplicate_pred,h029_score
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_memory_disagree_k750_767bcc2b.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_memory_disagree_k750_767bcc2b.csv,rollback_memory_disagree_k750,memory_rollback,0.005159934183090473,714,239,0.014609121311924187,0.18962275842507526,0.2782533021429625,82.37608127703982,0.405,0,92,64,63,133,120,111,131,,750.0,,,,714.0,,,,,,memory_disagree,,0.5743975279464232,0.5702113997220991,0.5756335460692474,0.5677461609751925,0.5760882183719348,0.016666666666666666,0.0,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_memory_disagree_k750_767bcc2b.csv,h029_h012_needle_basin_invariant_jepa,0.014609121311924184,0.18962275842507526,714,239,6.552048416156874,1.9934947245626515,3.2867146986343787,2.668116509355992,0.4456268285637993,0.27085654501840123,0.020510696727663952,rollback_memory_disagree_k750,0.005422146347148327,0.5774431293124471,0.006274044846423132,0.5716489802053257,0.0027485477410974513,0.5762776510715822
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_support_ray_scale_0p65_d44c9587.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_support_ray_scale_0p65_d44c9587.csv,support_ray_scale_0p65,support_ray_scale,0.0011810221906851867,1200,250,0.007306585961089042,0.1006270056054076,0.11386387200544515,370.05758401769515,1.0,0,167,105,141,194,207,194,192,0.65,,,,,,,,,,,,,0.5726614117531159,0.5664803344383117,0.5768441360228613,0.5425461053471391,0.5807937753693702,0.11666666666666667,0.1,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_support_ray_scale_0p65_d44c9587.csv,h029_h012_needle_basin_invariant_jepa,0.007306585961089038,0.1006270056054076,1200,250,10.72147763609361,2.5506304290856967,4.203461822469274,2.293748157632022,0.45166940292039687,0.3051346926357513,0.08952533975950104,support_ray_scale_0p65,0.010363801584549637,0.5777424539455726,0.004537928653115864,0.5716489802053257,0.0010124315477901824,0.5762780938417446
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_Q3_97c279ea.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_Q3_97c279ea.csv,only_target_Q3,target_only,0.00605983483983635,1059,250,0.02001899075523967,0.18962275842507526,0.3061081763309091,33.630051448133294,0.1175,0,167,105,0,194,207,194,192,,,,,,,Q3,141.0,,,,,,0.5757693715477505,0.5746683073189408,0.5761551014580579,0.5718956724361551,0.576556816517175,0.0,0.0,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_Q3_97c279ea.csv,h029_h012_needle_basin_invariant_jepa,0.020018990755239663,0.18962275842507526,1059,250,7.1966517071277085,4.501427920198185,1.598748626682911,2.371251316916701,0.4496770269107534,0.30251076843176133,0.08894602158948062,only_target_Q3,0.0014867941391171202,0.5768493115157806,0.007645888447750493,0.5716489802053257,0.004120391342424812,0.5762946069401826
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_support_ray_scale_0p8_c19aba3e.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_support_ray_scale_0p8_c19aba3e.csv,support_ray_scale_0p8,support_ray_scale,0.0005819726599295201,1200,250,0.004145117447331264,0.05636999341622606,0.06506506971739821,455.4554880217773,1.0,0,167,105,141,194,207,194,192,0.8,,,,,,,,,,,,,0.5719186288217851,0.5642137994732748,0.5768441360228612,0.5348077754192762,0.58079377536937,0.11666666666666667,0.11666666666666667,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_support_ray_scale_0p8_c19aba3e.csv,h029_h012_needle_basin_invariant_jepa,0.004145117447331261,0.05636999341622606,1183,250,12.280728940963643,3.1392374511822747,3.9120102024861363,2.2937481576320153,0.4516694029203969,0.30513469263573056,0.08952533975950079,support_ray_scale_0p8,0.012630336549586452,0.5776909501850105,0.003795145721785076,0.5716489802053257,0.00026964861645939475,0.5763285981481766
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_support_ray_scale_0p9_486879df.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_support_ray_scale_0p9_486879df.csv,support_ray_scale_0p9,support_ray_scale,0.0002612904153410326,1200,250,0.0020634961697456222,0.02773389966834139,0.032532534858700654,512.3874240244979,1.0,0,167,105,141,194,207,194,192,0.9,,,,,,,,,,,,,0.5714208363400282,0.5626932046881262,0.5768441360228601,0.52969112002951,0.580793775369369,0.11666666666666667,0.11666666666666667,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_support_ray_scale_0p9_486879df.csv,h029_h012_needle_basin_invariant_jepa,0.0020634961697456188,0.02773389966834139,1159,250,13.320229810877132,3.5316421325803584,3.771681644700835,2.29374815763257,0.45166940292038854,0.30513469263589005,0.0895253397594945,support_ray_scale_0p9,0.014150931334733885,0.5776762508828303,0.0032973532400281114,0.5716489802053257,-0.0002281438652975698,0.5763630138412212
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_Q1_30ff9c37.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_Q1_30ff9c37.csv,only_target_Q1,target_only,0.006182501957928815,1033,250,0.019999607562192857,0.29411027902876097,0.28850514387059717,64.4353582536792,0.13916666666666666,0,0,105,141,194,207,194,192,,,,,,,Q1,167.0,,,,,,0.5756433742826431,0.5749059037141248,0.577114937657466,0.5728246001732781,0.5808816135550766,0.0,0.0,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_Q1_30ff9c37.csv,h029_h012_needle_basin_invariant_jepa,0.019999607562192857,0.29411027902876097,1033,250,3.669511472667006,0.6983104847814331,5.254842290619048,2.2465361829186627,0.45316851311790224,0.29640538660826365,0.08868574297908315,only_target_Q1,0.0022090339433412653,0.5782557309645292,0.007519891182643068,0.5716489802053257,0.003994394077317387,0.576419950251842
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_group_Q_c0f6bb68.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_group_Q_c0f6bb68.csv,rollback_group_Q,target_group_rollback,0.00235426095362003,413,229,0.007948775531191889,0.29411027902876097,0.06356351927542873,458.0832012952849,0.6558333333333334,0,167,105,141,0,0,0,0,,,,,,413.0,,,Q,,,,,0.5723669934991804,0.5689134798623896,0.5807431237840062,0.5429875400268074,0.587953988677564,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_group_Q_c0f6bb68.csv,h029_h012_needle_basin_invariant_jepa,0.007948775531191884,0.29411027902876097,413,229,11.426615182386378,3.4434433070868695,3.318368899976126,1.8746787867026065,0.45567169346856684,0.3409426761884333,0.11323511371179955,rollback_group_Q,0.011829643921616562,0.5776562979867379,0.004243510399180361,0.5716489802053257,0.0007180132938546802,0.5764596978356008
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_group_S_c0f6bb68.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_group_S_c0f6bb68.csv,only_group_S,target_group_only,0.00235426095362003,413,229,0.007948775531191889,0.29411027902876097,0.06356351927542872,458.0832012952849,0.6558333333333334,0,167,105,141,0,0,0,0,,,,,,,,787.0,,S,,,,0.5723669934991804,0.5689134798623896,0.5807431237840062,0.5429875400268074,0.587953988677564,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_group_S_c0f6bb68.csv,h029_h012_needle_basin_invariant_jepa,0.007948775531191884,0.29411027902876097,413,229,11.426615182386378,3.4434433070868695,3.318368899976126,1.8746787867026065,0.45567169346856684,0.3409426761884333,0.11323511371179955,only_group_S,0.011829643921616562,0.5776562979867379,0.004243510399180361,0.5716489802053257,0.0007180132938546802,0.5764596978356008
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_S2_6f1f3ec8.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_S2_6f1f3ec8.csv,only_target_S2,target_only,0.005601625984915827,993,250,0.01868140976966229,0.29411027902876097,0.2407103394034842,148.0762660711502,0.1725,0,167,105,141,194,0,194,192,,,,,,,S2,207.0,,,,,,0.5748298641607704,0.5731635966527028,0.5778927884161857,0.5660443082201003,0.5825512740534247,0.016666666666666666,0.016666666666666666,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_S2_6f1f3ec8.csv,h029_h012_needle_basin_invariant_jepa,0.01868140976966229,0.29411027902876097,993,250,8.523805551699725,1.937023875533211,4.400464885830529,2.1753604712290815,0.4438785463843723,0.32133586938556413,0.09281353523232207,only_target_S2,0.004729191763482965,0.5780227439880301,0.006706381060770372,0.5716489802053257,0.003180883955444691,0.5764829414879754
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_Q2_c6368ffb.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_Q2_c6368ffb.csv,only_target_Q2,target_only,0.006893321221806685,1095,250,0.021473792742504567,0.29411027902876097,0.3177992062840522,13.170749030132797,0.0875,0,167,0,141,194,207,194,192,,,,,,,Q2,105.0,,,,,,0.5760392899449417,0.5749964222341424,0.5765547537231971,0.5739726064000928,0.5771710534724929,0.0,0.0,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_Q2_c6368ffb.csv,h029_h012_needle_basin_invariant_jepa,0.021473792742504567,0.29411027902876097,1095,250,3.9611182641419607,0.007866371424221261,503.55081739396485,2.3457749422131,0.4514270546476128,0.3084247351242984,0.08610332159941862,only_target_Q2,0.0015583314890547095,0.7528274920539986,0.007915806844941642,0.5716489802053257,0.004390309739615961,0.5765915619009911
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1400_a0p45_bbafa9f2.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1400_a0p45_bbafa9f2.csv,posterior_top_k1400_a0p45,posterior_topk,0.0011782546445744332,1400,250,0.008164259234796875,0.10276407962184131,0.11942614283401248,371.65842425299104,1.0,200,200,158,175,216,223,216,212,,1400.0,0.45,1400.0,,,,,,,,,,0.573003382316568,0.5668683206745079,0.5772892755272717,0.5429853655642519,0.5813545929804502,0.11666666666666667,0.1,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1400_a0p45_bbafa9f2.csv,h029_h012_needle_basin_invariant_jepa,0.008164259234796871,0.10276407962184131,1400,250,10.676230120421812,2.5622958190646177,4.166665705348795,2.2334521271896612,0.4525957887430705,0.3128896425210677,0.10586855940810008,posterior_top_k1400_a0p45,0.010420954852763842,0.5780915495119073,0.004879899216567951,0.5716489802053257,0.00135440211124227,0.5766511707776225
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1000_a0p45_fc85d0b8.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1000_a0p45_fc85d0b8.csv,posterior_top_k1000_a0p45,posterior_topk,0.0012899343730012121,1200,250,0.008497924918170984,0.10276407962184131,0.12104883951256917,357.48389088022816,0.8333333333333334,0,167,105,141,194,207,194,192,,1000.0,0.45,1000.0,,,,,,,,,,0.5728536070859154,0.5667459854432706,0.5778143772282722,0.5432125499145043,0.5821262312363864,0.11666666666666667,0.1,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1000_a0p45_fc85d0b8.csv,h029_h012_needle_basin_invariant_jepa,0.00849792491817098,0.10276407962184131,1200,250,10.584699068126588,2.4872962636517397,4.255503945610037,2.204671898653356,0.4529007715932626,0.30697743295063834,0.10248535255023716,posterior_top_k1000_a0p45,0.01106839178500163,0.5781994705916295,0.004730123985915324,0.5716489802053257,0.0012046268805896432,0.5767168957447022
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_memory_agree_k250_6e6badb5.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_memory_agree_k250_6e6badb5.csv,only_memory_agree_k250,memory_only,0.005373289403132363,950,248,0.017088799181356498,0.18962275842507526,0.2900310716473098,61.764984644432076,0.20833333333333334,0,129,97,103,156,154,146,165,,250.0,,,,,,250.0,,,,memory_agree,,0.5750372130520401,0.5711579027036972,0.5760494731286033,0.5686037718663255,0.5764240500008919,0.0,0.0,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_memory_agree_k250_6e6badb5.csv,h029_h012_needle_basin_invariant_jepa,0.017088799181356498,0.18962275842507526,950,248,6.30491158760794,1.826951148254064,3.4510564719709156,2.562246378692471,0.446117843021835,0.2830786711634763,0.040945448694657965,only_memory_agree_k250,0.0048915704249061775,0.5779571324659472,0.006913729952040093,0.5716489802053257,0.003388232846714412,0.576748069157438
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1600_a0p45_028b9594.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1600_a0p45_028b9594.csv,posterior_top_k1600_a0p45,posterior_topk,0.0011687589393734779,1600,250,0.008519420280577953,0.10276407962184131,0.12109766157590246,374.58358205129855,1.0,400,227,209,213,234,241,240,236,,1600.0,0.45,1600.0,,,,,,,,,,0.5732786050841358,0.5671000604985166,0.5775558579994011,0.5429702870751971,0.5816798918366036,0.11666666666666667,0.1,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1600_a0p45_028b9594.csv,h029_h012_needle_basin_invariant_jepa,0.00851942028057795,0.10276407962184131,1600,250,10.68228791168586,2.5670398198811215,4.161325361917926,2.2036242679772804,0.45250039329057584,0.3160434153866668,0.11300388425271769,posterior_top_k1600_a0p45,0.010455797500884545,0.5783770980861166,0.005155121984135702,0.5716489802053257,0.001629624878810021,0.5769496912005836
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_memory_agree_k100_78186ad5.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_memory_agree_k100_78186ad5.csv,only_memory_agree_k100,memory_only,0.005869815382056221,1100,250,0.02010769299240645,0.18962275842507526,0.30463991717918,36.19950496365919,0.08333333333333333,0,155,103,129,170,187,173,183,,100.0,,,,,,100.0,,,,memory_agree,,0.5756066921894699,0.5723013641241224,0.5763407766637948,0.5691224950915774,0.5767717767610288,0.0,0.0,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_memory_agree_k100_78186ad5.csv,h029_h012_needle_basin_invariant_jepa,0.020107692992406445,0.18962275842507526,1100,250,5.688127127369231,1.6648847582841266,3.4165290394123335,2.4425690506526045,0.44755066851770736,0.29157023144497785,0.061165571347395586,only_memory_agree_k100,0.004039412539672438,0.5782162717421496,0.007483209089469867,0.5716489802053257,0.0039577119841441855,0.5770276200814493
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1750_a0p45_1aab7540.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1750_a0p45_1aab7540.csv,posterior_top_k1750_a0p45,posterior_topk,0.0011679411555696924,1749,250,0.008600518175018142,0.10276407962184131,0.12147073250262247,375.2364561730585,1.0,549,250,250,250,249,250,250,250,,1750.0,0.45,1749.0,,,,,,,,,,0.5734589800417026,0.567233103021087,0.5776094168683884,0.5429595495088315,0.5817412539498769,0.11666666666666667,0.1,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1750_a0p45_1aab7540.csv,h029_h012_needle_basin_invariant_jepa,0.00860051817501814,0.10276407962184131,1745,250,10.68436415683377,2.5652501782505057,4.165037875547656,2.197052471781571,0.45240271486946554,0.31669722639464476,0.1144677237427419,posterior_top_k1750_a0p45,0.010376313847301422,0.5785309531446997,0.005335496941702544,0.5716489802053257,0.0018099998363768632,0.5771105184121669
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_S4_6339ca7a.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_S4_6339ca7a.csv,rollback_target_S4,target_rollback,0.0009426355728072179,192,192,0.0037406495841418403,0.10277267457229863,0.03246058673379469,512.5133332431444,0.84,0,0,0,0,0,0,0,192,,,,,S4,192.0,,,,,,,,0.5718376376468607,0.5688063501092373,0.5844463968153826,0.5365199287942554,0.5877515604135348,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_S4_6339ca7a.csv,h029_h012_needle_basin_invariant_jepa,0.0037406495841418347,0.10277267457229859,192,192,13.560953300619987,5.648411491645666,2.4008437271747276,1.297894213669262,0.49392164296447627,0.21318237824162747,0.10502704355739773,rollback_target_S4,0.015640046706145272,0.5781394492985227,0.0037141545468606374,0.5716489802053257,0.00018865744153495623,0.5772517144428171
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k800_a0p45_315b5298.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k800_a0p45_315b5298.csv,posterior_top_k800_a0p45,posterior_topk,0.0014364957890795377,1200,250,0.00992113938192533,0.10276407962184131,0.12784135098260876,345.5969958076588,0.6666666666666666,0,167,105,141,194,207,194,192,,800.0,0.45,800.0,,,,,,,,,,0.5731198626833618,0.5669351127123626,0.5787903220302736,0.543515516242132,0.5834088154085708,0.11666666666666667,0.1,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k800_a0p45_315b5298.csv,h029_h012_needle_basin_invariant_jepa,0.009921139381925327,0.10276407962184131,1200,250,10.450286752432019,2.4940331961588544,4.190115337813765,2.0920599224299767,0.45268232921414925,0.30588985845156186,0.11433137215101924,posterior_top_k800_a0p45,0.011855209317910953,0.5787182263128654,0.004996379583361743,0.5716489802053257,0.0014708824780360619,0.5772585374786668
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_outside_support_targetcount_matched_top_7b29d478.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_outside_support_targetcount_matched_top_7b29d478.csv,outside_support_targetcount_matched_top,outside_support_matched,0.0071043902837886605,1710,250,0.02489065900506669,0.29411027902876097,0.3334020296995808,14.134191947042535,0.0,510,250,210,250,250,250,250,250,,,,510.0,,,,,,,,,,0.5767206464880188,0.5758266858108542,0.5773105238749592,0.5748391695483008,0.5776185438075998,0.0,0.0,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_outside_support_targetcount_matched_top_7b29d478.csv,h029_h012_needle_basin_invariant_jepa,0.02489065900506669,0.29411027902876097,1709,250,4.022477658679103,0.06642435576482728,60.557269269772846,2.2398988942864873,0.4520790322558053,0.3116208106695861,0.10347383795574677,outside_support_targetcount_matched_top,0.0014838380641050142,0.5984350340548761,0.008597163388018747,0.5716489802053257,0.005071666282693066,0.5772809866356303
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_S1_5110dec3.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_S1_5110dec3.csv,only_target_S1,target_only,0.0057081228972009285,1006,250,0.01944758082311023,0.29411027902876097,0.21461149316481326,193.74924698883848,0.16166666666666665,0,167,105,141,0,207,194,192,,,,,,,S1,194.0,,,,,,0.5750794108235472,0.5735267730880993,0.5807565031270757,0.5621971534998665,0.5862450994070711,0.05,0.05,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_S1_5110dec3.csv,h029_h012_needle_basin_invariant_jepa,0.01944758082311023,0.29411027902876097,1006,250,6.271543605256511,0.5552581752359188,11.294824414421319,2.008536403028551,0.4766675164776644,0.3009928619840603,0.10385070590075511,only_target_S1,0.007229730038976423,0.5815555048822363,0.0069559277235471395,0.5716489802053257,0.0034304306182214583,0.577601731557864
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k600_a0p45_9917627b.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k600_a0p45_9917627b.csv,posterior_top_k600_a0p45,posterior_topk,0.0016979602516987145,1200,250,0.011774437349355408,0.10276407962184131,0.13720321563728602,329.2137326619736,0.5,0,167,105,141,194,207,194,192,,600.0,0.45,600.0,,,,,,,,,,0.5734607679630878,0.5672104222409166,0.5800096308499025,0.5440465083026216,0.585084570529786,0.11666666666666667,0.1,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k600_a0p45_9917627b.csv,h029_h012_needle_basin_invariant_jepa,0.011774437349355404,0.10276407962184131,1200,250,10.303263928872227,2.4968468388489855,4.126510190547126,1.9573653991889355,0.4550445339536706,0.30198718618923487,0.12601665553546812,posterior_top_k600_a0p45,0.012799208608985979,0.5793672695429244,0.00533728486308771,0.5716489802053257,0.001811787757762029,0.5779298425102691
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k400_a0p45_e099f5ac.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k400_a0p45_e099f5ac.csv,posterior_top_k400_a0p45,posterior_topk,0.0022012207723184694,1200,250,0.014389560115038653,0.10276407962184131,0.15003049951057582,306.76598588371655,0.3333333333333333,0,167,105,141,194,207,194,192,,400.0,0.45,400.0,,,,,,,,,,0.5738638502879743,0.567561604388958,0.581780748395217,0.5447362669395073,0.5872351075857257,0.1,0.1,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k400_a0p45_e099f5ac.csv,h029_h012_needle_basin_invariant_jepa,0.014389560115038653,0.10276407962184131,1200,250,9.902972992448289,2.5545446933272897,3.8766097983876238,1.8005185282662182,0.45754204205276144,0.2911724313860676,0.13635168763893152,posterior_top_k400_a0p45,0.01421914400625901,0.5801823641196007,0.005740367187974216,0.5716489802053257,0.0022148700826485346,0.5788332355575345
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k200_a0p95_283e374f.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k200_a0p95_283e374f.csv,posterior_top_k200_a0p95,posterior_topk,0.002269882282911392,1200,250,0.017479104250223476,0.08964499359226807,0.16908748337380192,577.2121131491878,0.16666666666666666,0,167,105,141,194,207,194,192,,200.0,0.95,200.0,,,,,,,,,,0.5738748007904129,0.5725443696847544,0.5869707681404547,0.5452080152018882,0.6337237733830006,0.06666666666666667,0.06666666666666667,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k200_a0p95_283e374f.csv,h029_h012_needle_basin_invariant_jepa,0.017479104250223476,0.08964499359226807,1159,250,17.00911722569833,5.513397431941587,3.085051899954069,1.617807142145566,0.4650323019615374,0.464597888589964,0.6403155495021546,posterior_top_k200_a0p95,0.014426398455700262,0.5799938084148919,0.005751317690412816,0.5716489802053257,0.002225820585087135,0.5789233917839443
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_Q3_2ace49f2.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_Q3_2ace49f2.csv,rollback_target_Q3,target_rollback,0.001103471484560943,141,141,0.0031280647751366682,0.29411027902876097,0.019217172256107713,535.6893085790966,0.8825,0,0,0,141,0,0,0,0,,,,,Q3,141.0,,,,,,,,0.5719258955643931,0.5682669863482922,0.5889452389280544,0.5353723620573044,0.5949983519742811,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_Q3_2ace49f2.csv,h029_h012_needle_basin_invariant_jepa,0.003128064775136662,0.29411027902876097,141,141,11.127800955319405,3.8092235167152686,2.92127802518497,1.0592090468627198,0.4834057363804309,0.3469308862802196,0.0987532337585458,rollback_target_Q3,0.02067825257976219,0.5801732312761246,0.003802412464393057,0.5716489802053257,0.00027691535906737563,0.579100513220335
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_S3_81bb0f2e.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_S3_81bb0f2e.csv,rollback_target_S3,target_rollback,0.0008495460312922124,194,194,0.0032925099470624873,0.08819933087348031,0.0339723779721521,509.86769857601894,0.8383333333333334,0,0,0,0,0,0,194,0,,,,,S3,194.0,,,,,,,,0.5729075943382814,0.5693414235281825,0.5877533018597343,0.537450846227545,0.5906760594775308,0.08333333333333333,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_target_S3_81bb0f2e.csv,h029_h012_needle_basin_invariant_jepa,0.003292509947062482,0.08819933087348031,194,194,14.280786325265424,3.699522884729743,3.8601697479291284,1.3887972776815376,0.5065260450511301,0.4146251416304341,0.1441467675922036,rollback_target_S3,0.01841187833155178,0.5806903111660997,0.004784111238281374,0.5716489802053257,0.0012586141329556932,0.5792919232304157
