file,resolved_path,source,changed_cells,changed_rows,pred_gain_sum_moved,pred_gain_mean_moved,pred_gain_top1200_sum,pred_gain_top1200_mean,pred_positive_rate_moved,mean_abs_delta_prob,max_abs_delta_prob,ood_abs_delta_rate,h025_score
submission_h041_route_celltop_k140_a0.72_c140_8672aef3.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k140_a0.72_c140_8672aef3.csv,h036_global_public_world,140,86,4.968356747640719,0.03548826248314799,4.96835674764072,0.035488262483148,0.7285714285714285,0.0022127296246617096,0.13024151774588943,0.032,-4.96755674764072
submission_h041_route_celltop_k140_a0.5_c140_ed76ca0f.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k140_a0.5_c140_ed76ca0f.csv,h036_global_public_world,140,86,4.873855065955803,0.03481325047111288,4.873855065955803,0.03481325047111288,0.7142857142857143,0.0015940974694274074,0.0892793856633819,0.029142857142857144,-4.873126494527232
submission_h041_route_celltop_k140_a0.32_c140_c126ba9c.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k140_a0.32_c140_c126ba9c.csv,h036_global_public_world,140,86,4.84639171684373,0.03461708369174093,4.846391716843729,0.03461708369174092,0.7071428571428572,0.001057728235964824,0.05634824993504939,0.02057142857142857,-4.845877431129443
submission_h041_route_celltop_k140_a0.18_c140_dc9fed9b.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k140_a0.18_c140_dc9fed9b.csv,h036_global_public_world,140,86,4.742025494224827,0.03387161067303448,4.742025494224828,0.033871610673034486,0.6928571428571428,0.0006161349685973274,0.03129173422023057,0.0034285714285714284,-4.741939779939114
submission_h041_route_celltop_k240_a0.72_c240_628d2870.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k240_a0.72_c240_628d2870.csv,h036_global_public_world,240,129,4.608508821340425,0.019202120088918435,4.608508821340424,0.01920212008891843,0.6291666666666667,0.005085389378739807,0.13024151774588943,0.032,-4.607708821340424
submission_h041_phase_preserve_support_k120_a0.55_c118_04726994.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_phase_preserve_support_k120_a0.55_c118_04726994.csv,h036_global_public_world,118,74,4.60443008732822,0.03902059396040864,4.60443008732822,0.03902059396040864,0.7457627118644068,0.0009740511686618382,0.06899456211524402,0.02857142857142857,-4.603715801613935
submission_h041_phase_preserve_support_k120_a0.36_c118_cdb765fa.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_phase_preserve_support_k120_a0.36_c118_cdb765fa.csv,h036_global_public_world,118,74,4.554959081525665,0.038601348148522584,4.554959081525665,0.038601348148522584,0.7203389830508474,0.0006617326803206547,0.046163388978382014,0.026857142857142857,-4.554287652954236
submission_h041_route_celltop_k240_a0.5_c240_16e0ce3f.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k240_a0.5_c240_16e0ce3f.csv,h036_global_public_world,240,129,4.518212466047944,0.01882588527519977,4.518212466047945,0.018825885275199773,0.6208333333333333,0.003609362578676287,0.0892793856633819,0.029142857142857144,-4.517483894619374
submission_h041_phase_preserve_support_k260_a0.55_c227_d615e483.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_phase_preserve_support_k260_a0.55_c227_d615e483.csv,h036_global_public_world,227,131,4.50286093825175,0.01983639179846586,4.50286093825175,0.01983639179846586,0.6299559471365639,0.0026783631550404215,0.06899456211524402,0.02857142857142857,-4.502146652537465
submission_h041_route_celltop_k240_a0.32_c240_89faa46a.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k240_a0.32_c240_89faa46a.csv,h036_global_public_world,240,129,4.49062717237325,0.018710946551555207,4.49062717237325,0.018710946551555207,0.6083333333333333,0.002357978084847592,0.05634824993504939,0.02057142857142857,-4.490112886658964
submission_h041_phase_preserve_support_k120_a0.2_c118_52d9b0c0.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_phase_preserve_support_k120_a0.2_c118_52d9b0c0.csv,h036_global_public_world,118,74,4.4374879824636,0.037605830359861016,4.437487982463598,0.037605830359861,0.711864406779661,0.0003817832274607969,0.02609346183605099,0.0017142857142857142,-4.437445125320742
submission_h041_phase_preserve_support_k260_a0.36_c227_633b4ea9.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_phase_preserve_support_k260_a0.36_c227_633b4ea9.csv,h036_global_public_world,227,131,4.436234254556944,0.019542882178664952,4.436234254556943,0.01954288217866495,0.6079295154185022,0.0017855342055945443,0.046163388978382014,0.026857142857142857,-4.435562825985515
submission_h041_route_celltop_k240_a0.18_c240_d3754d22.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k240_a0.18_c240_d3754d22.csv,h036_global_public_world,240,129,4.370659209515653,0.018211080039648553,4.370659209515653,0.018211080039648553,0.5916666666666667,0.0013520391608527658,0.03129173422023057,0.0034285714285714284,-4.370573495229938
submission_h041_phase_preserve_support_k260_a0.2_c227_0681d840.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_phase_preserve_support_k260_a0.2_c227_0681d840.csv,h036_global_public_world,227,131,4.311586216763909,0.018993771880017222,4.31158621676391,0.018993771880017225,0.5947136563876652,0.0010099528378988629,0.02609346183605099,0.0017142857142857142,-4.311543359621053
submission_h041_route_celltop_k80_a0.72_c80_694749cc.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k80_a0.72_c80_694749cc.csv,h036_global_public_world,80,53,4.24865268459882,0.053108158557485255,4.24865268459882,0.053108158557485255,0.8125,0.000610083860290399,0.07056116217136044,0.032,-4.24785268459882
submission_h041_route_celltop_k80_a0.5_c80_706ff123.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k80_a0.5_c80_706ff123.csv,h036_global_public_world,80,53,4.230999682342752,0.0528874960292844,4.230999682342752,0.0528874960292844,0.8125,0.0004619274924818631,0.051607578288798805,0.029142857142857144,-4.23027111091418
submission_h041_route_celltop_k80_a0.32_c80_933c6cbb.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k80_a0.32_c80_933c6cbb.csv,h036_global_public_world,80,53,4.188684738524221,0.05235855923155276,4.188684738524222,0.05235855923155277,0.8125,0.0003229414441477766,0.0353097192244024,0.02057142857142857,-4.188170452809936
submission_h041_route_celltop_k80_a0.18_c80_99357654.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k80_a0.18_c80_99357654.csv,h036_global_public_world,80,53,4.101688989803536,0.051271112372544204,4.101688989803535,0.05127111237254419,0.8,0.0001983134482673905,0.020914649457098644,0.0034285714285714284,-4.101603275517821
submission_h041_route_celltop_k420_a0.72_c420_095d3597.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k420_a0.72_c420_095d3597.csv,h036_global_public_world,420,174,4.094062610229479,0.009747768119593997,4.094062610229477,0.009747768119593993,0.5523809523809524,0.00953107618417976,0.23148528828876097,0.03257142857142857,-4.093248324515191
submission_h041_route_celltop_k420_a0.5_c420_6529b708.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k420_a0.5_c420_6529b708.csv,h036_global_public_world,420,174,3.980619016157249,0.009477664324183926,3.9806190161572506,0.00947766432418393,0.55,0.006718516927997263,0.16911753320369477,0.029142857142857144,-3.979890444728679
submission_h041_route_celltop_k420_a0.32_c420_95136443.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k420_a0.32_c420_95136443.csv,h036_global_public_world,420,174,3.9724528812982065,0.00945822114594811,3.9724528812982056,0.009458221145948109,0.55,0.00435831829135968,0.11174631315783767,0.02057142857142857,-3.9719385955839197
submission_h041_route_celltop_k420_a0.18_c420_c5275704.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k420_a0.18_c420_c5275704.csv,h036_global_public_world,420,174,3.8471431265360527,0.009159864586990602,3.8471431265360527,0.009159864586990602,0.5380952380952381,0.002481412108049691,0.06399873738827871,0.0034285714285714284,-3.8470574122503383
submission_h041_route_rows_r65_support_a0.62_c370_a77740fe.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r65_support_a0.62_c370_a77740fe.csv,h036_global_public_world,370,65,3.577339917687312,0.009668486264019763,3.5773399176873113,0.00966848626401976,0.5594594594594594,0.003597752415700483,0.08446220328420029,0.025714285714285714,-3.576697060544454
