candidate_id,file,resolved_path,family,alpha,changed_cells_vs_h012,changed_rows_vs_h012,mean_abs_prob_move_h012,max_abs_prob_move_h012,mean_abs_logit_move_h012,max_abs_logit_move_h012,route_equation_delta_vs_h012,route_equation_delta_iqr,h012posterior_delta_vs_h012,h036world_delta_vs_h012,pre_h024_proxy_score
h041_route_rows_r40_all_a0.22_c280_c0944400,submission_h041_route_rows_r40_all_a0.22_c280_c0944400.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r40_all_a0.22_c280_c0944400.csv,route_rows_r40_all,0.22,280,40,0.000972648977239449,0.02361521586184523,0.024921844462095586,2.1638837507619977,-0.00036249512085367093,0.0007963485210177677,-9.100816649025144e-05,-0.00026000021358188946,1.3531250000000001
h041_route_rows_r40_agree_support_a0.4_c160_2ae0f2dc,submission_h041_route_rows_r40_agree_support_a0.4_c160_2ae0f2dc.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r40_agree_support_a0.4_c160_2ae0f2dc.csv,route_rows_r40_agree_support,0.4,160,40,0.0009785495774149748,0.04158448837081874,0.04037911083220449,3.934334092294307,-0.00037214463947943564,0.001156482140231954,-5.225156261163889e-05,-0.00031919963597687445,1.3531250000000001
h041_route_celltop_k1050_a0.72_c1050_b99a4932,submission_h041_route_celltop_k1050_a0.72_c1050_b99a4932.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k1050_a0.72_c1050_b99a4932.csv,route_celltop_k1050,0.72,1050,243,0.021603765045184836,0.23148528828876097,0.20705539233369946,7.081801366132421,-0.0045674137684774225,0.006931756087880389,0.0009194555329036748,0.00012584834178406258,1.3604166666666666
h041_route_rows_r40_support_a0.4_c235_a5396940,submission_h041_route_rows_r40_support_a0.4_c235_a5396940.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r40_support_a0.4_c235_a5396940.csv,route_rows_r40_support,0.4,235,40,0.0013924055749374902,0.04158448837081874,0.043431971539708375,3.934334092294307,-0.0004841954279136431,0.0013696175038659356,-1.1818085001223519e-05,-0.0002830934570281406,1.3744791666666667
h041_route_rows_r40_support_a0.22_c235_780897e2,submission_h041_route_rows_r40_support_a0.22_c235_780897e2.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r40_support_a0.22_c235_780897e2.csv,route_rows_r40_support,0.22,235,40,0.000782960098241647,0.02361521586184523,0.023887584346826835,2.1638837507619977,-0.000310002063212041,0.0007421482997266625,-9.228915943708644e-05,-0.00025604930606785,1.3875000000000002
h041_route_rows_r40_agree_support_a0.22_c160_afbe136d,submission_h041_route_rows_r40_agree_support_a0.22_c160_afbe136d.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r40_agree_support_a0.22_c160_afbe136d.csv,route_rows_r40_agree_support,0.22,160,40,0.0005575162238457439,0.02361521586184523,0.022208510957699688,2.1638837507619977,-0.0002416670515026285,0.0006325776779256098,-0.00011158120431375911,-0.00027141072545209047,1.4234375000000001
h041_route_celltop_k80_a0.32_c80_933c6cbb,submission_h041_route_celltop_k80_a0.32_c80_933c6cbb.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k80_a0.32_c80_933c6cbb.csv,route_celltop_k80,0.32,80,53,0.0003229414441477739,0.0353097192244024,0.04048213657192396,3.147467273835619,-0.000252594270451095,0.0008227157287564805,-7.985486275697987e-05,-0.00031609339211000244,1.4401041666666667
h041_route_rows_r40_top3_a0.22_c120_ed20b1dd,submission_h041_route_rows_r40_top3_a0.22_c120_ed20b1dd.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r40_top3_a0.22_c120_ed20b1dd.csv,route_rows_r40_top3,0.22,120,40,0.0005010858405116093,0.02361521586184523,0.02194368998803558,2.1638837507619977,-0.00024440547872180965,0.0006396135788923573,-9.197336609988649e-05,-0.000245715358418397,1.4578125
h041_route_rows_r40_top3_a0.4_c120_07386d45,submission_h041_route_rows_r40_top3_a0.4_c120_07386d45.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r40_top3_a0.4_c120_07386d45.csv,route_rows_r40_top3,0.4,120,40,0.0008794217497430346,0.04158448837081874,0.03989761816008793,3.934334092294307,-0.00037750186411698123,0.0011663796776855751,-1.906690044702638e-05,-0.00027489007434780023,1.459375
h041_route_celltop_k80_a0.18_c80_99357654,submission_h041_route_celltop_k80_a0.18_c80_99357654.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k80_a0.18_c80_99357654.csv,route_celltop_k80,0.18,80,53,0.0001983134482673889,0.020914649457098644,0.02277120182171112,1.7704503415325128,-0.0001669249377750545,0.0004645558658135576,-0.00011960783262661316,-0.00026616090072483384,1.5005208333333333
h041_route_rows_r40_all_a0.62_c280_b782354c,submission_h041_route_rows_r40_all_a0.62_c280_b782354c.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r40_all_a0.62_c280_b782354c.csv,route_rows_r40_all,0.62,280,40,0.002651831547329332,0.06324374569619962,0.07023428893863827,6.098217843055123,-0.0007390226172892791,0.0022533956935026815,0.00018165297880511712,-0.00021202836812564283,1.508333333333333
h041_route_rows_r40_agree_support_a0.62_c160_56e2cd91,submission_h041_route_rows_r40_agree_support_a0.62_c160_56e2cd91.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r40_agree_support_a0.62_c160_56e2cd91.csv,route_rows_r40_agree_support,0.62,160,40,0.0014693511589078093,0.06324374569619962,0.0625876217898862,6.098217843055123,-0.00047487166356083955,0.0017748417566666231,9.770459512713495e-05,-0.00028724168003652203,1.5250000000000001
h041_route_rows_r40_support_a0.62_c235_a97dabfb,submission_h041_route_rows_r40_support_a0.62_c235_a97dabfb.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r40_support_a0.62_c235_a97dabfb.csv,route_rows_r40_support,0.62,235,40,0.002118426680357492,0.06324374569619962,0.06731955588651725,6.098217843055123,-0.0006248926006752352,0.0021181577563057696,0.0001707964224499735,-0.00021534273303327802,1.5536458333333334
h041_route_rows_r24_all_a0.22_c168_20e2b64a,submission_h041_route_rows_r24_all_a0.22_c168_20e2b64a.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r24_all_a0.22_c168_20e2b64a.csv,route_rows_r24_all,0.22,168,24,0.0005617841264456184,0.02361521586184523,0.01761300019991918,2.1638837507619977,-0.00022838439561019547,0.0005690861888691377,-6.443285283354114e-05,-0.00016927572590407885,1.5734375
h041_route_rows_r24_support_a0.22_c147_3f81af75,submission_h041_route_rows_r24_support_a0.22_c147_3f81af75.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r24_support_a0.22_c147_3f81af75.csv,route_rows_r24_support,0.22,147,24,0.00047568722880053025,0.02361521586184523,0.017159358702968842,2.1638837507619977,-0.00020902423183081654,0.0005183853078906067,-6.488764264359072e-05,-0.0001658622570576169,1.5963541666666667
h041_route_rows_r40_top3_a0.62_c120_e27024ce,submission_h041_route_rows_r40_top3_a0.62_c120_e27024ce.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r40_top3_a0.62_c120_e27024ce.csv,route_rows_r40_top3,0.62,120,40,0.001322163956197751,0.06324374569619962,0.06184130814810552,6.098217843055123,-0.0004833276706223599,0.0018010183754956506,0.00014510929708971308,-0.00022222038837525673,1.5984375000000002
h041_route_celltop_k80_a0.5_c80_706ff123,submission_h041_route_celltop_k80_a0.5_c80_706ff123.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k80_a0.5_c80_706ff123.csv,route_celltop_k80,0.5,80,53,0.0004619274924818607,0.051607578288798805,0.06325333839373347,4.917917615367804,-0.00032772964054908124,0.0012948747667244137,4.849866074704953e-05,-0.00028763174634615393,1.6088541666666667
h041_route_rows_r24_agree_support_a0.22_c101_9fd8cc6a,submission_h041_route_rows_r24_agree_support_a0.22_c101_9fd8cc6a.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r24_agree_support_a0.22_c101_9fd8cc6a.csv,route_rows_r24_agree_support,0.22,101,24,0.00033492849531571283,0.02361521586184523,0.015953752660686337,2.1638837507619977,-0.00015845875074702162,0.0004736269289480915,-7.930876520602034e-05,-0.00017713861013332117,1.6171874999999998
h041_route_rows_r24_all_a0.4_c168_aa6ee73b,submission_h041_route_rows_r24_all_a0.4_c168_aa6ee73b.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r24_all_a0.4_c168_aa6ee73b.csv,route_rows_r24_all,0.4,168,24,0.0009974462595838277,0.04158448837081874,0.03202363672714143,3.934334092294307,-0.00035473022468567554,0.0010399495435557558,1.2851750985134654e-05,-0.00016918028493145056,1.625
h041_route_rows_r24_support_a0.4_c147_faadb52e,submission_h041_route_rows_r24_support_a0.4_c147_faadb52e.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r24_support_a0.4_c147_faadb52e.csv,route_rows_r24_support,0.4,147,24,0.0008411128250265152,0.04158448837081874,0.031198834005413557,3.934334092294307,-0.0003233631978039144,0.000933682143076708,1.1325269748219083e-05,-0.00016418177087885387,1.6515624999999998
h041_route_rows_r24_agree_support_a0.4_c101_01699231,submission_h041_route_rows_r24_agree_support_a0.4_c101_01699231.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r24_agree_support_a0.4_c101_01699231.csv,route_rows_r24_agree_support,0.4,101,24,0.0005814635641730774,0.04158448837081874,0.029006823019445356,3.934334092294307,-0.0002402233814462299,0.0008463581606140902,-1.904367913231522e-05,-0.00019120516086308895,1.659375
h041_route_rows_r24_top3_a0.22_c72_bd1af8cf,submission_h041_route_rows_r24_top3_a0.22_c72_bd1af8cf.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r24_top3_a0.22_c72_bd1af8cf.csv,route_rows_r24_top3,0.22,72,24,0.0002753494013866336,0.02361521586184523,0.015597286955431352,2.1638837507619977,-0.00014995858610622733,0.00041586678686256396,-6.454279922709953e-05,-0.00015337231967984876,1.6739583333333334
h041_route_rows_r12_agree_support_a0.22_c56_026b18e8,submission_h041_route_rows_r12_agree_support_a0.22_c56_026b18e8.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r12_agree_support_a0.22_c56_026b18e8.csv,route_rows_r12_agree_support,0.22,56,12,0.00019624185602962684,0.02361521586184523,0.010355485459879377,2.1638837507619977,-9.353725429361189e-05,0.00033839512634137504,-5.7748779384082795e-05,-0.000122634245661998,1.7682291666666667
h041_route_rows_r24_top3_a0.4_c72_f1434c34,submission_h041_route_rows_r24_top3_a0.4_c72_f1434c34.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r24_top3_a0.4_c72_f1434c34.csv,route_rows_r24_top3,0.4,72,24,0.00047635147993706174,0.04158448837081874,0.02835870355534539,3.934334092294307,-0.00022711322896221397,0.0007580751842025646,4.964325167681184e-06,-0.00015207728299651555,1.7703125
h041_route_rows_r12_all_a0.22_c84_96ae7125,submission_h041_route_rows_r12_all_a0.22_c84_96ae7125.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r12_all_a0.22_c84_96ae7125.csv,route_rows_r12_all,0.22,84,12,0.00030202261928027397,0.02361521586184523,0.011173715113047279,2.1638837507619977,-0.00013268442826012226,0.00040516471394456553,-5.0225322069581055e-05,-0.00011822932800991729,1.771875
h041_route_rows_r24_all_a0.62_c168_84bc1ef6,submission_h041_route_rows_r24_all_a0.62_c168_84bc1ef6.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r24_all_a0.62_c168_84bc1ef6.csv,route_rows_r24_all,0.62,168,24,0.0015175553069732557,0.06324374569619962,0.04963663692704155,6.098217843055123,-0.00045701440977328345,0.001611242112860189,0.0001708851651870369,-9.810017711199442e-05,1.771875
h041_route_rows_r12_support_a0.22_c75_9b21df81,submission_h041_route_rows_r12_support_a0.22_c75_9b21df81.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r12_support_a0.22_c75_9b21df81.csv,route_rows_r12_support,0.22,75,12,0.00026172691854044184,0.02361521586184523,0.010935500643071512,2.1638837507619977,-0.00012212998263114535,0.00037775015535323033,-5.0286920410290226e-05,-0.00011517006498753626,1.7854166666666667
h041_route_rows_r12_all_a0.4_c84_4c3cfa32,submission_h041_route_rows_r12_all_a0.4_c84_4c3cfa32.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r12_all_a0.4_c84_4c3cfa32.csv,route_rows_r12_all,0.4,84,12,0.0005350130937658299,0.04158448837081874,0.02031584566006279,3.934334092294307,-0.0002065028578736755,0.0007389130038514687,-3.4540440212741628e-06,-0.00012170332594396166,1.7901041666666666
h041_route_rows_r12_agree_support_a0.4_c56_bb861630,submission_h041_route_rows_r12_agree_support_a0.4_c56_bb861630.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r12_agree_support_a0.4_c56_bb861630.csv,route_rows_r12_agree_support,0.4,56,12,0.0003410548988134753,0.04158448837081874,0.0188281553815757,3.934334092294307,-0.00014223944643270906,0.0006142639474161283,-1.9652073923101294e-05,-0.00013429364053177978,1.7942708333333335
h041_route_rows_r24_support_a0.62_c147_ada315dc,submission_h041_route_rows_r24_support_a0.62_c147_ada315dc.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r24_support_a0.62_c147_ada315dc.csv,route_rows_r24_support,0.62,147,24,0.0012756552264015413,0.06324374569619962,0.04835819270836334,6.098217843055123,-0.0004156183240130436,0.0014303914868804327,0.00016720557875750486,-9.262943395668004e-05,1.7947916666666668
h041_route_rows_r24_agree_support_a0.62_c101_875100fa,submission_h041_route_rows_r24_agree_support_a0.62_c101_875100fa.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r24_agree_support_a0.62_c101_875100fa.csv,route_rows_r24_agree_support,0.62,101,24,0.0008659989389147293,0.06324374569619962,0.044960575680112635,6.098217843055123,-0.00030395640922806493,0.0013020164025323332,0.00011200438571555802,-0.00014731091892735397,1.7989583333333334
h041_route_rows_r12_support_a0.4_c75_94142153,submission_h041_route_rows_r12_support_a0.4_c75_94142153.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r12_support_a0.4_c75_94142153.csv,route_rows_r12_support,0.4,75,12,0.0004621443414856313,0.04158448837081874,0.019882728441925034,3.934334092294307,-0.00018934927269368277,0.000684272629553125,-3.960913823789544e-06,-0.00011688007263543789,1.8036458333333334
h041_route_celltop_k80_a0.72_c80_694749cc,submission_h041_route_celltop_k80_a0.72_c80_694749cc.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k80_a0.72_c80_694749cc.csv,route_celltop_k80,0.72,80,53,0.0006100838602903976,0.07056116217136044,0.0910848072868345,7.081801366132421,-0.00037967712672972,0.0018758530975104565,0.00027520916925932325,-0.00016794758571209834,1.8296875000000001
h041_route_rows_r12_top3_a0.22_c36_6e0dc053,submission_h041_route_rows_r12_top3_a0.22_c36_6e0dc053.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r12_top3_a0.22_c36_6e0dc053.csv,route_rows_r12_top3,0.22,36,12,0.00013069383547905015,0.02361521586184523,0.009847714510117761,2.1638837507619977,-7.541458985691618e-05,0.0002809204064322053,-4.885382210025192e-05,-9.960553219032547e-05,1.8385416666666667
h041_route_rows_r12_all_a0.62_c84_6caa9aac,submission_h041_route_rows_r12_all_a0.62_c84_6caa9aac.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r12_all_a0.62_c84_6caa9aac.csv,route_rows_r12_all,0.62,84,12,0.0008124116206882775,0.06324374569619962,0.0314895607731334,6.098217843055123,-0.0002670380876184918,0.0011318337804513273,9.020463433343443e-05,-8.331122664985672e-05,1.8489583333333335
h041_route_rows_r24_top3_a0.62_c72_c41b6f37,submission_h041_route_rows_r24_top3_a0.62_c72_c41b6f37.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r24_top3_a0.62_c72_c41b6f37.csv,route_rows_r24_top3,0.62,72,24,0.0007090287928471807,0.06324374569619962,0.043955990510757666,6.098217843055123,-0.00028752469046331954,0.0011774983827205726,0.00014446427916103648,-9.345681526830788e-05,1.8828125
h041_route_rows_r12_support_a0.62_c75_472bb02d,submission_h041_route_rows_r12_support_a0.62_c75_472bb02d.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r12_support_a0.62_c75_472bb02d.csv,route_rows_r12_support,0.62,75,12,0.0007002142190294051,0.06324374569619962,0.030818229085019876,6.098217843055123,-0.00024425544351346486,0.0010622394188691561,8.868459702836493e-05,-7.721918812521107e-05,1.883333333333333
h041_route_rows_r12_agree_support_a0.62_c56_ced37cf8,submission_h041_route_rows_r12_agree_support_a0.62_c56_ced37cf8.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r12_agree_support_a0.62_c56_ced37cf8.csv,route_rows_r12_agree_support,0.62,56,12,0.0005086103883341711,0.06324374569619962,0.029183640841478408,6.098217843055123,-0.00018081512444665114,0.0009547681523351908,6.020125579806811e-05,-0.00011175682487267917,1.9031250000000002
h041_route_rows_r12_top3_a0.4_c36_6ac65c46,submission_h041_route_rows_r12_top3_a0.4_c36_6ac65c46.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r12_top3_a0.4_c36_6ac65c46.csv,route_rows_r12_top3,0.4,36,12,0.00022394870419846567,0.04158448837081874,0.01790493547291822,3.934334092294307,-0.00011338324886953638,0.0005077203112885802,-7.494491090603855e-06,-9.800436698980354e-05,1.909375
h041_route_rows_r12_top3_a0.62_c36_dce3f1db,submission_h041_route_rows_r12_top3_a0.62_c36_dce3f1db.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r12_top3_a0.62_c36_dce3f1db.csv,route_rows_r12_top3,0.62,36,12,0.00033082691487837374,0.06324374569619962,0.027752649983059298,6.098217843055123,-0.00014343741070916473,0.0007927462000748007,7.195380010089764e-05,-6.527931535456909e-05,2.0005208333333333
