candidate_id,file,resolved_path,family,alpha,changed_cells,changed_rows,mean_abs_prob_move_h012,max_abs_prob_move_h012,world_expected_delta_vs_h012,world_delta_iqr,full_known_h024_pred_public_median,full_known_h024_pred_public_p10,full_known_h024_pred_public_p90,full_known_h024_margin_vs_h012_median,full_known_h024_margin_vs_h012_p10,full_known_h024_margin_vs_h012_p90,full_known_h024_support_better_than_h012,full_known_h024_model_count,pre_h012_h024_pred_public_median,pre_h012_h024_pred_public_p10,pre_h012_h024_pred_public_p90,pre_h012_h024_margin_vs_h012_median,pre_h012_h024_margin_vs_h012_p10,pre_h012_h024_margin_vs_h012_p90,pre_h012_h024_support_better_than_h012,pre_h012_h024_model_count,h025_score,pred_gain_top1200_sum,pred_gain_mean_moved,pred_positive_rate_moved,ood_abs_delta_rate,h036_score,source_experiment,world_cell_delta_vs_h012,posterior_delta_vs_h012,changed_cells_vs_h012,mean_abs_logit_move_h012,new_support_cells,support_cells_changed,world_row_delta_vs_h012,support_world_cell_delta_vs_h012,ray_cosine,h037_score,changed_rows_vs_h012,max_abs_logit_move_h012,memory_delta_vs_h012,target_group,k,mem_alpha,rows_selected,h038_score,badness_weight,world_good_action_bad,h024_survivor_hint,source_candidate_id
h037_dual_a140_c120_ga1.1_gc0.55_c260_451e048f,submission_h037_dual_a140_c120_ga1.1_gc0.55_c260_451e048f.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_dual_a140_c120_ga1.1_gc0.55_c260_451e048f.csv,dual_a140_c120_ga1.1_gc0.55,,260.0,142.0,0.0009770907468701,0.0299199006280391,,,0.571911149001288,0.5687637613457842,0.5812326600078116,0.0036061302661543,0.0006220627295312,0.0124889693094951,0.0,12,0.5603829281671632,0.5405753850903119,0.6308892990058108,0.0035012885620557,-0.1527688383280948,0.0449274859981667,0.25,12,-3.9327516272647514,3.9327516272647514,0.0151259677971721,0.6076923076923076,0.0,,h037,-0.0002730808040991,,260,0.0274899813423162,0.0,260.0,-0.0001864614759277,-0.0002730808040991,0.9400146537191778,1.3797430830039528,,,,,,,,,0.7536519607843137,True,False,h037:h037_dual_a140_c120_ga1.1_gc0.55_c260_451e048f
h037_dual_a140_c120_ga1.03_gc0.84_c260_54531d0b,submission_h037_dual_a140_c120_ga1.03_gc0.84_c260_54531d0b.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_dual_a140_c120_ga1.03_gc0.84_c260_54531d0b.csv,dual_a140_c120_ga1.03_gc0.84,,260.0,142.0,0.0003314953867599,0.0106560272735677,,,0.5718961412501182,0.5684168296445129,0.5812732124180535,0.0035911225149845,0.0002924981373871,0.0128476889179764,0.0,12,0.5605072379646379,0.5380108114287202,0.6320303035471952,0.001078594175512,-0.1515737668390627,0.0461040560113487,0.25,12,-3.865480755743724,3.865480755743724,0.0148672336759373,0.6115384615384616,0.0,,h037,-0.0001036459715116,,260,0.0085457098375986,0.0,260.0,-7.118119210898091e-05,-0.0001036459715116,0.9243858568261262,1.3951581027667983,,,,,,,,,0.5041421568627451,True,False,h037:h037_dual_a140_c120_ga1.03_gc0.84_c260_54531d0b
h037_align_amp_k360_g1.06_c360_59335e01,submission_h037_align_amp_k360_g1.06_c360_59335e01.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_align_amp_k360_g1.06_c360_59335e01.csv,align_amp_k360_g1.06,,360.0,168.0,0.000443573726464,0.0161431755919518,,,0.5713593005198199,0.5685742072164253,0.5820722703339594,0.0032354915215693,0.0004498757092995,0.0129175547867366,0.0,12,0.5575188101866451,0.5389686887288061,0.633946203126629,0.0020032783772305,-0.1578287156148431,0.0478655607648029,0.25,12,-3.245532988442662,3.245532988442662,0.0090153694123407,0.5444444444444444,0.0,,h037,-0.0002010508394119,,360,0.0152114439596063,0.0,360.0,-0.0001375156276708,-0.0002010508394119,0.9943373052672384,1.3955533596837946,,,,,,,,,0.669313725490196,True,False,h037:h037_align_amp_k360_g1.06_c360_59335e01
h037_dual_a260_c220_ga1.1_gc0.55_c480_59dc1264,submission_h037_dual_a260_c220_ga1.1_gc0.55_c480_59dc1264.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_dual_a260_c220_ga1.1_gc0.55_c480_59dc1264.csv,dual_a260_c220_ga1.1_gc0.55,,480.0,191.0,0.0020143911761933,0.0306282360779281,,,0.5722799332602913,0.5690869511920321,0.5837868096091262,0.0039749145251574,0.0009626196849063,0.0155369027796561,0.0,12,0.5631579296398329,0.5408049096822612,0.6320523656878971,0.0037557584911507,-0.1475951256604338,0.0462661740418481,0.25,12,-2.7900787939610385,2.7900787939610385,0.0058126641540854,0.5291666666666667,0.0,,h037,-0.0003788178887301,,480,0.0335358145548238,0.0,480.0,-0.0002601886115582,-0.0003788178887301,0.927611747943582,1.3963438735177864,,,,,,,,,0.7866911764705882,True,False,h037:h037_dual_a260_c220_ga1.1_gc0.55_c480_59dc1264
h037_dual_a140_c120_ga1.06_gc0.72_c260_0ba0ece5,submission_h037_dual_a140_c120_ga1.06_gc0.72_c260_0ba0ece5.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_dual_a140_c120_ga1.06_gc0.72_c260_0ba0ece5.csv,dual_a140_c120_ga1.06_gc0.72,,260.0,142.0,0.0006003831545935,0.0186373639924083,,,0.5718984451885398,0.5685631802484448,0.581250785931918,0.003593426453406,0.0004388487413189,0.0125526695782815,0.0,12,0.560231422045821,0.5391052023721211,0.6317264610098918,0.0021123506037677,-0.1525230528379998,0.0457711844616812,0.25,12,-3.9120697436231167,3.9120697436231167,0.0150464220908581,0.6153846153846154,0.0,,h037,-0.0001829978374755,,260,0.016613474979362,0.0,260.0,-0.0001252913679989,-0.0001829978374755,0.9370156729115536,1.3963438735177864,,,,,,,,,0.660906862745098,True,False,h037:h037_dual_a140_c120_ga1.06_gc0.72_c260_0ba0ece5
h037_dual_a260_c220_ga1.06_gc0.72_c480_18e67de6,submission_h037_dual_a260_c220_ga1.06_gc0.72_c480_18e67de6.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_dual_a260_c220_ga1.06_gc0.72_c480_18e67de6.csv,dual_a260_c220_ga1.06_gc0.72,,480.0,191.0,0.0012380268749255,0.0187254980844957,,,0.5722385040145259,0.5688007846524629,0.5838726116609313,0.0039334852793921,0.0006764531453371,0.0156227048314612,0.0,12,0.5630116334774569,0.5392333146202897,0.6328378369100536,0.0022683321812785,-0.1472880671809272,0.0470591655865643,0.25,12,-2.8014839110391083,2.8014839110391083,0.0058364248146648,0.5333333333333333,0.0,,h037,-0.000259264075464,,480,0.0203286698918545,0.0,480.0,-0.0001787191290319,-0.000259264075464,0.923764250510636,1.3967391304347825,,,,,,,,,0.7076470588235294,True,False,h037:h037_dual_a260_c220_ga1.06_gc0.72_c480_18e67de6
h037_align_amp_k140_g1.16_c140_5a70a6cc,submission_h037_align_amp_k140_g1.16_c140_5a70a6cc.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_align_amp_k140_g1.16_c140_5a70a6cc.csv,align_amp_k140_g1.16,,140.0,84.0,0.000397068554749,0.042129132898431,,,0.5696569126174866,0.5686229251431848,0.5811369289732178,0.0011045355222612,0.0003669071971702,0.011982213425995,0.0833333333333333,12,0.5571944052859508,0.5423274985109812,0.6298183493858797,0.0051307277950493,-0.1610869649649437,0.043594251327225,0.25,12,-4.133169886488743,4.133755600774458,0.0295268257198175,0.7,0.0234285714285714,,h037,-0.0002561666621399,,140,0.0353809656225808,0.0,140.0,-0.0001714648869905,-0.0002561666621399,0.9901885946379406,1.3987154150197627,,,,,,,,,0.7643382352941177,True,False,h037:h037_align_amp_k140_g1.16_c140_5a70a6cc
h037_align_amp_k360_g1.03_c360_0e6798e1,submission_h037_align_amp_k360_g1.03_c360_0e6798e1.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_align_amp_k360_g1.03_c360_0e6798e1.csv,align_amp_k360_g1.03,,360.0,168.0,0.0002223306872514,0.008120918113869,,,0.571355195128582,0.5684404883821705,0.5820780789442823,0.0032313861303316,0.0003161568750448,0.0129233633970595,0.0,12,0.5573208385511013,0.5379036201622749,0.6346740699070993,0.0009975070425208,-0.1578286489287144,0.0485929751241475,0.25,12,-3.217746847864957,3.217746847864957,0.0089381856885137,0.5444444444444444,0.0,,h037,-0.0001029192479248,,360,0.0076057219798007,0.0,360.0,-7.03814183002474e-05,-0.0001029192479248,0.994337305267232,1.399505928853755,,,,,,,,,0.48906862745098034,True,False,h037:h037_align_amp_k360_g1.03_c360_0e6798e1
h037_dual_a420_c120_ga1.03_gc0.84_c540_62e698ab,submission_h037_dual_a420_c120_ga1.03_gc0.84_c540_62e698ab.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_dual_a420_c120_ga1.03_gc0.84_c540_62e698ab.csv,dual_a420_c120_ga1.03_gc0.84,,540.0,198.0,0.0005086082333493,0.0106560272735677,,,0.5722731300692969,0.568603264209721,0.5832370951260635,0.0039681113341631,0.0004789327025952,0.0149871882965934,0.0,12,0.5616367485443409,0.5380125203350528,0.6333613609608723,0.0011282442520503,-0.149593785954078,0.0475295350256645,0.25,12,-1.835382085776848,1.835382085776848,0.0033988557144015,0.5,0.0,,h037,-0.0001596904214032,,540,0.0096779859987793,0.0,540.0,-0.0001104958869281,-0.0001596904214032,0.9291536023718427,1.40701581027668,,,,,,,,,0.56625,True,False,h037:h037_dual_a420_c120_ga1.03_gc0.84_c540_62e698ab
h037_align_amp_k520_g1.16_c520_3d41d56a,submission_h037_align_amp_k520_g1.16_c520_3d41d56a.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_align_amp_k520_g1.16_c520_3d41d56a.csv,align_amp_k520_g1.16,,520.0,200.0,0.0016243274555515,0.042129132898431,,,0.5720095455844103,0.5691741425539327,0.5823481056846551,0.0038857365861598,0.0010472629440732,0.0135656845076165,0.0,12,0.5590355605929755,0.5425817299926895,0.6321384870998559,0.0054436828902872,-0.1563345730255357,0.0461041063315664,0.25,12,-1.8864033793767712,1.8869890936624856,0.0036288251801201,0.4865384615384615,0.0234285714285714,,h037,-0.0005705541339921,,520,0.0429843373598382,0.0,520.0,-0.0003923638499667,-0.0005705541339921,0.9954347817521964,1.4184782608695652,,,,,,,,,0.8157352941176471,True,False,h037:h037_align_amp_k520_g1.16_c520_3d41d56a
h037_dual_a420_c120_ga1.1_gc0.55_c540_9af507dc,submission_h037_dual_a420_c120_ga1.1_gc0.55_c540_9af507dc.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_dual_a420_c120_ga1.1_gc0.55_c540_9af507dc.csv,dual_a420_c120_ga1.1_gc0.55,,540.0,198.0,0.0015664915365018,0.0299199006280391,,,0.5723192546796789,0.5690640559269899,0.5829860654563611,0.0040142359445451,0.0009397244198641,0.014736158626891,0.0,12,0.5616419089141864,0.5406945416589175,0.6322864587039762,0.003666078253614,-0.1505803757967648,0.0464260724525852,0.25,12,-1.8799297166788893,1.8799297166788893,0.0034813513271831,0.5018518518518519,0.0,,h037,-0.0004507014771985,,540,0.0312642352129184,0.0,540.0,-0.0003110486913532,-0.0004507014771985,0.944728704536218,1.423221343873518,,,,,,,,,0.7966666666666667,True,False,h037:h037_dual_a420_c120_ga1.1_gc0.55_c540_9af507dc
h037_dual_a420_c120_ga1.06_gc0.72_c540_75e4ec74,submission_h037_dual_a420_c120_ga1.06_gc0.72_c540_75e4ec74.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_dual_a420_c120_ga1.06_gc0.72_c540_75e4ec74.csv,dual_a420_c120_ga1.06_gc0.72,,540.0,198.0,0.0009543575158182,0.0186373639924083,,,0.5722918268833868,0.5687992308110925,0.5830300409790564,0.0039868081482529,0.0006748993039667,0.0147801341495862,0.0,12,0.5614541944478919,0.5391577583046041,0.6331101132788702,0.0022118828458186,-0.1503785727475142,0.0472550058275702,0.25,12,-1.860510608792696,1.860510608792696,0.0034453900162827,0.5018518518518519,0.0,,h037,-0.0002927199243734,,540,0.0188780273017232,0.0,540.0,-0.0002022573440523,-0.0002927199243734,0.9417404386509484,1.4279644268774705,,,,,,,,,0.7188970588235295,True,False,h037:h037_dual_a420_c120_ga1.06_gc0.72_c540_75e4ec74
h037_align_amp_k520_g1.03_c520_ff2d4578,submission_h037_align_amp_k520_g1.03_c520_ff2d4578.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_align_amp_k520_g1.03_c520_ff2d4578.csv,align_amp_k520_g1.03,,520.0,200.0,0.0003070475917193,0.008120918113869,,,0.5719854791663765,0.5685176717016401,0.5823663822143768,0.0038616701681261,0.0003933401945143,0.0135473545394807,0.0,12,0.5581614761488954,0.5378854836297177,0.6352852928113022,0.0010111338534051,-0.1563343250230693,0.0492494722440624,0.25,12,-1.7217254628126837,1.7217254628126837,0.003311010505409,0.4884615384615384,0.0,,h037,-0.000118796164548,,520,0.008059563254974,0.0,520.0,-8.164804199206808e-05,-0.000118796164548,0.995434781752186,1.4311264822134386,,,,,,,,,0.519656862745098,True,False,h037:h037_align_amp_k520_g1.03_c520_ff2d4578
h037_align_amp_k520_g1.015_c520_d606dffd,submission_h037_align_amp_k520_g1.015_c520_d606dffd.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_align_amp_k520_g1.015_c520_d606dffd.csv,align_amp_k520_g1.015,,520.0,200.0,0.0001536724194371,0.0040725689120583,,,0.5719830871777352,0.5684410279066593,0.5823687404671458,0.0038592781794847,0.0003166963995334,0.0135449893914804,0.0833333333333333,12,0.5580573686888826,0.5373471182741744,0.6356490889453094,0.0006207210880211,-0.1563342930230941,0.0496130825982801,0.25,12,-1.7316969358570464,1.7316969358570464,0.0033301864151097,0.4923076923076923,0.0,,h037,-6.009459692398128e-05,,520,0.0040297816274888,0.0,520.0,-4.1299182318194984e-05,-6.009459692398128e-05,0.9954347817521728,1.4342885375494072,,,,,,,,,0.3956617647058823,True,False,h037:h037_align_amp_k520_g1.015_c520_d606dffd
h037_dual_a420_c60_ga1.03_gc0.84_c480_939c4b24,submission_h037_dual_a420_c60_ga1.03_gc0.84_c480_939c4b24.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_dual_a420_c60_ga1.03_gc0.84_c480_939c4b24.csv,dual_a420_c60_ga1.03_gc0.84,,480.0,188.0,0.0003716836928564,0.009454823429737,,,0.5721932207813164,0.5685482328723029,0.581941161206768,0.0038882020461826,0.0004239013651772,0.0136466300744638,0.0,12,0.5598262969286809,0.5379856948008861,0.6334389926623321,0.0010925290502305,-0.1530547680541037,0.0475172118809236,0.25,12,-1.649015964388003,1.649015964388003,0.0034354499258083,0.5020833333333333,0.0,,h037,-0.0001411236322542,,480,0.0088208566642174,0.0,480.0,-9.728986817253382e-05,-0.0001411236322542,0.946309739066066,1.4469367588932809,,,,,,,,,0.5538970588235294,True,False,h037:h037_dual_a420_c60_ga1.03_gc0.84_c480_939c4b24
h037_dual_a140_c60_ga1.06_gc0.72_c200_b060da3b,submission_h037_dual_a140_c60_ga1.06_gc0.72_c200_b060da3b.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_dual_a140_c60_ga1.06_gc0.72_c200_b060da3b.csv,dual_a140_c60_ga1.06_gc0.72,,200.0,114.0,0.000360507530319,0.0166706843431579,,,0.5711484535981601,0.5684725418287871,0.5810501663521032,0.0030246445999097,0.0003482103216613,0.0118954508048804,0.0,12,0.5582334611179638,0.5390434768308707,0.6314941773367047,0.0020429942128434,-0.1563497493993534,0.0454345095231397,0.25,12,-3.733806112486543,3.733806112486543,0.0186690305624327,0.65,0.0,,h037,-0.0001547210948312,,200,0.0151134986438788,0.0,200.0,-0.0001051919482339,-0.0001547210948312,0.9510876648269174,1.4516798418972332,,,,,,,,,0.6508088235294118,True,False,h037:h037_dual_a140_c60_ga1.06_gc0.72_c200_b060da3b
h037_dual_a140_c220_ga1.03_gc0.84_c360_86c0ad6f,submission_h037_dual_a140_c220_ga1.03_gc0.84_c360_86c0ad6f.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_dual_a140_c220_ga1.03_gc0.84_c360_86c0ad6f.csv,dual_a140_c220_ga1.03_gc0.84,,360.0,174.0,0.0005981234924163,0.0106560272735677,,,0.5720478299643557,0.5685132070973822,0.5833371384176101,0.0037428112292219,0.0003888755902564,0.01508723158814,0.0,12,0.5631308573396534,0.5380666267213501,0.6323579898304774,0.0011449285176573,-0.1465363458614665,0.0465698743676128,0.25,12,-2.6074056769315144,2.6074056769315144,0.0072427935470319,0.5527777777777778,0.0,,h037,-0.000114985519324,,360,0.0099488295974056,0.0,360.0,-7.928841596680258e-05,-0.000114985519324,0.9043961924748174,1.4544466403162055,,,,,,,,,0.5445098039215686,True,False,h037:h037_dual_a140_c220_ga1.03_gc0.84_c360_86c0ad6f
h037_target_S2_ray_k70_g1.07_c70_c856eada,submission_h037_target_S2_ray_k70_g1.07_c70_c856eada.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_target_S2_ray_k70_g1.07_c70_c856eada.csv,target_S2_ray_k70_g1.07,,70.0,70.0,8.761571591425437e-05,0.0053450335794656,,,0.5703250613128366,0.5681410436042791,0.5821219169061108,0.001663432255178,1.7556471821778004e-05,0.012967201358888,0.0833333333333333,12,0.5552803807376439,0.5340304368100748,0.6128329185970128,0.000987014946236,-0.1697979647498047,0.0266420934532486,0.25,12,-5.431036776740314,5.431036776740314,0.0775862396677187,0.9,0.0,,h037,-4.3475297275463665e-05,,70,0.0050166094717539,0.0,70.0,-2.927446997518412e-05,-4.3475297275463665e-05,0.5477055614109904,1.4580039525691697,,,,,,,,,0.4045833333333333,False,False,h037:h037_target_S2_ray_k70_g1.07_c70_c856eada
h037_support_qpull_k80_a0.03_c80_ace847b5,submission_h037_support_qpull_k80_a0.03_c80_ace847b5.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_support_qpull_k80_a0.03_c80_ace847b5.csv,support_qpull_k80,,80.0,56.0,2.26543653065813e-05,0.0045864131785056,,,0.5696629757784928,0.568181245883145,0.58132576819423,0.0010013467208343,5.7758750687708635e-05,0.0121710526470072,0.0833333333333333,12,0.5552010101043788,0.5373634542739743,0.6314951069419357,0.0004398111058298,-0.1629987574232084,0.0453032711193499,0.25,12,-3.938284474141744,3.938284474141744,0.0492285559267718,0.825,0.0,,h037,-2.1942414217361092e-05,,80,0.0030188676542383,0.0,80.0,-1.4088420729304804e-05,-2.1942414217361092e-05,0.9475464414204888,1.459189723320158,,,,,,,,,0.27566176470588233,False,False,h037:h037_support_qpull_k80_a0.03_c80_ace847b5
h037_dual_a420_c60_ga1.1_gc0.55_c480_3d85ee71,submission_h037_dual_a420_c60_ga1.1_gc0.55_c480_3d85ee71.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_dual_a420_c60_ga1.1_gc0.55_c480_3d85ee71.csv,dual_a420_c60_ga1.1_gc0.55,,480.0,188.0,0.0011803499350996,0.027829261203874,,,0.5722296320907225,0.5689361605983559,0.5819572381239941,0.0039246133555888,0.0008118290912302,0.0135566392724512,0.0,12,0.5600181520361972,0.540583006462764,0.63223787550371,0.0035487368818909,-0.1536414967089223,0.0462972540763821,0.25,12,-1.697745700680005,1.697745700680005,0.00353697020975,0.5041666666666667,0.0,,h037,-0.0004148880665782,,480,0.0288535589594632,0.0,480.0,-0.0002856266492134,-0.0004148880665782,0.9579912620803708,1.4627470355731225,,,,,,,,,0.7964950980392157,True,False,h037:h037_dual_a420_c60_ga1.1_gc0.55_c480_3d85ee71
h037_dual_a140_c60_ga1.1_gc0.55_c200_51b3e606,submission_h037_dual_a140_c60_ga1.1_gc0.55_c200_51b3e606.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_dual_a140_c60_ga1.1_gc0.55_c200_51b3e606.csv,dual_a140_c60_ga1.1_gc0.55,,200.0,114.0,0.000590949145468,0.027829261203874,,,0.5711103597333278,0.5686295544232376,0.5810410318036355,0.0029865507350773,0.0004811971591065,0.0118863162564128,0.0,12,0.5584233263421521,0.5404637426821254,0.6306290938734048,0.0033838469002566,-0.1565002533112144,0.0445652134275533,0.25,12,-3.753542038802543,3.753542038802543,0.0187677101940127,0.645,0.0,,h037,-0.0002372673934788,,200,0.0250793050888611,0.0,200.0,-0.0001610394337879,-0.0002372673934788,0.9533279742265288,1.4627470355731227,,,,,,,,,0.7490196078431373,True,False,h037:h037_dual_a140_c60_ga1.1_gc0.55_c200_51b3e606
h037_dual_a140_c60_ga1.03_gc0.84_c200_5a6287f6,submission_h037_dual_a140_c60_ga1.03_gc0.84_c200_5a6287f6.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_dual_a140_c60_ga1.03_gc0.84_c200_5a6287f6.csv,dual_a140_c60_ga1.03_gc0.84,,200.0,114.0,0.000194570846267,0.009454823429737,,,0.5713332973906631,0.5683564543436915,0.5810464816077741,0.0032094883924125,0.0002321228365657,0.0118917660605513,0.0,12,0.5583310878207117,0.5379839422958893,0.6318755511558762,0.0010429572799378,-0.1557648898021559,0.0458355754786709,0.25,12,-3.679114634354877,3.679114634354877,0.0183955731717743,0.65,0.0,,h037,-8.507918236275617e-05,,200,0.0076885805030368,0.0,200.0,-5.797517335332091e-05,-8.507918236275617e-05,0.941602852371866,1.4627470355731227,,,,,,,,,0.4843382352941177,True,False,h037:h037_dual_a140_c60_ga1.03_gc0.84_c200_5a6287f6
h037_align_amp_k520_g1.1_c520_1d1fd59f,submission_h037_align_amp_k520_g1.1_c520_1d1fd59f.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_align_amp_k520_g1.1_c520_1d1fd59f.csv,align_amp_k520_g1.1,,520.0,200.0,0.0010189664973918,0.0266801547649306,,,0.5719996330936885,0.5688740142662829,0.5823560905917187,0.003875824095438,0.0007496827591571,0.0135576762536393,0.0,12,0.5586325371962337,0.5404150006656447,0.6335910263499767,0.00339634080781,-0.1563344646747413,0.0475560165420955,0.25,12,-1.782869852617127,1.782869852617127,0.0034285958704175,0.4942307692307692,0.0,,h037,-0.0003745958440532,,520,0.0268652108499011,0.0,520.0,-0.0002575466158557,-0.0003745958440532,0.9954347817521948,1.4643280632411066,,,,,,,,,0.7904166666666667,True,False,h037:h037_align_amp_k520_g1.1_c520_1d1fd59f
h037_align_amp_k140_g1.1_c140_69a6e9c8,submission_h037_align_amp_k140_g1.1_c140_69a6e9c8.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_align_amp_k140_g1.1_c140_69a6e9c8.csv,align_amp_k140_g1.1,,140.0,84.0,0.0002508948099597,0.0266801547649306,,,0.5696135365485313,0.5684802663813197,0.5811517352488419,0.000982941867726,0.000306463929307,0.0119970197016191,0.0833333333333333,12,0.5564973815376693,0.5402875314308818,0.6312738670528621,0.0032076294887351,-0.161085955411429,0.0450485869405357,0.25,12,-4.055899312753813,4.055899312753813,0.0289707093768129,0.7071428571428572,0.0,,h037,-0.0001686280823404,,140,0.0221131035141152,0.0,140.0,-0.0001128090590985,-0.0001686280823404,0.9901885946379392,1.4643280632411066,,,,,,,,,0.7232843137254903,True,False,h037:h037_align_amp_k140_g1.1_c140_69a6e9c8
h037_align_amp_k140_g1.03_c140_5c62094a,submission_h037_align_amp_k140_g1.03_c140_5c62094a.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_align_amp_k140_g1.03_c140_5c62094a.csv,align_amp_k140_g1.03,,140.0,84.0,7.626220835209144e-05,0.008120918113869,,,0.5695551902175391,0.5682258576491488,0.5811705051311925,0.0008935611598806,0.0001023705166914,0.0120157895839697,0.0833333333333333,12,0.5555952105523547,0.5379068400879721,0.6329714642901801,0.0009632497692984,-0.1610846756026681,0.0467446856910682,0.25,12,-3.9927103586911983,3.9927103586911983,0.0285193597049371,0.7142857142857143,0.0,,h037,-5.367805421916918e-05,,140,0.0066339310542383,0.0,140.0,-3.588234612810234e-05,-5.367805421916918e-05,0.99018859463793,1.4706521739130434,,,,,,,,,0.4323529411764706,True,False,h037:h037_align_amp_k140_g1.03_c140_5c62094a
h037_dual_a420_c60_ga1.06_gc0.72_c480_b1bca9c6,submission_h037_dual_a420_c60_ga1.06_gc0.72_c480_b1bca9c6.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_dual_a420_c60_ga1.06_gc0.72_c480_b1bca9c6.csv,dual_a420_c60_ga1.06_gc0.72,,480.0,188.0,0.0007144818915437,0.0166706843431579,,,0.5722110160392013,0.5687139365320261,0.5819595598077751,0.0039059973040675,0.0005896050249003,0.0135688311510602,0.0,12,0.5597985924282243,0.5390961014815424,0.6330939140554809,0.0021425907364123,-0.1535219260711396,0.0471566663721899,0.25,12,-1.682100481798681,1.682100481798681,0.0035043760037472,0.5020833333333333,0.0,,h037,-0.0002644431817292,,480,0.0173780509662401,0.0,480.0,-0.0001821579242872,-0.0002644431817292,0.9557595163789602,1.4793478260869566,,,,,,,,,0.7112009803921568,True,False,h037:h037_dual_a420_c60_ga1.06_gc0.72_c480_b1bca9c6
h037_dual_a140_c220_ga1.06_gc0.72_c360_90ceae11,submission_h037_dual_a140_c220_ga1.06_gc0.72_c360_90ceae11.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_dual_a140_c220_ga1.06_gc0.72_c360_90ceae11.csv,dual_a140_c220_ga1.06_gc0.72,,360.0,174.0,0.0010682347874888,0.0187254980844957,,,0.5720570956982085,0.5686976700188365,0.5828907592232999,0.0037520769630748,0.0005733385117107,0.0146408523938298,0.0,12,0.5627079410403625,0.5392067519657827,0.6321591691058315,0.0022230474290229,-0.1478016902571112,0.0463341639583763,0.25,12,-2.6381010718303237,2.6381010718303237,0.007328058532862,0.5527777777777778,0.0,,h037,-0.0001951941331793,,360,0.0190689345590242,0.0,360.0,-0.0001339727962073,-0.0001951941331793,0.9205370275978147,1.4955533596837944,,,,,,,,,0.6943627450980392,True,False,h037:h037_dual_a140_c220_ga1.06_gc0.72_c360_90ceae11
h037_align_amp_k520_g1.06_c520_2ee55c02,submission_h037_align_amp_k520_g1.06_c520_2ee55c02.csv,/Users/kbsoo/Downloads/cl2/hitl/h037_fixed_point_translator_jepa/submission_h037_align_amp_k520_g1.06_c520_2ee55c02.csv,align_amp_k520_g1.06,,520.0,200.0,0.0006129199632582,0.0161431755919518,,,0.5719916459682335,0.5686713625413315,0.5823618327036926,0.0038678369699831,0.0005470310342058,0.0135519173524119,0.0,12,0.5583637294853507,0.5389701641317971,0.6345591809992948,0.0020310872703638,-0.1563343867575453,0.0485237188360203,0.25,12,-1.767094750344549,1.767094750344549,0.0033982591352779,0.4884615384615384,0.0,,h037,-0.0002320589557618,,520,0.0161191265099529,0.0,520.0,-0.000159518317734,-0.0002320589557618,0.9954347817521922,1.498320158102767,,,,,,,,,0.6963725490196078,True,False,h037:h037_align_amp_k520_g1.06_c520_2ee55c02
