decision,promote,selected_candidate_id,selected_file,selected_resolved_path,family,source_vector,projection_mode,forbid_basis,forbid_pcs,route_mask,world_cell_delta_vs_h012,posterior_delta_vs_h012,pre_h012_h024_margin_vs_h012_median,pre_h012_h024_support_better_than_h012,h025_score,rowperm_real_top1200_sum,rowperm_p_perm_ge_real,reason
do_not_promote,False,h039_transition_world_allow_cone_world_bad_pc8_exception_k238_cap0.022_583e2255,submission_h039_transition_world_allow_cone_world_bad_pc8_exception_k238_cap0.022_583e2255.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_transition_world_allow_cone_world_bad_pc8_exception_k238_cap0.022_583e2255.csv,transition_world_allow_cone,transition_world,allow_cone,world_bad,8,exception,-1.8978239482566133e-05,-9.471448890314532e-06,0.00023874370592030791,0.25,1.643644207234927,-1.643644207234927,0.51,world-cell gain too small; posterior gain too small; H024 pre-H012 margin not below H012; H024 support below 55%; H025 row permutation stress weak
