pc,singular,energy,cum_energy,basis
1,16.299840542106203,0.651576382186063,0.651576382186063,all_bad
2,4.644162434291024,0.052894854249798486,0.7044712364358614,all_bad
3,4.1254075297369575,0.04173806741550486,0.7462093038513663,all_bad
4,3.913165481118649,0.0375539003965964,0.7837632042479628,all_bad
5,3.5755380246548163,0.03135316762072555,0.8151163718686883,all_bad
6,3.4303340328581036,0.02885834668455952,0.8439747185532479,all_bad
7,3.3138117738424575,0.02693111259461018,0.8709058311478581,all_bad
8,3.1884987833787055,0.0249328046064716,0.8958386357543298,all_bad
9,2.8595942479105876,0.020054297438356773,0.9158929331926865,all_bad
10,2.3565134350506174,0.01361878810008528,0.9295117212927718,all_bad
11,2.2042127088369474,0.01191531769971195,0.9414270389924838,all_bad
12,1.8277452943153865,0.008192755066633575,0.9496197940591173,all_bad
13,1.5051050537545216,0.005555616388138933,0.9551754104472563,all_bad
14,1.4465429273913715,0.0051317001806149565,0.9603071106278712,all_bad
15,1.3896693999515022,0.004736108155619124,0.9650432187834903,all_bad
16,1.1498456985315286,0.0032424833310201605,0.9682857021145105,all_bad
17,1.140166449578518,0.0031881235036699935,0.9714738256181805,all_bad
18,1.0402226681005293,0.0026536964860047222,0.9741275221041853,all_bad
19,1.0066389345282725,0.0024851125934658934,0.9766126346976511,all_bad
20,0.8697242888358684,0.00185507648341581,0.9784677111810669,all_bad
21,0.8518689068609709,0.001779689163296574,0.9802474003443635,all_bad
22,0.8278031540035524,0.0016805551762974769,0.981927955520661,all_bad
23,0.7308530240999969,0.0013099620643836638,0.9832379175850448,all_bad
24,0.7022421667119281,0.0012094068645219973,0.9844473244495667,all_bad
25,0.6755138966298667,0.0011190956247108064,0.9855664200742775,all_bad
26,0.6674685924298461,0.0010925977256038052,0.9866590177998813,all_bad
27,0.5991781741560401,0.000880461951127231,0.9875394797510085,all_bad
28,0.5953853468062708,0.0008693504957976241,0.9884088302468061,all_bad
29,0.5794241414679354,0.0008233638480276923,0.9892321940948339,all_bad
30,0.554767333029939,0.0007547799978684073,0.9899869740927023,all_bad
31,0.5377757491508895,0.0007092527856789531,0.9906962268783812,all_bad
32,0.5316020000008463,0.0006930615965765541,0.9913892884749578,all_bad
33,0.5194473631164563,0.0006617313563623937,0.9920510198313202,all_bad
34,0.49810010595680776,0.0006084598003141158,0.9926594796316343,all_bad
35,0.48458164951167093,0.0005758807349163668,0.9932353603665506,all_bad
36,0.461490725013818,0.0005223054727666269,0.9937576658393172,all_bad
37,0.42020299251686877,0.00043302892239271225,0.99419069476171,all_bad
38,0.4051084915795034,0.0004024772302373392,0.9945931719919473,all_bad
39,0.3998627314602145,0.000392121340816287,0.9949852933327635,all_bad
40,0.38744664194047057,0.00036814798233750484,0.9953534413151011,all_bad
41,0.3793582507796442,0.00035293740692769667,0.9957063787220287,all_bad
42,0.3667937822592417,0.00032994576053056875,0.9960363244825593,all_bad
43,0.339243012740154,0.0002822412229091584,0.9963185657054685,all_bad
44,0.3366175362274605,0.00027788947372518123,0.9965964551791937,all_bad
45,0.33011991397230755,0.0002672649876453572,0.9968637201668391,all_bad
46,0.32606142900557783,0.0002607338860129131,0.997124454052852,all_bad
47,0.31202858153623697,0.00023877418753356772,0.9973632282403856,all_bad
48,0.3070804202616814,0.0002312612533011672,0.9975944894936868,all_bad
49,0.29730095312235966,0.00021676603082890973,0.9978112555245157,all_bad
50,0.28680408515199485,0.00020172944251571783,0.9980129849670314,all_bad
51,0.2809303727355473,0.0001935512645795946,0.998206536231611,all_bad
52,0.27951030713943487,0.0001915994584412811,0.9983981356900523,all_bad
53,0.27347155866508743,0.00018340997606541606,0.9985815456661177,all_bad
54,0.27015805324391734,0.0001789923453099437,0.9987605380114276,all_bad
55,0.26358605154392034,0.00017038975222339472,0.998930927763651,all_bad
56,0.2527858279241204,0.00015671265438915933,0.9990876404180402,all_bad
57,0.24098675773314573,0.00014242459057598885,0.9992300650086162,all_bad
58,0.23775876982619273,0.00013863462512314054,0.9993686996337393,all_bad
59,0.23070371739064047,0.00013052923938039308,0.9994992288731197,all_bad
60,0.22089875965879205,0.00011966996857629014,0.999618898841696,all_bad
61,0.21206069518781426,0.00011028564410015123,0.9997291844857962,all_bad
62,0.2028917872647456,0.00010095493605143842,0.9998301394218476,all_bad
63,0.18739714814703173,8.612407632404544e-05,0.9999162634981716,all_bad
64,0.18478133300480734,8.373650182868264e-05,1.0000000000000002,all_bad
1,14.840044021474522,0.7408223156349633,0.7408223156349633,world_bad
2,3.936494166704369,0.052127020495884586,0.7929493361308478,world_bad
3,3.1844819434473717,0.03411310562538785,0.8270624417562357,world_bad
4,2.964404281904313,0.029560960517108686,0.8566234022733443,world_bad
5,2.8587732000244936,0.027491794046223324,0.8841151963195677,world_bad
6,2.6414677554275223,0.023471146530232988,0.9075863428498007,world_bad
7,2.526062527579512,0.021465048318817043,0.9290513911686177,world_bad
8,2.0710550619108004,0.01442869217966261,0.9434800833482803,world_bad
9,1.9535213882515852,0.012837487050940616,0.9563175703992208,world_bad
10,1.8498814992904806,0.01151148880843874,0.9678290592076596,world_bad
11,1.3170735850835333,0.005835307637915261,0.9736643668455749,world_bad
12,0.9893159733908106,0.0032924085435223375,0.9769567753890972,world_bad
13,0.9287314275340375,0.002901509263926126,0.9798582846530233,world_bad
14,0.8051468487747149,0.0021806897014328397,0.9820389743544561,world_bad
15,0.7578383208444832,0.0019319540889665677,0.9839709284434226,world_bad
16,0.7241938259464893,0.0017642223250159332,0.9857351507684385,world_bad
17,0.6514499933787176,0.001427597719645699,0.9871627484880843,world_bad
18,0.5789336938436277,0.0011274604853742415,0.9882902089734585,world_bad
19,0.5732259630488965,0.001105338717892114,0.9893955476913506,world_bad
20,0.5362234069024537,0.0009672421479342751,0.9903627898392849,world_bad
21,0.5140241311509033,0.0008888136033837913,0.9912516034426687,world_bad
22,0.4883034959416411,0.0008020904485287068,0.9920536938911975,world_bad
23,0.4509065546799908,0.000683938063932773,0.9927376319551302,world_bad
24,0.4373841793809908,0.000643531511735441,0.9933811634668657,world_bad
25,0.42663866478439383,0.0006122997760128121,0.9939934632428785,world_bad
26,0.3856921343046715,0.0005004091494636444,0.9944938723923422,world_bad
27,0.3437829554539761,0.00039756885885058505,0.9948914412511928,world_bad
28,0.33704652017678494,0.0003821407686697419,0.9952735820198625,world_bad
29,0.33178850713046004,0.0003703107795223034,0.9956438927993848,world_bad
30,0.3205828801683939,0.00034571986144422636,0.9959896126608291,world_bad
31,0.3161687697498506,0.0003362649612387473,0.9963258776220678,world_bad
32,0.3006743440586681,0.0003041140059188511,0.9966299916279867,world_bad
33,0.2913269575821236,0.00028549928460961765,0.9969154909125963,world_bad
34,0.28038308729678363,0.0002644522731665926,0.997179943185763,world_bad
35,0.2682971610928608,0.00024214518199598762,0.9974220883677589,world_bad
36,0.2563302522971405,0.00022102602207835014,0.9976431143898372,world_bad
37,0.23990189733514514,0.00019360253652774437,0.997836716926365,world_bad
38,0.2309529112880979,0.0001794281419392664,0.9980161450683043,world_bad
39,0.20712609694901857,0.0001443156136921211,0.9981604606819964,world_bad
40,0.19968871832685772,0.0001341376633122969,0.9982945983453086,world_bad
41,0.1960993350381112,0.00012935878254307582,0.9984239571278517,world_bad
42,0.1891406583917631,0.00012034095967110071,0.9985442980875228,world_bad
43,0.18237719202573097,0.00011188831334894065,0.9986561864008717,world_bad
44,0.17766989082223536,0.00010618699932485087,0.9987623734001966,world_bad
45,0.17049732868425768,9.77864850119836e-05,0.9988601598852086,world_bad
46,0.16924878778797697,9.635956065557714e-05,0.9989565194458642,world_bad
47,0.16419668506273485,9.069272424661997e-05,0.9990472121701108,world_bad
48,0.15756482742895184,8.35145670156527e-05,0.9991307267371264,world_bad
49,0.15663379764887583,8.253052978424356e-05,0.9992132572669107,world_bad
50,0.15319025197289574,7.894160256145058e-05,0.9992921988694722,world_bad
51,0.150302330228195,7.599326517808384e-05,0.9993681921346502,world_bad
52,0.14476136745052648,7.049349311161493e-05,0.9994386856277618,world_bad
53,0.14205654875249168,6.788380796465784e-05,0.9995065694357265,world_bad
54,0.1346201000589463,6.0962602049968246e-05,0.9995675320377765,world_bad
55,0.12899765269925764,5.5976700152161814e-05,0.9996235087379286,world_bad
56,0.12514429009082925,5.2682424761398114e-05,0.99967619116269,world_bad
57,0.1210308711805348,4.927606237206995e-05,0.9997254672250621,world_bad
58,0.11828357317399046,4.70644023851972e-05,0.9997725316274473,world_bad
59,0.11398422769783774,4.3705208817223186e-05,0.9998162368362645,world_bad
60,0.11168688500965923,4.196121303470885e-05,0.9998581980492992,world_bad
61,0.10638062822157623,3.806876420716993e-05,0.9998962668135064,world_bad
62,0.10218005498473802,3.512173337567562e-05,0.9999313885468821,world_bad
63,0.10172687636737053,3.481088752360865e-05,0.9999661994344058,world_bad
64,0.1002397892671998,3.380056559458725e-05,1.0000000000000004,world_bad
1,2.9203574320466803,0.2753956095530132,0.2753956095530132,survivor
2,2.004782810611823,0.12978355120138646,0.40517916075439964,survivor
3,1.739552939330211,0.09771478787591127,0.5028939486303109,survivor
4,1.6943825276628197,0.0927060169323729,0.5955999655626838,survivor
5,1.5474863473109965,0.07732833260285504,0.6729282981655389,survivor
6,1.5246233249628227,0.07506026836925915,0.7479885665347981,survivor
7,1.472155936779033,0.06998301082284719,0.8179715773576453,survivor
8,1.2029347664364505,0.04672713427253851,0.8646987116301837,survivor
9,1.083346808833643,0.03789832451581149,0.9025970361459952,survivor
10,0.8087685959448271,0.02112192773626054,0.9237189638822557,survivor
11,0.6639630075331951,0.014235501139297516,0.9379544650215532,survivor
12,0.5822522387372195,0.010947307761992318,0.9489017727835455,survivor
13,0.49289853945420975,0.007845128399957763,0.9567469011835033,survivor
14,0.4652824765802595,0.006990663320719941,0.9637375645042232,survivor
15,0.40921368074926157,0.005407359980581281,0.9691449244848045,survivor
16,0.3895185592973963,0.004899382018522526,0.9740443065033271,survivor
17,0.34950744063426453,0.003944553448968594,0.9779888599522957,survivor
18,0.3206870216454395,0.0033208385494670183,0.9813096985017626,survivor
19,0.3153503675838712,0.003211231953253757,0.9845209304550164,survivor
20,0.3016249671486404,0.002937782021388226,0.9874587124764047,survivor
21,0.28267805590484146,0.0025802939561571925,0.9900390064325619,survivor
22,0.23502413366376973,0.0017836511346475744,0.9918226575672096,survivor
23,0.20201768487684385,0.001317843300341664,0.9931405008675512,survivor
24,0.17596069188816013,0.0009998073277437717,0.994140308195295,survivor
25,0.17428188599131864,0.0009808204121279315,0.9951211286074229,survivor
26,0.15124450372484674,0.0007386593438184,0.9958597879512413,survivor
27,0.14977846333413186,0.000724408828765059,0.9965841967800063,survivor
28,0.1305856055777879,0.000550649955250244,0.9971348467352565,survivor
29,0.11364101636996485,0.0004170183945659473,0.9975518651298225,survivor
30,0.09624230743549783,0.00029910043665031747,0.9978509655664728,survivor
31,0.09514301039405804,0.0002923067005898227,0.9981432722670626,survivor
32,0.09025563425120696,0.00026304717279806273,0.9984063194398606,survivor
33,0.08410382510000212,0.00022841072378899786,0.9986347301636496,survivor
34,0.07514996445419264,0.00018236544573754692,0.9988170956093871,survivor
35,0.07038145914788002,0.00015995636499619117,0.9989770519743834,survivor
36,0.06676938599566185,0.00014395931070460295,0.999121011285088,survivor
37,0.06529431986238034,0.00013766888604255164,0.9992586801711305,survivor
38,0.06061599020842343,0.00011864772127402364,0.9993773278924045,survivor
39,0.05577230909339757,0.00010044359416785317,0.9994777714865724,survivor
40,0.049263243063209367,7.836659742972237e-05,0.9995561380840021,survivor
41,0.048626572983859646,7.635409253037351e-05,0.9996324921765325,survivor
42,0.04712238436909519,7.170336020643239e-05,0.999704195536739,survivor
43,0.045136986328929644,6.578851926557916e-05,0.9997699840560045,survivor
44,0.0444611766308303,6.383324124391758e-05,0.9998338172972484,survivor
45,0.03865372973826716,4.8246721269171964e-05,0.9998820640185175,survivor
46,0.035641680800875396,4.1020537465511465e-05,0.999923084555983,survivor
47,0.035202466585940916,4.001577047508972e-05,0.9999631003264581,survivor
48,0.033804052319736745,3.689967354181436e-05,0.9999999999999999,survivor
