source_candidate_id,source_experiment,candidate_id,norm,weight,world_cell_delta_vs_h012,pre_h012_h024_margin_vs_h012_median,pre_h012_h024_support_better_than_h012
h037:h037_target_S2_ray_k207_g1.03_c207_d058a7a3,h037,h037_target_S2_ray_k207_g1.03_c207_d058a7a3,0.840917321553761,0.09808823529411764,-2.421188680397564e-05,0.0002906446761813,0.4166666666666667
h037:h037_target_S2_ray_k120_g1.03_c120_6cd3bc22,h037,h037_target_S2_ray_k120_g1.03_c120_6cd3bc22,0.8393134451523672,0.21779411764705883,-2.3147624449453037e-05,0.000296295522045,0.25
h037:h037_target_S2_ray_k70_g1.03_c70_e0f3a925,h037,h037_target_S2_ray_k70_g1.03_c70_e0f3a925,0.8382741818853088,0.22034313725490193,-1.918071119244485e-05,0.0003454316167714,0.25
h037:h037_target_Q2_ray_k120_g1.07_c105_17bd9b1d,h037,h037_target_Q2_ray_k120_g1.07_c105_17bd9b1d,0.10804112500745772,0.21568627450980393,-1.263395396995705e-05,0.0001035965592871,0.25
h037:h037_target_Q2_ray_k105_g1.07_c105_17bd9b1d,h037,h037_target_Q2_ray_k105_g1.07_c105_17bd9b1d,0.10804112500745772,0.21568627450980393,-1.263395396995705e-05,0.0001035965592871,0.25
h037:h037_target_Q2_ray_k120_g1.03_c105_3f682eb0,h037,h037_target_Q2_ray_k120_g1.03_c105_3f682eb0,0.04630333928891077,0.206078431372549,-5.673315685967203e-06,6.306884337220486e-05,0.25
h037:h037_target_Q2_ray_k105_g1.03_c105_3f682eb0,h037,h037_target_Q2_ray_k105_g1.03_c105_3f682eb0,0.04630333928891077,0.206078431372549,-5.673315685967203e-06,6.306884337220486e-05,0.25
h037:h037_target_S1_ray_k35_g0.94_c35_05824796,h037,h037_target_S1_ray_k35_g0.94_c35_05824796,2.028251881215066,0.12475490196078431,1.7346535050109436e-05,-0.0017290003044408,0.5833333333333334
h037:h037_target_Q2_ray_k70_g1.07_c70_75a4c987,h037,h037_target_Q2_ray_k70_g1.07_c70_75a4c987,0.09482533174457224,0.21823529411764703,-1.188762766160166e-05,8.003985585669504e-05,0.25
h037:h037_conflict_damp_k100_g0.84_c100_95f8a4ff,h037,h037_conflict_damp_k100_g0.84_c100_95f8a4ff,0.46662102171551245,0.3222549019607843,-4.503194739559075e-05,0.0003355733310634,0.25
h037:h037_target_Q2_ray_k70_g1.03_c70_30852f46,h037,h037_target_Q2_ray_k70_g1.03_c70_30852f46,0.04063942789053102,0.21046568627450982,-5.292934165522932e-06,4.7819753109357155e-05,0.25
h037:h037_target_Q2_ray_k120_g0.94_c105_d4b29d62,h037,h037_target_Q2_ray_k120_g0.94_c105_d4b29d62,0.09260667857782064,0.20609068627450983,1.251539119329105e-05,9.055769293886408e-05,0.25
h037:h037_conflict_damp_k160_g0.84_c160_9fe98875,h037,h037_conflict_damp_k160_g0.84_c160_9fe98875,0.5132518988344168,0.3548039215686275,-5.738041148050655e-05,0.0003800929479348,0.25
h037:h037_target_Q2_ray_k105_g0.94_c105_d4b29d62,h037,h037_target_Q2_ray_k105_g0.94_c105_d4b29d62,0.09260667857782064,0.20621323529411767,1.251539119329105e-05,9.055769293886408e-05,0.25
h037:h037_conflict_damp_k60_g0.84_c60_cd9cdd5e,h037,h037_conflict_damp_k60_g0.84_c60_cd9cdd5e,0.4149920193742211,0.2916666666666667,-3.1401128143586975e-05,0.0002901707686208,0.25
h037:h037_target_Q2_ray_k35_g1.07_c35_2ab083ac,h037,h037_target_Q2_ray_k35_g1.07_c35_2ab083ac,0.07743406626653856,0.22686274509803922,-1.0460923045854848e-05,6.086479567524172e-05,0.25
h037:h037_conflict_damp_k100_g0.92_c100_f5f9f377,h037,h037_conflict_damp_k100_g0.92_c100_f5f9f377,0.23331051085775215,0.27117647058823524,-2.3912397703430857e-05,0.0001756503370775,0.25
h037:h037_target_Q2_ray_k35_g1.03_c35_e56e6346,h037,h037_target_Q2_ray_k35_g1.03_c35_e56e6346,0.033186028399945104,0.22203431372549018,-4.615841092175586e-06,3.2297926730484594e-05,0.25
h037:h037_conflict_damp_k160_g0.92_c160_15668f6c,h037,h037_conflict_damp_k160_g0.92_c160_15668f6c,0.2566259494172041,0.2908823529411765,-3.091594892255593e-05,0.0002152588410715,0.25
h037:h037_align_amp_k40_g1.015_c40_71db5bf9,h037,h037_align_amp_k40_g1.015_c40_71db5bf9,0.7306347150750525,0.1536029411764706,-2.665013083522394e-07,0.0003574041208926,0.3333333333333333
