candidate_id,file,resolved_path,changed_cells_vs_h012,changed_rows_vs_h012,mean_abs_prob_move_h012,max_abs_prob_move_h012,mean_abs_logit_move_h012,max_abs_logit_move_h012,world_cell_delta_vs_h012,posterior_delta_vs_h012,memory_delta_vs_h012,family,source_vector,projection_mode,forbid_basis,forbid_pcs,route_mask,k,cap,cosine_to_world,cosine_to_h012_ray,forbidden_cosine,first_order_gain_sum
h039_transition_world_double_null_world_bad_pc8_transition_high_support_k48_cap0.022_e3bf73d7,submission_h039_transition_world_double_null_world_bad_pc8_transition_high_support_k48_cap0.022_e3bf73d7.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_transition_world_double_null_world_bad_pc8_transition_high_support_k48_cap0.022_e3bf73d7.csv,48,42,8.127839768022698e-05,0.005944302901805365,0.015258602888965486,0.02968306456318263,-2.2669482704169434e-05,-5.321327623939191e-06,2.1779839410816635e-05,transition_world_double_null,transition_world,double_null,world_bad,8,transition_high_support,48,0.022,0.06284668875005706,0.015974492763356468,0.07121574702662774,0.06524160977402084
h039_world_double_null_world_bad_pc24_exception_k120_cap0.022_904502ce,submission_h039_world_double_null_world_bad_pc24_exception_k120_cap0.022_904502ce.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_world_double_null_world_bad_pc24_exception_k120_cap0.022_904502ce.csv,120,94,0.00018047802533577507,0.009868230023930724,0.01337144333419652,0.044,-1.996785176915961e-05,-9.998439348392184e-06,0.00011096969321610906,world_double_null,world,double_null,world_bad,24,exception,120,0.022,0.09286581988353834,0.043915397117539896,0.301925150228759,0.04869051825796898
h039_transition_world_allow_cone_all_bad_pc24_support_k120_cap0.022_459048c9,submission_h039_transition_world_allow_cone_all_bad_pc24_support_k120_cap0.022_459048c9.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_transition_world_allow_cone_all_bad_pc24_support_k120_cap0.022_459048c9.csv,120,93,0.00012071407640484935,0.010992522127324711,0.008905589066584419,0.044,-1.9946437300872365e-05,-1.1601712631186366e-05,8.583346685160777e-06,transition_world_allow_cone,transition_world,allow_cone,all_bad,24,support,120,0.022,0.05510529811818077,0.038510359154262805,0.35565967330794296,0.004969029347534813
h039_posterior_world_mix_allow_cone_all_bad_pc8_exception_k280_cap0.022_6227ae29,submission_h039_posterior_world_mix_allow_cone_all_bad_pc8_exception_k280_cap0.022_6227ae29.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_posterior_world_mix_allow_cone_all_bad_pc8_exception_k280_cap0.022_6227ae29.csv,280,166,9.448327960346589e-05,0.007751920459519224,0.006316140877028388,0.044,-2.567162084812743e-05,-1.2839023265118382e-05,0.0002250566125602533,posterior_world_mix_allow_cone,posterior_world_mix,allow_cone,all_bad,8,exception,280,0.022,0.5988074938259301,0.5761179935251257,0.6229676412101071,0.07372630029341445
h039_posterior_world_mix_remove_only_world_bad_pc24_transition_high_support_k120_cap0.022_9535b362,submission_h039_posterior_world_mix_remove_only_world_bad_pc24_transition_high_support_k120_cap0.022_9535b362.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_posterior_world_mix_remove_only_world_bad_pc24_transition_high_support_k120_cap0.022_9535b362.csv,120,94,0.00016769545397567835,0.006293235145610976,0.013112105936021135,0.03955541960260259,-1.9801696071915706e-05,-1.2950783119332944e-05,0.00011364143768055096,posterior_world_mix_remove_only,posterior_world_mix,remove_only,world_bad,24,transition_high_support,120,0.022,0.08397668399522508,0.04868926262668943,0.3064750270736757,0.04295685351064286
h039_world_allow_cone_world_bad_pc8_transition_high_support_k48_cap0.022_6fd60b7c,submission_h039_world_allow_cone_world_bad_pc8_transition_high_support_k48_cap0.022_6fd60b7c.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_world_allow_cone_world_bad_pc8_transition_high_support_k48_cap0.022_6fd60b7c.csv,48,43,4.777013385532034e-05,0.009203703016088305,0.009783456402746133,0.044,-1.4627277180920756e-05,-7.629385240395336e-06,4.4664637077944406e-05,world_allow_cone,world,allow_cone,world_bad,8,transition_high_support,48,0.022,0.06358173146445792,0.034593740788879446,0.05675828636075813,0.07901635220092032
h039_posterior_world_mix_double_null_world_bad_pc24_exception_k120_cap0.022_775c1fda,submission_h039_posterior_world_mix_double_null_world_bad_pc24_exception_k120_cap0.022_775c1fda.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_posterior_world_mix_double_null_world_bad_pc24_exception_k120_cap0.022_775c1fda.csv,120,93,0.00018020240797620308,0.007928092271378306,0.013783752269670794,0.044,-1.9657109776709978e-05,-1.2450741643476591e-05,0.00012391885062066366,posterior_world_mix_double_null,posterior_world_mix,double_null,world_bad,24,exception,120,0.022,0.0918352728791367,0.04982406343395653,0.31192850165920505,0.04474885645267642
h039_posterior_world_mix_allow_cone_all_bad_pc8_exception_k48_cap0.022_4993494f,submission_h039_posterior_world_mix_allow_cone_all_bad_pc8_exception_k48_cap0.022_4993494f.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_posterior_world_mix_allow_cone_all_bad_pc8_exception_k48_cap0.022_4993494f.csv,48,44,5.4834563610919725e-05,0.007021390774935132,0.011277740026445519,0.039808140930768246,-1.6213463005344783e-05,-7.893265706179764e-06,5.641301206418104e-05,posterior_world_mix_allow_cone,posterior_world_mix,allow_cone,all_bad,8,exception,48,0.022,0.08027286838328584,0.04246008912021389,0.055570706407872976,0.05654096797791082
h039_world_double_null_world_bad_pc8_world_high_support_k48_cap0.022_2a4a6b96,submission_h039_world_double_null_world_bad_pc8_world_high_support_k48_cap0.022_2a4a6b96.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_world_double_null_world_bad_pc8_world_high_support_k48_cap0.022_2a4a6b96.csv,48,46,6.432733336612948e-05,0.005445164821506809,0.013052916230390973,0.026611568590729936,-2.5217807202337526e-05,-4.031464377776529e-06,-4.320145128309341e-05,world_double_null,world,double_null,world_bad,8,world_high_support,48,0.022,0.0833109322385207,0.014722397962766283,0.060112807210203116,0.12263374590662404
h039_transition_world_allow_cone_all_bad_pc8_support_k48_cap0.022_0613136b,submission_h039_transition_world_allow_cone_all_bad_pc8_support_k48_cap0.022_0613136b.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_transition_world_allow_cone_all_bad_pc8_support_k48_cap0.022_0613136b.csv,48,44,5.407027283262731e-05,0.007829030181099927,0.012385856360538424,0.03737795570299128,-1.975520985089322e-05,-7.8829795315035e-06,6.959914934775946e-05,transition_world_allow_cone,transition_world,allow_cone,all_bad,8,support,48,0.022,0.09331876991760278,0.04101753054405505,0.0974126892464825,0.08233114430055703
h039_transition_world_remove_only_world_bad_pc24_transition_high_support_k120_cap0.022_54c4ac25,submission_h039_transition_world_remove_only_world_bad_pc24_transition_high_support_k120_cap0.022_54c4ac25.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_transition_world_remove_only_world_bad_pc24_transition_high_support_k120_cap0.022_54c4ac25.csv,120,96,0.00015985649644449022,0.0071118142943258356,0.012706172499312303,0.044,-2.888086362131381e-05,-8.394850035880608e-06,6.105802474077163e-05,transition_world_remove_only,transition_world,remove_only,world_bad,24,transition_high_support,120,0.022,0.10936844852890927,0.03954026509248745,0.33471123702401234,0.05659005098029682
h039_posterior_world_mix_remove_only_world_bad_pc24_exception_k120_cap0.022_c16a42f0,submission_h039_posterior_world_mix_remove_only_world_bad_pc24_exception_k120_cap0.022_c16a42f0.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_posterior_world_mix_remove_only_world_bad_pc24_exception_k120_cap0.022_c16a42f0.csv,120,93,0.00018921760804605712,0.008043094834103703,0.014194600002100469,0.03859169875780452,-1.925258646072852e-05,-1.280780667201512e-05,0.00012142345052244875,posterior_world_mix_remove_only,posterior_world_mix,remove_only,world_bad,24,exception,120,0.022,0.08008198935841719,0.046580567124735926,0.2879005985911294,0.04320019070450681
h039_transition_world_allow_cone_world_bad_pc8_transition_high_support_k48_cap0.022_d33c0a21,submission_h039_transition_world_allow_cone_world_bad_pc8_transition_high_support_k48_cap0.022_d33c0a21.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_transition_world_allow_cone_world_bad_pc8_transition_high_support_k48_cap0.022_d33c0a21.csv,48,44,4.823337261900022e-05,0.009203703016088305,0.010364992015252074,0.044,-1.5570166235495108e-05,-7.925910754843845e-06,4.8902905277736326e-05,transition_world_allow_cone,transition_world,allow_cone,world_bad,8,transition_high_support,48,0.022,0.07213288658435564,0.03820288871874185,0.06459905314233003,0.05999986411113008
h039_transition_world_allow_cone_world_bad_pc24_world_high_support_k48_cap0.022_a6429d92,submission_h039_transition_world_allow_cone_world_bad_pc24_world_high_support_k48_cap0.022_a6429d92.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_transition_world_allow_cone_world_bad_pc24_world_high_support_k48_cap0.022_a6429d92.csv,48,40,4.63778546418801e-05,0.010496093401649698,0.010024868981607536,0.044,-1.947718719670339e-05,-1.0505125237992156e-05,3.139071184303059e-05,transition_world_allow_cone,transition_world,allow_cone,world_bad,24,world_high_support,48,0.022,0.07634108802111526,0.04653263355885781,0.272824082296495,0.0023616938365599964
h039_transition_world_allow_cone_world_bad_pc24_exception_k48_cap0.06_64e6e041,submission_h039_transition_world_allow_cone_world_bad_pc24_exception_k48_cap0.06_64e6e041.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_transition_world_allow_cone_world_bad_pc24_exception_k48_cap0.06_64e6e041.csv,48,43,0.0001573725613392392,0.022056220233477752,0.027652796667832685,0.12,-1.4891414475671419e-05,-9.538598393697929e-06,8.218273606227135e-05,transition_world_allow_cone,transition_world,allow_cone,world_bad,24,exception,48,0.06,0.03151630532666839,0.026379534552541817,0.19763694710395843,0.0021069507460041385
h039_transition_world_allow_cone_world_bad_pc24_transition_high_support_k120_cap0.022_0c64ca64,submission_h039_transition_world_allow_cone_world_bad_pc24_transition_high_support_k120_cap0.022_0c64ca64.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_transition_world_allow_cone_world_bad_pc24_transition_high_support_k120_cap0.022_0c64ca64.csv,120,78,8.569239979152957e-05,0.010897494413835362,0.006886131774454409,0.044,-1.7514653184298342e-05,-1.1405277383517289e-05,5.148355954861566e-05,transition_world_allow_cone,transition_world,allow_cone,world_bad,24,transition_high_support,120,0.022,0.05224203841167453,0.03800571805743167,0.26879708182755074,0.0026706252805692226
h039_posterior_world_mix_allow_cone_world_bad_pc8_support_k120_cap0.022_a1477239,submission_h039_posterior_world_mix_allow_cone_world_bad_pc8_support_k120_cap0.022_a1477239.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_posterior_world_mix_allow_cone_world_bad_pc8_support_k120_cap0.022_a1477239.csv,120,103,0.00010721631193736328,0.009203703016088305,0.008405146687866212,0.044,-2.4155263500837288e-05,-6.470439433771675e-06,9.863103007915164e-05,posterior_world_mix_allow_cone,posterior_world_mix,allow_cone,world_bad,8,support,120,0.022,0.06070648891149685,0.015954057979042785,0.11914384677948085,0.08860194934133175
h039_posterior_world_mix_double_null_world_bad_pc24_transition_high_support_k120_cap0.022_5c546457,submission_h039_posterior_world_mix_double_null_world_bad_pc24_transition_high_support_k120_cap0.022_5c546457.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_posterior_world_mix_double_null_world_bad_pc24_transition_high_support_k120_cap0.022_5c546457.csv,120,95,0.00016703074577983836,0.006307538287389003,0.013274008020315397,0.044,-2.066890615006448e-05,-1.3417957204484231e-05,0.00011856389095738186,posterior_world_mix_double_null,posterior_world_mix,double_null,world_bad,24,transition_high_support,120,0.022,0.09384476887892632,0.05301764035857413,0.3224357097598281,0.04488828017393486
h039_transition_world_double_null_world_bad_pc24_world_high_support_k132_cap0.022_0186961b,submission_h039_transition_world_double_null_world_bad_pc24_world_high_support_k132_cap0.022_0186961b.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_transition_world_double_null_world_bad_pc24_world_high_support_k132_cap0.022_0186961b.csv,132,102,8.916915943976544e-05,0.0069204410117238435,0.010066284224060357,0.044,-3.681384768956373e-05,-7.709815561155036e-06,-1.6189811598032585e-05,transition_world_double_null,transition_world,double_null,world_bad,24,world_high_support,132,0.022,0.3820319683423179,0.31637131743945973,0.5211916248455002,0.07343503131359236
h039_posterior_world_mix_double_null_world_bad_pc8_exception_k48_cap0.022_eaaa98b2,submission_h039_posterior_world_mix_double_null_world_bad_pc8_exception_k48_cap0.022_eaaa98b2.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_posterior_world_mix_double_null_world_bad_pc8_exception_k48_cap0.022_eaaa98b2.csv,48,41,8.237053389272308e-05,0.006236369034818057,0.015038980528589383,0.0253135012793024,-1.56012230336173e-05,-8.25903354718945e-06,5.190717217912456e-05,posterior_world_mix_double_null,posterior_world_mix,double_null,world_bad,8,exception,48,0.022,0.05084475355806331,0.029645336120835756,0.0338146302048036,0.049341857991424064
h039_world_allow_cone_all_bad_pc8_transition_high_support_k48_cap0.022_1ff19ad3,submission_h039_world_allow_cone_all_bad_pc8_transition_high_support_k48_cap0.022_1ff19ad3.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_world_allow_cone_all_bad_pc8_transition_high_support_k48_cap0.022_1ff19ad3.csv,48,44,4.6370174292338386e-05,0.00837859982040301,0.010401101693533267,0.040023164638306186,-1.6054005573238474e-05,-8.154756644299265e-06,5.362175313202048e-05,world_allow_cone,world,allow_cone,all_bad,8,transition_high_support,48,0.022,0.0858790356410722,0.04468686285553065,0.061343883974716185,0.09216404806066614
h039_posterior_world_mix_allow_cone_all_bad_pc24_exception_k48_cap0.06_811f19e5,submission_h039_posterior_world_mix_allow_cone_all_bad_pc24_exception_k48_cap0.06_811f19e5.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_posterior_world_mix_allow_cone_all_bad_pc24_exception_k48_cap0.06_811f19e5.csv,48,44,0.00014682029280382907,0.02197590755737533,0.027827486347303216,0.11954913455399804,-1.749236098152312e-05,-1.1281030735586911e-05,8.242393387726992e-05,posterior_world_mix_allow_cone,posterior_world_mix,allow_cone,all_bad,24,exception,48,0.06,0.04809992010174226,0.03764111161259473,0.3182290300758177,0.003999782030550605
h039_posterior_world_mix_double_null_all_bad_pc8_exception_k48_cap0.022_d833779c,submission_h039_posterior_world_mix_double_null_all_bad_pc8_exception_k48_cap0.022_d833779c.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_posterior_world_mix_double_null_all_bad_pc8_exception_k48_cap0.022_d833779c.csv,48,41,8.372243760883816e-05,0.006525009995566211,0.015215844239889134,0.026483265961200514,-1.566612790882686e-05,-8.002410987851921e-06,4.98435137065457e-05,posterior_world_mix_double_null,posterior_world_mix,double_null,all_bad,8,exception,48,0.022,0.050267653064293746,0.028454913961472993,0.025007976384635342,0.04676777338598294
h039_transition_world_allow_cone_all_bad_pc24_world_high_support_k177_cap0.022_b504c8f4,submission_h039_transition_world_allow_cone_all_bad_pc24_world_high_support_k177_cap0.022_b504c8f4.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_transition_world_allow_cone_all_bad_pc24_world_high_support_k177_cap0.022_b504c8f4.csv,177,117,5.359079774198971e-05,0.007988633328665617,0.007070461918315965,0.044,-2.5694949317732563e-05,-1.4776960048613343e-05,7.23818242200407e-05,transition_world_allow_cone,transition_world,allow_cone,all_bad,24,world_high_support,177,0.022,0.46982517499575405,0.4867451875561686,0.8933946853905196,0.0034081772780237265
h039_transition_world_allow_cone_all_bad_pc8_world_high_support_k48_cap0.022_597f53ef,submission_h039_transition_world_allow_cone_all_bad_pc8_world_high_support_k48_cap0.022_597f53ef.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_transition_world_allow_cone_all_bad_pc8_world_high_support_k48_cap0.022_597f53ef.csv,48,43,4.276927958027152e-05,0.008509626845213725,0.01093635247543351,0.04065425387735878,-1.999511230964234e-05,-7.869332013965776e-06,6.302921785558067e-05,transition_world_allow_cone,transition_world,allow_cone,all_bad,8,world_high_support,48,0.022,0.10946446259419118,0.04823874378429343,0.09550860284261807,0.0762145744826209
h039_transition_world_double_null_world_bad_pc24_exception_k120_cap0.022_33eebef7,submission_h039_transition_world_double_null_world_bad_pc24_exception_k120_cap0.022_33eebef7.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_transition_world_double_null_world_bad_pc24_exception_k120_cap0.022_33eebef7.csv,120,93,0.00017857464443242146,0.009163954108213634,0.013569890984443974,0.044,-2.4043507629879334e-05,-1.1188612202585623e-05,0.000123637511867682,transition_world_double_null,transition_world,double_null,world_bad,24,exception,120,0.022,0.10651076100385397,0.05013624945267843,0.3503347611685806,0.044637036972116684
h039_transition_world_double_null_world_bad_pc24_transition_high_support_k120_cap0.022_e59fdcbe,submission_h039_transition_world_double_null_world_bad_pc24_transition_high_support_k120_cap0.022_e59fdcbe.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_transition_world_double_null_world_bad_pc24_transition_high_support_k120_cap0.022_e59fdcbe.csv,120,95,0.00016219277965575683,0.007153724377535919,0.012930250014132111,0.044,-2.9971822550201625e-05,-8.626596907571612e-06,6.218124824518254e-05,transition_world_double_null,transition_world,double_null,world_bad,24,transition_high_support,120,0.022,0.11530242618629151,0.04258131608770634,0.3416487626827081,0.059235611259438076
h039_posterior_world_mix_allow_cone_all_bad_pc8_transition_high_support_k280_cap0.022_9d07bf2d,submission_h039_posterior_world_mix_allow_cone_all_bad_pc8_transition_high_support_k280_cap0.022_9d07bf2d.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_posterior_world_mix_allow_cone_all_bad_pc8_transition_high_support_k280_cap0.022_9d07bf2d.csv,280,167,8.779854676619509e-05,0.009203703016088305,0.006104859177658942,0.044,-2.5880909320954576e-05,-1.3094830135936822e-05,0.00020714574870387407,posterior_world_mix_allow_cone,posterior_world_mix,allow_cone,all_bad,8,transition_high_support,280,0.022,0.5893237594583721,0.5637399485713432,0.6124597129528344,0.07954272924111083
h039_world_remove_only_world_bad_pc24_transition_high_support_k48_cap0.06_24e71edc,submission_h039_world_remove_only_world_bad_pc24_transition_high_support_k48_cap0.06_24e71edc.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_world_remove_only_world_bad_pc24_transition_high_support_k48_cap0.06_24e71edc.csv,48,45,0.00019120531276113886,0.016177621303955503,0.038378829715936036,0.12,-3.370430858244364e-05,-5.720924314490027e-06,5.8978253412405586e-05,world_remove_only,world,remove_only,world_bad,24,transition_high_support,48,0.06,0.10470410937887323,0.03233547822997995,0.3604230402359379,0.03387389275532992
h039_posterior_world_mix_double_null_world_bad_pc8_transition_high_support_k48_cap0.022_7a9558e0,submission_h039_posterior_world_mix_double_null_world_bad_pc8_transition_high_support_k48_cap0.022_7a9558e0.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_posterior_world_mix_double_null_world_bad_pc8_transition_high_support_k48_cap0.022_7a9558e0.csv,48,42,7.966244642914778e-05,0.0052921334252671315,0.014800257704207703,0.024529673418646352,-1.734150378569846e-05,-8.080755423774804e-06,3.915788845709631e-05,posterior_world_mix_double_null,posterior_world_mix,double_null,world_bad,8,transition_high_support,48,0.022,0.05446816819574192,0.027993400894831433,0.03465458175321037,0.05413847219877963
h039_world_double_null_all_bad_pc8_world_high_support_k48_cap0.022_493cecb0,submission_h039_world_double_null_all_bad_pc8_world_high_support_k48_cap0.022_493cecb0.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_world_double_null_all_bad_pc8_world_high_support_k48_cap0.022_493cecb0.csv,48,46,6.879662951264219e-05,0.005765615323101547,0.0138926629165632,0.026346129550399697,-2.6809046441973924e-05,-4.151328944108868e-06,-4.89253455060532e-05,world_double_null,world,double_null,all_bad,8,world_high_support,48,0.022,0.08250488390971987,0.014160097640189976,0.0655344431888831,0.12113738784027113
h039_transition_world_remove_only_world_bad_pc24_exception_k120_cap0.022_5bf293b5,submission_h039_transition_world_remove_only_world_bad_pc24_exception_k120_cap0.022_5bf293b5.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_transition_world_remove_only_world_bad_pc24_exception_k120_cap0.022_5bf293b5.csv,120,91,0.00018051192922769976,0.009232915017791443,0.013522116360230482,0.044,-2.3202995404461845e-05,-1.0869921221196998e-05,0.00011966511716113931,transition_world_remove_only,transition_world,remove_only,world_bad,24,exception,120,0.022,0.09915599387527409,0.04596132377917499,0.33943124707285355,0.04275175960119952
h039_transition_world_allow_cone_all_bad_pc8_transition_high_support_k48_cap0.022_56023f69,submission_h039_transition_world_allow_cone_all_bad_pc8_transition_high_support_k48_cap0.022_56023f69.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_transition_world_allow_cone_all_bad_pc8_transition_high_support_k48_cap0.022_56023f69.csv,48,44,4.653304586182029e-05,0.007829030181099927,0.011022798602145343,0.03737795570299128,-1.729892780824887e-05,-8.636479078027933e-06,6.0039401085967714e-05,transition_world_allow_cone,transition_world,allow_cone,all_bad,8,transition_high_support,48,0.022,0.09899271221672822,0.050495534962027376,0.07667000927305295,0.07211728544914589
h039_transition_world_double_null_world_bad_pc8_support_k48_cap0.022_1510989b,submission_h039_transition_world_double_null_world_bad_pc8_support_k48_cap0.022_1510989b.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_transition_world_double_null_world_bad_pc8_support_k48_cap0.022_1510989b.csv,48,44,7.7271164731977e-05,0.00540092211143528,0.014806084569700556,0.030976839077531838,-2.6995782809787683e-05,-4.946560445340925e-06,-3.5457939613182985e-05,transition_world_double_null,transition_world,double_null,world_bad,8,support,48,0.022,0.0738305403952038,0.01272493593078477,0.07953097339117568,0.08938970288838644
h039_world_allow_cone_world_bad_pc24_world_high_support_k48_cap0.022_52dfd306,submission_h039_world_allow_cone_world_bad_pc24_world_high_support_k48_cap0.022_52dfd306.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_world_allow_cone_world_bad_pc24_world_high_support_k48_cap0.022_52dfd306.csv,48,42,4.706021833319846e-05,0.009685121354987447,0.010981302446677757,0.044,-2.078371483844762e-05,-9.689946387248079e-06,8.361351511783265e-06,world_allow_cone,world,allow_cone,world_bad,24,world_high_support,48,0.022,0.07406101325178892,0.038457041990265235,0.24821971702990364,0.0037893338328680434
h039_transition_world_double_null_all_bad_pc8_exception_k48_cap0.022_358c34d1,submission_h039_transition_world_double_null_all_bad_pc8_exception_k48_cap0.022_358c34d1.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_transition_world_double_null_all_bad_pc8_exception_k48_cap0.022_358c34d1.csv,48,41,8.73314190065738e-05,0.006909800261327426,0.01533737601780529,0.02877273251453007,-1.9431128895281056e-05,-6.5040797773238045e-06,5.326246093447617e-05,transition_world_double_null,transition_world,double_null,all_bad,8,exception,48,0.022,0.05277024641532803,0.021022745893789295,0.01879064801527657,0.05039865954015315
h039_world_allow_cone_world_bad_pc24_exception_k48_cap0.06_e61efdb6,submission_h039_world_allow_cone_world_bad_pc24_exception_k48_cap0.06_e61efdb6.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_world_allow_cone_world_bad_pc24_exception_k48_cap0.06_e61efdb6.csv,48,45,0.0001424396808881732,0.022014219774047716,0.02707179819485016,0.11286746206038306,-1.541573694919496e-05,-1.0109549610900971e-05,8.355359310147836e-05,world_allow_cone,world,allow_cone,world_bad,24,exception,48,0.06,0.03794167206485664,0.03767569097542123,0.18838732480364503,0.003030355882958071
h039_posterior_world_mix_allow_cone_world_bad_pc24_support_k48_cap0.06_ffe9878b,submission_h039_posterior_world_mix_allow_cone_world_bad_pc24_support_k48_cap0.06_ffe9878b.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_posterior_world_mix_allow_cone_world_bad_pc24_support_k48_cap0.06_ffe9878b.csv,48,46,0.000182928379895212,0.021436851243995747,0.03141019470426922,0.11652575454666236,-2.298606780248607e-05,-8.104069505768151e-06,5.587956786629985e-05,posterior_world_mix_allow_cone,posterior_world_mix,allow_cone,world_bad,24,support,48,0.06,0.03164281821376019,0.015710284351150603,0.26623645437674054,0.006336554748222462
h039_posterior_world_mix_allow_cone_world_bad_pc24_transition_high_support_k48_cap0.06_57de1b14,submission_h039_posterior_world_mix_allow_cone_world_bad_pc24_transition_high_support_k48_cap0.06_57de1b14.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_posterior_world_mix_allow_cone_world_bad_pc24_transition_high_support_k48_cap0.06_57de1b14.csv,48,43,0.00011702266803266588,0.022056220233477752,0.02321393583923805,0.12,-1.952294869498543e-05,-9.488868886650949e-06,3.505122544001602e-05,posterior_world_mix_allow_cone,posterior_world_mix,allow_cone,world_bad,24,transition_high_support,48,0.06,0.03351431519294417,0.014531804769735056,0.2569892978740742,0.004649667195113891
h039_world_allow_cone_world_bad_pc8_support_k120_cap0.022_a39da555,submission_h039_world_allow_cone_world_bad_pc8_support_k120_cap0.022_a39da555.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_world_allow_cone_world_bad_pc8_support_k120_cap0.022_a39da555.csv,120,96,0.00010395329228184728,0.009203703016088305,0.008889388564789635,0.044,-2.654412385897803e-05,-6.201822374333785e-06,0.00012426217993977435,world_allow_cone,world,allow_cone,world_bad,8,support,120,0.022,0.0762148417462692,0.019598172861302433,0.1472499264684698,0.13787548820400597
h039_transition_world_double_null_all_bad_pc8_support_k48_cap0.022_82a4f508,submission_h039_transition_world_double_null_all_bad_pc8_support_k48_cap0.022_82a4f508.csv,/Users/kbsoo/Downloads/cl2/hitl/h039_failed_translator_nullspace_jepa/submission_h039_transition_world_double_null_all_bad_pc8_support_k48_cap0.022_82a4f508.csv,48,44,7.827924159448444e-05,0.005447034299348841,0.014557236617634079,0.028702244994411256,-2.6922211615936496e-05,-4.973529834180123e-06,-2.9872660475912987e-05,transition_world_double_null,transition_world,double_null,all_bad,8,support,48,0.022,0.07375999983059534,0.013319036167860716,0.07159264084559551,0.0871497774341857
