candidate_id,family,target_subset,alpha,k,file,posterior_delta_mean_vs_h012,posterior_delta_p10_vs_h012,posterior_delta_p90_vs_h012,posterior_delta_max_vs_h012,posterior_beats_h012_rate,expected_public_if_posterior,changed_rows,changed_cells,mean_abs_prob_delta_vs_h012,max_abs_prob_delta_vs_h012,mean_cell_score_changed,min_consistency_changed,mean_consistency_changed,h015_decision,decision_rank
top_Q_k800_a1,top,Q,1.0,800,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k800_a1_c9d72164.csv,-0.0003827665531858232,-0.0004645028943075432,-0.00028490551898381205,0.00011572251498714008,0.9333333333333333,0.5677407165468142,250,747,0.005773728498849997,0.07222008365524257,0.11040405234136946,0.5666666666666667,0.9425702811244981,post_h012_sensor,1
top_Q_k1200_a1,top,Q,1.0,1200,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k1200_a1_c9d72164.csv,-0.0003827665531858232,-0.0004645028943075432,-0.00028490551898381205,0.00011572251498714008,0.9333333333333333,0.5677407165468142,250,747,0.005773728498849997,0.07222008365524257,0.11040405234136946,0.5666666666666667,0.9425702811244981,post_h012_sensor,1
top_Q_k1600_a1,top,Q,1.0,1600,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k1600_a1_c9d72164.csv,-0.0003827665531858232,-0.0004645028943075432,-0.00028490551898381205,0.00011572251498714008,0.9333333333333333,0.5677407165468142,250,747,0.005773728498849997,0.07222008365524257,0.11040405234136946,0.5666666666666667,0.9425702811244981,post_h012_sensor,1
top_Q_k800_a0.7,top,Q,0.7,800,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k800_a0.7_e040efd8.csv,-0.00035130321080960027,-0.0004085186495948577,-0.00028280048686824715,-2.3608630886035547e-06,1.0,0.5677721798891905,250,747,0.004060809533759674,0.051590890532074996,0.11040405234136946,0.5666666666666667,0.9425702811244981,post_h012_sensor,1
top_Q_k1200_a0.7,top,Q,0.7,1200,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k1200_a0.7_e040efd8.csv,-0.00035130321080960027,-0.0004085186495948577,-0.00028280048686824715,-2.3608630886035547e-06,1.0,0.5677721798891905,250,747,0.004060809533759674,0.051590890532074996,0.11040405234136946,0.5666666666666667,0.9425702811244981,post_h012_sensor,1
top_Q_k1600_a0.7,top,Q,0.7,1600,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k1600_a0.7_e040efd8.csv,-0.00035130321080960027,-0.0004085186495948577,-0.00028280048686824715,-2.3608630886035547e-06,1.0,0.5677721798891905,250,747,0.004060809533759674,0.051590890532074996,0.11040405234136946,0.5666666666666667,0.9425702811244981,post_h012_sensor,1
stable_Q_k400_a0.9,stable_top,Q,0.9,400,hitl/h015_public_equation_self_feedback/submission_h015_stable_Q_k400_a0.9_c8767794.csv,-0.0003751027263144466,-0.00045701374460686064,-0.00027441843726010905,5.719621585120352e-05,0.9333333333333333,0.5677483803736856,223,400,0.004228761005201007,0.06544843369149089,0.1799857838346569,0.7666666666666667,0.9739166666666668,post_h012_sensor,1
top_all_k200_a0.25,top,all,0.25,200,hitl/h015_public_equation_self_feedback/submission_h015_top_all_k200_a0.25_f93b070b.csv,-0.0004179747593950261,-0.0004925423740323117,-0.00026717121717897263,-0.0001733845544338864,1.0,0.5677055083406051,123,200,0.0009088182789548302,0.021200429022458667,1.3966902751824577,0.6,0.9660000000000001,post_h012_sensor,1
top_Q_k400_a1,top,Q,1.0,400,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k400_a1_0b8f1352.csv,-0.00036622405257555124,-0.00044668407545190225,-0.0002619613719591262,0.00010445288921260833,0.9333333333333333,0.5677572590474245,223,400,0.004688192230658571,0.07222008365524257,0.18637501611202206,0.7333333333333333,0.9736666666666668,post_h012_sensor,1
top_S_k200_a0.25,top,S,0.25,200,hitl/h015_public_equation_self_feedback/submission_h015_top_S_k200_a0.25_71ff359f.csv,-0.0003821590707698162,-0.0004501446391778316,-0.0002590365927360076,-0.000141555882463407,1.0,0.5677413240292303,124,200,0.0009168546139088316,0.021200429022458667,1.2454052742300497,0.6,0.9683333333333334,post_h012_sensor,1
top_S_k100_a0.7,top,S,0.7,100,hitl/h015_public_equation_self_feedback/submission_h015_top_S_k100_a0.7_ef76bfa7.csv,-0.0004857456150966489,-0.0006422305442341807,-0.00022821837745361573,-0.00011003948182521488,1.0,0.5676377374849034,66,100,0.0009513512287458516,0.05164167766874983,2.137098401582763,0.6,0.9516666666666665,post_h012_sensor,1
top_all_k100_a0.7,top,all,0.7,100,hitl/h015_public_equation_self_feedback/submission_h015_top_all_k100_a0.7_a3e35d5c.csv,-0.0005373635004635668,-0.0007039450789945396,-0.00022493222811164636,-0.00011030499149777292,1.0,0.5675861195995365,65,100,0.0008221841082830745,0.05164167766874983,2.4221498057388042,0.6,0.9433333333333335,post_h012_sensor,1
stable_all_k100_a0.6,stable_top,all,0.6,100,hitl/h015_public_equation_self_feedback/submission_h015_stable_all_k100_a0.6_39a3bf82.csv,-0.0005075559469339661,-0.0006258356467101665,-0.0002184679804188845,-0.0001579837886456705,1.0,0.5676159271530661,69,100,0.0009066731472102266,0.045654676145048256,2.162497678198269,0.8,0.9763333333333333,post_h012_sensor,1
top_S_k100_a0.45,top,S,0.45,100,hitl/h015_public_equation_self_feedback/submission_h015_top_S_k100_a0.45_9b6629d7.csv,-0.00038046461865530516,-0.0004810620731008682,-0.00021491139445629397,-0.00013893924726652353,1.0,0.5677430184813448,66,100,0.0006646956817755066,0.03586966063182284,2.137098401582763,0.6,0.9516666666666665,post_h012_sensor,1
top_all_k100_a0.45,top,all,0.45,100,hitl/h015_public_equation_self_feedback/submission_h015_top_all_k100_a0.45_f9e682ee.csv,-0.00041365994743757596,-0.0005207481050646281,-0.00021281127235426878,-0.0001391223345310187,1.0,0.5677098231525625,65,100,0.0005789821352595387,0.03586966063182284,2.4221498057388042,0.6,0.9433333333333335,post_h012_sensor,1
stable_S_k100_a0.6,stable_top,S,0.6,100,hitl/h015_public_equation_self_feedback/submission_h015_stable_S_k100_a0.6_a98835b5.csv,-0.0004403776888630598,-0.0005526069669976925,-0.0002094965644830686,-0.00011659933890496995,1.0,0.567683105411137,69,100,0.0009621534252520307,0.045654676145048256,1.8955780115545233,0.8,0.982,post_h012_sensor,1
stable_all_k100_a0.35,stable_top,all,0.35,100,hitl/h015_public_equation_self_feedback/submission_h015_stable_all_k100_a0.35_5bd6cfd9.csv,-0.00035926090028656787,-0.0004282573918226744,-0.00019062625315275348,-0.00015534380795170481,1.0,0.5677642221997135,69,100,0.0005808392992864845,0.028776433055539452,2.162497678198269,0.8,0.9763333333333333,post_h012_sensor,1
target_S2_k180_a0.9,target_top,S2,0.9,180,hitl/h015_public_equation_self_feedback/submission_h015_target_S2_k180_a0.9_3437d662.csv,-0.00037585278267702674,-0.0004767247736816278,-0.00019041705913689722,0.00013042411387257993,0.9333333333333333,0.567747630317323,180,180,0.0025470960733387565,0.06112609848429751,0.5975569418988821,0.6,0.9738888888888889,post_h012_sensor,1
stable_all_k100_a0.9,stable_top,all,0.9,100,hitl/h015_public_equation_self_feedback/submission_h015_stable_all_k100_a0.9_f9807825.csv,-0.0005919449555342196,-0.000769364505198595,-0.0001583130057616095,-6.758671810172193e-05,1.0,0.5675315381444658,69,100,0.0012566718081074737,0.06295106614200985,2.162497678198269,0.8,0.9763333333333333,post_h012_sensor,1
stable_S_k100_a0.9,stable_top,S,0.9,100,hitl/h015_public_equation_self_feedback/submission_h015_stable_S_k100_a0.9_3866842f.csv,-0.0005001681979830854,-0.000668512115185093,-0.00015384651141306762,-1.4500673045857203e-05,1.0,0.567623314902017,69,100,0.0013295268500913096,0.06295106614200985,1.8955780115545233,0.8,0.982,post_h012_sensor,1
top_S_k100_a1,top,S,1.0,100,hitl/h015_public_equation_self_feedback/submission_h015_top_S_k100_a1_ffde7da3.csv,-0.000514697258198881,-0.0007382471569668048,-0.0001468012044233594,2.202578933173192e-05,0.9666666666666667,0.5676087858418012,66,100,0.0012745580427304057,0.0684054756314767,2.137098401582763,0.6,0.9516666666666665,post_h012_sensor,1
top_all_k100_a1,top,all,1.0,100,hitl/h015_public_equation_self_feedback/submission_h015_top_all_k100_a1_a5ca8baf.csv,-0.0005800021167919547,-0.0008179758004075445,-0.0001336717277179142,3.0081467444900796e-05,0.9666666666666667,0.5675434809832081,65,100,0.0011144007444158525,0.0684054756314767,2.4221498057388042,0.6,0.9433333333333335,post_h012_sensor,1
target_S3_k180_a0.6,target_top,S3,0.6,180,hitl/h015_public_equation_self_feedback/submission_h015_target_S3_k180_a0.6_c7609bd9.csv,-0.00033513579882218816,-0.0003847306523715907,-0.0002943077209253753,1.367315787391647e-05,0.9666666666666667,0.5677883473011779,180,180,0.0017617528829965234,0.04175635727635074,0.3050229648737465,0.6666666666666666,0.9742592592592593,diagnostic_only,2
target_S3_k120_a0.9,target_top,S3,0.9,120,hitl/h015_public_equation_self_feedback/submission_h015_target_S3_k120_a0.9_321e197c.csv,-0.00034553153592127285,-0.0004158133647593714,-0.0002736305436456629,0.00010518655281503033,0.9333333333333333,0.5677779515640787,120,120,0.001926586756244456,0.0566671653254851,0.4005653613303064,0.6666666666666666,0.9769444444444446,diagnostic_only,2
stable_Q_k800_a0.6,stable_top,Q,0.6,800,hitl/h015_public_equation_self_feedback/submission_h015_stable_Q_k800_a0.6_c99b85e8.csv,-0.00032949959356351217,-0.0003844770455755076,-0.0002678720321421187,-2.3717202616846647e-05,1.0,0.5677939835064365,250,714,0.003466659477463394,0.04450847425145543,0.1115509458586016,0.7666666666666667,0.9556022408963586,diagnostic_only,2
top_Q_k400_a0.7,top,Q,0.7,400,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k400_a0.7_9456271f.csv,-0.0003360100055014177,-0.00039233202151491665,-0.0002630261290699749,-6.53614624978378e-06,1.0,0.5677874730944986,223,400,0.0033004232590634446,0.051590890532074996,0.18637501611202206,0.7333333333333333,0.9736666666666668,diagnostic_only,2
target_S3_k120_a0.6,target_top,S3,0.6,120,hitl/h015_public_equation_self_feedback/submission_h015_target_S3_k120_a0.6_4ac0c44a.csv,-0.0003014779163010298,-0.0003483324688597624,-0.0002535439214506227,-9.991904768275765e-07,1.0,0.567822005183699,120,120,0.0013337402628826676,0.04175635727635074,0.4005653613303064,0.6666666666666666,0.9769444444444446,diagnostic_only,2
stable_Q_k400_a0.6,stable_top,Q,0.6,400,hitl/h015_public_equation_self_feedback/submission_h015_stable_Q_k400_a0.6_dedfc6d2.csv,-0.000315446859762376,-0.00037005420529064573,-0.00024832400039278586,-2.7247564985263633e-05,1.0,0.5678080362402377,223,400,0.002839860264400556,0.04450847425145543,0.1799857838346569,0.7666666666666667,0.9739166666666668,diagnostic_only,2
top_Q_k800_a0.45,top,Q,0.45,800,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k800_a0.45_0b572849.csv,-0.0002682271163425012,-0.00030500846984729324,-0.00022418965095161633,-4.390703566470603e-05,1.0,0.5678552559836575,250,747,0.002627387831961383,0.03369835765641893,0.11040405234136946,0.5666666666666667,0.9425702811244981,diagnostic_only,2
top_Q_k1200_a0.45,top,Q,0.45,1200,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k1200_a0.45_0b572849.csv,-0.0002682271163425012,-0.00030500846984729324,-0.00022418965095161633,-4.390703566470603e-05,1.0,0.5678552559836575,250,747,0.002627387831961383,0.03369835765641893,0.11040405234136946,0.5666666666666667,0.9425702811244981,diagnostic_only,2
top_Q_k1600_a0.45,top,Q,0.45,1600,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k1600_a0.45_0b572849.csv,-0.0002682271163425012,-0.00030500846984729324,-0.00022418965095161633,-4.390703566470603e-05,1.0,0.5678552559836575,250,747,0.002627387831961383,0.03369835765641893,0.11040405234136946,0.5666666666666667,0.9425702811244981,diagnostic_only,2
target_S3_k180_a0.35,target_top,S3,0.35,180,hitl/h015_public_equation_self_feedback/submission_h015_target_S3_k180_a0.35_eb3a5f1f.csv,-0.00023548791876658496,-0.0002644182500037356,-0.00021167153999344536,-3.20160273605252e-05,1.0,0.5678879951812335,180,180,0.0010559367661732355,0.026502829702675368,0.3050229648737465,0.6666666666666666,0.9742592592592593,diagnostic_only,2
target_S2_k180_a0.6,target_top,S2,0.6,180,hitl/h015_public_equation_self_feedback/submission_h015_target_S2_k180_a0.6_4549bad8.csv,-0.0003342319688673032,-0.0004014799628703989,-0.0002106081531732358,3.285962165739164e-06,0.9666666666666667,0.5677892511311328,180,180,0.0017524059300061553,0.04288861242203046,0.5975569418988821,0.6,0.9738888888888889,diagnostic_only,2
target_S3_k80_a0.9,target_top,S3,0.9,80,hitl/h015_public_equation_self_feedback/submission_h015_target_S3_k80_a0.9_d695ecd7.csv,-0.00029451112271173337,-0.0003587971413115132,-0.00021023846434745677,5.9504172003245656e-05,0.9333333333333333,0.5678289719772883,80,80,0.001378905917119402,0.0566671653254851,0.5084654599671694,0.6666666666666666,0.9820833333333334,diagnostic_only,2
top_Q_k400_a0.45,top,Q,0.45,400,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k400_a0.45_38b8e8c3.csv,-0.0002564044961684319,-0.0002926115064628075,-0.00020948628989106031,-4.459987236379821e-05,1.0,0.5678670786038316,223,400,0.002138299131301193,0.03369835765641893,0.18637501611202206,0.7333333333333333,0.9736666666666668,diagnostic_only,2
stable_Q_k200_a0.9,stable_top,Q,0.9,200,hitl/h015_public_equation_self_feedback/submission_h015_stable_Q_k200_a0.9_22f985e3.csv,-0.00031842040367877685,-0.0003952141463487363,-0.00020388775628080692,2.1393878982870115e-05,0.9333333333333333,0.5678050626963212,150,200,0.00266382968358015,0.06544843369149089,0.2923961941268678,0.8,0.9811666666666667,diagnostic_only,2
target_S3_k80_a0.6,target_top,S3,0.6,80,hitl/h015_public_equation_self_feedback/submission_h015_target_S3_k80_a0.6_2a9a6daa.csv,-0.00025697828379540064,-0.0002998356295285875,-0.000200796511552549,-2.0968087318747783e-05,1.0,0.5678665048162046,80,80,0.000962312701530905,0.04175635727635074,0.5084654599671694,0.6666666666666666,0.9820833333333334,diagnostic_only,2
top_Q_k200_a0.7,top,Q,0.7,200,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k200_a0.7_290e14e8.csv,-0.0002829089137425962,-0.0003355744096856186,-0.000198944872554109,-2.6128743269574677e-05,1.0,0.5678405741862574,149,200,0.0020758217040900803,0.051590890532074996,0.3049834211574658,0.7333333333333333,0.9798333333333334,diagnostic_only,2
stable_Q_k200_a0.6,stable_top,Q,0.6,200,hitl/h015_public_equation_self_feedback/submission_h015_stable_Q_k200_a0.6_dd7d10a6.csv,-0.0002664804078522374,-0.00031767623629887063,-0.0001901253095868931,-3.993755274446138e-05,1.0,0.5678570026921478,150,200,0.0017934174839151806,0.04450847425145543,0.2923961941268678,0.8,0.9811666666666667,diagnostic_only,2
stable_Q_k800_a0.35,stable_top,Q,0.35,800,hitl/h015_public_equation_self_feedback/submission_h015_stable_Q_k800_a0.35_2fd000b6.csv,-0.00022605828664325927,-0.0002581284669835945,-0.00019010887581410917,-4.7685225257698075e-05,1.0,0.5678974248133568,250,714,0.002037018515269766,0.026370521710995187,0.1115509458586016,0.7666666666666667,0.9556022408963586,diagnostic_only,2
target_S2_k120_a0.6,target_top,S2,0.6,120,hitl/h015_public_equation_self_feedback/submission_h015_target_S2_k120_a0.6_dcf0da3b.csv,-0.00030871893660010735,-0.0003725543357882492,-0.00018967094042462328,3.076741107265706e-07,0.9666666666666667,0.5678147641633999,120,120,0.0013326280661929352,0.04288861242203046,0.8502288819630349,0.6,0.975,diagnostic_only,2
top_Q_k200_a1,top,Q,1.0,200,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k200_a1_7a46ad66.csv,-0.00030908161944836826,-0.00038431804222403864,-0.00018913298917902228,5.774719551320263e-05,0.9333333333333333,0.5678144014805517,149,200,0.0029441152503646988,0.07222008365524257,0.3049834211574658,0.7333333333333333,0.9798333333333334,diagnostic_only,2
target_S3_k120_a0.35,target_top,S3,0.35,120,hitl/h015_public_equation_self_feedback/submission_h015_target_S3_k120_a0.35_e1925d1e.csv,-0.00021201653959611455,-0.00023934836192204142,-0.0001840550426000452,-3.673728286533078e-05,1.0,0.5679114665604039,120,120,0.0008046335608237916,0.026502829702675368,0.4005653613303064,0.6666666666666666,0.9769444444444446,diagnostic_only,2
stable_S_k100_a0.35,stable_top,S,0.35,100,hitl/h015_public_equation_self_feedback/submission_h015_stable_S_k100_a0.35_f34a49a6.csv,-0.0003171339100565437,-0.0003826009889684042,-0.00018245325416820315,-0.00012826320591430654,1.0,0.5678063491899435,69,100,0.0006120759170756688,0.028776433055539452,1.8955780115545233,0.8,0.982,diagnostic_only,2
stable_Q_k400_a0.35,stable_top,Q,0.35,400,hitl/h015_public_equation_self_feedback/submission_h015_stable_Q_k400_a0.35_6fff1d55.csv,-0.0002163546215708429,-0.00024820890646233855,-0.00017719962027191145,-4.823836628418748e-05,1.0,0.5679071284784292,223,400,0.0016711610664202818,0.026370521710995187,0.1799857838346569,0.7666666666666667,0.9739166666666668,diagnostic_only,2
target_S2_k180_a0.35,target_top,S2,0.35,180,hitl/h015_public_equation_self_feedback/submission_h015_target_S2_k180_a0.35_64f1b03e.csv,-0.00024076694370148944,-0.0002799949402032859,-0.00016865305121354295,-4.3881483932201626e-05,1.0,0.5678827161562986,180,180,0.0010550896027780048,0.02608786252404316,0.5975569418988821,0.6,0.9738888888888889,diagnostic_only,2
target_S2_k120_a0.9,target_top,S2,0.9,120,hitl/h015_public_equation_self_feedback/submission_h015_target_S2_k120_a0.9_ae31afbb.csv,-0.00034680815133040295,-0.0004425612501125743,-0.0001682361570681481,0.00011673176473589142,0.9333333333333333,0.5677766749486697,120,120,0.0019202052634264418,0.06112609848429751,0.8502288819630349,0.6,0.975,diagnostic_only,2
target_S1_k180_a0.6,target_top,S1,0.6,180,hitl/h015_public_equation_self_feedback/submission_h015_target_S1_k180_a0.6_e63cf0e0.csv,-0.0002707165646722162,-0.00033774507304059676,-0.00016160777072251722,-1.7509112244051582e-05,1.0,0.5678527665353278,180,180,0.0013863112177127574,0.045654676145048256,0.6802506307460641,0.6,0.9616666666666667,diagnostic_only,2
top_Q_k200_a0.45,top,Q,0.45,200,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k200_a0.45_42af1c9b.csv,-0.00021522156476847716,-0.0002490779550175468,-0.00016124468114729143,-5.014859803580934e-05,1.0,0.5679082615352316,149,200,0.001349077710792755,0.03369835765641893,0.3049834211574658,0.7333333333333333,0.9798333333333334,diagnostic_only,2
top_all_k100_a0.25,top,all,0.25,100,hitl/h015_public_equation_self_feedback/submission_h015_top_all_k100_a0.25_d3482f15.csv,-0.00026870227066015575,-0.00032819569156401334,-0.00015711967339162455,-0.00011618137460093125,1.0,0.5678547808293399,65,100,0.00035517941567011384,0.021200429022458667,2.4221498057388042,0.6,0.9433333333333335,diagnostic_only,2
top_S_k100_a0.25,top,S,0.25,100,hitl/h015_public_equation_self_feedback/submission_h015_top_S_k100_a0.25_3e46bd04.csv,-0.0002486288788296443,-0.0003045163535216148,-0.00015665486538576074,-0.0001144481169469897,1.0,0.5678748542211705,66,100,0.0004013672604405725,0.021200429022458667,2.137098401582763,0.6,0.9516666666666665,diagnostic_only,2
target_S2_k80_a0.6,target_top,S2,0.6,80,hitl/h015_public_equation_self_feedback/submission_h015_target_S2_k80_a0.6_32e0fdf0.csv,-0.0002628043888382066,-0.0003198011266415292,-0.00015483322877732502,-2.56078950912638e-06,1.0,0.5678606787111619,80,80,0.0008942713619712099,0.04288861242203046,1.1902985567934354,0.6,0.97,diagnostic_only,2
target_S2_k120_a0.35,target_top,S2,0.35,120,hitl/h015_public_equation_self_feedback/submission_h015_target_S2_k120_a0.35_97ba0be0.csv,-0.00022287691480013492,-0.00026011423099320946,-0.00015343225036469523,-4.261139188546862e-05,1.0,0.5679006061851999,120,120,0.0008093371715895663,0.02608786252404316,0.8502288819630349,0.6,0.975,diagnostic_only,2
target_S1_k180_a0.9,target_top,S1,0.9,180,hitl/h015_public_equation_self_feedback/submission_h015_target_S1_k180_a0.9_e0169cd5.csv,-0.00031549090826494343,-0.0004160336708175789,-0.00015182771734011447,6.43202703773972e-05,0.9666666666666667,0.5678079921917351,180,180,0.002033734676674548,0.062430332271128264,0.6802506307460641,0.6,0.9616666666666667,diagnostic_only,2
target_Q1_k180_a0.9,target_top,Q1,0.9,180,hitl/h015_public_equation_self_feedback/submission_h015_target_Q1_k180_a0.9_289edab3.csv,-0.0002143428190771354,-0.00026363568597368825,-0.00014985101744278108,2.4292077139157533e-05,0.9333333333333333,0.5679091402809229,180,180,0.001828929170585703,0.0515450914199187,0.26875824574711776,0.7333333333333333,0.966851851851852,diagnostic_only,2
target_S3_k50_a0.9,target_top,S3,0.9,50,hitl/h015_public_equation_self_feedback/submission_h015_target_S3_k50_a0.9_097089bc.csv,-0.00023874962512202726,-0.00029572262557696913,-0.00014927929858876482,1.7550630379481236e-05,0.9666666666666667,0.567884733474878,50,50,0.0009283433241970377,0.0566671653254851,0.6567944657410998,0.6666666666666666,0.9866666666666667,diagnostic_only,2
target_S3_k50_a0.6,target_top,S3,0.6,50,hitl/h015_public_equation_self_feedback/submission_h015_target_S3_k50_a0.6_6e291d1c.csv,-0.00020803908431453257,-0.0002460210846178276,-0.0001483921999590237,-3.7172247313526736e-05,1.0,0.5679154440156855,50,50,0.0006537059219114378,0.04175635727635074,0.6567944657410998,0.6666666666666666,0.9866666666666667,diagnostic_only,2
target_S3_k80_a0.35,target_top,S3,0.35,80,hitl/h015_public_equation_self_feedback/submission_h015_target_S3_k80_a0.35_8ad7074f.csv,-0.00018085059562211153,-0.00020585071396646997,-0.00014807789514711617,-4.317798101073107e-05,1.0,0.5679426325043779,80,80,0.000584887134628958,0.026502829702675368,0.5084654599671694,0.6666666666666666,0.9820833333333334,diagnostic_only,2
top_Q_k800_a0.25,top,Q,0.25,800,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k800_a0.25_3ccbda84.csv,-0.00016980659203530773,-0.0001902406773157195,-0.0001453413334847945,-4.5184324992047135e-05,1.0,0.5679536765079647,250,747,0.0014698120554614662,0.018948632117086306,0.11040405234136946,0.5666666666666667,0.9425702811244981,diagnostic_only,2
top_Q_k1200_a0.25,top,Q,0.25,1200,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k1200_a0.25_3ccbda84.csv,-0.00016980659203530773,-0.0001902406773157195,-0.0001453413334847945,-4.5184324992047135e-05,1.0,0.5679536765079647,250,747,0.0014698120554614662,0.018948632117086306,0.11040405234136946,0.5666666666666667,0.9425702811244981,diagnostic_only,2
top_Q_k1600_a0.25,top,Q,0.25,1600,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k1600_a0.25_3ccbda84.csv,-0.00016980659203530773,-0.0001902406773157195,-0.0001453413334847945,-4.5184324992047135e-05,1.0,0.5679536765079647,250,747,0.0014698120554614662,0.018948632117086306,0.11040405234136946,0.5666666666666667,0.9425702811244981,diagnostic_only,2
target_Q1_k120_a0.9,target_top,Q1,0.9,120,hitl/h015_public_equation_self_feedback/submission_h015_target_Q1_k120_a0.9_a9c4ab42.csv,-0.00020352719913095945,-0.00025150112995354635,-0.00013793484639505475,1.674306185753595e-05,0.9333333333333333,0.5679199559008691,120,120,0.0014627579574273187,0.0515450914199187,0.3760470406047663,0.7333333333333333,0.975,diagnostic_only,2
stable_Q_k200_a0.35,stable_top,Q,0.35,200,hitl/h015_public_equation_self_feedback/submission_h015_stable_Q_k200_a0.35_4b42c490.csv,-0.00018233567849089898,-0.0002121999117514393,-0.00013779520450277714,-5.01856796780219e-05,1.0,0.5679411474215091,150,200,0.0010592256069815703,0.026370521710995187,0.2923961941268678,0.8,0.9811666666666667,diagnostic_only,2
top_Q_k400_a0.25,top,Q,0.25,400,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k400_a0.25_8b0e09ea.csv,-0.0001623527723416004,-0.0001824677780606699,-0.00013628710218748392,-4.468353689454127e-05,1.0,0.5679611303276585,223,400,0.0011979783071790595,0.018948632117086306,0.18637501611202206,0.7333333333333333,0.9736666666666668,diagnostic_only,2
target_Q1_k180_a0.6,target_top,Q1,0.6,180,hitl/h015_public_equation_self_feedback/submission_h015_target_Q1_k180_a0.6_5333926a.csv,-0.00017858795515040928,-0.00021144986641452552,-0.00013559342072730742,-1.9498024339293302e-05,1.0,0.5679448951448497,180,180,0.0012295257421560109,0.03516510707613618,0.26875824574711776,0.7333333333333333,0.966851851851852,diagnostic_only,2
target_S2_k80_a0.9,target_top,S2,0.9,80,hitl/h015_public_equation_self_feedback/submission_h015_target_S2_k80_a0.9_4d8f0d76.csv,-0.0002947960112270471,-0.00038029111793198904,-0.00013283927113669566,9.55693877666168e-05,0.9333333333333333,0.567828687088773,80,80,0.0012703287941183325,0.06112609848429751,1.1902985567934354,0.6,0.97,diagnostic_only,2
target_S1_k120_a0.6,target_top,S1,0.6,120,hitl/h015_public_equation_self_feedback/submission_h015_target_S1_k120_a0.6_a373a4ea.csv,-0.00024222904647987242,-0.0003068561276874662,-0.00013148703987615068,-2.793292695243852e-05,1.0,0.5678812540535202,120,120,0.000981295243466231,0.045654676145048256,0.9688959675701874,0.6,0.9630555555555557,diagnostic_only,2
target_S4_k180_a0.6,target_top,S4,0.6,180,hitl/h015_public_equation_self_feedback/submission_h015_target_S4_k180_a0.6_963a3ed8.csv,-0.0001925459682235856,-0.00022439568332143468,-0.00013073179278191597,-4.5870833848930035e-05,1.0,0.5679309371317764,180,180,0.0015303640566881871,0.04485580599237804,0.21499300037430918,0.8,0.9814814814814816,diagnostic_only,2
top_Q_k100_a0.7,top,Q,0.7,100,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k100_a0.7_43381cf9.csv,-0.0002261363391536936,-0.00027435556952320767,-0.00013027443508380662,-3.6642601335751036e-05,1.0,0.5678973467608464,81,100,0.0012263901865620964,0.051590890532074996,0.5022886700689092,0.7333333333333333,0.9816666666666667,diagnostic_only,2
stable_Q_k100_a0.9,stable_top,Q,0.9,100,hitl/h015_public_equation_self_feedback/submission_h015_stable_Q_k100_a0.9_876e88d1.csv,-0.000257925584389619,-0.00033031141127108714,-0.00012872494025646327,-3.4703677218794946e-06,1.0,0.5678655575156104,81,100,0.0015790150363595174,0.06544843369149089,0.4775354502383852,0.8,0.9836666666666667,diagnostic_only,2
stable_Q_k100_a0.6,stable_top,Q,0.6,100,hitl/h015_public_equation_self_feedback/submission_h015_stable_Q_k100_a0.6_bb4504e0.csv,-0.00021416730903345055,-0.00026242452695442316,-0.0001280335462779823,-4.4530497921612906e-05,1.0,0.5679093157909666,81,100,0.001065121787244014,0.04450847425145543,0.4775354502383852,0.8,0.9836666666666667,diagnostic_only,2
target_S2_k80_a0.35,target_top,S2,0.35,80,hitl/h015_public_equation_self_feedback/submission_h015_target_S2_k80_a0.35_b6dd5e00.csv,-0.0001905449878272278,-0.0002237930848791575,-0.00012756181112530643,-3.873622155191763e-05,1.0,0.5679329381121728,80,80,0.0005511688262323775,0.02608786252404316,1.1902985567934354,0.6,0.97,diagnostic_only,2
target_S4_k180_a0.9,target_top,S4,0.9,180,hitl/h015_public_equation_self_feedback/submission_h015_target_S4_k180_a0.9_ed51d4da.csv,-0.00022027725658353158,-0.0002680518292303043,-0.0001275559934210271,-2.645550215494603e-07,1.0,0.5679032058434165,180,180,0.0022581663301008427,0.06295106614200985,0.21499300037430918,0.8,0.9814814814814816,diagnostic_only,2
