decision,promote,selected_candidate_id,selected_file,selected_resolved_path,root_uploadsafe_path,reason,expected_relation,changed_cells_vs_h012,full_known_cond_margin_vs_h012_median,full_known_cond_support_better_than_h012,pre_h042_cond_margin_vs_h012_median,pre_h042_cond_support_better_than_h012,route_equation_delta_vs_h012,pre_h012_h024_margin_vs_h012_median,h025_score,bifurcation_strength,h046_bifurcated_score,h046_promotable
do_not_promote,False,h046_dual_public_phase_pub45_priv8_a0.58_0.44_-0.03_c88_fd07485d,submission_h046_dual_public_phase_pub45_priv8_a0.58_0.44_-0.03_c88_fd07485d.csv,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_public_phase_pub45_priv8_a0.58_0.44_-0.03_c88_fd07485d.csv,,no bifurcated candidate passed H046 gate,beats H045 if Q2 support needs regime-specific action amplitudes,88,1.553795784379336e-05,0.4166666666666667,-0.0004114813826156336,0.5833333333333334,-0.00016322686355777687,0.0004974454435787701,-2.0403870917190883,0.1760257734262647,0.6103541666666666,False
