candidate_id,family,regime,core_alpha,public_alpha,private_alpha,neutral_alpha,public_tail_k,private_tail_k,neutral_tail_k,changed_cells,changed_rows,h042_overlap_cells,h043_overlap_cells,h045_overlap_cells,h042_jaccard,h043_jaccard,h045_jaccard,route_public_mean,route_private_mean,route_q2regime_mean,mean_abs_logit_move,max_abs_logit_move,mean_abs_prob_move,max_abs_prob_move,bifurcation_strength,tangent_expected_delta,resolved_path
h046_dual_q2regime_pub12_priv0_a0.78_0.08_0_c57_93ad2f6a,dual_q2regime_pub12_priv0_a0.78_0.08_0,q2regime,0.78,0.08,0.0,0.0,12,0,0,57,57,45,57,55,0.7894736842105263,0.5428571428571428,0.7142857142857143,0.6022533333333333,0.3796505263157895,0.4990363789473684,0.023411095199391725,0.3491901725494082,0.0051753840807621555,0.05640827282238181,0.2930114422523051,-0.00033594391599492634,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv0_a0.78_0.08_0_c57_93ad2f6a.csv
h046_dual_q2regime_pub12_priv0_a0.78_0.14_0_c57_7b2b3df9,dual_q2regime_pub12_priv0_a0.78_0.14_0,q2regime,0.78,0.14,0.0,0.0,12,0,0,57,57,45,57,55,0.7894736842105263,0.5428571428571428,0.7142857142857143,0.6022533333333333,0.3796505263157895,0.4990363789473684,0.023555861234204282,0.3491901725494082,0.005207894122120681,0.05640827282238181,0.2687226618462773,-0.0003347092777925724,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv0_a0.78_0.14_0_c57_7b2b3df9.csv
h046_dual_q2regime_pub12_priv0_a0.78_0.22_0_c57_ba279c5c,dual_q2regime_pub12_priv0_a0.78_0.22_0,q2regime,0.78,0.22,0.0,0.0,12,0,0,57,57,45,57,55,0.7894736842105263,0.5428571428571428,0.7142857142857143,0.6022533333333333,0.3796505263157895,0.4990363789473684,0.02374888261395436,0.3491901725494082,0.005251198744089221,0.05640827282238181,0.23633762130490701,-0.000333052897521975,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv0_a0.78_0.22_0_c57_ba279c5c.csv
h046_dual_q2regime_pub12_priv0_a0.78_0.32_0_c57_b77c13a2,dual_q2regime_pub12_priv0_a0.78_0.32_0,q2regime,0.78,0.32,0.0,0.0,12,0,0,57,57,45,57,55,0.7894736842105263,0.5428571428571428,0.7142857142857143,0.6022533333333333,0.3796505263157895,0.4990363789473684,0.023990159338641945,0.3491901725494082,0.005305261154196007,0.05640827282238181,0.1958563206281942,-0.0003309675995041871,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv0_a0.78_0.32_0_c57_b77c13a2.csv
h046_dual_q2regime_pub12_priv0_a0.78_0.44_0_c57_592e6fa7,dual_q2regime_pub12_priv0_a0.78_0.44_0,q2regime,0.78,0.44,0.0,0.0,12,0,0,57,57,45,57,55,0.7894736842105263,0.5428571428571428,0.7142857142857143,0.6022533333333333,0.3796505263157895,0.4990363789473684,0.024279691408267055,0.3491901725494082,0.005370034483895343,0.05640827282238181,0.1472787598161387,-0.00032844612244307004,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv0_a0.78_0.44_0_c57_592e6fa7.csv
h046_dual_q2regime_pub12_priv0_a0.92_0.08_0_c57_36ad7589,dual_q2regime_pub12_priv0_a0.92_0.08_0,q2regime,0.92,0.08,0.0,0.0,12,0,0,57,57,45,57,55,0.7894736842105263,0.5428571428571428,0.7142857142857143,0.6022533333333333,0.3796505263157895,0.4990363789473684,0.027578441782404334,0.411865331724943,0.006084206217843945,0.06530560317851364,0.3514159391639904,-0.0003817291434748028,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv0_a0.92_0.08_0_c57_36ad7589.csv
h046_dual_q2regime_pub12_priv0_a0.92_0.14_0_c57_6bfcfcd1,dual_q2regime_pub12_priv0_a0.92_0.14_0,q2regime,0.92,0.14,0.0,0.0,12,0,0,57,57,45,57,55,0.7894736842105263,0.5428571428571428,0.7142857142857143,0.6022533333333333,0.3796505263157895,0.4990363789473684,0.027723207817216888,0.411865331724943,0.0061167162592024715,0.06530560317851364,0.3271271587579626,-0.0003806659659035227,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv0_a0.92_0.14_0_c57_6bfcfcd1.csv
h046_dual_q2regime_pub12_priv0_a0.92_0.22_0_c57_308110e3,dual_q2regime_pub12_priv0_a0.92_0.22_0,q2regime,0.92,0.22,0.0,0.0,12,0,0,57,57,45,57,55,0.7894736842105263,0.5428571428571428,0.7142857142857143,0.6022533333333333,0.3796505263157895,0.4990363789473684,0.02791622919696696,0.411865331724943,0.006160020881171011,0.06530560317851364,0.29474211821659235,-0.0003792255377256968,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv0_a0.92_0.22_0_c57_308110e3.csv
h046_dual_q2regime_pub12_priv0_a0.92_0.32_0_c57_e383b614,dual_q2regime_pub12_priv0_a0.92_0.32_0,q2regime,0.92,0.32,0.0,0.0,12,0,0,57,57,45,57,55,0.7894736842105263,0.5428571428571428,0.7142857142857143,0.6022533333333333,0.3796505263157895,0.4990363789473684,0.028157505921654554,0.411865331724943,0.0062140832912777975,0.06530560317851364,0.25426081753987945,-0.0003773892227401903,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv0_a0.92_0.32_0_c57_e383b614.csv
h046_dual_q2regime_pub12_priv0_a0.92_0.44_0_c57_cad50cb1,dual_q2regime_pub12_priv0_a0.92_0.44_0,q2regime,0.92,0.44,0.0,0.0,12,0,0,57,57,45,57,55,0.7894736842105263,0.5428571428571428,0.7142857142857143,0.6022533333333333,0.3796505263157895,0.4990363789473684,0.028447037991279664,0.411865331724943,0.006278856620977134,0.06530560317851364,0.205683256727824,-0.0003751347779138324,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv0_a0.92_0.44_0_c57_cad50cb1.csv
h046_dual_q2regime_pub12_priv8_a0.58_0.08_-0.03_c65_0c4e8e36,dual_q2regime_pub12_priv8_a0.58_0.08_-0.03,q2regime,0.58,0.08,-0.03,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.017519164192258803,0.25965423087007267,0.00388458641106642,0.04305671614590323,0.257998020669387,-0.0002512710983753842,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.58_0.08_-0.03_c65_0c4e8e36.csv
h046_dual_q2regime_pub12_priv8_a0.58_0.08_-0.06_c65_6943f027,dual_q2regime_pub12_priv8_a0.58_0.08_-0.06,q2regime,0.58,0.08,-0.06,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.017580585446572445,0.25965423087007267,0.003899181671538866,0.04305671614590323,0.2646867491558076,-0.00025079121421817005,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.58_0.08_-0.06_c65_6943f027.csv
h046_dual_q2regime_pub12_priv8_a0.58_0.08_-0.1_c65_9c6648be,dual_q2regime_pub12_priv8_a0.58_0.08_-0.1,q2regime,0.58,0.08,-0.1,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.017662480452323968,0.25965423087007267,0.00391864034610885,0.04305671614590323,0.27391791662116577,-0.0002498920107880351,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.58_0.08_-0.1_c65_9c6648be.csv
h046_dual_q2regime_pub12_priv8_a0.58_0.14_-0.03_c65_abf4c16b,dual_q2regime_pub12_priv8_a0.58_0.14_-0.03,q2regime,0.58,0.14,-0.03,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.017663930227071363,0.25965423087007267,0.003917096452424947,0.04305671614590323,0.2442683090202178,-0.0002497068832978092,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.58_0.14_-0.03_c65_abf4c16b.csv
h046_dual_q2regime_pub12_priv8_a0.58_0.14_-0.06_c65_3653126e,dual_q2regime_pub12_priv8_a0.58_0.14_-0.06,q2regime,0.58,0.14,-0.06,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.017725351481385005,0.25965423087007267,0.0039316917128973915,0.04305671614590323,0.2514944373311441,-0.00024940094281048224,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.58_0.14_-0.06_c65_3653126e.csv
h046_dual_q2regime_pub12_priv8_a0.58_0.14_-0.1_c65_46597bf3,dual_q2regime_pub12_priv8_a0.58_0.14_-0.1,q2regime,0.58,0.14,-0.1,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.017807246487136524,0.25965423087007267,0.003951150387467376,0.04305671614590323,0.2614128886894364,-0.0002487521017229647,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.58_0.14_-0.1_c65_46597bf3.csv
h046_dual_q2regime_pub12_priv8_a0.58_0.22_-0.03_c65_9dd1f11e,dual_q2regime_pub12_priv8_a0.58_0.22_-0.03,q2regime,0.58,0.22,-0.03,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.017856951606821433,0.25965423087007267,0.003960401074393486,0.04305671614590323,0.22841263342020748,-0.00024756391174195154,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.58_0.22_-0.03_c65_9dd1f11e.csv
h046_dual_q2regime_pub12_priv8_a0.58_0.22_-0.06_c65_87c200be,dual_q2regime_pub12_priv8_a0.58_0.22_-0.06,q2regime,0.58,0.22,-0.06,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.017918372861135075,0.25965423087007267,0.003974996334865932,0.04305671614590323,0.23637082863882466,-0.00024736233658030106,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.58_0.22_-0.06_c65_87c200be.csv
h046_dual_q2regime_pub12_priv8_a0.58_0.22_-0.1_c65_38cc8988,dual_q2regime_pub12_priv8_a0.58_0.22_-0.1,q2regime,0.58,0.22,-0.1,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.018000267866886598,0.25965423087007267,0.0039944550094359165,0.04305671614590323,0.24721172994610185,-0.0002469089541189438,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.58_0.22_-0.1_c65_38cc8988.csv
h046_dual_q2regime_pub12_priv8_a0.58_0.32_-0.03_c65_2a718ec5,dual_q2regime_pub12_priv8_a0.58_0.32_-0.03,q2regime,0.58,0.32,-0.03,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.018098228331509023,0.25965423087007267,0.004014463484500272,0.04305671614590323,0.21342706896933233,-0.00024487082627319516,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.58_0.32_-0.03_c65_2a718ec5.csv
h046_dual_q2regime_pub12_priv8_a0.58_0.32_-0.06_c65_c235a8d4,dual_q2regime_pub12_priv8_a0.58_0.32_-0.06,q2regime,0.58,0.32,-0.06,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.01815964958582267,0.25965423087007267,0.0040290587449727175,0.04305671614590323,0.22225407530749397,-0.00024473106618974475,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.58_0.32_-0.06_c65_c235a8d4.csv
h046_dual_q2regime_pub12_priv8_a0.58_0.32_-0.1_c65_ef32b8ea,dual_q2regime_pub12_priv8_a0.58_0.32_-0.1,q2regime,0.58,0.32,-0.1,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.01824154459157419,0.25965423087007267,0.004048517419542703,0.04305671614590323,0.23416869430614595,-0.0002444084937057041,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.58_0.32_-0.1_c65_ef32b8ea.csv
h046_dual_q2regime_pub12_priv8_a0.58_0.44_-0.03_c65_1f7d2758,dual_q2regime_pub12_priv8_a0.58_0.44_-0.03,q2regime,0.58,0.44,-0.03,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.01838776040113413,0.25965423087007267,0.004079236814199608,0.04305671614590323,0.20411924706520346,-0.0002416523087517423,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.58_0.44_-0.03_c65_1f7d2758.csv
h046_dual_q2regime_pub12_priv8_a0.58_0.44_-0.06_c65_bae8ad93,dual_q2regime_pub12_priv8_a0.58_0.44_-0.06,q2regime,0.58,0.44,-0.06,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.018449181655447778,0.25965423087007267,0.0040938320746720545,0.04305671614590323,0.21374502762911385,-0.00024155105720315652,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.58_0.44_-0.06_c65_bae8ad93.csv
h046_dual_q2regime_pub12_priv8_a0.58_0.44_-0.1_c65_276f567a,dual_q2regime_pub12_priv8_a0.58_0.44_-0.1,q2regime,0.58,0.44,-0.1,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.018531076661199297,0.25965423087007267,0.0041132907492420386,0.04305671614590323,0.226627067440014,-0.0002413145699098874,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.58_0.44_-0.1_c65_276f567a.csv
h046_dual_q2regime_pub12_priv8_a0.66_0.08_-0.03_c65_297c0cbd,dual_q2regime_pub12_priv8_a0.66_0.08_-0.03,q2regime,0.66,0.08,-0.03,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.019900505096837433,0.2954686075418076,0.004407707735071531,0.048488496918805524,0.29536101029676143,-0.00028654387207808314,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.66_0.08_-0.03_c65_297c0cbd.csv
h046_dual_q2regime_pub12_priv8_a0.66_0.08_-0.06_c65_85dd7762,dual_q2regime_pub12_priv8_a0.66_0.08_-0.06,q2regime,0.66,0.08,-0.06,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.01996192635115108,0.2954686075418076,0.004422302995543977,0.048488496918805524,0.30192608884381933,-0.0002861220570823292,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.66_0.08_-0.06_c65_85dd7762.csv
h046_dual_q2regime_pub12_priv8_a0.66_0.08_-0.1_c65_a0c98130,dual_q2regime_pub12_priv8_a0.66_0.08_-0.1,q2regime,0.66,0.08,-0.1,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.020043821356902598,0.2954686075418076,0.0044417616701139615,0.048488496918805524,0.3109632405581007,-0.0002853315517768027,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.66_0.08_-0.1_c65_a0c98130.csv
h046_dual_q2regime_pub12_priv8_a0.66_0.14_-0.03_c65_142d6812,dual_q2regime_pub12_priv8_a0.66_0.14_-0.03,q2regime,0.66,0.14,-0.03,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.020045271131649993,0.2954686075418076,0.004440217776430057,0.048488496918805524,0.2812533702845771,-0.0002851687818064544,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.66_0.14_-0.03_c65_142d6812.csv
h046_dual_q2regime_pub12_priv8_a0.66_0.14_-0.06_c65_b1739aad,dual_q2regime_pub12_priv8_a0.66_0.14_-0.06,q2regime,0.66,0.14,-0.06,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.020106692385963642,0.2954686075418076,0.004454813036902502,0.048488496918805524,0.2882894812573106,-0.00028489977125860925,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.66_0.14_-0.06_c65_b1739aad.csv
h046_dual_q2regime_pub12_priv8_a0.66_0.14_-0.1_c65_bc3a0a1c,dual_q2regime_pub12_priv8_a0.66_0.14_-0.1,q2regime,0.66,0.14,-0.1,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.02018858739171516,0.2954686075418076,0.004474271711472487,0.048488496918805524,0.29793390684270427,-0.00028432917037397285,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.66_0.14_-0.1_c65_bc3a0a1c.csv
h046_dual_q2regime_pub12_priv8_a0.66_0.22_-0.03_c65_6b78c109,dual_q2regime_pub12_priv8_a0.66_0.22_-0.03,q2regime,0.66,0.22,-0.03,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.020238292511400066,0.2954686075418076,0.004483522398398596,0.048488496918805524,0.264490303363582,-0.00028328392494442016,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.66_0.22_-0.03_c65_6b78c109.csv
h046_dual_q2regime_pub12_priv8_a0.66_0.22_-0.06_c65_06e07594,dual_q2regime_pub12_priv8_a0.66_0.22_-0.06,q2regime,0.66,0.22,-0.06,0.0,12,8,0,65,65,45,65,55,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5381055384615384,0.4358246153846154,0.43554992000000003,0.02029971376571371,0.2954686075418076,0.004498117658871042,0.048488496918805524,0.2721736515556619,-0.00028310655171879937,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv8_a0.66_0.22_-0.06_c65_06e07594.csv
