candidate_id,file,resolved_path,family,components,component_count,changed_cells_vs_h012,changed_rows_vs_h012,mean_abs_prob_move_h012,max_abs_prob_move_h012,mean_abs_logit_move_h012,max_abs_logit_move_h012,route_equation_delta_vs_h012,route_equation_delta_iqr,h012posterior_delta_vs_h012,h036world_delta_vs_h012
h046_dual_q2regime_pub12_priv0_a0.58_0.08_0_c57_74d80ef6,submission_h046_dual_q2regime_pub12_priv0_a0.58_0.08_0_c57_74d80ef6.csv,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv0_a0.58_0.08_0_c57_74d80ef6.csv,dual_q2regime_pub12_priv0_a0.58_0.08_0,dual_q2regime_pub12_priv0_a0.58_0.08_0,3,57,57,0.0038699901411594667,0.04305671614590323,0.017457742937945157,0.25965423087007267,-0.0001587396543261194,0.0006791466956648133,1.5891657764802403e-07,-1.5308617201712678e-05
h046_dual_q2regime_pub12_priv0_a0.58_0.14_0_c57_cbc0c071,submission_h046_dual_q2regime_pub12_priv0_a0.58_0.14_0_c57_cbc0c071.csv,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv0_a0.58_0.14_0_c57_cbc0c071.csv,dual_q2regime_pub12_priv0_a0.58_0.14_0,dual_q2regime_pub12_priv0_a0.58_0.14_0,3,57,57,0.0039025001825179926,0.04305671614590323,0.017602508972757717,0.25965423087007267,-0.00015907437580881426,0.0006878656209760647,-4.410652285953732e-08,-1.554129285265385e-05
h046_dual_q2regime_pub12_priv0_a0.58_0.22_0_c57_33e39dd5,submission_h046_dual_q2regime_pub12_priv0_a0.58_0.22_0_c57_33e39dd5.csv,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv0_a0.58_0.22_0_c57_33e39dd5.csv,dual_q2regime_pub12_priv0_a0.58_0.22_0,dual_q2regime_pub12_priv0_a0.58_0.22_0,3,57,57,0.003945804804486533,0.04305671614590323,0.01779553035250779,0.25965423087007267,-0.00015948722116708154,0.0006892967760017413,-3.03837125034081e-07,-1.5840966826765265e-05
h046_dual_q2regime_pub12_priv0_a0.58_0.32_0_c57_05d1cf5a,submission_h046_dual_q2regime_pub12_priv0_a0.58_0.32_0_c57_05d1cf5a.csv,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv0_a0.58_0.32_0_c57_05d1cf5a.csv,dual_q2regime_pub12_priv0_a0.58_0.32_0,dual_q2regime_pub12_priv0_a0.58_0.32_0,3,57,57,0.0039998672145933195,0.04305671614590323,0.01803680707719538,0.25965423087007267,-0.00015994957797697303,0.0006859004309642109,-6.109012749206069e-07,-1.6198604119244098e-05
h046_dual_q2regime_pub12_priv0_a0.58_0.44_0_c57_53f8c9d7,submission_h046_dual_q2regime_pub12_priv0_a0.58_0.44_0_c57_53f8c9d7.csv,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv0_a0.58_0.44_0_c57_53f8c9d7.csv,dual_q2regime_pub12_priv0_a0.58_0.44_0,dual_q2regime_pub12_priv0_a0.58_0.44_0,3,57,57,0.004064640544292654,0.04305671614590323,0.018326339146820487,0.25965423087007267,-0.0001604257560608694,0.0006904332974622279,-9.536146528444297e-07,-1.660293222206907e-05
h046_dual_q2regime_pub12_priv0_a0.66_0.08_0_c57_7f556a19,submission_h046_dual_q2regime_pub12_priv0_a0.66_0.08_0_c57_7f556a19.csv,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv0_a0.66_0.08_0_c57_7f556a19.csv,dual_q2regime_pub12_priv0_a0.66_0.08_0,dual_q2regime_pub12_priv0_a0.66_0.08_0,3,57,57,0.004393111465164577,0.048488496918805524,0.019839083842523787,0.2954686075418076,-0.00017499001964884795,0.000771713531127726,2.3140179214593666e-06,-1.485404303251208e-05
h046_dual_q2regime_pub12_priv0_a0.66_0.14_0_c57_6999af7f,submission_h046_dual_q2regime_pub12_priv0_a0.66_0.14_0_c57_6999af7f.csv,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv0_a0.66_0.14_0_c57_6999af7f.csv,dual_q2regime_pub12_priv0_a0.66_0.14_0,dual_q2regime_pub12_priv0_a0.66_0.14_0,3,57,57,0.004425621506523103,0.048488496918805524,0.01998384987733635,0.2954686075418076,-0.00017532474113154283,0.0007790602548074223,2.1109948209518067e-06,-1.508671868345325e-05
h046_dual_q2regime_pub12_priv0_a0.66_0.22_0_c57_ce609870,submission_h046_dual_q2regime_pub12_priv0_a0.66_0.22_0_c57_ce609870.csv,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv0_a0.66_0.22_0_c57_ce609870.csv,dual_q2regime_pub12_priv0_a0.66_0.22_0,dual_q2regime_pub12_priv0_a0.66_0.22_0,3,57,57,0.0044689261284916425,0.048488496918805524,0.020176871257086417,0.2954686075418076,-0.00017573758648981014,0.000784203081052289,1.851264218777261e-06,-1.5386392657564664e-05
h046_dual_q2regime_pub12_priv0_a0.66_0.32_0_c57_b500ae0d,submission_h046_dual_q2regime_pub12_priv0_a0.66_0.32_0_c57_b500ae0d.csv,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv0_a0.66_0.32_0_c57_b500ae0d.csv,dual_q2regime_pub12_priv0_a0.66_0.32_0,dual_q2regime_pub12_priv0_a0.66_0.32_0,3,57,57,0.004522988538598428,0.048488496918805524,0.02041814798177401,0.2954686075418076,-0.0001761999432997016,0.0007812235282624997,1.5442000688907363e-06,-1.5744029950043504e-05
h046_dual_q2regime_pub12_priv0_a0.66_0.44_0_c57_0612f1cd,submission_h046_dual_q2regime_pub12_priv0_a0.66_0.44_0_c57_0612f1cd.csv,/Users/kbsoo/Downloads/cl2/hitl/h046_q2_bifurcated_regime_decoder_jepa/submission_h046_dual_q2regime_pub12_priv0_a0.66_0.44_0_c57_0612f1cd.csv,dual_q2regime_pub12_priv0_a0.66_0.44_0,dual_q2regime_pub12_priv0_a0.66_0.44_0,3,57,57,0.004587761868297765,0.048488496918805524,0.02070768005139912,0.2954686075418076,-0.00017667612138359796,0.000787375251824683,1.2014866909669136e-06,-1.6148358052868474e-05
