representation,target,neighbor_match_rate,random_match_rate,lift,uses_public_score
masked_world_predicted_state,Q1,0.5155555555555555,0.4902222222222223,0.025333333333333263,False
masked_world_predicted_state,Q2,0.5239999999999999,0.5266666666666666,-0.002666666666666706,False
masked_world_predicted_state,Q3,0.5497777777777778,0.520888888888889,0.028888888888888853,False
masked_world_predicted_state,S1,0.6142222222222222,0.5702222222222222,0.04400000000000004,False
masked_world_predicted_state,S2,0.5991111111111111,0.5524444444444444,0.046666666666666745,False
masked_world_predicted_state,S3,0.5955555555555555,0.5426666666666666,0.052888888888888874,False
masked_world_predicted_state,S4,0.5364444444444445,0.5124444444444445,0.02400000000000002,False
masked_world_predicted_state,all,0.5620952380952381,0.5307936507936508,0.031301587301587275,False
masked_world_full_state,Q1,0.5266666666666666,0.5053333333333333,0.021333333333333315,False
masked_world_full_state,Q2,0.5106666666666667,0.5044444444444445,0.00622222222222224,False
masked_world_full_state,Q3,0.5355555555555556,0.5244444444444445,0.011111111111111072,False
masked_world_full_state,S1,0.5955555555555555,0.5737777777777777,0.021777777777777785,False
masked_world_full_state,S2,0.5968888888888889,0.5351111111111111,0.06177777777777782,False
masked_world_full_state,S3,0.5968888888888889,0.5528888888888889,0.04400000000000004,False
masked_world_full_state,S4,0.5497777777777777,0.5008888888888889,0.04888888888888876,False
masked_world_full_state,all,0.5588571428571429,0.5281269841269841,0.03073015873015883,False
