target,score_col,mode,median,cells,gain_sum,mean_gain,positive_gain_rate,selected_score_col,selected_mode,selected_cells,selected_gain_sum,all_gain_sum,removed_gain_sum,selected_positive_gain_rate,all_positive_gain_rate,subject_heldout_positive_gain_auc
Q2,wm_energy_calendar_rhythm,low_energy_listener,1.3772241376776004,6,1.882834570305801,0.31380576171763347,1.0,wm_energy_calendar_rhythm,low_energy_listener,6,1.882834570305801,1.9768237485236424,0.09398917821784147,1.0,0.75,
Q2,wm_energy_calendar_rhythm,high_energy_listener,1.3772241376776004,6,0.09398917821784153,0.01566486303630692,0.5,wm_energy_calendar_rhythm,low_energy_listener,6,1.882834570305801,1.9768237485236424,0.09398917821784147,1.0,0.75,
Q2,wm_energy_calendar_rhythm,all,1.3772241376776004,12,1.9768237485236424,0.1647353123769702,0.75,wm_energy_calendar_rhythm,low_energy_listener,6,1.882834570305801,1.9768237485236424,0.09398917821784147,1.0,0.75,
Q2,wm_energy_rank_calendar_rhythm,low_energy_listener,0.6755555555555556,6,1.882834570305801,0.31380576171763347,1.0,wm_energy_calendar_rhythm,low_energy_listener,6,1.882834570305801,1.9768237485236424,0.09398917821784147,1.0,0.75,
Q2,wm_energy_rank_calendar_rhythm,high_energy_listener,0.6755555555555556,6,0.09398917821784153,0.01566486303630692,0.5,wm_energy_calendar_rhythm,low_energy_listener,6,1.882834570305801,1.9768237485236424,0.09398917821784147,1.0,0.75,
Q2,wm_energy_rank_calendar_rhythm,all,0.6755555555555556,12,1.9768237485236424,0.1647353123769702,0.75,wm_energy_calendar_rhythm,low_energy_listener,6,1.882834570305801,1.9768237485236424,0.09398917821784147,1.0,0.75,
Q2,wm_energy_phone_behavior,low_energy_listener,1.8363329820355454,6,1.2383721336509435,0.20639535560849057,0.8333333333333334,wm_energy_calendar_rhythm,low_energy_listener,6,1.882834570305801,1.9768237485236424,0.09398917821784147,1.0,0.75,
Q2,wm_energy_phone_behavior,high_energy_listener,1.8363329820355454,6,0.7384516148726991,0.12307526914544985,0.6666666666666666,wm_energy_calendar_rhythm,low_energy_listener,6,1.882834570305801,1.9768237485236424,0.09398917821784147,1.0,0.75,
Q2,wm_energy_phone_behavior,all,1.8363329820355454,12,1.9768237485236424,0.1647353123769702,0.75,wm_energy_calendar_rhythm,low_energy_listener,6,1.882834570305801,1.9768237485236424,0.09398917821784147,1.0,0.75,
Q2,wm_energy_rank_phone_behavior,low_energy_listener,0.4955555555555555,6,1.2383721336509435,0.20639535560849057,0.8333333333333334,wm_energy_calendar_rhythm,low_energy_listener,6,1.882834570305801,1.9768237485236424,0.09398917821784147,1.0,0.75,
Q2,wm_energy_rank_phone_behavior,high_energy_listener,0.4955555555555555,6,0.7384516148726991,0.12307526914544985,0.6666666666666666,wm_energy_calendar_rhythm,low_energy_listener,6,1.882834570305801,1.9768237485236424,0.09398917821784147,1.0,0.75,
Q2,wm_energy_rank_phone_behavior,all,0.4955555555555555,12,1.9768237485236424,0.1647353123769702,0.75,wm_energy_calendar_rhythm,low_energy_listener,6,1.882834570305801,1.9768237485236424,0.09398917821784147,1.0,0.75,
Q2,wm_energy_body_activity_sleep,low_energy_listener,1.459603166595568,6,1.500379725936674,0.25006328765611235,0.8333333333333334,wm_energy_calendar_rhythm,low_energy_listener,6,1.882834570305801,1.9768237485236424,0.09398917821784147,1.0,0.75,
Q2,wm_energy_body_activity_sleep,high_energy_listener,1.459603166595568,6,0.4764440225869685,0.07940733709782809,0.6666666666666666,wm_energy_calendar_rhythm,low_energy_listener,6,1.882834570305801,1.9768237485236424,0.09398917821784147,1.0,0.75,
Q2,wm_energy_body_activity_sleep,all,1.459603166595568,12,1.9768237485236424,0.1647353123769702,0.75,wm_energy_calendar_rhythm,low_energy_listener,6,1.882834570305801,1.9768237485236424,0.09398917821784147,1.0,0.75,
Q2,wm_energy_rank_body_activity_sleep,low_energy_listener,0.5411111111111111,6,1.500379725936674,0.25006328765611235,0.8333333333333334,wm_energy_calendar_rhythm,low_energy_listener,6,1.882834570305801,1.9768237485236424,0.09398917821784147,1.0,0.75,
Q2,wm_energy_rank_body_activity_sleep,high_energy_listener,0.5411111111111111,6,0.4764440225869685,0.07940733709782809,0.6666666666666666,wm_energy_calendar_rhythm,low_energy_listener,6,1.882834570305801,1.9768237485236424,0.09398917821784147,1.0,0.75,
Q2,wm_energy_rank_body_activity_sleep,all,0.5411111111111111,12,1.9768237485236424,0.1647353123769702,0.75,wm_energy_calendar_rhythm,low_energy_listener,6,1.882834570305801,1.9768237485236424,0.09398917821784147,1.0,0.75,
