feature_family,label_task,target,positive_rate,auc,ap,ap_lift_vs_rate
masked_pretext_listener_responsibility,listener_responsible,S2,0.035555555555555556,0.49121543778801846,0.037330563266759584,0.0017750077112040283
masked_pretext_listener_responsibility,listener_responsible,S3,0.017777777777777778,0.6521493212669682,0.03550488048814272,0.017727102710364945
masked_pretext_listener_responsibility,listener_responsible,S4,0.18222222222222223,0.4887161983032874,0.19928083455864704,0.017058612336424805
masked_pretext_listener_responsibility,positive_listener_responsible,Q1,0.02,0.4125724363819602,0.018779009564828125,-0.0012209904351718759
masked_pretext_listener_responsibility,positive_listener_responsible,Q2,0.013333333333333334,0.42042042042042044,0.01499250723600601,0.001659173902672676
masked_pretext_listener_responsibility,positive_listener_responsible,Q3,0.028888888888888888,0.47095581763773986,0.07567287846941291,0.04678398958052402
masked_pretext_listener_responsibility,positive_listener_responsible,S1,0.015555555555555555,0.5001612383102225,0.01697761445524196,0.0014220588996864056
masked_pretext_listener_responsibility,positive_listener_responsible,S2,0.02,0.5675233056185436,0.03248027838007739,0.012480278380077387
masked_pretext_listener_responsibility,positive_listener_responsible,S3,0.0044444444444444444,0.14955357142857142,0.003791857055172884,-0.0006525873892715603
masked_pretext_listener_responsibility,positive_listener_responsible,S4,0.10222222222222223,0.3719059405940594,0.07863801100341854,-0.02358421121880369
human_plus_masked_pretext_responsibility,listener_responsible,Q1,0.035555555555555556,0.5033122119815668,0.07680519173025803,0.041249636174702474
human_plus_masked_pretext_responsibility,listener_responsible,Q2,0.024444444444444446,0.7707599917167115,0.08061110302884365,0.056166658584399204
human_plus_masked_pretext_responsibility,listener_responsible,Q3,0.06666666666666667,0.6705555555555556,0.15143643133954923,0.08476976467288257
human_plus_masked_pretext_responsibility,listener_responsible,S1,0.024444444444444446,0.5773452060468006,0.04727098264613225,0.022826538201687802
human_plus_masked_pretext_responsibility,listener_responsible,S2,0.035555555555555556,0.39242511520737333,0.029229308408660504,-0.006326247146895052
human_plus_masked_pretext_responsibility,listener_responsible,S3,0.017777777777777778,0.6252828054298643,0.02562469890565893,0.007846921127881153
human_plus_masked_pretext_responsibility,listener_responsible,S4,0.18222222222222223,0.46155885471898206,0.1764404597343623,-0.005781762487859943
human_plus_masked_pretext_responsibility,positive_listener_responsible,Q1,0.02,0.4920634920634921,0.02800251605109121,0.008002516051091209
human_plus_masked_pretext_responsibility,positive_listener_responsible,Q2,0.013333333333333334,0.4984984984984985,0.015746960964266803,0.0024136276309334685
human_plus_masked_pretext_responsibility,positive_listener_responsible,Q3,0.028888888888888888,0.5036085196268263,0.03633689965626341,0.007448010767374523
human_plus_masked_pretext_responsibility,positive_listener_responsible,S1,0.015555555555555555,0.4105127378265076,0.014852866209539118,-0.0007026893460164371
human_plus_masked_pretext_responsibility,positive_listener_responsible,S2,0.02,0.4348702443940539,0.0259502140465493,0.005950214046549298
human_plus_masked_pretext_responsibility,positive_listener_responsible,S3,0.0044444444444444444,0.1685267857142857,0.003918314331072305,-0.0005261301133721395
human_plus_masked_pretext_responsibility,positive_listener_responsible,S4,0.10222222222222223,0.41874730951356004,0.09116992816070597,-0.011052294061516255
