head,target_mean,pred_mean,pred_std,spearman_oof,auc_top25_oof,auc_top10_oof
public,0.5163428230517956,0.5161109665235984,0.228182947908676,0.873401276500036,0.9386928859721835,0.9475611574134584
private,0.46413630522951904,0.4604131268303157,0.2062913067895338,0.6504491626988511,0.8538334332707821,0.8716336582536689
objective,0.5303987020119535,0.5290780902547317,0.1367039777101932,0.8288276142289182,0.9329535360065915,0.9394116104270137
q2,0.4890743331371147,0.48758087186873106,0.17633267068308445,0.8864330221000858,0.9348453922560271,0.940823237191456
overall,0.48914741697416975,0.48746346276216423,0.1753598411495195,0.8497238627434486,0.9326392317497045,0.9591345334730572
