posterior_id,kind,iteration,posterior_mae,posterior_p90_abs,posterior_spearman,weighted_hs_energy,row_vector_kl_from_hs,ess
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,12,3.076282842670412e-05,5.7994387016823605e-05,0.9894736842105262,5.219132684457663,1.158320088986981,882.7394279057038
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,13,3.092209170431287e-05,5.704645012928633e-05,0.9894736842105262,5.199867927436666,1.1584894038020923,883.6147209338308
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,14,3.069167566774012e-05,5.9934331020231095e-05,0.9894736842105262,5.181626495753131,1.1587688891476826,879.0992651055464
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,15,3.1185797857867604e-05,5.845921223997593e-05,0.9894736842105262,5.192325829105123,1.1582673176445442,882.9527549879077
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,16,3.1046383951660336e-05,5.910293036182871e-05,0.9894736842105262,5.181462120787417,1.1584304565455565,882.499686384581
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,17,3.121917693974484e-05,6.038509509555487e-05,0.9894736842105262,5.192657684218405,1.1585276090893235,878.5826690748836
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,18,3.090398902115257e-05,6.0222746128340814e-05,0.9894736842105262,5.186721397614244,1.1587782915804508,878.4237451926472
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,19,3.080240181830901e-05,5.7683808708281856e-05,0.9894736842105262,5.216137442838205,1.1581847408815862,882.3265748657728
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,20,3.07737973198963e-05,5.951294771820181e-05,0.9894736842105262,5.218706031423057,1.1585093189307254,878.7643373013902
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,21,3.090406005789477e-05,5.743576009999493e-05,0.9894736842105262,5.197164527687409,1.1584059489594152,881.29748235753
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,22,3.0677116293186064e-05,5.974527499007063e-05,0.9894736842105262,5.183535118956062,1.1585125235455367,880.8226701078872
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,23,3.0974158366020146e-05,5.862370186610696e-05,0.9894736842105262,5.223857695558078,1.158257193748309,881.9829195333181
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,24,3.085320961030034e-05,5.987511046379878e-05,0.9894736842105262,5.188385177455553,1.1582437906226406,881.0399548666581
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,25,3.114760142187041e-05,5.954068755150634e-05,0.9894736842105262,5.211788137338648,1.1582149190012756,879.8264933966276
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,26,3.083467112851143e-05,5.840412111149042e-05,0.9894736842105262,5.219330707517955,1.15834302337466,880.1252779835969
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,27,3.109761426699177e-05,5.8610006617129373e-05,0.9894736842105262,5.205398960934111,1.158626961033394,876.8073098483198
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,28,3.121669614704658e-05,5.844050936930899e-05,0.9894736842105262,5.187304156027535,1.1583794188380794,882.0032630062087
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,29,3.105514190527127e-05,5.9707151074325483e-05,0.9894736842105262,5.195980254953184,1.1582343953148333,883.1640396103927
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,30,3.0727629219105997e-05,5.9903961806440826e-05,0.9894736842105262,5.216385890616262,1.1583112525318753,877.9351071470044
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,31,3.134450104666335e-05,5.929549973716542e-05,0.9894736842105262,5.2198035057168015,1.1584233300166054,882.7317737819544
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,32,3.1001548161616654e-05,5.936509603743563e-05,0.9894736842105262,5.198829206893052,1.1585801670847802,880.6108918221094
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,33,3.1113523566066083e-05,5.933035563980183e-05,0.9894736842105262,5.1996833880871405,1.1582305727171642,880.1810438174484
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,34,3.112218895441202e-05,6.02892835323303e-05,0.9894736842105262,5.205117346970944,1.1586060693609685,881.2805565669286
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,35,3.092571637972573e-05,5.872554225102999e-05,0.9894736842105262,5.231765158185404,1.1582393091951326,880.7860899251908
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,36,3.098665306765554e-05,5.837016466798515e-05,0.9909774436090225,5.224945220969036,1.1584566341422282,879.6796380306189
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,37,3.0907406058453254e-05,5.882372451265187e-05,0.9894736842105262,5.22079948432397,1.1583750234939154,880.2105410348652
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,38,3.0841238044657016e-05,5.778991830548476e-05,0.9894736842105262,5.208355420625875,1.1587434449100502,881.3442481776889
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,39,3.120734768018796e-05,5.975738237618757e-05,0.9894736842105262,5.1928430660125535,1.1584395002092205,879.9515318946011
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,40,3.11453003511865e-05,6.0311175601836985e-05,0.9894736842105262,5.212508613949529,1.1581811152521349,881.5125594988717
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,41,3.092321815897211e-05,5.8817489237090716e-05,0.9894736842105262,5.20580090424523,1.1585034138773698,883.0735805638017
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,42,3.114293699465615e-05,5.9017885688167915e-05,0.9894736842105262,5.234699383790739,1.158491810529692,880.6538265273458
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,43,3.10404515403314e-05,5.951787351107089e-05,0.9894736842105262,5.205256160327135,1.1587650424900149,878.063274335002
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,44,3.0816836390807224e-05,5.9338055440750406e-05,0.9894736842105262,5.2068815102485315,1.1586303481980842,878.1920340035098
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,45,3.1135631276626045e-05,5.926700292710531e-05,0.9894736842105262,5.212383399051172,1.158525104598389,880.7412989305654
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,46,3.097189699208776e-05,5.8619088656023226e-05,0.9894736842105262,5.2096784224798265,1.1584750761338822,879.4219121156805
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,47,3.073847510114622e-05,5.912340441523224e-05,0.9894736842105262,5.2031912581245106,1.1586444143521422,876.694031780939
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,48,3.076253697387159e-05,5.756507611458071e-05,0.9894736842105262,5.173605692747056,1.15850118599508,879.113904840131
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,49,3.090293528697323e-05,5.8431090048768426e-05,0.9894736842105262,5.2352764061042665,1.1583225699528898,881.0442436088983
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,50,3.087869968350166e-05,5.9347846885810705e-05,0.9894736842105262,5.201001794030788,1.1581279609179196,880.4699205716822
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,51,3.079404425168847e-05,6.061818479469933e-05,0.9894736842105262,5.204309898898714,1.158379456950327,878.5077819684387
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,52,3.114455150209569e-05,5.94555709743858e-05,0.9894736842105262,5.209202197969442,1.1584693348479738,882.3320257520834
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,53,3.1090207667749515e-05,6.071899053362207e-05,0.9894736842105262,5.231380321086552,1.158154094676175,879.9940366062028
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,54,3.087616878638937e-05,5.974231045790227e-05,0.9894736842105262,5.218795482966539,1.1581852087870135,881.589442476686
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,55,3.106514601895101e-05,6.118566417171425e-05,0.9894736842105262,5.209756219657447,1.1585189415976962,879.1976186534404
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,56,3.123680957923059e-05,5.8766994988817106e-05,0.9909774436090225,5.223588866636619,1.1587893185431737,877.4901307843128
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,57,3.0931457588479016e-05,5.9413978445065294e-05,0.9894736842105262,5.212760904928182,1.158634747841838,881.5349732261901
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,58,3.101685839388777e-05,5.987827019532312e-05,0.9894736842105262,5.211400389980651,1.1585555520832398,879.5353578411564
pareto_top1000_lam0.2_t0.00012,permute_hs_rows,59,3.115413643369827e-05,6.006431097790714e-05,0.9894736842105262,5.209418029559494,1.1585711651067963,879.459700350304
