source_id,prior_kind,beta,n_samples,best_world_mae,top100_world_mae,p01_world_mae,median_world_mae,best_world_hs_energy,top100_hs_energy,best_world_spearman
none_b0,none,0.0,70000,0.0001578968583519683,0.00025314868854133617,0.0003746491499866944,0.001430684060203406,5.054773795864531,5.134662473330976,0.9458646616541352
hs_b0.1,hs,0.1,70000,0.00016424763114297088,0.00025494527112563547,0.0003803764001965319,0.001404477695661815,4.86223644937313,4.8701248328507125,0.9774436090225563
hsconf_b0.2,hs_conf,0.2,55000,0.00016000864631250805,0.0002664641511407921,0.00038058173700461923,0.0013876065551810695,4.718393414090307,4.747193999476935,0.9067669172932331
hs_b0.18,hs,0.18,55000,0.00018827601624565732,0.0002761452665397178,0.00038640460097908607,0.0013871453240567985,4.666091836057766,4.6445514183805106,0.9488721804511278
