top_k_public_worlds,real_hs_energy,null_mean,null_p10,null_p50,null_p90,real_minus_null_p50,one_sided_p
100,4.902593224711919,5.251583488090569,5.233872333388095,5.2521894194566165,5.267746797917876,-0.3495961947446977,0.012345679012345678
250,4.901172318343928,5.249115918054487,5.229885616016086,5.251695047975481,5.26551689531318,-0.3505227296315532,0.012345679012345678
500,4.88077139938558,5.238075761568227,5.22165510028665,5.236214704606597,5.256563783162077,-0.3554433052210175,0.012345679012345678
1000,4.877889323310565,5.23439526790999,5.217986525757211,5.234522554790899,5.250328911330907,-0.356633231480334,0.012345679012345678
2500,4.876524890212045,5.23295676552368,5.216544156603546,5.2327284603209225,5.249571685923716,-0.35620357010887727,0.012345679012345678
5000,4.875371477529773,5.231236343880768,5.216014904260563,5.231002626673437,5.246828201066662,-0.35563114914366345,0.012345679012345678
10000,4.868860613831,5.225767992387364,5.211330935452441,5.225123140299839,5.24030597181838,-0.35626252646883927,0.012345679012345678
