view,feature_count,gain_mae,tail_mae,positive_auc,positive_ap,toxic_auc,toxic_ap
full_context,487,0.9910710451529888,0.6691203296518138,0.512829132166754,0.4986314752812197,0.7102481167004525,0.2994704700591079
mask_world_residual,453,0.9957441822215616,0.6684460235588244,0.5071614976588177,0.4966880897357047,0.7148676874801322,0.3038320888716244
mask_episode_context,445,0.9997763230147936,0.6646877169200264,0.5107008259205728,0.4973462613771319,0.707112564445243,0.2983858683319985
mask_listener_support,107,0.9884528710819872,0.6638028493954742,0.5177751966884521,0.5056228949697499,0.7167701878567134,0.3064917729532851
consensus,1492,0.9874860221296348,0.6636480619395465,0.5156677645932248,0.5002037135798477,0.7142719806630593,0.3045955665301778
