candidate_id,spec_name,selector,max_routes,max_cells,allowed_policies,allowed_routes,min_public_action_gain,max_same_rank,require_outside_h069,selected_routes,selected_cells,changed_cells_vs_h057,changed_rows_vs_h057,outside_h069_cells,Q2_changed_vs_h057,public_action_pred_delta_vs_h057,posterior_delta_vs_h057,responsibility_weighted_delta_vs_h057,max_positive_bad_cosine,sum_conflict_public_contrib,sum_q061_value_gain,mean_conflict_public_action_gain,mean_h074_bad_opp_rank,mean_h074_bad_same_rank,mean_shortcut_energy,mean_abs_prob_move_vs_h057,max_abs_prob_move_vs_h057,h050_null_selected,selected_rows,route_templates,bad_cos_submission_h010_objective_,bad_cos_submission_e216_maskfam_je,bad_cos_submission_e323_5508f966_u,bad_cos_submission_jepa_latent_q2_,bad_cos_submission_jepa_latent_res,bad_cos_submission_lejepa_targetwi,bad_cos_submission_ordinal_q_const,Q1_changed_vs_h057,Q3_changed_vs_h057,S1_changed_vs_h057,S2_changed_vs_h057,S3_changed_vs_h057,S4_changed_vs_h057,hash,action_rank,responsibility_rank,conflict_gain_rank,same_avoid_rank,bad_avoid_rank,scale_rank,posterior_violation,h077_score,file,resolved_path
h077_conflict_cell_top16_123f6665,conflict_cell_top16,cell,999,16,q2_tail_stage_soft;objective_stage_edge;recovery_full_vector,q2_s3_tail;q2_hardtail;s_stage;s23_core;s14_edge;recovery_route,6e-05,0.84,False,15,16,16,15,14,7,-0.004677109292452498,0.00010452678195060749,6.946499114657956e-05,0.003282300622083122,-0.0046771092924516,-0.18292186841356198,0.000292319330778225,0.20753571428571424,0.6069285714285715,0.573475,0.0007680891403583,0.09618954117190065,0,"4,12,60,69,80,82,86,94,100,122,158,164,172,177,200",q2_hardtail:7;q2_s3_tail:3;recovery_route:3;s_stage:2,0.001051846528603131,0.0008946909445108538,0.0011752715518861614,0.003282300622083122,0.0012728265128034298,0.002372200856032152,0.002790451982279998,0,0,3,3,3,0,123f6665,1.0,0.2,1.0,0.4,0.2,0.9,0.00010452678195060749,0.6795000000000001,submission_h077_conflict_cell_top16_123f6665.csv,/Users/kbsoo/Downloads/cl2/hitl/h077_hardtail_conflict_route_jepa/submission_h077_conflict_cell_top16_123f6665.csv
h077_conflict_cell_top8_d68f58f3,conflict_cell_top8,cell,999,8,q2_tail_stage_soft;objective_stage_edge;recovery_full_vector,q2_s3_tail;q2_hardtail;s_stage;s23_core;s14_edge;recovery_route,0.0001,0.84,False,8,8,8,7,7,4,-0.003175061876478609,5.4311745285505025e-05,2.628816032066104e-05,0.0023106623294235217,-0.0031750618764781998,-0.0950455542496331,0.00039688273455977497,0.20699999999999996,0.5937857142857143,0.573807142857143,0.0003965476638098277,0.09592661919223977,0,"4,69,80,86,122,164,177",q2_hardtail:4;q2_s3_tail:2;recovery_route:1;s_stage:1,0.0013641235001634478,0.0005139412021060719,0.0009162547713483856,0.0023106623294235217,0.0010649448534121955,0.0013052611216484622,0.0012147907571118167,0,0,1,1,2,0,d68f58f3,0.8,0.3,0.8,0.5,0.4,0.75,5.4311745285505025e-05,0.613,submission_h077_conflict_cell_top8_d68f58f3.csv,/Users/kbsoo/Downloads/cl2/hitl/h077_hardtail_conflict_route_jepa/submission_h077_conflict_cell_top8_d68f58f3.csv
h077_conflict_cell_outside_top24_27b46357,conflict_cell_outside_top24,cell,999,24,q2_tail_stage_soft;objective_stage_edge;recovery_full_vector,q2_s3_tail;q2_hardtail;s_stage;s23_core;s14_edge;recovery_route,4e-05,0.84,True,21,24,24,23,24,8,-0.0046311246066322335,0.00013712321118334282,0.00010282823877205844,0.005568294498253177,-0.00463112460663142,-0.23996561957084858,0.00019296352527630917,0.19728571428571426,0.6635952380952381,0.5984190476190476,0.0010938507809061817,0.09618954117190065,0,"4,12,55,60,69,80,82,86,92,94,100,104,122,129,158,164,172,177,180,181,192,194,200",q2_hardtail:8;q2_s3_tail:3;recovery_route:4;s_stage:6,0.003049754960843347,0.0033581762765145916,0.003171950672258558,0.005568294498253177,0.0035091409376517566,0.002933997395429415,0.004054232919825893,1,0,6,5,3,1,27b46357,0.9,0.1,0.9,0.1,0.1,1.0,0.00013712321118334282,0.5940000000000001,submission_h077_conflict_cell_outside_top24_27b46357.csv,/Users/kbsoo/Downloads/cl2/hitl/h077_hardtail_conflict_route_jepa/submission_h077_conflict_cell_outside_top24_27b46357.csv
h077_monster_mixed_top5_38bd8eb7,monster_mixed_top5,route,5,18,q2_tail_stage_soft;objective_stage_edge;recovery_full_vector,q2_s3_tail;q2_hardtail;s_stage;s23_core;s14_edge;recovery_route,0.00012,0.84,False,5,6,6,5,5,3,-0.002529098296627788,4.280446947977255e-05,2.2056225624119424e-05,0.001317916208262003,-0.0025290982966274,-0.0749078215896016,0.00042151638277123336,0.22009523809523804,0.5481904761904762,0.5529238095238096,0.000292122743162313,0.09584324460366084,0,"4,69,80,86,164",q2_hardtail:2;q2_s3_tail:2;recovery_route:1,0.00029018194619781485,-0.00017226122577044555,0.0002883446365630553,0.001317916208262003,0.0007323411457721701,0.0005163737426676496,0.0012084107416348508,0,0,0,1,2,0,38bd8eb7,0.6,0.5,0.6,0.8,0.8,0.5,4.280446947977255e-05,0.5870000000000001,submission_h077_monster_mixed_top5_38bd8eb7.csv,/Users/kbsoo/Downloads/cl2/hitl/h077_hardtail_conflict_route_jepa/submission_h077_monster_mixed_top5_38bd8eb7.csv
h077_monster_mixed_outside_top8_f45c3426,monster_mixed_outside_top8,route,8,28,q2_tail_stage_soft;objective_stage_edge;recovery_full_vector,q2_s3_tail;q2_hardtail;s_stage;s23_core;s14_edge;recovery_route,7e-05,0.84,True,8,8,8,8,8,3,-0.0027097019744033433,4.82667837981905e-05,2.59632355842654e-05,0.0018660627402092074,-0.002709701974402963,-0.0844668716468328,0.00033871274680037037,0.20921428571428569,0.6217857142857143,0.5686571428571429,0.00035881606707326114,0.09592661919223977,0,"4,60,69,80,86,122,164,177",q2_hardtail:3;q2_s3_tail:2;recovery_route:1;s_stage:2,0.0017628449818342072,0.0009065243840777429,0.0013915061984525238,0.0018660627402092074,0.0011709878392295995,0.0013104848760582,0.0013337715040854729,0,0,2,1,2,0,f45c3426,0.7,0.4,0.7,0.2,0.5,0.75,4.82667837981905e-05,0.5645,submission_h077_monster_mixed_outside_top8_f45c3426.csv,/Users/kbsoo/Downloads/cl2/hitl/h077_hardtail_conflict_route_jepa/submission_h077_monster_mixed_outside_top8_f45c3426.csv
h077_monster_q2_tail_top5_66a019da,monster_q2_tail_top5,route,5,12,q2_tail_stage_soft,q2_s3_tail;q2_hardtail,0.00012,0.84,False,5,6,6,5,5,4,-0.002169712004793036,4.062564691782145e-05,2.125956595990193e-05,0.0018091577308984805,-0.0021697120047927,-0.0710948821061871,0.00036161866746545,0.20857142857142852,0.5603809523809523,0.5697666666666666,0.00029553361653102974,0.09592661919223977,0,"4,80,86,122,164",q2_hardtail:3;q2_s3_tail:2,0.00028697740635571026,0.0002895235919711593,0.00028516038650428497,0.0018091577308984805,0.0007096136714485949,0.0012859656758664262,0.0008538057581104363,0,0,0,0,2,0,66a019da,0.5,0.6,0.5,0.7,0.6,0.5,4.062564691782145e-05,0.527,submission_h077_monster_q2_tail_top5_66a019da.csv,/Users/kbsoo/Downloads/cl2/hitl/h077_hardtail_conflict_route_jepa/submission_h077_monster_q2_tail_top5_66a019da.csv
h077_monster_q2_tail_top3_8565ce0c,monster_q2_tail_top3,route,3,8,q2_tail_stage_soft,q2_s3_tail;q2_hardtail,0.00016,0.84,False,3,4,4,3,3,2,-0.0015740768877112493,2.5438275481863266e-05,1.3172039703779962e-05,0.0012176947536366915,-0.001574076887711,-0.0445169820932606,0.00039351922192775,0.22128571428571425,0.5412857142857143,0.5608785714285714,0.00018595083721908656,0.09341107556386763,0,"4,80,164",q2_hardtail:1;q2_s3_tail:2,0.000355443697322944,0.0003585973455662692,0.0003531931777927702,0.0009749470921387414,0.000564865486927129,-0.00037905270539063994,0.0012176947536366915,0,0,0,0,2,0,8565ce0c,0.3,0.8,0.3,0.9,0.9,0.3,2.5438275481863266e-05,0.48400000000000004,submission_h077_monster_q2_tail_top3_8565ce0c.csv,/Users/kbsoo/Downloads/cl2/hitl/h077_hardtail_conflict_route_jepa/submission_h077_monster_q2_tail_top3_8565ce0c.csv
h077_monster_stage_top6_4407ed84,monster_stage_top6,route,6,24,objective_stage_edge;recovery_full_vector,s_stage;s23_core;s14_edge;recovery_route,0.0001,0.84,False,6,6,6,6,5,0,-0.0020965166217460475,3.20122273236512e-05,1.5636196037289816e-05,0.0024204405545252355,-0.0020965166217457,-0.05602139781638929,0.0003494194369576167,0.244,0.6204761904761904,0.5562428571428571,0.0002636270378084848,0.0899575907969854,0,"60,69,80,100,164,177",recovery_route:3;s14_edge:1;s_stage:2,0.0003652565260789706,0.0007272426488501258,0.00086956496136462,0.001440310080327213,0.00010777272302202395,0.0012744281029687765,0.0024204405545252355,0,0,2,2,2,0,4407ed84,0.4,0.7,0.4,0.3,0.3,0.5,3.20122273236512e-05,0.4290000000000001,submission_h077_monster_stage_top6_4407ed84.csv,/Users/kbsoo/Downloads/cl2/hitl/h077_hardtail_conflict_route_jepa/submission_h077_monster_stage_top6_4407ed84.csv
h077_monster_q2s3_top1_c0698455,monster_q2s3_top1,route,1,4,q2_tail_stage_soft,q2_s3_tail,0.0002,0.84,False,1,2,2,1,1,1,-0.0008098790112829033,1.2645587530701821e-05,1.4056993611912434e-06,0.0007651364020764238,-0.0008098790112828,-0.022129778178728098,0.0004049395056414,0.1931428571428571,0.47628571428571426,0.5144285714285715,0.00010388524412803646,0.09137779977759564,0,80,q2_s3_tail:1,-1.0404262648368976e-12,0.0,-1.0569944842731514e-12,0.0007062453343908778,-0.00016297272267163724,-0.00029467906138016603,0.0007651364020764238,0,0,0,0,1,0,c0698455,0.1,1.0,0.1,1.0,1.0,0.1,1.2645587530701821e-05,0.405,submission_h077_monster_q2s3_top1_c0698455.csv,/Users/kbsoo/Downloads/cl2/hitl/h077_hardtail_conflict_route_jepa/submission_h077_monster_q2s3_top1_c0698455.csv
h077_monster_stage_top3_cbf5030e,monster_stage_top3,route,3,12,objective_stage_edge;recovery_full_vector,s_stage;s23_core;s14_edge;recovery_route,0.00016,0.84,False,3,3,3,3,2,0,-0.0012470044676758199,1.8101142611372444e-05,1.2436459806099263e-05,0.0015550346752338322,-0.0012470044676756,-0.031676999569901595,0.00041566815589186664,0.2744761904761905,0.5613333333333334,0.528104761904762,0.00012951195976887892,0.0899575907969854,0,"60,69,164",recovery_route:2;s_stage:1,-0.0004435755106752843,-0.0008096683219615925,-0.00045995094529455616,0.00045549405021123624,0.0003591661154085507,0.0004493694161768209,0.0015550346752338322,0,0,0,2,1,0,cbf5030e,0.2,0.9,0.2,0.6,0.7,0.2,1.8101142611372444e-05,0.392,submission_h077_monster_stage_top3_cbf5030e.csv,/Users/kbsoo/Downloads/cl2/hitl/h077_hardtail_conflict_route_jepa/submission_h077_monster_stage_top3_cbf5030e.csv
