target,selected_cells,gain_sum,mean_gain,positive_gain_rate,raw_action_count,inverse_action_count,positive_subjects,negative_subjects
Q1,36,1.407841080570675,0.039106696682518746,0.5833333333333334,26.0,10.0,8,2
Q2,26,-1.3262242961667563,-0.051008626775644474,0.5,15.0,11.0,3,6
Q3,1,-0.40851247813651437,-0.40851247813651437,0.0,1.0,0.0,0,1
S1,10,-0.32319447037000626,-0.032319447037000626,0.7,7.0,3.0,7,3
S2,1,-1.331706264559615,-1.331706264559615,0.0,1.0,0.0,0,1
S3,2,-0.7656389846583419,-0.38281949232917095,0.5,2.0,0.0,0,1
S4,21,1.5591461229013175,0.07424505347149131,0.7142857142857143,12.0,9.0,6,3
