score_col,target,policy,fraction,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,active_subjects,positive_subjects,negative_subjects,raw_action_count,inverse_action_count,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,assignment_score
subject_relative_responsibility,Q3,top_responsibility_all,0.04,18,-1.2086033057300472,-0.06714462809611373,0.5555555555555556,7,4,3,9,9,-0.18677394521456514,1.0132716262822223,-1.021829360515482,-1.008445646765674,-2.693774456339037
subject_relative_responsibility,Q3,top_responsibility_decisive,0.04,14,-1.2592887249382434,-0.08994919463844596,0.5714285714285714,6,3,3,8,6,-0.44232709798940145,0.7488396614612449,-0.816961626948842,-1.090970028690344,-3.034902787320502
subject_relative_responsibility,Q3,top_responsibility_pairbest,0.04,18,-1.2086033057300472,-0.06714462809611373,0.5555555555555556,7,4,3,9,9,-0.17115786485961307,0.9763905337975544,-1.037445440870434,-1.0625312361800703,-2.7038678393869624
subject_relative_responsibility,Q3,top_responsibility_all,0.06,27,-1.316576073223903,-0.04876207678607048,0.5185185185185185,8,4,4,17,10,-0.24963268457709134,1.0292845807405717,-1.0669433886468116,-1.036587362339718,-3.7329104186445106
subject_relative_responsibility,Q3,top_responsibility_decisive,0.06,21,-1.3703587582436851,-0.065255178963985,0.5238095238095238,7,3,4,14,7,-0.6885483957055035,0.9154087721855235,-0.6818103625381816,-0.7448151943206427,-3.9898595769133944
subject_relative_responsibility,Q3,top_responsibility_pairbest,0.06,27,-1.316576073223903,-0.04876207678607048,0.5185185185185185,8,4,4,17,10,-0.8082131094990261,0.8892833956129182,-0.5083629637248768,-0.5716546223990826,-3.518843017173867
subject_relative_responsibility,Q3,top_responsibility_all,0.08,36,0.06016103133063949,0.0016711397591844303,0.6111111111111112,8,3,5,22,14,-0.5676034100989981,1.1975053166866618,0.6277644414296375,0.5242268511730522,-2.90464250667872
subject_relative_responsibility,Q3,top_responsibility_decisive,0.08,28,-0.30696120276903843,-0.010962900098894229,0.6071428571428571,8,3,5,18,10,-0.7374416548284707,1.111747528538517,0.43048045205943225,0.38721062202434936,-3.3462388620916315
subject_relative_responsibility,Q3,top_responsibility_pairbest,0.08,36,0.06016103133063949,0.0016711397591844303,0.6111111111111112,8,3,5,22,14,-0.2212911699473139,1.2893970793045968,0.2814522012779534,0.21828202172580335,-3.03913066166895
subject_relative_responsibility,Q3,top_responsibility_all,0.1,45,-1.8723595881358226,-0.04160799084746272,0.5777777777777777,8,3,5,29,16,-1.0022489985360987,1.2721564146621789,-0.8701105895997239,-0.6839651001805322,-5.420678163922682
subject_relative_responsibility,Q3,top_responsibility_decisive,0.1,35,-2.152543451758365,-0.06150124147881043,0.5714285714285714,8,3,5,22,13,-1.062925501283192,1.3864305087255167,-1.089617950475173,-0.7859160222006438,-5.779449010549553
subject_relative_responsibility,Q3,top_responsibility_pairbest,0.1,45,-1.8723595881358226,-0.04160799084746272,0.5777777777777777,8,3,5,29,16,-0.7580152985337026,1.322492880123661,-1.11434428960212,-0.8426089140819587,-5.509812655313543
subject_relative_responsibility,Q3,top_responsibility_all,0.14,63,-2.41948743568997,-0.03840456247126937,0.6190476190476191,9,3,6,37,26,-1.5247608396157333,1.3031939945464999,-0.8947265960742368,-0.6865643947243586,-6.85894280636563
subject_relative_responsibility,Q3,top_responsibility_decisive,0.14,49,-1.855479005118053,-0.037866918471797,0.6326530612244898,9,3,6,31,18,-0.912119778650478,1.3205443212667947,-0.943359226467575,-0.7143714991425755,-6.306862698482787
subject_relative_responsibility,Q3,top_responsibility_pairbest,0.14,63,-2.41948743568997,-0.03840456247126937,0.6190476190476191,9,3,6,37,26,-1.631722106799815,1.5055292263590567,-0.7877653288901549,-0.5232481144157338,-6.810522798179543
subject_relative_responsibility,Q3,top_responsibility_all,0.18,81,-3.227916879332448,-0.039850825670770966,0.6049382716049383,10,2,8,42,39,-1.6884980698327883,2.2075402919335856,-1.53941880949966,-0.6973457359418261,-10.017501787134554
subject_relative_responsibility,Q3,top_responsibility_decisive,0.18,62,-2.7609748469736637,-0.04453185237054296,0.6129032258064516,10,2,8,36,26,-1.7121709192542225,1.5980086984737605,-1.0488039277194412,-0.6563192858218742,-9.396086663549102
subject_relative_responsibility,Q3,top_responsibility_pairbest,0.18,81,-3.227916879332448,-0.039850825670770966,0.6049382716049383,10,2,8,42,39,-1.0949850067067282,2.097251186460058,-2.1329318726257203,-1.0170130723472792,-10.227522439712917
subject_relative_responsibility,S1,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0
subject_relative_responsibility,S1,top_responsibility_all,0.01,4,0.5194286296195694,0.12985715740489234,1.0,4,4,0,3,1,-0.012924216647763628,0.4874336027490089,0.532352846267333,1.09215458939431,2.5883499424392
subject_relative_responsibility,S1,top_responsibility_decisive,0.01,3,0.5052938029803242,0.16843126766010807,1.0,3,3,0,2,1,-0.1002806325961098,0.4733212717816379,0.605574435576434,1.279415212624988,2.264907654915753
subject_relative_responsibility,S1,top_responsibility_pairbest,0.01,4,0.5194286296195694,0.12985715740489234,1.0,4,4,0,3,1,-0.1399911547733634,0.5702192549362494,0.6594197843929328,1.1564319841613488,2.632897763353584
subject_relative_responsibility,S1,top_responsibility_all,0.02,9,-1.1583923495860953,-0.1287102610651217,0.4444444444444444,6,2,4,6,3,-0.36178675156738066,0.8566580669797433,-0.7966055980187146,-0.9298991379690716,-4.212586165010839
subject_relative_responsibility,S1,top_responsibility_decisive,0.02,7,-1.162988422575043,-0.16614120322500617,0.42857142857142855,5,1,4,5,2,0.19275306370318002,0.5490982218856952,-1.355741486278223,-2.469032738118109,-4.8951855708417495
subject_relative_responsibility,S1,top_responsibility_pairbest,0.02,9,-1.1583923495860953,-0.1287102610651217,0.4444444444444444,6,2,4,6,3,-0.10404978066881193,0.9108761872962087,-1.0543425689172834,-1.157503713042419,-4.312667713787745
subject_relative_responsibility,S1,top_responsibility_all,0.04,18,-3.0022079876982595,-0.1667893326499033,0.4444444444444444,6,1,5,15,3,-0.47933336905974705,1.1115860557523012,-2.5228746186385123,-2.269617008582459,-7.958254296370281
subject_relative_responsibility,S1,top_responsibility_decisive,0.04,14,-2.960876650616923,-0.2114911893297802,0.42857142857142855,6,1,5,12,2,-0.1891143584800086,0.8401039912100617,-2.771762292136914,-3.2993085631512677,-8.100907623144552
subject_relative_responsibility,S1,top_responsibility_pairbest,0.04,18,-3.0022079876982595,-0.1667893326499033,0.4444444444444444,6,1,5,15,3,-0.7012422252175309,1.327984412790726,-2.3009657624807285,-1.7326752786542927,-7.83798746653013
subject_relative_responsibility,S1,top_responsibility_all,0.06,27,-2.3809054587795533,-0.08818168365850197,0.5555555555555556,9,4,5,20,7,-0.700772759733484,1.4136388073754165,-1.6801326990460694,-1.1885162534306974,-5.881574671614222
subject_relative_responsibility,S1,top_responsibility_decisive,0.06,21,-2.7001850505688902,-0.12858024050328049,0.5238095238095238,7,2,5,17,4,-0.6292268286012436,1.3835710322464827,-2.0709582219676466,-1.496821033181841,-7.061630810953559
subject_relative_responsibility,S1,top_responsibility_pairbest,0.06,27,-2.3809054587795533,-0.08818168365850197,0.5555555555555556,9,4,5,20,7,-1.1546958730448618,1.344688479513998,-1.2262095857346915,-0.9118911959280506,-5.7177352318705434
subject_relative_responsibility,S1,top_responsibility_all,0.08,36,-1.4347399994959331,-0.03985388887488703,0.6388888888888888,9,5,4,26,10,-0.2794142597532098,1.3591142809745762,-1.1553257397427232,-0.8500578324541459,-3.4607879491086093
subject_relative_responsibility,S1,top_responsibility_decisive,0.08,28,-1.8261631677425954,-0.06522011313366412,0.6428571428571429,9,4,5,21,7,-1.2714765784652402,1.369202509696531,-0.5546865892773551,-0.4051165443746488,-4.87593794182041
subject_relative_responsibility,S1,top_responsibility_pairbest,0.08,36,-1.4347399994959331,-0.03985388887488703,0.6388888888888888,9,5,4,26,10,-0.6634740820601968,1.5681167921798211,-0.7712659174357364,-0.491842139107259,-3.3097484330818245
subject_relative_responsibility,S1,top_responsibility_all,0.1,45,-0.6756668198378404,-0.015014818218618674,0.6888888888888889,10,6,4,31,14,-1.0406358466528782,1.2462015010232261,0.36496902681503784,0.2928651799210405,-1.76133403824567
subject_relative_responsibility,S1,top_responsibility_decisive,0.1,35,-0.5430561515026426,-0.015515890042932646,0.7142857142857143,10,6,4,25,10,-0.7280027721509109,1.8324095300084364,0.18494662064826828,0.10093083321140378,-1.6917647962727365
subject_relative_responsibility,S1,top_responsibility_pairbest,0.1,45,-0.6756668198378404,-0.015014818218618674,0.6888888888888889,10,6,4,31,14,-1.493835440199349,1.9124349839898596,0.8181686203615086,0.4278151295133633,-1.6118791652224962
subject_relative_responsibility,S1,top_responsibility_all,0.14,63,-1.259179231540616,-0.019986971929216127,0.6825396825396826,10,6,4,44,19,-1.5166002938226264,1.9140956457645688,0.25742106228201034,0.1344870424064863,-2.3954883355994916
subject_relative_responsibility,S1,top_responsibility_decisive,0.14,49,-1.0437217442763214,-0.021300443760741253,0.7142857142857143,10,6,4,34,15,-2.8120304271518335,2.2558757844138486,1.7683086828755121,0.7838679306249912,-1.6491280606368832
subject_relative_responsibility,S1,top_responsibility_pairbest,0.14,63,-1.259179231540616,-0.019986971929216127,0.6825396825396826,10,6,4,44,19,-2.126971616743011,1.8442275756090527,0.867792385202395,0.47054517386001465,-2.1787711255780233
subject_relative_responsibility,S1,top_responsibility_all,0.18,81,-4.15253320018298,-0.05126584197756766,0.6419753086419753,10,3,7,54,27,-2.09800332564427,2.126163877549639,-2.0545298745387104,-0.9663083341000575,-9.85873287249781
subject_relative_responsibility,S1,top_responsibility_decisive,0.18,63,-3.5250241534171627,-0.05595276433995496,0.6825396825396826,10,3,7,46,17,-2.708216008166298,2.7470870623562083,-0.8168081452508646,-0.2973360970038856,-8.776784333676938
subject_relative_responsibility,S1,top_responsibility_pairbest,0.18,81,-4.15253320018298,-0.05126584197756766,0.6419753086419753,10,3,7,54,27,-2.3350630554604885,2.4207742974299835,-1.817470144722492,-0.7507805030200503,-9.766062170444943
subject_relative_responsibility,S2,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0
subject_relative_responsibility,S2,top_responsibility_all,0.01,4,-1.2759964483172466,-0.31899911207931164,0.5,4,2,2,3,1,-0.058714303020316945,0.43683675350828055,-1.2172821452969296,-2.7865836276842835,-2.819839454674754
subject_relative_responsibility,S2,top_responsibility_decisive,0.01,4,-1.2759964483172466,-0.31899911207931164,0.5,4,2,2,3,1,-0.01853318356369782,0.6230384364848902,-1.2574632647535489,-2.018275584806628,-2.755062986223974
subject_relative_responsibility,S2,top_responsibility_pairbest,0.01,4,-1.2759964483172466,-0.31899911207931164,0.5,4,2,2,3,1,0.028773586702155976,0.6647568132276815,-1.3047700350194025,-1.9627779799415372,-2.763705256817221
subject_relative_responsibility,S2,top_responsibility_all,0.02,9,-1.531984034182216,-0.17022044824246843,0.4444444444444444,6,2,4,6,3,-0.10801131324512643,0.5981589092125079,-1.4239727209370896,-2.380592680315984,-4.919457340717163
subject_relative_responsibility,S2,top_responsibility_decisive,0.02,7,-1.597020239702072,-0.22814574852886743,0.42857142857142855,5,2,3,5,2,-0.352307174243177,0.6875682141572657,-1.2447130654588952,-1.8103121113364837,-3.9800367990448176
subject_relative_responsibility,S2,top_responsibility_pairbest,0.02,9,-1.531984034182216,-0.17022044824246843,0.4444444444444444,6,2,4,6,3,-0.23265930157781436,0.7186960938345003,-1.2993247326044015,-1.8078917413785291,-4.824792850323611
subject_relative_responsibility,S2,top_responsibility_all,0.04,18,-2.0464859604688246,-0.11369366447049026,0.6111111111111112,8,4,4,11,7,-0.6829653473652915,0.9344684990231888,-1.3635206131035331,-1.4591402647909884,-4.5570117264345384
subject_relative_responsibility,S2,top_responsibility_decisive,0.04,15,-2.0294030457408367,-0.13529353638272246,0.6666666666666666,7,4,3,10,5,-0.9014264242012913,1.0614830532435557,-1.1279766215395455,-1.0626421383674534,-3.507393579372779
subject_relative_responsibility,S2,top_responsibility_pairbest,0.04,18,-2.0464859604688246,-0.11369366447049026,0.6111111111111112,8,4,4,11,7,-0.3617731347248056,0.9629498885214489,-1.684712825744019,-1.7495332268336343,-4.68240868643095
subject_relative_responsibility,S2,top_responsibility_all,0.06,27,-3.3324999399202677,-0.12342592370075066,0.5555555555555556,8,4,4,16,11,-1.184119962263237,1.2636697085174293,-2.1483799776570307,-1.7001119542364964,-6.124802906418805
subject_relative_responsibility,S2,top_responsibility_decisive,0.06,22,-3.272944730605683,-0.14877021502753104,0.5909090909090909,8,3,5,13,9,-1.6002879093242486,1.1481140629194715,-1.6726568212814343,-1.456873385060831,-7.134065479132561
subject_relative_responsibility,S2,top_responsibility_pairbest,0.06,27,-3.3324999399202677,-0.12342592370075066,0.5555555555555556,8,4,4,16,11,-0.2515399234038497,1.3755421044668528,-3.080960016516418,-2.2398151292581256,-6.458547235578783
subject_relative_responsibility,S2,top_responsibility_all,0.08,36,-3.2151175577294993,-0.08930882104804165,0.5555555555555556,8,4,4,20,16,-1.038340213197294,1.536949720687079,-2.176777344532205,-1.4162970429241477,-5.987558243159353
subject_relative_responsibility,S2,top_responsibility_decisive,0.08,29,-2.6696643326468115,-0.09205739078092454,0.6206896551724138,8,4,4,18,11,-1.3049501641928403,1.7392181532947932,-1.3647141684539712,-0.7846710695082398,-5.109269828064861
subject_relative_responsibility,S2,top_responsibility_pairbest,0.08,36,-3.2151175577294993,-0.08930882104804165,0.5555555555555556,8,4,4,20,16,-0.5464370911387119,1.2529070581768054,-2.6686804665907875,-2.129990767610628,-6.206498552245576
subject_relative_responsibility,S2,top_responsibility_all,0.1,45,-5.125463009860972,-0.1138991779969105,0.5111111111111111,9,2,7,26,19,-1.6885534785248903,2.0789887880159283,-3.436909531336082,-1.653164053191493,-11.717407830136501
subject_relative_responsibility,S2,top_responsibility_decisive,0.1,36,-4.312411928140581,-0.11978922022612726,0.5555555555555556,8,2,6,20,16,-1.019753013875828,1.4135933325109393,-3.292658914264753,-2.3292829971234124,-10.010915679910127
subject_relative_responsibility,S2,top_responsibility_pairbest,0.1,45,-5.125463009860972,-0.1138991779969105,0.5111111111111111,9,2,7,26,19,-0.32524164144546436,1.6949070931444101,-4.800221368415508,-2.8321442442665608,-12.244299400367836
subject_relative_responsibility,S2,top_responsibility_all,0.14,63,-3.7193237095322593,-0.05903688427828983,0.6031746031746031,10,6,4,34,29,-2.102933095498376,2.3668556990217486,-1.6163906140338833,-0.682927402250149,-5.531263792697599
subject_relative_responsibility,S2,top_responsibility_decisive,0.14,51,-3.957821537109168,-0.07760434386488564,0.6274509803921569,10,6,4,27,24,-1.6636291396480185,2.193853106765379,-2.294192397461149,-1.045736558380479,-5.999672520028698
subject_relative_responsibility,S2,top_responsibility_pairbest,0.14,63,-3.7193237095322593,-0.05903688427828983,0.6031746031746031,10,6,4,34,29,-0.7704439806377009,1.7763320355055014,-2.9488797288945583,-1.66009488651449,-6.028727275582234
subject_relative_responsibility,S2,top_responsibility_all,0.18,81,-3.2845330377435493,-0.04054979058942654,0.6296296296296297,10,6,4,37,44,-1.9797091009765448,2.4593556817581463,-1.3048239367670045,-0.530555196405837,-4.977183886562383
subject_relative_responsibility,S2,top_responsibility_decisive,0.18,66,-2.6851366933327503,-0.04068388929292046,0.6666666666666666,10,6,4,31,35,-1.7095326573411265,2.340242010910135,-0.9756040359916238,-0.41688168635696154,-4.252839406099268
subject_relative_responsibility,S2,top_responsibility_pairbest,0.18,81,-3.2845330377435493,-0.04054979058942654,0.6296296296296297,10,6,4,37,44,-1.100395305494992,1.4736669329520828,-2.1841377322485576,-1.482110837537247,-5.3361335893199895
subject_relative_responsibility,S3,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0
subject_relative_responsibility,S3,top_responsibility_all,0.01,4,-0.3679936968164986,-0.09199842420412466,0.5,3,2,1,3,1,-0.04868099157103096,0.5525271043210751,-0.3193127052454677,-0.5779131969242076,-0.5215788280825597
subject_relative_responsibility,S3,top_responsibility_decisive,0.01,4,-0.18630667731525785,-0.04657666932881446,0.75,4,3,1,2,2,0.011769494017206302,0.5103415102519608,-0.19807617133246416,-0.38812475049241424,0.1654579962357613
subject_relative_responsibility,S3,top_responsibility_pairbest,0.01,4,-0.3679936968164986,-0.09199842420412466,0.5,3,2,1,3,1,-0.14591274219932163,0.5798596787021418,-0.222080954617177,-0.3829908558467883,-0.4729170687863306
subject_relative_responsibility,S3,top_responsibility_all,0.02,9,-0.8847167359711404,-0.09830185955234894,0.3333333333333333,6,2,4,4,5,-0.42124432082814106,0.880730924585947,-0.46347241514299936,-0.5262361093552937,-3.843048738116236
subject_relative_responsibility,S3,top_responsibility_decisive,0.02,7,-0.7522893515844359,-0.10746990736920513,0.42857142857142855,5,2,3,3,4,-0.3144122730764501,0.9070645836558084,-0.4378770785079858,-0.48274079530608277,-2.760497983238869
subject_relative_responsibility,S3,top_responsibility_pairbest,0.02,9,-0.8847167359711404,-0.09830185955234894,0.3333333333333333,6,2,4,4,5,-0.4692427497670413,0.9673093262035456,-0.41547398620409914,-0.429515125047676,-3.8189771110038047
subject_relative_responsibility,S3,top_responsibility_all,0.04,18,-0.28662754742673946,-0.01592375263481886,0.5555555555555556,9,6,3,9,9,-0.5938339222979196,0.9818580716082392,0.3072063748711802,0.312882669862855,-0.540955145756878
subject_relative_responsibility,S3,top_responsibility_decisive,0.04,14,-0.10079393274814277,-0.007199566624867341,0.6428571428571429,7,5,2,6,8,-0.9444968623915022,1.111643291966794,0.8437029296433595,0.7589691187274864,0.4353567151604707
subject_relative_responsibility,S3,top_responsibility_pairbest,0.04,18,-0.28662754742673946,-0.01592375263481886,0.5555555555555556,9,6,3,9,9,-1.2084264253650185,1.1102584754960965,0.9217988779382791,0.830256105477053,-0.30484005127532887
subject_relative_responsibility,S3,top_responsibility_all,0.06,27,-0.5219748593037016,-0.019332402196433392,0.5925925925925926,10,6,4,13,14,-0.6715940560039457,1.26719111149268,0.14961919670024415,0.11807153265461368,-1.7282449099911303
subject_relative_responsibility,S3,top_responsibility_decisive,0.06,21,-0.44069032100352673,-0.02098525338112032,0.6190476190476191,9,6,3,10,11,-0.9222474429169417,1.0988100517723096,0.481557121913415,0.43825329149173187,-0.6047788076612819
subject_relative_responsibility,S3,top_responsibility_pairbest,0.06,27,-0.5219748593037016,-0.019332402196433392,0.5925925925925926,10,6,4,13,14,-1.2179003066925256,1.260884481393815,0.695925447388824,0.5519343426445614,-1.5209667537855616
subject_relative_responsibility,S3,top_responsibility_all,0.08,36,-1.7519026651517955,-0.04866396292088321,0.5555555555555556,10,5,5,18,18,-1.4274863182945585,1.5760301328028943,-0.32441634685723697,-0.20584400012725518,-4.39758974699947
subject_relative_responsibility,S3,top_responsibility_decisive,0.08,28,-1.665727573167906,-0.05949027047028236,0.6071428571428571,9,5,4,13,15,-1.1425181169399352,1.3936270572154197,-0.5232094562279708,-0.3754300359763292,-3.4673762707767875
subject_relative_responsibility,S3,top_responsibility_pairbest,0.08,36,-1.7519026651517955,-0.04866396292088321,0.5555555555555556,10,5,5,18,18,-1.5228748541927875,1.1158060936895293,-0.22902781095900804,-0.20525771659993688,-4.368914557877269
subject_relative_responsibility,S3,top_responsibility_all,0.1,45,-1.5043388117804235,-0.0334297513728983,0.5777777777777777,10,5,5,22,23,-0.44533917635958686,1.4447627285613764,-1.0589996354208366,-0.7329920785507363,-4.4142267991506365
subject_relative_responsibility,S3,top_responsibility_decisive,0.1,35,-1.2704342582429367,-0.0362981216640839,0.6285714285714286,9,5,4,17,18,-0.3348305701284205,1.3186616438644732,-0.9356036881145162,-0.7095100494260481,-3.220637798191325
subject_relative_responsibility,S3,top_responsibility_pairbest,0.1,45,-1.5043388117804235,-0.0334297513728983,0.5777777777777777,10,5,5,22,23,-2.1096067597585626,1.9007065620697292,0.6052679479781391,0.3184436567205024,-3.8098029506038205
subject_relative_responsibility,S3,top_responsibility_all,0.14,63,-0.7286361411068186,-0.011565653033441566,0.6349206349206349,10,6,4,27,36,-1.7399358186178953,1.5736928540040944,1.0112996775110767,0.6426283724539589,-1.6070151466398461
subject_relative_responsibility,S3,top_responsibility_decisive,0.14,49,0.184387932916263,0.0037630190391074077,0.7142857142857143,10,8,2,21,28,-1.5477884060803728,1.906704186819008,1.7321763389966358,0.9084662167163222,2.0806017420011713
subject_relative_responsibility,S3,top_responsibility_pairbest,0.14,63,-0.7286361411068186,-0.011565653033441566,0.6349206349206349,10,6,4,27,36,-3.38560172915775,2.264842365366806,2.6569655880509315,1.1731348850941414,-1.0602647222138715
subject_relative_responsibility,S3,top_responsibility_all,0.18,81,-3.3745014834576708,-0.04166051214145273,0.6049382716049383,10,6,4,36,45,-2.367125882357749,2.2032667880514447,-1.007375601099922,-0.4572190742233439,-4.980460762568008
subject_relative_responsibility,S3,top_responsibility_decisive,0.18,64,-1.3416742534376187,-0.020963660209962792,0.671875,10,5,5,26,38,-2.309299387344813,2.6261263676949813,0.9676251339071942,0.36846099479839717,-3.495790613785621
subject_relative_responsibility,S3,top_responsibility_pairbest,0.18,81,-3.3745014834576708,-0.04166051214145273,0.6049382716049383,10,6,4,36,45,-4.329033523638313,1.6807570122191684,0.9545320401806423,0.5679179281961387,-4.289374769941889
subject_relative_responsibility,S4,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0
subject_relative_responsibility,S4,top_responsibility_all,0.01,4,-0.18436331607119316,-0.04609082901779829,0.5,4,2,2,4,0,-0.05721317363960713,0.3332849356888824,-0.12715014243158604,-0.38150581924374527,-1.1606589407250436
subject_relative_responsibility,S4,top_responsibility_decisive,0.01,3,-0.2245936635151623,-0.0748645545050541,0.3333333333333333,3,1,2,3,0,-0.10316414700324579,0.34376739674334067,-0.12142951651191651,-0.35323162598394026,-1.613012347733798
subject_relative_responsibility,S4,top_responsibility_pairbest,0.01,4,-0.18436331607119316,-0.04609082901779829,0.5,4,2,2,4,0,-0.01652733182484184,0.4744907388128571,-0.16783598424635132,-0.3537181456191649,-1.170085925907015
subject_relative_responsibility,S4,top_responsibility_all,0.02,9,-0.2791451963024363,-0.03101613292249292,0.5555555555555556,6,3,3,7,2,-0.17450005353556097,0.7133138379560308,-0.10464514276687531,-0.14670280765438581,-1.7529867976757156
subject_relative_responsibility,S4,top_responsibility_decisive,0.02,6,-0.3361865861051644,-0.056031097684194064,0.5,5,2,3,6,0,-0.08618810042617475,0.5068800394629306,-0.24999848567898963,-0.49321035790613854,-2.2605071675994752
subject_relative_responsibility,S4,top_responsibility_pairbest,0.02,9,-0.2791451963024363,-0.03101613292249292,0.5555555555555556,6,3,3,7,2,-0.11610243629799473,0.5205583490583396,-0.16304276000444157,-0.3132074632927829,-1.7871565484108252
subject_relative_responsibility,S4,top_responsibility_all,0.04,18,0.2665047736889067,0.014805820760494815,0.6666666666666666,9,5,4,13,5,-0.2916821607793287,0.9627416694188756,0.5581869344682353,0.5797889010093069,-1.0913935892030255
subject_relative_responsibility,S4,top_responsibility_decisive,0.04,13,-0.24530318788247696,-0.018869475990959766,0.6153846153846154,7,3,4,9,4,-0.04303721150769413,0.7123854462621636,-0.20226597637478283,-0.283927721202136,-2.6382219067612795
subject_relative_responsibility,S4,top_responsibility_pairbest,0.04,18,0.2665047736889067,0.014805820760494815,0.6666666666666666,9,5,4,13,5,-0.1454565585116857,0.6431874408154437,0.4119613322005924,0.6404996522915637,-1.1291901947550929
subject_relative_responsibility,S4,top_responsibility_all,0.06,27,0.555648102310524,0.02057955934483422,0.6666666666666666,9,6,3,17,10,-0.4013792192859687,0.995276306446149,0.9570273215964926,0.9615694811562101,0.6055799135717588
subject_relative_responsibility,S4,top_responsibility_decisive,0.06,19,-0.06596739216569669,-0.0034719680087208784,0.5789473684210527,8,3,5,11,8,-0.5853932609472771,1.0230175233955012,0.5194258687815804,0.5077389750446816,-3.0777867866583337
subject_relative_responsibility,S4,top_responsibility_pairbest,0.06,27,0.555648102310524,0.02057955934483422,0.6666666666666666,9,6,3,17,10,-0.41502571515232684,0.8137784870274104,0.9706738174628509,1.192798572260802,0.6327967714421256
subject_relative_responsibility,S4,top_responsibility_all,0.08,36,-0.003363933724184698,-9.344260344957494e-05,0.6111111111111112,9,6,3,18,18,-0.5040126226892703,0.9527551980255035,0.5006486889650856,0.5254746339905922,-0.15617741919115602
subject_relative_responsibility,S4,top_responsibility_decisive,0.08,25,-0.16336806296522316,-0.006534722518608926,0.56,8,5,3,13,12,-0.7821705307960206,1.188707514664426,0.6188024678307975,0.5205674736610767,-0.6516705752498764
subject_relative_responsibility,S4,top_responsibility_pairbest,0.08,36,-0.003363933724184698,-9.344260344957494e-05,0.6111111111111112,9,6,3,18,18,-0.45641006400155243,0.8353344508084771,0.45304613027736773,0.5423529818971164,-0.16877035200681867
subject_relative_responsibility,S4,top_responsibility_all,0.1,45,0.4336501402047551,0.009636669782327892,0.6222222222222222,9,5,4,21,24,-1.149848917028618,1.2740758854984473,1.583499057233373,1.2428608650840858,-0.5681251672279353
subject_relative_responsibility,S4,top_responsibility_decisive,0.1,32,-0.10946224322233278,-0.0034206951006978993,0.59375,8,4,4,14,18,-0.8654804559029178,1.5182164741068662,0.756018212680585,0.4979647010650007,-1.7953603093116572
subject_relative_responsibility,S4,top_responsibility_pairbest,0.1,45,0.4336501402047551,0.009636669782327892,0.6222222222222222,9,5,4,21,24,-0.3033469830794231,1.1984268280276589,0.7369971232841782,0.6149704813410343,-0.8848647857869993
subject_relative_responsibility,S4,top_responsibility_all,0.14,63,0.6987405277722134,0.011091119488447833,0.6190476190476191,9,5,4,28,35,-0.9802544600119368,0.9949900243045251,1.6789949877841504,1.6874490665951438,-0.23119702161397937
subject_relative_responsibility,S4,top_responsibility_decisive,0.14,45,0.7652430205267448,0.017005400456149882,0.6444444444444445,9,5,4,19,26,-1.4372046762443746,1.462635293369631,2.2024476967711193,1.5058078433873303,-0.015664108325408765
subject_relative_responsibility,S4,top_responsibility_pairbest,0.14,63,0.6987405277722134,0.011091119488447833,0.6190476190476191,9,5,4,28,35,-0.3357332757020895,1.21291443964051,1.0344738034743028,0.852882750559805,-0.508010008510468
subject_relative_responsibility,S4,top_responsibility_all,0.18,81,0.8587428744297033,0.010601763881848188,0.6296296296296297,9,6,3,33,48,-1.2171705840691394,1.9553155187584894,2.075913458498843,1.0616769716106615,1.2395364609922734
subject_relative_responsibility,S4,top_responsibility_decisive,0.18,57,1.0277180040949607,0.01803014042271861,0.6491228070175439,9,5,4,21,36,-1.0027809637781313,1.8972683216178643,2.030498967873092,1.0702223532313118,0.15353905258703682
subject_relative_responsibility,S4,top_responsibility_pairbest,0.18,81,0.8587428744297033,0.010601763881848188,0.6296296296296297,9,6,3,33,48,-0.5422265251963143,1.7592759457555782,1.4009693996260175,0.7963329476572396,1.0105188409350836
pairwise_responsibility,Q1,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0
pairwise_responsibility,Q1,top_responsibility_all,0.01,4,0.5313330871508875,0.13283327178772186,0.75,3,2,1,4,0,-0.08683847097639003,0.4522695998178722,0.6181715581272775,1.3668209368399151,0.9534666482730622
pairwise_responsibility,Q1,top_responsibility_decisive,0.01,3,0.19977898753875994,0.06659299584625332,0.6666666666666666,2,1,1,3,0,-0.11626378577046204,0.3837281761503048,0.316042773309222,0.8236110688557551,0.09361959308376866
pairwise_responsibility,Q1,top_responsibility_pairbest,0.01,4,0.5313330871508875,0.13283327178772186,0.75,3,2,1,4,0,-0.09373117317798678,0.39407719504021926,0.6250642603288742,1.5861467453479021,0.97746703978434
