candidate_id,file,resolved_path,family,components,component_count,changed_cells_vs_h012,changed_rows_vs_h012,mean_abs_prob_move_h012,max_abs_prob_move_h012,mean_abs_logit_move_h012,max_abs_logit_move_h012,route_equation_delta_vs_h012,route_equation_delta_iqr,h012posterior_delta_vs_h012,h036world_delta_vs_h012,full_known_action_pred_delta_median,full_known_action_pred_delta_p10,full_known_action_pred_delta_p90,full_known_action_margin_vs_h012_median,full_known_action_margin_vs_h012_p10,full_known_action_margin_vs_h012_p90,full_known_action_support_better_than_h012,full_known_action_model_count,pre_h012_action_pred_delta_median,pre_h012_action_pred_delta_p10,pre_h012_action_pred_delta_p90,pre_h012_action_margin_vs_h012_median,pre_h012_action_margin_vs_h012_p10,pre_h012_action_margin_vs_h012_p90,pre_h012_action_support_better_than_h012,pre_h012_action_model_count,h042_pre_h024_score,full_known_h024_pred_public_median,full_known_h024_pred_public_p10,full_known_h024_pred_public_p90,full_known_h024_margin_vs_h012_median,full_known_h024_margin_vs_h012_p10,full_known_h024_margin_vs_h012_p90,full_known_h024_support_better_than_h012,full_known_h024_model_count,pre_h012_h024_pred_public_median,pre_h012_h024_pred_public_p10,pre_h012_h024_pred_public_p90,pre_h012_h024_margin_vs_h012_median,pre_h012_h024_margin_vs_h012_p10,pre_h012_h024_margin_vs_h012_p90,pre_h012_h024_support_better_than_h012,pre_h012_h024_model_count,h025_score,pred_gain_top1200_sum,pred_gain_mean_moved,pred_positive_rate_moved,ood_abs_delta_rate,h042_score
h043_q2_top150_a0.08_c105_309882a5,submission_h043_q2_top150_a0.08_c105_309882a5.csv,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top150_a0.08_c105_309882a5.csv,q2_top150_a0.08,q2_top150_a0.08,1,105,105,0.0007866384148293333,0.006323816227665535,0.0035168952405854746,0.03581437667173448,-2.9344256339766002e-05,9.844275604293815e-05,-2.2298321278462537e-06,-7.253627971304985e-06,-5.3551708381630904e-05,-0.0005489244582000727,0.0005822318300998053,-0.00010514785095781234,-0.0005235323566199445,0.00014175616890220826,0.8333333333333334,12,-0.000250064280825444,-0.0004887101780044013,0.0005425043755224239,-4.7873276668387345e-05,-0.0002968319865486941,0.00020658097834728095,0.6666666666666666,12,0.9018592297476761,0.5742051290148178,0.5680636725214332,0.5980372764104245,0.005900110279684123,-6.065898569256322e-05,0.029900835217001542,0.16666666666666666,12,0.5840863117055366,0.5369610321565509,0.5971164451122122,9.84513713584434e-05,-0.12552983131052564,0.03486185018276448,0.25,12,-2.2807295536154886,2.2807295536154886,0.021721233843957036,0.8,0.0,0.5223431274900399
h043_q2_top120_a0.08_c105_309882a5,submission_h043_q2_top120_a0.08_c105_309882a5.csv,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top120_a0.08_c105_309882a5.csv,q2_top120_a0.08,q2_top120_a0.08,1,105,105,0.0007866384148293333,0.006323816227665535,0.0035168952405854746,0.03581437667173448,-2.9344256339766002e-05,9.844275604293815e-05,-2.2298321278462537e-06,-7.253627971304985e-06,-5.3551708381630904e-05,-0.0005489244582000727,0.0005822318300998053,-0.00010514785095781234,-0.0005235323566199445,0.00014175616890220826,0.8333333333333334,12,-0.000250064280825444,-0.0004887101780044013,0.0005425043755224239,-4.7873276668387345e-05,-0.0002968319865486941,0.00020658097834728095,0.6666666666666666,12,0.9018592297476761,0.5742051290148178,0.5680636725214332,0.5980372764104245,0.005900110279684123,-6.065898569256322e-05,0.029900835217001542,0.16666666666666666,12,0.5840863117055366,0.5369610321565509,0.5971164451122122,9.84513713584434e-05,-0.12552983131052564,0.03486185018276448,0.25,12,-2.2807295536154886,2.2807295536154886,0.021721233843957036,0.8,0.0,0.5342953187250996
h043_q2_top190_a0.08_c105_309882a5,submission_h043_q2_top190_a0.08_c105_309882a5.csv,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top190_a0.08_c105_309882a5.csv,q2_top190_a0.08,q2_top190_a0.08,1,105,105,0.0007866384148293333,0.006323816227665535,0.0035168952405854746,0.03581437667173448,-2.9344256339766002e-05,9.844275604293815e-05,-2.2298321278462537e-06,-7.253627971304985e-06,-5.3551708381630904e-05,-0.0005489244582000727,0.0005822318300998053,-0.00010514785095781234,-0.0005235323566199445,0.00014175616890220826,0.8333333333333334,12,-0.000250064280825444,-0.0004887101780044013,0.0005425043755224239,-4.7873276668387345e-05,-0.0002968319865486941,0.00020658097834728095,0.6666666666666666,12,0.9018592297476761,0.5742051290148178,0.5680636725214332,0.5980372764104245,0.005900110279684123,-6.065898569256322e-05,0.029900835217001542,0.16666666666666666,12,0.5840863117055366,0.5369610321565509,0.5971164451122122,9.84513713584434e-05,-0.12552983131052564,0.03486185018276448,0.25,12,-2.2807295536154886,2.2807295536154886,0.021721233843957036,0.8,0.0,0.5462475099601594
h043_h042core0.78_tail55_b0.08_c100_bbcf28ba,submission_h043_h042core0.78_tail55_b0.08_c100_bbcf28ba.csv,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core0.78_tail55_b0.08_c100_bbcf28ba.csv,h042core0.78_tail55_b0.08,h042core0.78_tail55_b0.08,2,100,100,0.005373721831139372,0.05640827282238181,0.024292621614444933,0.3491901725494082,-0.00019961494349041132,0.0009070841465811885,6.108934382540229e-06,-1.574920558051597e-05,-0.00029304175024051204,-0.0004973655708503356,0.00016678758574363976,-0.00032183350109959985,-0.0006570185573170292,0.0003153967063064604,0.8333333333333334,12,-0.00023146275558608154,-0.00039101080009515415,0.0001072944405716273,-5.474935242869277e-05,-0.0006004854674097655,0.00037699602524144635,0.5,12,0.7991035856573705,0.5743113987498949,0.5681894494667367,0.5986402276951647,0.00600638001476117,6.51179596109386e-05,0.030503786501741747,0.08333333333333333,12,0.5818327591894239,0.5375574696064872,0.597423697578327,0.0006410387676566986,-0.12748202944456125,0.03519961724191768,0.25,12,-2.1586253429274755,2.1586253429274755,0.021586253429274754,0.8,0.0,0.567914176626826
h043_h042core_tail25_b0.04_c70_6975f28d,submission_h043_h042core_tail25_b0.04_c70_6975f28d.csv,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_tail25_b0.04_c70_6975f28d.csv,h042core_tail25_b0.04,h042core_tail25_b0.04,2,70,70,0.0033737081274547707,0.03750264228826794,0.01519658343521679,0.22383985419833818,-0.00014204264357173352,0.000581010198495051,-1.3866272934597996e-06,-1.5254741228365297e-05,-0.00022576078238273171,-0.00035877812204613993,0.00025889761472875576,-0.0002392627982268393,-0.0004235812494343631,0.00020421229919746357,0.8333333333333334,12,-0.00023767290921585752,-0.0002977349659922924,0.0002955651663121794,-5.065598356088219e-05,-0.00038394455816341403,0.00025195873339176094,0.5833333333333334,12,0.8575531208499335,0.5742485647135909,0.5681605554307853,0.5987056105859038,0.005943545978457143,3.622392365948413e-05,0.030569169392480878,0.08333333333333333,12,0.5816339373538573,0.537320260897227,0.5974337654362117,0.0004094035226863135,-0.12763906978811468,0.03522266349558714,0.25,12,-1.4350285446380644,1.4350285446380644,0.020500407780543777,0.8,0.0,0.5956764608233731
h043_h042core0.66_tail35_b0.18_c80_eb130803,submission_h043_h042core0.66_tail35_b0.18_c80_eb130803.csv,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core0.66_tail35_b0.18_c80_eb130803.csv,h042core0.66_tail35_b0.18,h042core0.66_tail35_b0.18,2,80,80,0.004725650885731469,0.048488496918805524,0.0213005771628695,0.2954686075418076,-0.0001808536273245318,0.0007705164941388906,1.7898226362570262e-06,-1.641871207430804e-05,-0.00027118792085854306,-0.00039990862950677866,0.00013189592049222577,-0.0002907034868832375,-0.0005639751118491564,0.0002665851617014618,0.8333333333333334,12,-0.0002373922833009542,-0.0003361754768499259,0.00017987186977734142,-5.0628316972840814e-05,-0.0005168571092387705,0.0003128464915551039,0.5833333333333334,12,0.7975929614873837,0.5742854539738597,0.5681864886947428,0.5986657057586562,0.005980435238725934,6.215718761702904e-05,0.030529264565233315,0.08333333333333333,12,0.5820744307345491,0.5374637204438977,0.5973791681688211,0.000548928035796814,-0.12726284721075645,0.035156010659317574,0.25,12,-1.6377731922414052,1.6377731922414052,0.020472164903017565,0.825,0.0,0.5981764608233732
h043_h042core0.66_tail35_b0.08_c80_c5026e51,submission_h043_h042core0.66_tail35_b0.08_c80_c5026e51.csv,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core0.66_tail35_b0.08_c80_c5026e51.csv,h042core0.66_tail35_b0.08,h042core0.66_tail35_b0.08,2,80,80,0.00451691127023151,0.048488496918805524,0.020381402329482948,0.2954686075418076,-0.0001774387673352862,0.0007669302037189174,2.20206928090596e-06,-1.5414956515663013e-05,-0.00026392495386930344,-0.0003990792583859275,0.00013899616763624387,-0.000277876180946008,-0.0005550053863393136,0.00026087298199603233,0.8333333333333334,12,-0.00023279159299801483,-0.00032639854953973174,0.0001865785702342132,-4.342858322773854e-05,-0.000508482009513681,0.00030942628964551673,0.5833333333333334,12,0.8661188579017264,0.5742814214248311,0.5681823204946216,0.5987010421440558,0.0059764026896973466,5.798898749582727e-05,0.03056460095063296,0.08333333333333333,12,0.5817581782756602,0.5374574025551615,0.5974251873416636,0.0005425864393683866,-0.12753908507019218,0.03520762240201904,0.25,12,-1.6424388966255732,1.6424388966255732,0.020530486207819665,0.825,0.0,0.6056225099601594
h043_q2_top190_a1.1_c105_38141695,submission_h043_q2_top190_a1.1_c105_38141695.csv,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top190_a1.1_c105_38141695.csv,q2_top190_a1.1,q2_top190_a1.1,1,105,105,0.010697214376861264,0.07621131349441512,0.04835730955805019,0.492447679236345,-0.0002648510775151404,0.0013421358478330897,2.140820137498134e-05,-3.3663997547579824e-05,-0.0003558880971833581,-0.0007625531661282093,0.00033583029411013947,-0.000403398094538889,-0.0010327055108004441,0.000466585553279457,0.75,12,-0.00021056532017116499,-0.0006740220736769646,0.00012409674252031032,-5.0994575652778436e-05,-0.0009459202551784308,0.0005406090189006754,0.5,12,0.8520916334661355,0.5744128173996137,0.568300692316551,0.598020339006123,0.006107798664480024,0.0001763608094252023,0.0298838978127,0.0,12,0.5840988785267966,0.5379642012399415,0.5972090515066988,0.0010356918708377405,-0.1255276729599133,0.03485391568450292,0.25,12,-2.301224610625949,2.301224610625949,0.021916424863104276,0.780952380952381,0.0,0.6230917994687916
h043_h042core0.58_tail35_b0.04_c80_90ad0dc9,submission_h043_h042core0.58_tail35_b0.04_c80_90ad0dc9.csv,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core0.58_tail35_b0.04_c80_90ad0dc9.csv,h042core0.58_tail35_b0.04,h042core0.58_tail35_b0.04,2,80,80,0.003910217324251288,0.04305671614590323,0.0176323914915497,0.25965423087007267,-0.00015974600437134421,0.0006734503672284945,2.3668306299345812e-07,-1.5437426266748602e-05,-0.00024761709913594023,-0.00040681537246536876,0.00020087757060091517,-0.000245109760792255,-0.0004900755470882014,0.00023616503894164097,0.8333333333333334,12,-0.0002450601012196846,-0.0003203810145615611,0.00024282170813250193,-5.404824148921069e-05,-0.00044470628539711486,0.00028988368067713114,0.5833333333333334,12,0.7934096945551128,0.5742662251389478,0.5681694427094798,0.598715182636288,0.0059612064038140344,4.511120235398681e-05,0.030578741442865043,0.08333333333333333,12,0.5816417879719492,0.5373875226573357,0.5974401955232118,0.00047485838780797485,-0.12764024789844491,0.035226988065035304,0.25,12,-1.6363223394724389,1.6363223394724389,0.020454029243405485,0.825,0.0,0.6403834661354582
h043_h042core0.58_tail35_b0.12_c80_eda58efa,submission_h043_h042core0.58_tail35_b0.12_c80_eda58efa.csv,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core0.58_tail35_b0.12_c80_eda58efa.csv,h042core0.58_tail35_b0.12,h042core0.58_tail35_b0.12,2,80,80,0.004077318993679041,0.04305671614590323,0.01836773135825895,0.25965423087007267,-0.00016258709737117103,0.0006809767712130934,-1.2856072113108057e-07,-1.628414092972142e-05,-0.00025350486269230116,-0.0004056751316971344,0.00019549926835184063,-0.0002525469859250874,-0.0004958541474824995,0.00024114773243812316,0.8333333333333334,12,-0.00024526204130396936,-0.00031847079524617,0.00023786739884070778,-5.8941801815957234e-05,-0.0004508636903469341,0.0002929162254726217,0.5833333333333334,12,0.737433598937583,0.5742715096998876,0.5681701846117055,0.5986818952676478,0.005966490964753879,4.5853104579807186e-05,0.030545454074224886,0.08333333333333333,12,0.5819397820776613,0.5373915041055621,0.5973968151977536,0.0004793267900329301,-0.12737994205628994,0.03517836065526695,0.25,12,-1.6353350809980163,1.6353350809980163,0.020441688512475204,0.825,0.0,0.6490048140770251
