candidate_id,family,q2_k,core_alpha,tail_k,tail_alpha,changed_cells,changed_rows,mean_abs_logit_move,max_abs_logit_move,mean_abs_prob_move,max_abs_prob_move,h042_overlap_cells,h042_jaccard,h042_distance_l1,h042_distance_l2,tangent_expected_delta,resolved_path
h043_q2_top90_a0.42_c90_d3772296,q2_top90_a0.42,90,0.42,0,0.0,90,90,0.017367477621513173,0.18802547752660437,0.0038635388939782887,0.031825780911449275,45,0.5,0.007246778777053975,0.015028305257572983,-0.0001447378359734742,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top90_a0.42_c90_d3772296.csv
h043_q2_top90_a0.5_c90_811f89e4,q2_top90_a0.5,90,0.5,0,0.0,90,90,0.020675568597039472,0.22383985419833818,0.004595293535087926,0.03750264228826794,45,0.5,0.005792187943423053,0.016311316340421503,-0.00017972316397337,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top90_a0.5_c90_811f89e4.csv
h043_q2_top90_a0.58_c90_4c520626,q2_top90_a0.58,90,0.58,0,0.0,90,90,0.023983659572565805,0.25965423087007267,0.005325591276593992,0.04305671614590323,45,0.5,0.009100278918949378,0.019902958197199474,-0.00021470849197326926,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top90_a0.58_c90_4c520626.csv
h043_q2_top90_a0.66_c90_f69bf8ab,q2_top90_a0.66,90,0.66,0,0.0,90,90,0.02729175054809211,0.2954686075418076,0.00605438159475521,0.048488496918805524,45,0.5,0.012408369894475687,0.024820476861682195,-0.000249141560128816,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top90_a0.66_c90_f69bf8ab.csv
h043_q2_top90_a0.78_c90_55666c5e,q2_top90_a0.78,90,0.78,0,0.0,90,90,0.03225388701138159,0.3491901725494082,0.007144632281916629,0.05640827282238181,45,0.5,0.01737050635776517,0.033383159730669854,-0.0002927243599459179,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top90_a0.78_c90_55666c5e.csv
h043_q2_top90_a0.92_c90_58522056,q2_top90_a0.92,90,0.92,0,0.0,90,90,0.03804304621855263,0.411865331724943,0.008411945320173251,0.06530560317851364,45,0.5,0.02315966556493621,0.044174836167493875,-0.00032984167609490835,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top90_a0.92_c90_58522056.csv
h043_q2_top90_a1.1_c90_1267b54b,q2_top90_a1.1,90,1.1,0,0.0,90,90,0.04548625091348686,0.492447679236345,0.010033607924199064,0.07621131349441512,45,0.5,0.03060287025987044,0.058582442920770646,-0.0003558384798928556,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top90_a1.1_c90_1267b54b.csv
h043_q2_top120_a0.08_c105_309882a5,q2_top120_a0.08,120,0.08,0,0.0,105,105,0.0035168952405854746,0.03581437667173448,0.0007866384148293333,0.006323816227665535,45,0.42857142857142855,0.013637594085044629,0.03253735704340047,6.734616624379385e-06,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top120_a0.08_c105_309882a5.csv
h043_q2_top120_a0.14_c105_7948198a,q2_top120_a0.14,120,0.14,0,0.0,105,105,0.006154566671024572,0.06267515917553435,0.0013758672671448423,0.010986013709512576,45,0.42857142857142855,0.012703254158615802,0.028222412244517037,-1.950437937538415e-05,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top120_a0.14_c105_7948198a.csv
h043_q2_top120_a0.22_c105_beac2643,q2_top120_a0.22,120,0.22,0,0.0,105,105,0.009671461911610049,0.0984895358472686,0.0021604606451524865,0.017094458744251084,45,0.42857142857142855,0.011457467590044014,0.022971791198014197,-5.448970737521081e-05,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top120_a0.22_c105_beac2643.csv
h043_q2_top120_a0.34_c105_f63958ab,q2_top120_a0.34,120,0.34,0,0.0,105,105,0.01494680477248824,0.15221110085486989,0.0033349987958936874,0.026025776411750523,45,0.42857142857142855,0.009588787737186322,0.017250211646472297,-0.00010696769937502178,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top120_a0.34_c105_f63958ab.csv
h043_q2_top120_a0.42_c105_bff1a5e6,q2_top120_a0.42,120,0.42,0,0.0,105,105,0.018463700013073712,0.18802547752660437,0.004116376925818667,0.031825780911449275,45,0.42857142857142855,0.008343001168614516,0.016109830701767903,-0.00014195302737491185,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top120_a0.42_c105_bff1a5e6.csv
h043_q2_top120_a0.5_c105_feba9882,q2_top120_a0.5,120,0.5,0,0.0,105,105,0.02198059525365917,0.22383985419833818,0.004896374876311011,0.03750264228826794,45,0.42857142857142855,0.007097214600042749,0.01771402751520657,-0.00017693835537480697,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top120_a0.5_c105_feba9882.csv
h043_q2_top120_a0.58_c105_7930084e,q2_top120_a0.58,120,0.58,0,0.0,105,105,0.02549749049424465,0.25965423087007267,0.00567494019998489,0.04305671614590323,45,0.42857142857142855,0.010614109840628227,0.021455772616191242,-0.00021192368337470576,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top120_a0.58_c105_7930084e.csv
h043_q2_top120_a0.66_c105_ca1478b7,q2_top120_a0.66,120,0.66,0,0.0,105,105,0.029014385734830103,0.2954686075418076,0.006452021320099184,0.048488496918805524,45,0.42857142857142855,0.014131005081213682,0.026442709174444353,-0.0002460694805312587,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top120_a0.66_c105_ca1478b7.csv
h043_q2_top120_a0.78_c105_d729838a,q2_top120_a0.78,120,0.78,0,0.0,105,105,0.034289728595708314,0.3491901725494082,0.007614749425780266,0.05640827282238181,45,0.42857142857142855,0.019406347942091895,0.0350797029271691,-0.000288639988996421,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top120_a0.78_c105_d729838a.csv
h043_q2_top120_a0.92_c105_38db7594,q2_top120_a0.92,120,0.92,0,0.0,105,105,0.04044429526673286,0.411865331724943,0.008966677649745741,0.06530560317851364,45,0.42857142857142855,0.025560914613116444,0.045967414037442124,-0.0003242029417998992,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top120_a0.92_c105_38db7594.csv
h043_q2_top120_a1.1_c105_38141695,q2_top120_a1.1,120,1.1,0,0.0,105,105,0.04835730955805019,0.492447679236345,0.010697214376861264,0.07621131349441512,45,0.42857142857142855,0.033473928904433764,0.060521936783433886,-0.0003476104721247381,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top120_a1.1_c105_38141695.csv
h043_q2_top150_a0.08_c105_309882a5,q2_top150_a0.08,150,0.08,0,0.0,105,105,0.0035168952405854746,0.03581437667173448,0.0007866384148293333,0.006323816227665535,45,0.42857142857142855,0.013637594085044629,0.03253735704340047,6.734616624379385e-06,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top150_a0.08_c105_309882a5.csv
h043_q2_top150_a0.14_c105_7948198a,q2_top150_a0.14,150,0.14,0,0.0,105,105,0.006154566671024572,0.06267515917553435,0.0013758672671448423,0.010986013709512576,45,0.42857142857142855,0.012703254158615802,0.028222412244517037,-1.950437937538415e-05,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top150_a0.14_c105_7948198a.csv
h043_q2_top150_a0.22_c105_beac2643,q2_top150_a0.22,150,0.22,0,0.0,105,105,0.009671461911610049,0.0984895358472686,0.0021604606451524865,0.017094458744251084,45,0.42857142857142855,0.011457467590044014,0.022971791198014197,-5.448970737521081e-05,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top150_a0.22_c105_beac2643.csv
h043_q2_top150_a0.34_c105_f63958ab,q2_top150_a0.34,150,0.34,0,0.0,105,105,0.01494680477248824,0.15221110085486989,0.0033349987958936874,0.026025776411750523,45,0.42857142857142855,0.009588787737186322,0.017250211646472297,-0.00010696769937502178,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top150_a0.34_c105_f63958ab.csv
h043_q2_top150_a0.42_c105_bff1a5e6,q2_top150_a0.42,150,0.42,0,0.0,105,105,0.018463700013073712,0.18802547752660437,0.004116376925818667,0.031825780911449275,45,0.42857142857142855,0.008343001168614516,0.016109830701767903,-0.00014195302737491185,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top150_a0.42_c105_bff1a5e6.csv
h043_q2_top150_a0.5_c105_feba9882,q2_top150_a0.5,150,0.5,0,0.0,105,105,0.02198059525365917,0.22383985419833818,0.004896374876311011,0.03750264228826794,45,0.42857142857142855,0.007097214600042749,0.01771402751520657,-0.00017693835537480697,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top150_a0.5_c105_feba9882.csv
h043_q2_top150_a0.58_c105_7930084e,q2_top150_a0.58,150,0.58,0,0.0,105,105,0.02549749049424465,0.25965423087007267,0.00567494019998489,0.04305671614590323,45,0.42857142857142855,0.010614109840628227,0.021455772616191242,-0.00021192368337470576,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top150_a0.58_c105_7930084e.csv
h043_q2_top150_a0.66_c105_ca1478b7,q2_top150_a0.66,150,0.66,0,0.0,105,105,0.029014385734830103,0.2954686075418076,0.006452021320099184,0.048488496918805524,45,0.42857142857142855,0.014131005081213682,0.026442709174444353,-0.0002460694805312587,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top150_a0.66_c105_ca1478b7.csv
h043_q2_top150_a0.78_c105_d729838a,q2_top150_a0.78,150,0.78,0,0.0,105,105,0.034289728595708314,0.3491901725494082,0.007614749425780266,0.05640827282238181,45,0.42857142857142855,0.019406347942091895,0.0350797029271691,-0.000288639988996421,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top150_a0.78_c105_d729838a.csv
h043_q2_top150_a0.92_c105_38db7594,q2_top150_a0.92,150,0.92,0,0.0,105,105,0.04044429526673286,0.411865331724943,0.008966677649745741,0.06530560317851364,45,0.42857142857142855,0.025560914613116444,0.045967414037442124,-0.0003242029417998992,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top150_a0.92_c105_38db7594.csv
h043_q2_top150_a1.1_c105_38141695,q2_top150_a1.1,150,1.1,0,0.0,105,105,0.04835730955805019,0.492447679236345,0.010697214376861264,0.07621131349441512,45,0.42857142857142855,0.033473928904433764,0.060521936783433886,-0.0003476104721247381,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top150_a1.1_c105_38141695.csv
h043_q2_top190_a0.08_c105_309882a5,q2_top190_a0.08,190,0.08,0,0.0,105,105,0.0035168952405854746,0.03581437667173448,0.0007866384148293333,0.006323816227665535,45,0.42857142857142855,0.013637594085044629,0.03253735704340047,6.734616624379385e-06,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top190_a0.08_c105_309882a5.csv
h043_q2_top190_a0.14_c105_7948198a,q2_top190_a0.14,190,0.14,0,0.0,105,105,0.006154566671024572,0.06267515917553435,0.0013758672671448423,0.010986013709512576,45,0.42857142857142855,0.012703254158615802,0.028222412244517037,-1.950437937538415e-05,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top190_a0.14_c105_7948198a.csv
h043_q2_top190_a0.22_c105_beac2643,q2_top190_a0.22,190,0.22,0,0.0,105,105,0.009671461911610049,0.0984895358472686,0.0021604606451524865,0.017094458744251084,45,0.42857142857142855,0.011457467590044014,0.022971791198014197,-5.448970737521081e-05,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top190_a0.22_c105_beac2643.csv
h043_q2_top190_a0.34_c105_f63958ab,q2_top190_a0.34,190,0.34,0,0.0,105,105,0.01494680477248824,0.15221110085486989,0.0033349987958936874,0.026025776411750523,45,0.42857142857142855,0.009588787737186322,0.017250211646472297,-0.00010696769937502178,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top190_a0.34_c105_f63958ab.csv
h043_q2_top190_a0.42_c105_bff1a5e6,q2_top190_a0.42,190,0.42,0,0.0,105,105,0.018463700013073712,0.18802547752660437,0.004116376925818667,0.031825780911449275,45,0.42857142857142855,0.008343001168614516,0.016109830701767903,-0.00014195302737491185,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top190_a0.42_c105_bff1a5e6.csv
h043_q2_top190_a0.5_c105_feba9882,q2_top190_a0.5,190,0.5,0,0.0,105,105,0.02198059525365917,0.22383985419833818,0.004896374876311011,0.03750264228826794,45,0.42857142857142855,0.007097214600042749,0.01771402751520657,-0.00017693835537480697,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top190_a0.5_c105_feba9882.csv
h043_q2_top190_a0.58_c105_7930084e,q2_top190_a0.58,190,0.58,0,0.0,105,105,0.02549749049424465,0.25965423087007267,0.00567494019998489,0.04305671614590323,45,0.42857142857142855,0.010614109840628227,0.021455772616191242,-0.00021192368337470576,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top190_a0.58_c105_7930084e.csv
h043_q2_top190_a0.66_c105_ca1478b7,q2_top190_a0.66,190,0.66,0,0.0,105,105,0.029014385734830103,0.2954686075418076,0.006452021320099184,0.048488496918805524,45,0.42857142857142855,0.014131005081213682,0.026442709174444353,-0.0002460694805312587,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top190_a0.66_c105_ca1478b7.csv
h043_q2_top190_a0.78_c105_d729838a,q2_top190_a0.78,190,0.78,0,0.0,105,105,0.034289728595708314,0.3491901725494082,0.007614749425780266,0.05640827282238181,45,0.42857142857142855,0.019406347942091895,0.0350797029271691,-0.000288639988996421,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top190_a0.78_c105_d729838a.csv
h043_q2_top190_a0.92_c105_38db7594,q2_top190_a0.92,190,0.92,0,0.0,105,105,0.04044429526673286,0.411865331724943,0.008966677649745741,0.06530560317851364,45,0.42857142857142855,0.025560914613116444,0.045967414037442124,-0.0003242029417998992,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top190_a0.92_c105_38db7594.csv
h043_q2_top190_a1.1_c105_38141695,q2_top190_a1.1,190,1.1,0,0.0,105,105,0.04835730955805019,0.492447679236345,0.010697214376861264,0.07621131349441512,45,0.42857142857142855,0.033473928904433764,0.060521936783433886,-0.0003476104721247381,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top190_a1.1_c105_38141695.csv
h043_h042core_a0.3_c45_323f63dd,h042core_a0.3,45,0.3,0,0.0,45,45,0.008930028392169892,0.13430391251900375,0.001986267522668838,0.02307952402818758,45,1.0,0.005953352261446574,0.015435085794312143,-0.0001311949799993837,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_a0.3_c45_323f63dd.csv
h043_h042core_a0.38_c45_276aa56c,h042core_a0.38,45,0.38,0,0.0,45,45,0.011311369296748508,0.1701182891907369,0.0025135036198224185,0.02894118816449842,45,1.0,0.0035720113568679583,0.009261051476587293,-0.0001661803079992908,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_a0.38_c45_276aa56c.csv
h043_h042core_a0.46_c45_3b627d21,h042core_a0.46,45,0.46,0,0.0,45,45,0.013692710201327146,0.20593266586247205,0.0030396219807577703,0.03467958560029338,45,1.0,0.0011906704522893202,0.0030870171588623886,-0.00020116563599919816,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_a0.46_c45_3b627d21.csv
h043_h042core_a0.5_c45_50fc6607,h042core_a0.5,45,0.5,0,0.0,45,45,0.014883380653616449,0.22383985419833818,0.003302247366368633,0.03750264228826794,45,1.0,2.586949751637313e-17,7.964750322827367e-17,-0.0002186582999991515,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_a0.5_c45_50fc6607.csv
h043_h042core_a0.54_c45_a578321d,h042core_a0.54,45,0.54,0,0.0,45,45,0.016074051105905773,0.2417470425342061,0.0035645758514846063,0.04029499992704133,45,1.0,0.0011906704522893444,0.0030870171588624775,-0.0002361509639991053,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_a0.54_c45_a578321d.csv
h043_h042core_a0.58_c45_707aba80,h042core_a0.58,45,0.58,0,0.0,45,45,0.017264721558195084,0.25965423087007267,0.0038266017242253067,0.04305671614590323,45,1.0,0.002381340904578659,0.0061740343177249055,-0.0002536436279990588,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_a0.58_c45_707aba80.csv
h043_h042core_a0.64_c45_185f24a3,h042core_a0.64,45,0.64,0,0.0,45,45,0.01905072723662906,0.28651501337387386,0.00421906076996414,0.047141984640070245,45,1.0,0.004167346583012635,0.010804560056018587,-0.0002798826239989894,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_a0.64_c45_185f24a3.csv
h043_h042core_a0.72_c45_77c2df61,h042core_a0.72,45,0.72,0,0.0,45,45,0.021432068141207676,0.322329390045607,0.004741227974768213,0.052482449643645346,45,1.0,0.006548687487591247,0.016978594373743428,-0.00031421995199893045,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_a0.72_c45_77c2df61.csv
h043_h042core_a0.84_c45_0be02f25,h042core_a0.84,45,0.84,0,0.0,45,45,0.025004079498075624,0.37605095505320874,0.005522007851853367,0.06026631485658296,45,1.0,0.010120698844459194,0.026239645850330753,-0.0003586339439989027,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_a0.84_c45_0be02f25.csv
h043_h042core_a1_c45_5ab4e605,h042core_a1,45,1.0,0,0.0,45,45,0.029766761307232884,0.44767970839667726,0.006558210707726921,0.07022608525419083,45,1.0,0.014883380653616454,0.03858771448578052,-0.0004035165999989126,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_a1_c45_5ab4e605.csv
h043_h042core_a1.18_c45_673eaac0,h042core_a1.18,45,1.18,0,0.0,45,45,0.03512477834253481,0.5282620559080795,0.0077169518975973295,0.08086867622966354,45,1.0,0.020241397688918375,0.05247929170066152,-0.0004344255879989881,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_a1.18_c45_673eaac0.csv
h043_h042core_prune12_a0.5_c12_d9253ced,h042core_prune12_a0.5,12,0.5,0,0.0,12,12,0.005777261962018618,0.22383985419833818,0.001246143843909842,0.03750264228826794,12,0.26666666666666666,0.009106118691597853,0.026988621858044293,-4.1755389917429625e-05,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_prune12_a0.5_c12_d9253ced.csv
h043_h042core_prune12_a0.62_c12_16bd5e3d,h042core_prune12_a0.62,12,0.62,0,0.0,12,12,0.007163804832903098,0.27756141920594035,0.0015401668631928164,0.04578785703355881,12,0.26666666666666666,0.010492661562482332,0.027788446652596985,-6.856251632606595e-05,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_prune12_a0.62_c12_16bd5e3d.csv
h043_h042core_prune12_a0.78_c12_e68cecfc,h042core_prune12_a0.78,12,0.78,0,0.0,12,12,0.009012528660749041,0.3491901725494082,0.0019289102627907772,0.05640827282238181,12,0.26666666666666666,0.012341385390328275,0.031095305485245976,-0.00010430535153759528,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_prune12_a0.78_c12_e68cecfc.csv
h043_h042core_prune12_a0.96_c12_2d158821,h042core_prune12_a0.96,12,0.96,0,0.0,12,12,0.01109234296707574,0.4297725200608107,0.002361577635749362,0.0677806280609754,12,0.26666666666666666,0.014421199696654974,0.03704294205003422,-0.0001444763853365987,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_prune12_a0.96_c12_2d158821.csv
h043_h042core_prune12_a1.14_c12_e8399ea3,h042core_prune12_a1.14,12,1.14,0,0.0,12,12,0.013172157273402423,0.5103548675722114,0.002789102650218493,0.07855443740821044,12,0.26666666666666666,0.016501014002981658,0.04443641915454439,-0.00017847425643174427,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_prune12_a1.14_c12_e8399ea3.csv
h043_h042core_prune18_a0.5_c18_a431ab54,h042core_prune18_a0.5,18,0.5,0,0.0,18,18,0.007550639408850676,0.22383985419833818,0.0016461640232330356,0.03750264228826794,18,0.4,0.007332741244765794,0.024294406429874214,-6.902706123641911e-05,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_prune18_a0.5_c18_a431ab54.csv
h043_h042core_prune18_a0.62_c18_a8c12a5a,h042core_prune18_a0.62,18,0.62,0,0.0,18,18,0.009362792866974851,0.27756141920594035,0.002035236565255956,0.04578785703355881,18,0.4,0.00914489470288997,0.025337495749307815,-0.00010070369557435643,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_prune18_a0.62_c18_a8c12a5a.csv
h043_h042core_prune18_a0.78_c18_8de0b610,h042core_prune18_a0.78,18,0.78,0,0.0,18,18,0.01177899747780705,0.3491901725494082,0.0025500941183565933,0.05640827282238181,18,0.4,0.011561099313722166,0.029530997838931535,-0.00014293920802495118,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_prune18_a0.78_c18_8de0b610.csv
h043_h042core_prune18_a0.96_c18_e9145e65,h042core_prune18_a0.96,18,0.96,0,0.0,18,18,0.014497227664993296,0.4297725200608107,0.003123761667182751,0.0677806280609754,18,0.4,0.014279329500908414,0.036755367277801015,-0.00018884779770342205,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_prune18_a0.96_c18_e9145e65.csv
h043_h042core_prune18_a1.14_c18_64de5d1c,h042core_prune18_a1.14,18,1.14,0,0.0,18,18,0.017215457852179518,0.5103548675722114,0.0036913184543249226,0.07855443740821044,18,0.4,0.016997559688094636,0.04541807455063846,-0.0002237631168451632,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_prune18_a1.14_c18_64de5d1c.csv
h043_h042core_prune25_a0.5_c25_122c99e8,h042core_prune25_a0.5,25,0.5,0,0.0,25,25,0.009807185808661132,0.22383985419833818,0.0021552438545457066,0.03750264228826794,25,0.5555555555555556,0.005076194844955336,0.019921209165773755,-0.00010875524230709957,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_prune25_a0.5_c25_122c99e8.csv
h043_h042core_prune25_a0.62_c25_9735adec,h042core_prune25_a0.62,25,0.62,0,0.0,25,25,0.01216091040273982,0.27756141920594035,0.0026656088960008884,0.04578785703355881,25,0.5555555555555556,0.007429919439034023,0.021442080719464303,-0.00014724668802045058,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_prune25_a0.62_c25_9735adec.csv
h043_h042core_prune25_a0.78_c25_42eaf63c,h042core_prune25_a0.78,25,0.78,0,0.0,25,25,0.015299209861511362,0.3491901725494082,0.0033415813112266405,0.05640827282238181,25,0.5555555555555556,0.010568218897805565,0.02719108405415425,-0.00019856861563826044,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_prune25_a0.78_c25_42eaf63c.csv
h043_h042core_prune25_a0.96_c25_5112a261,h042core_prune25_a0.96,25,0.96,0,0.0,25,25,0.01882979675262937,0.4297725200608107,0.00409561415506024,0.0677806280609754,25,0.5555555555555556,0.014098805788923573,0.036349090406227254,-0.00024937434603426734,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_prune25_a0.96_c25_5112a261.csv
h043_h042core_prune25_a1.14_c25_116307b4,h042core_prune25_a1.14,25,1.14,0,0.0,25,25,0.022360383643747362,0.5103548675722114,0.0048425279721465014,0.07855443740821044,25,0.5555555555555556,0.017629392680041562,0.046757297013096104,-0.0002849862791919683,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_prune25_a1.14_c25_116307b4.csv
h043_h042core_prune32_a0.5_c32_39d0e379,h042core_prune32_a0.5,32,0.5,0,0.0,32,32,0.01160402578614454,0.22383985419833818,0.002576807430083254,0.03750264228826794,32,0.7111111111111111,0.00327935486747193,0.015922514084334236,-0.00014016529311632807,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_prune32_a0.5_c32_39d0e379.csv
h043_h042core_prune32_a0.62_c32_f2b6072a,h042core_prune32_a0.62,32,0.62,0,0.0,32,32,0.014388991974819241,0.27756141920594035,0.0031882750384447647,0.04578785703355881,32,0.7111111111111111,0.006064321056146628,0.018019167722825382,-0.00018370812417524489,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_prune32_a0.62_c32_f2b6072a.csv
h043_h042core_prune32_a0.78_c32_fbaf0891,h042core_prune32_a0.78,32,0.78,0,0.0,32,32,0.018102280226385475,0.3491901725494082,0.003998946126650143,0.05640827282238181,32,0.7111111111111111,0.00977760930771286,0.025317476781221825,-0.00024136194306621116,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_prune32_a0.78_c32_fbaf0891.csv
h043_h042core_prune32_a0.96_c32_ba18df0d,h042core_prune32_a0.96,32,0.96,0,0.0,32,32,0.022279729509397505,0.4297725200608107,0.004904323464580003,0.0677806280609754,32,0.7111111111111111,0.013955058590724892,0.03604498819738299,-0.00029434824560387865,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_prune32_a0.96_c32_ba18df0d.csv
h043_h042core_prune32_a1.14_c32_3d3c0da3,h042core_prune32_a1.14,32,1.14,0,0.0,32,32,0.026457178792409525,0.5103548675722114,0.005802321740731117,0.07855443740821044,32,0.7111111111111111,0.018132507873736912,0.04772573200790058,-0.0003301291614560705,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core_prune32_a1.14_c32_3d3c0da3.csv
