fold,source,latent,feature_view,c,blend,target,loss
1,same_global_event_cross_missing__absolute__c0.03_b0.05,same_global_event_cross_missing,absolute,0.03,0.05,Q1,0.6630066650508533
1,same_global_event_cross_missing__absolute__c0.03_b0.05,same_global_event_cross_missing,absolute,0.03,0.05,Q2,0.7317603144341835
1,same_global_event_cross_missing__absolute__c0.03_b0.05,same_global_event_cross_missing,absolute,0.03,0.05,Q3,0.6881519663510208
1,same_global_event_cross_missing__absolute__c0.03_b0.05,same_global_event_cross_missing,absolute,0.03,0.05,S1,0.5655442047350323
1,same_global_event_cross_missing__absolute__c0.03_b0.05,same_global_event_cross_missing,absolute,0.03,0.05,S2,0.5995913783802967
1,same_global_event_cross_missing__absolute__c0.03_b0.05,same_global_event_cross_missing,absolute,0.03,0.05,S3,0.49599543489867864
1,same_global_event_cross_missing__absolute__c0.03_b0.05,same_global_event_cross_missing,absolute,0.03,0.05,S4,0.6781260990718422
1,same_global_event_cross_missing__absolute__c0.03_b0.1,same_global_event_cross_missing,absolute,0.03,0.1,Q1,0.6616027044684029
1,same_global_event_cross_missing__absolute__c0.03_b0.1,same_global_event_cross_missing,absolute,0.03,0.1,Q2,0.728130909533487
1,same_global_event_cross_missing__absolute__c0.03_b0.1,same_global_event_cross_missing,absolute,0.03,0.1,Q3,0.6872974738133596
1,same_global_event_cross_missing__absolute__c0.03_b0.1,same_global_event_cross_missing,absolute,0.03,0.1,S1,0.5640299518596072
1,same_global_event_cross_missing__absolute__c0.03_b0.1,same_global_event_cross_missing,absolute,0.03,0.1,S2,0.5962678745783873
1,same_global_event_cross_missing__absolute__c0.03_b0.1,same_global_event_cross_missing,absolute,0.03,0.1,S3,0.4981834212943504
1,same_global_event_cross_missing__absolute__c0.03_b0.1,same_global_event_cross_missing,absolute,0.03,0.1,S4,0.6757935624433277
1,same_global_event_cross_missing__absolute__c0.03_b0.2,same_global_event_cross_missing,absolute,0.03,0.2,Q1,0.6594458471331671
1,same_global_event_cross_missing__absolute__c0.03_b0.2,same_global_event_cross_missing,absolute,0.03,0.2,Q2,0.7215350083289284
1,same_global_event_cross_missing__absolute__c0.03_b0.2,same_global_event_cross_missing,absolute,0.03,0.2,Q3,0.685977435794756
1,same_global_event_cross_missing__absolute__c0.03_b0.2,same_global_event_cross_missing,absolute,0.03,0.2,S1,0.562231021667834
1,same_global_event_cross_missing__absolute__c0.03_b0.2,same_global_event_cross_missing,absolute,0.03,0.2,S2,0.5921271999502823
1,same_global_event_cross_missing__absolute__c0.03_b0.2,same_global_event_cross_missing,absolute,0.03,0.2,S3,0.5038579509370117
1,same_global_event_cross_missing__absolute__c0.03_b0.2,same_global_event_cross_missing,absolute,0.03,0.2,S4,0.6719520891343377
1,same_global_event_cross_missing__absolute__c0.1_b0.05,same_global_event_cross_missing,absolute,0.1,0.05,Q1,0.6621181662501953
1,same_global_event_cross_missing__absolute__c0.1_b0.05,same_global_event_cross_missing,absolute,0.1,0.05,Q2,0.7313574953919804
1,same_global_event_cross_missing__absolute__c0.1_b0.05,same_global_event_cross_missing,absolute,0.1,0.05,Q3,0.6882505813601341
1,same_global_event_cross_missing__absolute__c0.1_b0.05,same_global_event_cross_missing,absolute,0.1,0.05,S1,0.5652398327000149
1,same_global_event_cross_missing__absolute__c0.1_b0.05,same_global_event_cross_missing,absolute,0.1,0.05,S2,0.6000023535121338
1,same_global_event_cross_missing__absolute__c0.1_b0.05,same_global_event_cross_missing,absolute,0.1,0.05,S3,0.4956225080107819
1,same_global_event_cross_missing__absolute__c0.1_b0.05,same_global_event_cross_missing,absolute,0.1,0.05,S4,0.6785691801907515
1,same_global_event_cross_missing__absolute__c0.1_b0.1,same_global_event_cross_missing,absolute,0.1,0.1,Q1,0.6598687933449541
1,same_global_event_cross_missing__absolute__c0.1_b0.1,same_global_event_cross_missing,absolute,0.1,0.1,Q2,0.7273269636733876
1,same_global_event_cross_missing__absolute__c0.1_b0.1,same_global_event_cross_missing,absolute,0.1,0.1,Q3,0.6874887044024527
1,same_global_event_cross_missing__absolute__c0.1_b0.1,same_global_event_cross_missing,absolute,0.1,0.1,S1,0.5634682151251392
1,same_global_event_cross_missing__absolute__c0.1_b0.1,same_global_event_cross_missing,absolute,0.1,0.1,S2,0.597007779199181
1,same_global_event_cross_missing__absolute__c0.1_b0.1,same_global_event_cross_missing,absolute,0.1,0.1,S3,0.4975591002848682
