file,public_lb,actual_delta_vs_h057,row_loss_delta_mean,row_loss_delta_std,changed_rows_vs_h057,ridge_pred_delta_vs_h057,loo_pred_delta_vs_h057,loo_abs_error
submission_h042_target_Q2_phase_k45_s0.5_c45_50fc6607_uploadsafe.csv,0.5679048248,0.00015723090000008266,0.00018760151490257283,0.0005000081069641855,45,0.00020418974444265554,0.0008301533323156231,0.0006729224323155404
submission_h050_target_route_phase_b140216b_uploadsafe.csv,0.5679048248,0.00015723090000008266,0.00012795038003033955,0.0005184986674303956,111,0.00014969462156520265,0.0007687812634473382,0.0006115503634472556
submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.5681234831,0.0003758892000000902,0.00034388697424503367,0.0009171231391218001,45,0.00038361074521687903,0.0011747683770605014,0.0007988791770604112
submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,0.5761589494,0.00841135550000005,0.007876229245159332,0.008312413675177573,250,0.008408796312648596,0.00840972202667748,1.6334733225712578e-06
submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,0.5762805676,0.008532973700000057,0.007993571578949697,0.008665027815937745,250,0.008501640550416302,0.008485156833067267,4.781686693279032e-05
submission_e368_q2s1rowmask_selected_e368_q2_damp_s1_recover_amp1_06_be814361_uploadsafe.csv,0.576290429,0.00854283510000009,0.007996705659441843,0.008521688845733415,250,0.008529786108016248,0.008516695590682959,2.613950931713155e-05
submission_e95_hardtail_541e3973.csv,0.5762913298,0.008543735900000016,0.008003387953268685,0.008666435165964978,250,0.008513053036943576,0.008501096372212807,4.26395277872086e-05
submission_e101_q2s3tail_177569bc.csv,0.576300366,0.00855277210000005,0.008012481582380944,0.008670062371938332,250,0.008527008867010712,0.008516032142386729,3.673995761332115e-05
submission_mixmin_0c916bb4.csv,0.5763066405,0.008559046600000064,0.008017083913238436,0.008685437618125662,250,0.00856147725169983,0.008555184195831112,3.862404168952088e-06
submission_e176_abl_q2_to0p75_91e49725.csv,0.576311831,0.008564237100000094,0.008023348610768576,0.008673485307019984,250,0.008534799377154711,0.008521824684509577,4.2412415490517344e-05
submission_e267_humansocial_tail_balanced_2936100f.csv,0.5763294974,0.008581903499999988,0.008040922683633048,0.008423471919429973,250,0.00858551202806015,0.008579442435305186,2.461064694802076e-06
submission_e72_topabs50_q2s3_gate_4e48cba2.csv,0.5764077772,0.008660183300000068,0.008116889091643247,0.008714625166067186,250,0.008671839080033971,0.008662680120233088,2.4968202330197947e-06
submission_e323_5508f966_uploadsafe.csv,0.5770355016,0.009287907699999987,0.008747661142929804,0.008449620269588783,250,0.009298519194853373,0.009017494318908699,0.0002704133810912876
submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,0.5772865088,0.009538914900000028,0.008992358117931738,0.009004924471422048,250,0.009563966454237396,0.009470403169011514,6.851173098851478e-05
submission_frontier_cvjepa_refine_a2c8d2c8.csv,0.577439321,0.009691727099999992,0.009154269133959418,0.009048228665636565,250,0.009713191709079234,0.009644071134921238,4.765596507875364e-05
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,0.5775263072,0.00977871330000002,0.009239576772212231,0.00914143263774413,250,0.009793249802757205,0.009716519813852765,6.219348614725471e-05
submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,0.5779449757,0.010197381800000072,0.009656382746758023,0.009175717980605616,250,0.010199039046506667,0.009749976473967583,0.0004474053260324889
submission_h010_objective_s1s4_v2_uploadsafe.csv,0.5781718175,0.01042422360000006,0.009875210162535265,0.009056200976067639,250,0.010440166844203786,0.009681514401454441,0.0007427091985456186
submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,0.5783033652,0.010555771300000072,0.010018479887870385,0.009341356303913025,250,0.010552933139588102,0.008844346858048939,0.0017114244419511333
submission_hybrid_0p578_logit_after_subject_final9_strict.csv,0.5784273528,0.010679758900000058,0.010134555827646441,0.008825983478344209,250,0.010676942394350384,0.008837650073178209,0.0018421088268218491
submission_jepa_latent_q2_w0p45.csv,0.5798012862,0.012053692300000085,0.011513880488401702,0.009864573575199927,250,0.012043245765611872,0.009419468979928496,0.002634223320071589
submission_lejepa_targetwise_strict_best_scale0p5.csv,0.5802468192,0.012499225300000028,0.011958180934243891,0.010463443573464161,250,0.01249956447793028,0.00929177048606105,0.003207454813938977
submission_jepa_latent_residual_probe.csv,0.5812273278,0.013479733900000013,0.01294620044598529,0.009622497547382222,250,0.013474217347674036,0.00972101181430041,0.0037587220856996027
