start_name,spec_name,route,h098,curv_marg,badw,badmax,h088,margin,start_cells,lattice_cells
h122,h122_dropout_robust_lattice,-0.0006052271118913546,-2.8653872695282912e-05,4.1325668393203674e-05,0.0,0.0,-0.06615821918278908,0.1258543648265494,24,32
h129,h129_dropout_value_probe,-0.0006103205036479658,-2.3086355268496657e-05,3.767777405977945e-05,0.0,0.0,-0.07733133801178793,0.1309683229971353,20,27
h130,h130_deoverfit_dropout,-0.0006396781310009373,-2.0130060602243532e-05,5.618922196438925e-05,0.0,0.0,-0.08615903526229993,0.27154235901680784,27,27
h122,h122_no_h088_route_lattice,-0.0006052271118913546,-2.8653872695282912e-05,4.1325668393203674e-05,0.0,0.0,-0.06615821918278908,0.1258543648265494,24,32
