spec_name,start_name,support,lattice_cells,mean_add_evidence,mean_erase_evidence,ops,component_gain
h122_dropout_robust_lattice,h122,all_known,32,0.455997965029762,0.18760822619047618,5,0.01748405882989472
h129_dropout_value_probe,h129,core_plus_value,27,0.44939493386243395,0.18221303703703703,1,0.0013811425075983058
h130_deoverfit_dropout,h130,h130_active,27,0.4617390343915345,0.18383840564373896,1,0.00030713905124491305
h122_no_h088_route_lattice,h122,all_known,32,0.455997965029762,0.18760822619047618,1,0.0008374091782840146
