feature_family,label_task,target,positive_rate,auc,ap,ap_lift_vs_rate
listener_only,toxic_tail_action,Q1,0.4,0.650570987654321,0.4858742486147337,0.0858742486147337
listener_only,toxic_tail_action,Q2,0.43222222222222223,0.6095664028896414,0.48942583864151107,0.05720361641928884
listener_only,toxic_tail_action,Q3,0.39666666666666667,0.6330841728956776,0.4702963910062709,0.07362972433960424
listener_only,toxic_tail_action,S1,0.39555555555555555,0.6031735376734965,0.4434158945425237,0.047860338986968176
listener_only,toxic_tail_action,S2,0.4166666666666667,0.6028774603174604,0.46582204524978854,0.049155378583121856
listener_only,toxic_tail_action,S3,0.41,0.6891634641393495,0.546212525736894,0.13621252573689407
listener_only,toxic_tail_action,S4,0.37222222222222223,0.6800369832254657,0.4926915337931609,0.12046931157093865
calendar_social_listener,strict_jury_released,Q1,0.017777777777777778,0.5885534502262443,0.023738503265370945,0.005960725487593167
calendar_social_listener,strict_jury_released,Q2,0.012222222222222223,0.46374884957562124,0.011959411812357107,-0.0002628104098651163
calendar_social_listener,strict_jury_released,Q3,0.03333333333333333,0.641896551724138,0.06307263827822669,0.02973930494489336
calendar_social_listener,strict_jury_released,S1,0.012222222222222223,0.6909193169035689,0.04548664790393774,0.03326442568171552
calendar_social_listener,strict_jury_released,S2,0.017777777777777778,0.5043834841628959,0.01907090372014522,0.0012931259423674436
calendar_social_listener,strict_jury_released,S3,0.008888888888888889,0.5140835201793722,0.025400599501784044,0.016511710612895157
calendar_social_listener,strict_jury_released,S4,0.09111111111111111,0.6734823185640169,0.13733954959894976,0.04622843848783864
calendar_social_listener,strict_positive_release,Q1,0.01,0.6296919815438333,0.021469918360877145,0.011469918360877145
calendar_social_listener,strict_positive_release,Q2,0.006666666666666667,0.2790827740492171,0.005048977473606203,-0.0016176891930604637
calendar_social_listener,strict_positive_release,Q3,0.014444444444444444,0.6244037811117856,0.04133143350658187,0.026886989062137424
calendar_social_listener,strict_positive_release,S1,0.0077777777777777776,0.6146216605343146,0.012300363056446391,0.004522585278668613
calendar_social_listener,strict_positive_release,S2,0.01,0.34131437835141537,0.007859795633016059,-0.0021402043669839412
calendar_social_listener,strict_positive_release,S3,0.0022222222222222222,0.14560133630289535,0.0019174714840838832,-0.000304750738138339
calendar_social_listener,strict_positive_release,S4,0.051111111111111114,0.6265273393748091,0.07518143095878335,0.024070319847672238
calendar_social_listener,healthy_action,Q1,0.5,0.4627407407407408,0.4817163657833936,-0.018283634216606393
calendar_social_listener,healthy_action,Q2,0.5,0.5256666666666666,0.5235168997158024,0.023516899715802397
calendar_social_listener,healthy_action,Q3,0.5,0.43252345679012344,0.46534224555215487,-0.034657754447845135
calendar_social_listener,healthy_action,S1,0.5,0.49630864197530866,0.5022482993590743,0.002248299359074335
calendar_social_listener,healthy_action,S2,0.5,0.5411086419753086,0.5307636810437653,0.030763681043765256
calendar_social_listener,healthy_action,S3,0.5,0.4419753086419753,0.4588752697082903,-0.04112473029170971
calendar_social_listener,healthy_action,S4,0.5,0.5239333333333334,0.5249630577358039,0.024963057735803873
calendar_social_listener,toxic_tail_action,Q1,0.4,0.6585210905349793,0.5068372061202672,0.10683720612026715
calendar_social_listener,toxic_tail_action,Q2,0.43222222222222223,0.6278631042514552,0.5158654858931964,0.08364326367097413
calendar_social_listener,toxic_tail_action,Q3,0.39666666666666667,0.6044977843807873,0.44166723371304895,0.04500056704638228
calendar_social_listener,toxic_tail_action,S1,0.39555555555555555,0.6229991118638467,0.48287750013683367,0.08732194458127812
calendar_social_listener,toxic_tail_action,S2,0.4166666666666667,0.6319009523809523,0.4975666144633046,0.0808999477966379
calendar_social_listener,toxic_tail_action,S3,0.41,0.5845314102858543,0.45510951136262423,0.045109511362624255
calendar_social_listener,toxic_tail_action,S4,0.37222222222222223,0.6798150838726721,0.495513437329137,0.12329121510691476
latent_cohort_listener,strict_jury_released,Q1,0.017777777777777778,0.5828266402714932,0.02648606082948985,0.008708283051712073
latent_cohort_listener,strict_jury_released,Q2,0.012222222222222223,0.6825340014316392,0.02768403857553755,0.015461816353315326
latent_cohort_listener,strict_jury_released,Q3,0.03333333333333333,0.6063409961685824,0.04638671864631424,0.013053385312980906
latent_cohort_listener,strict_jury_released,S1,0.012222222222222223,0.6520094079149198,0.021314427917972556,0.009092205695750333
latent_cohort_listener,strict_jury_released,S2,0.017777777777777778,0.38998868778280543,0.01532723628854254,-0.002450541489235238
latent_cohort_listener,strict_jury_released,S3,0.008888888888888889,0.5753923766816144,0.018972865457208027,0.010083976568319138
latent_cohort_listener,strict_jury_released,S4,0.09111111111111111,0.662778042817103,0.18533851250071176,0.09422740138960065
latent_cohort_listener,strict_positive_release,Q1,0.01,0.6112358149395186,0.04495844589261082,0.034958445892610816
latent_cohort_listener,strict_positive_release,Q2,0.006666666666666667,0.5559284116331096,0.013069444405084854,0.006402777738418187
latent_cohort_listener,strict_positive_release,Q3,0.014444444444444444,0.605107969820484,0.02660989328958827,0.012165448845143825
latent_cohort_listener,strict_positive_release,S1,0.0077777777777777776,0.6001439769636858,0.013307214365390372,0.005529436587612594
latent_cohort_listener,strict_positive_release,S2,0.01,0.334206260132186,0.007775961470592157,-0.0022240385294078433
latent_cohort_listener,strict_positive_release,S3,0.0022222222222222222,0.15952115812917594,0.0019380528165662534,-0.0002841694056559688
latent_cohort_listener,strict_positive_release,S4,0.051111111111111114,0.6275710212809286,0.07869549380348242,0.02758438269237131
latent_cohort_listener,healthy_action,Q1,0.5,0.4763530864197531,0.48926697958580384,-0.01073302041419616
latent_cohort_listener,healthy_action,Q2,0.5,0.4606913580246913,0.4664522095355633,-0.03354779046443668
latent_cohort_listener,healthy_action,Q3,0.5,0.5092444444444445,0.5201078522354226,0.020107852235422552
latent_cohort_listener,healthy_action,S1,0.5,0.5575679012345679,0.5511868746260273,0.051186874626027334
latent_cohort_listener,healthy_action,S2,0.5,0.49443209876543215,0.4958179319520324,-0.004182068047967613
latent_cohort_listener,healthy_action,S3,0.5,0.41666172839506177,0.44760421769388586,-0.052395782306114136
latent_cohort_listener,healthy_action,S4,0.5,0.45537283950617286,0.46539111626109697,-0.03460888373890303
latent_cohort_listener,toxic_tail_action,Q1,0.4,0.6609362139917696,0.5055963510543886,0.10559635105438858
latent_cohort_listener,toxic_tail_action,Q2,0.43222222222222223,0.6002847383274893,0.4866713436259321,0.05444912140370989
latent_cohort_listener,toxic_tail_action,Q3,0.39666666666666667,0.6500379157187737,0.4865177434690257,0.08985107680235904
latent_cohort_listener,toxic_tail_action,S1,0.39555555555555555,0.629376135988103,0.4853653987233443,0.08980984316778873
latent_cohort_listener,toxic_tail_action,S2,0.4166666666666667,0.5894450793650794,0.4595947000224143,0.04292803335574763
latent_cohort_listener,toxic_tail_action,S3,0.41,0.564869678828615,0.43839528094126223,0.028395280941262258
latent_cohort_listener,toxic_tail_action,S4,0.37222222222222223,0.6838568220842688,0.4919362194605384,0.11971399723831616
open_loop_human_state_listener,strict_jury_released,Q1,0.017777777777777778,0.6825509049773756,0.05941296183327252,0.04163518405549474
open_loop_human_state_listener,strict_jury_released,Q2,0.012222222222222223,0.6187749258615399,0.10264235139042543,0.09042012916820322
open_loop_human_state_listener,strict_jury_released,Q3,0.03333333333333333,0.6199233716475095,0.05335879283810998,0.020025459504776646
open_loop_human_state_listener,strict_jury_released,S1,0.012222222222222223,0.7114735658042746,0.04043070091883869,0.028208478696616468
open_loop_human_state_listener,strict_jury_released,S2,0.017777777777777778,0.40027573529411764,0.015194838713004567,-0.0025829390647732105
open_loop_human_state_listener,strict_jury_released,S3,0.008888888888888889,0.5800868834080717,0.014685172408643393,0.005796283519754504
open_loop_human_state_listener,strict_jury_released,S4,0.09111111111111111,0.6650664917407121,0.15194195832657137,0.060830847215460254
open_loop_human_state_listener,strict_positive_release,Q1,0.01,0.5781269484973188,0.020237861236665915,0.010237861236665915
open_loop_human_state_listener,strict_positive_release,Q2,0.006666666666666667,0.4972967934377331,0.009360386154313186,0.0026937194876465185
open_loop_human_state_listener,strict_positive_release,Q3,0.014444444444444444,0.5903217413927673,0.021977986216732512,0.007533541772288068
open_loop_human_state_listener,strict_positive_release,S1,0.0077777777777777776,0.5589505679091347,0.015236146432774829,0.007458368654997051
open_loop_human_state_listener,strict_positive_release,S2,0.01,0.2898116972191046,0.009107618170282824,-0.0008923818297171763
open_loop_human_state_listener,strict_positive_release,S3,0.0022222222222222222,0.42594654788418707,0.0032325265788300805,0.0010103043566078583
open_loop_human_state_listener,strict_positive_release,S4,0.051111111111111114,0.6028408512371448,0.06968302979900853,0.01857191868789742
open_loop_human_state_listener,healthy_action,Q1,0.5,0.4994074074074074,0.4894250823402536,-0.010574917659746386
open_loop_human_state_listener,healthy_action,Q2,0.5,0.4910666666666667,0.48787967572626556,-0.01212032427373444
open_loop_human_state_listener,healthy_action,Q3,0.5,0.47109382716049375,0.4827475680465766,-0.01725243195342341
open_loop_human_state_listener,healthy_action,S1,0.5,0.5235703703703704,0.5208409849425277,0.02084098494252773
open_loop_human_state_listener,healthy_action,S2,0.5,0.5163901234567901,0.5208418981383426,0.020841898138342585
open_loop_human_state_listener,healthy_action,S3,0.5,0.4035061728395061,0.4328976323593378,-0.06710236764066219
open_loop_human_state_listener,healthy_action,S4,0.5,0.4930641975308642,0.4939218619676452,-0.006078138032354796
open_loop_human_state_listener,toxic_tail_action,Q1,0.4,0.6889300411522634,0.531576385531811,0.13157638553181095
open_loop_human_state_listener,toxic_tail_action,Q2,0.43222222222222223,0.6283686908576862,0.507017656665817,0.07479543444359477
open_loop_human_state_listener,toxic_tail_action,Q3,0.39666666666666667,0.6595710107247319,0.49913431712841955,0.10246765046175288
open_loop_human_state_listener,toxic_tail_action,S1,0.39555555555555555,0.6313228065102445,0.48408302797513114,0.08852747241957559
open_loop_human_state_listener,toxic_tail_action,S2,0.4166666666666667,0.6335974603174603,0.507965631078902,0.09129896441223534
open_loop_human_state_listener,toxic_tail_action,S3,0.41,0.5569131209202864,0.41565053135608143,0.005650531356081456
open_loop_human_state_listener,toxic_tail_action,S4,0.37222222222222223,0.7001928411042134,0.5043300913774915,0.1321078691552693
action_geometry_only,strict_jury_released,Q1,0.017777777777777778,0.6865808823529411,0.03230044001138832,0.014522662233610543
action_geometry_only,strict_jury_released,Q2,0.012222222222222223,0.8315778709479497,0.1289626676553005,0.1167404454330783
action_geometry_only,strict_jury_released,Q3,0.03333333333333333,0.7253448275862069,0.066660969792651,0.03332763645931767
action_geometry_only,strict_jury_released,S1,0.012222222222222223,0.6340116576337049,0.018884982375788766,0.006662760153566543
action_geometry_only,strict_jury_released,S2,0.017777777777777778,0.6176117081447964,0.1272963074258717,0.10951852964809392
action_geometry_only,strict_jury_released,S3,0.008888888888888889,0.4091227578475336,0.007906763785113976,-0.0009821251037749126
action_geometry_only,strict_jury_released,S4,0.09111111111111111,0.7431048363050867,0.172022149645186,0.08091103853407489
action_geometry_only,strict_positive_release,Q1,0.01,0.6661678513530365,0.02100872541068584,0.011008725410685838
action_geometry_only,strict_positive_release,Q2,0.006666666666666667,0.709731543624161,0.012354904153821539,0.005688237487154872
action_geometry_only,strict_positive_release,Q3,0.014444444444444444,0.7605584944931055,0.03268396580657104,0.018239521362126598
action_geometry_only,strict_positive_release,S1,0.0077777777777777776,0.6442969124940009,0.013863403218055818,0.0060856254402780405
action_geometry_only,strict_positive_release,S2,0.01,0.408592093777279,0.009493551230483276,-0.0005064487695167243
action_geometry_only,strict_positive_release,S3,0.0022222222222222222,0.5080734966592428,0.003264374421351722,0.0010421521991295
action_geometry_only,strict_positive_release,S4,0.051111111111111114,0.7559820792180023,0.09910514755716783,0.047994036446056716
action_geometry_only,healthy_action,Q1,0.5,0.46718518518518515,0.48432266904712507,-0.015677330952874935
action_geometry_only,healthy_action,Q2,0.5,0.5683037037037038,0.5516753207441407,0.05167532074414072
action_geometry_only,healthy_action,Q3,0.5,0.5432987654320988,0.5259600952342947,0.025960095234294656
action_geometry_only,healthy_action,S1,0.5,0.6946197530864198,0.6614719858138761,0.16147198581387612
action_geometry_only,healthy_action,S2,0.5,0.5567160493827161,0.5531765656001695,0.05317656560016948
action_geometry_only,healthy_action,S3,0.5,0.5197703703703704,0.5171435923923997,0.01714359239239971
action_geometry_only,healthy_action,S4,0.5,0.5789604938271604,0.5656417059881902,0.06564170598819019
action_geometry_only,toxic_tail_action,Q1,0.4,0.6601954732510288,0.49972602207166206,0.09972602207166203
action_geometry_only,toxic_tail_action,Q2,0.43222222222222223,0.6725484080310294,0.5562838162662476,0.12406159404402534
action_geometry_only,toxic_tail_action,Q3,0.39666666666666667,0.7088253349221825,0.5480791348573706,0.15141246819070392
action_geometry_only,toxic_tail_action,S1,0.39555555555555555,0.7654132931262392,0.6264344736948133,0.23087891813925776
action_geometry_only,toxic_tail_action,S2,0.4166666666666667,0.6952101587301587,0.5441022557461697,0.12743558907950298
action_geometry_only,toxic_tail_action,S3,0.41,0.6601569876339065,0.5134741824074092,0.10347418240740919
action_geometry_only,toxic_tail_action,S4,0.37222222222222223,0.7436322810725136,0.5547366408074642,0.18251441858524198
