subset_delta_mean_vs_h012,subset_delta_p10_vs_h012,subset_delta_p90_vs_h012,subset_delta_max_vs_h012,subset_beats_h012_rate,uniform_delta_mean_vs_h012,uniform_delta_p90_vs_h012,candidate_id,mode,target_subset,k,alpha,changed_rows,changed_cells,mean_abs_prob_delta_vs_h012,max_abs_prob_delta_vs_h012,h015_subset_delta_mean,delta_gain_vs_h015_subset,h016_decision,decision_rank,file
-7.226650156278492e-05,-7.52244338394875e-05,-7.036726084511409e-05,-7.036726084511409e-05,1.0,-6.738396320529488e-05,-6.738396320529486e-05,gain_Q3_k100_a1.35,gain,Q3,100,1.35,100,100,0.0009279944347059959,0.06850879931684806,0.00016464899144879005,-0.00023691549301157496,public_subset_sensor,1,not_materialized
-7.005715830765229e-05,-7.309536235573938e-05,-6.804867874360159e-05,-6.804867874360159e-05,1.0,-7.316325619717656e-05,-7.316325619717657e-05,combined_Q_k400_a1,combined,Q,400,1.0,223,400,0.002705659357055943,0.051590890532074996,0.00016464899144879005,-0.00023470614975644233,public_subset_sensor,1,not_materialized
-6.962919610133644e-05,-7.259383754978508e-05,-6.772475292328912e-05,-6.772475292328912e-05,1.0,-6.467109778919066e-05,-6.467109778919066e-05,gain_Q3_k60_a1.35,gain,Q3,60,1.35,60,60,0.0007044220554464969,0.06850879931684806,0.00016464899144879005,-0.0002342781875501265,public_subset_sensor,1,not_materialized
-6.940057002279747e-05,-7.01501537972335e-05,-6.884870997986998e-05,-6.884870997986998e-05,1.0,-6.67852059932719e-05,-6.67852059932719e-05,combined_S_k700_a0.75,combined,S,700,0.75,246,700,0.004874278132718042,0.04088660896427987,0.00016464899144879005,-0.00023404956147158752,public_subset_sensor,1,not_materialized
-6.580575837455639e-05,-6.876981331167397e-05,-6.390090790139906e-05,-6.390090790139906e-05,1.0,-6.080581763871928e-05,-6.08058176387193e-05,gain_Q3_k160_a1.35,gain,Q3,160,1.35,160,160,0.0012588392719815218,0.06850879931684806,0.00016464899144879005,-0.00023045474982334642,public_subset_sensor,1,not_materialized
-6.47082460363508e-05,-6.714917857358177e-05,-6.313711807816997e-05,-6.313711807816997e-05,1.0,-6.0693902758049945e-05,-6.0693902758049945e-05,gain_Q3_k100_a1,gain,Q3,100,1.0,100,100,0.000690920280905772,0.051590890532074996,0.00016464899144879005,-0.00022935723748514084,public_subset_sensor,1,not_materialized
-6.370069020478486e-05,-6.6657830883765e-05,-6.180018102604952e-05,-6.180018102604952e-05,1.0,-5.8568393992119724e-05,-5.856839399211974e-05,gain_Q3_k30_a1.35,gain,Q3,30,1.35,30,30,0.0004519148919389734,0.06850879931684806,0.00016464899144879005,-0.00022834968165357493,public_subset_sensor,1,not_materialized
-6.279571234887265e-05,-6.344775286889214e-05,-6.230786792276725e-05,-6.230786792276725e-05,1.0,-5.9667274771514017e-05,-5.966727477151401e-05,weight_S_k400_a0.75,weight,S,400,0.75,209,400,0.002822785241116912,0.04088660896427987,0.00016464899144879005,-0.0002274447037976627,public_subset_sensor,1,not_materialized
-6.268655207709998e-05,-6.271857954134097e-05,-6.265017815621582e-05,-6.265017815621582e-05,1.0,-5.774043708254619e-05,-5.774043708254619e-05,combined_S_k120_a1.25,combined,S,120,1.25,99,120,0.0017913615688350485,0.061543820765378676,0.00016464899144879005,-0.00022733554352589004,public_subset_sensor,1,not_materialized
-6.263180615761159e-05,-6.326879472432344e-05,-6.21433798362533e-05,-6.21433798362533e-05,1.0,-5.954914260947103e-05,-5.954914260947104e-05,weight_S_k240_a0.75,weight,S,240,0.75,160,240,0.0017154184491186275,0.04088660896427987,0.00016464899144879005,-0.00022728079760640164,public_subset_sensor,1,not_materialized
-6.19111874597755e-05,-6.435491617067509e-05,-6.033760703648493e-05,-6.033760703648493e-05,1.0,-5.784937113270815e-05,-5.784937113270816e-05,gain_Q3_k160_a1,gain,Q3,160,1.0,160,160,0.0009365952713156929,0.051590890532074996,0.00016464899144879005,-0.00022656017890856553,public_subset_sensor,1,not_materialized
-6.159519045862746e-05,-6.453315356976488e-05,-5.957365722867099e-05,-5.957365722867099e-05,1.0,-5.766101253734723e-05,-5.766101253734723e-05,h015_all_k700_a0.75,h015,all,700,0.75,244,700,0.006076316882916844,0.04088660896427987,0.00016464899144879005,-0.00022624418190741753,public_subset_sensor,1,not_materialized
-6.152267873910928e-05,-6.396906336527843e-05,-5.994693299519951e-05,-5.994693299519951e-05,1.0,-5.741308792366051e-05,-5.741308792366051e-05,gain_Q3_k60_a1,gain,Q3,60,1.0,60,60,0.0005249580718762038,0.051590890532074996,0.00016464899144879005,-0.00022617167018789932,public_subset_sensor,1,not_materialized
-6.0591456514728855e-05,-6.359004898106641e-05,-5.864731855739838e-05,-5.864731855739838e-05,1.0,-5.654686114325556e-05,-5.6546861143255564e-05,combined_Q3_k60_a1.35,combined,Q3,60,1.35,60,60,0.000684871338564282,0.06850879931684806,0.00016464899144879005,-0.0002252404479635189,public_subset_sensor,1,not_materialized
-5.935890146471562e-05,-6.244137308311825e-05,-5.7229503930331834e-05,-5.7229503930331834e-05,1.0,-5.4863539075725485e-05,-5.486353907572547e-05,combined_all_k1600_a0.75,combined,all,1600,0.75,250,1600,0.009259853250356153,0.04088660896427987,0.00016464899144879005,-0.00022400789291350567,public_subset_sensor,1,not_materialized
-5.935890146471562e-05,-6.244137308311825e-05,-5.7229503930331834e-05,-5.7229503930331834e-05,1.0,-5.4863539075725485e-05,-5.486353907572547e-05,weight_all_k1600_a0.75,weight,all,1600,0.75,250,1600,0.009259853250356153,0.04088660896427987,0.00016464899144879005,-0.00022400789291350567,public_subset_sensor,1,not_materialized
-5.935890146471562e-05,-6.244137308311825e-05,-5.7229503930331834e-05,-5.7229503930331834e-05,1.0,-5.4863539075725485e-05,-5.486353907572547e-05,gain_all_k1600_a0.75,gain,all,1600,0.75,250,1600,0.009259853250356153,0.04088660896427987,0.00016464899144879005,-0.00022400789291350567,public_subset_sensor,1,not_materialized
-5.935890146471562e-05,-6.244137308311825e-05,-5.7229503930331834e-05,-5.7229503930331834e-05,1.0,-5.4863539075725485e-05,-5.486353907572547e-05,h015_all_k1600_a0.75,h015,all,1600,0.75,250,1600,0.009259853250356153,0.04088660896427987,0.00016464899144879005,-0.00022400789291350567,public_subset_sensor,1,not_materialized
-5.879140096159129e-05,-6.106145487854835e-05,-5.7265311875630676e-05,-5.7265311875630676e-05,1.0,-5.8445628718883745e-05,-5.844562871888373e-05,h015_Q_k240_a0.75,h015,Q,240,0.75,171,240,0.0017888295884872273,0.03913103827374764,0.00016464899144879005,-0.00022344039241038133,public_subset_sensor,1,not_materialized
-5.8019850481373445e-05,-6.102531380651003e-05,-5.607070283513219e-05,-5.607070283513219e-05,1.0,-5.4032473958533316e-05,-5.4032473958533316e-05,combined_Q3_k100_a1.35,combined,Q3,100,1.35,100,100,0.000985904720741974,0.06850879931684806,0.00016464899144879005,-0.0002226688419301635,public_subset_sensor,1,not_materialized
-5.786763268284751e-05,-6.086780013625879e-05,-5.579803873582647e-05,-5.579803873582647e-05,1.0,-5.3686833653487693e-05,-5.368683365348771e-05,h015_all_k1000_a0.75,h015,all,1000,0.75,250,1000,0.0076808700649398836,0.04088660896427987,0.00016464899144879005,-0.00022251662413163756,public_subset_sensor,1,not_materialized
-5.7608866816567636e-05,-6.067472439955821e-05,-5.5489745687554046e-05,-5.5489745687554046e-05,1.0,-5.311008723039902e-05,-5.311008723039903e-05,h015_all_k1400_a0.75,h015,all,1400,0.75,250,1400,0.008966402406371548,0.04088660896427987,0.00016464899144879005,-0.0002222578582653577,public_subset_sensor,1,not_materialized
-5.648824106613805e-05,-5.946078661542924e-05,-5.454992020454223e-05,-5.454992020454223e-05,1.0,-5.21763648742821e-05,-5.2176364874282104e-05,combined_Q3_k30_a1.35,combined,Q3,30,1.35,30,30,0.00043271749623444877,0.06850879931684806,0.00016464899144879005,-0.0002211372325149281,public_subset_sensor,1,not_materialized
-5.636571359308065e-05,-5.882019838236106e-05,-5.477976276723595e-05,-5.477976276723595e-05,1.0,-5.253437306004217e-05,-5.253437306004217e-05,combined_Q3_k100_a1,combined,Q3,100,1.0,100,100,0.0007333892797158205,0.051590890532074996,0.00016464899144879005,-0.0002210147050418707,public_subset_sensor,1,not_materialized
-5.6099421205961344e-05,-5.8552501322959184e-05,-5.451396464829068e-05,-5.451396464829068e-05,1.0,-5.2173880158292925e-05,-5.217388015829293e-05,combined_Q3_k60_a1,combined,Q3,60,1.0,60,60,0.0005095695524294796,0.051590890532074996,0.00016464899144879005,-0.0002207484126547514,public_subset_sensor,1,not_materialized
-5.529981488153911e-05,-5.906997535445404e-05,-5.283394917915339e-05,-5.283394917915339e-05,1.0,-6.327581073685514e-05,-6.327581073685514e-05,combined_Q_k240_a1.25,combined,Q,240,1.25,169,240,0.0023341423983662935,0.06373900677125643,0.00016464899144879005,-0.00021994880633032917,public_subset_sensor,1,not_materialized
-5.519468779168203e-05,-5.7638001085307814e-05,-5.361968893157323e-05,-5.361968893157323e-05,1.0,-5.092176645055529e-05,-5.09217664505553e-05,gain_Q3_k30_a1,gain,Q3,30,1.0,30,30,0.0003372490133186841,0.051590890532074996,0.00016464899144879005,-0.00021984367924047208,public_subset_sensor,1,not_materialized
-5.489815692824882e-05,-5.720946549414487e-05,-5.3343634144824956e-05,-5.3343634144824956e-05,1.0,-5.438848220580395e-05,-5.438848220580393e-05,combined_Q_k700_a0.75,combined,Q,700,0.75,250,653,0.003014531027408848,0.03913103827374764,0.00016464899144879005,-0.00021954714837703888,public_subset_sensor,1,not_materialized
-5.489815692824882e-05,-5.720946549414487e-05,-5.3343634144824956e-05,-5.3343634144824956e-05,1.0,-5.438848220580395e-05,-5.438848220580393e-05,combined_Q_k1000_a0.75,combined,Q,1000,0.75,250,653,0.003014531027408848,0.03913103827374764,0.00016464899144879005,-0.00021954714837703888,public_subset_sensor,1,not_materialized
-5.489815692824882e-05,-5.720946549414487e-05,-5.3343634144824956e-05,-5.3343634144824956e-05,1.0,-5.438848220580395e-05,-5.438848220580393e-05,combined_Q_k1400_a0.75,combined,Q,1400,0.75,250,653,0.003014531027408848,0.03913103827374764,0.00016464899144879005,-0.00021954714837703888,public_subset_sensor,1,not_materialized
-5.489815692824882e-05,-5.720946549414487e-05,-5.3343634144824956e-05,-5.3343634144824956e-05,1.0,-5.438848220580395e-05,-5.438848220580393e-05,combined_Q_k1600_a0.75,combined,Q,1600,0.75,250,653,0.003014531027408848,0.03913103827374764,0.00016464899144879005,-0.00021954714837703888,public_subset_sensor,1,not_materialized
-5.489815692824882e-05,-5.720946549414487e-05,-5.3343634144824956e-05,-5.3343634144824956e-05,1.0,-5.438848220580395e-05,-5.438848220580393e-05,weight_Q_k700_a0.75,weight,Q,700,0.75,250,653,0.003014531027408848,0.03913103827374764,0.00016464899144879005,-0.00021954714837703888,public_subset_sensor,1,not_materialized
-5.489815692824882e-05,-5.720946549414487e-05,-5.3343634144824956e-05,-5.3343634144824956e-05,1.0,-5.438848220580395e-05,-5.438848220580393e-05,weight_Q_k1000_a0.75,weight,Q,1000,0.75,250,653,0.003014531027408848,0.03913103827374764,0.00016464899144879005,-0.00021954714837703888,public_subset_sensor,1,not_materialized
-5.489815692824882e-05,-5.720946549414487e-05,-5.3343634144824956e-05,-5.3343634144824956e-05,1.0,-5.438848220580395e-05,-5.438848220580393e-05,weight_Q_k1400_a0.75,weight,Q,1400,0.75,250,653,0.003014531027408848,0.03913103827374764,0.00016464899144879005,-0.00021954714837703888,public_subset_sensor,1,not_materialized
-5.489815692824882e-05,-5.720946549414487e-05,-5.3343634144824956e-05,-5.3343634144824956e-05,1.0,-5.438848220580395e-05,-5.438848220580393e-05,weight_Q_k1600_a0.75,weight,Q,1600,0.75,250,653,0.003014531027408848,0.03913103827374764,0.00016464899144879005,-0.00021954714837703888,public_subset_sensor,1,not_materialized
-5.489815692824882e-05,-5.720946549414487e-05,-5.3343634144824956e-05,-5.3343634144824956e-05,1.0,-5.438848220580395e-05,-5.438848220580393e-05,gain_Q_k700_a0.75,gain,Q,700,0.75,250,653,0.003014531027408848,0.03913103827374764,0.00016464899144879005,-0.00021954714837703888,public_subset_sensor,1,not_materialized
-5.489815692824882e-05,-5.720946549414487e-05,-5.3343634144824956e-05,-5.3343634144824956e-05,1.0,-5.438848220580395e-05,-5.438848220580393e-05,gain_Q_k1000_a0.75,gain,Q,1000,0.75,250,653,0.003014531027408848,0.03913103827374764,0.00016464899144879005,-0.00021954714837703888,public_subset_sensor,1,not_materialized
-5.489815692824882e-05,-5.720946549414487e-05,-5.3343634144824956e-05,-5.3343634144824956e-05,1.0,-5.438848220580395e-05,-5.438848220580393e-05,gain_Q_k1400_a0.75,gain,Q,1400,0.75,250,653,0.003014531027408848,0.03913103827374764,0.00016464899144879005,-0.00021954714837703888,public_subset_sensor,1,not_materialized
-5.489815692824882e-05,-5.720946549414487e-05,-5.3343634144824956e-05,-5.3343634144824956e-05,1.0,-5.438848220580395e-05,-5.438848220580393e-05,gain_Q_k1600_a0.75,gain,Q,1600,0.75,250,653,0.003014531027408848,0.03913103827374764,0.00016464899144879005,-0.00021954714837703888,public_subset_sensor,1,not_materialized
-5.489815692824882e-05,-5.720946549414487e-05,-5.3343634144824956e-05,-5.3343634144824956e-05,1.0,-5.438848220580395e-05,-5.438848220580393e-05,h015_Q_k700_a0.75,h015,Q,700,0.75,250,653,0.003014531027408848,0.03913103827374764,0.00016464899144879005,-0.00021954714837703888,public_subset_sensor,1,not_materialized
-5.489815692824882e-05,-5.720946549414487e-05,-5.3343634144824956e-05,-5.3343634144824956e-05,1.0,-5.438848220580395e-05,-5.438848220580393e-05,h015_Q_k1000_a0.75,h015,Q,1000,0.75,250,653,0.003014531027408848,0.03913103827374764,0.00016464899144879005,-0.00021954714837703888,public_subset_sensor,1,not_materialized
-5.489815692824882e-05,-5.720946549414487e-05,-5.3343634144824956e-05,-5.3343634144824956e-05,1.0,-5.438848220580395e-05,-5.438848220580393e-05,h015_Q_k1400_a0.75,h015,Q,1400,0.75,250,653,0.003014531027408848,0.03913103827374764,0.00016464899144879005,-0.00021954714837703888,public_subset_sensor,1,not_materialized
-5.489815692824882e-05,-5.720946549414487e-05,-5.3343634144824956e-05,-5.3343634144824956e-05,1.0,-5.438848220580395e-05,-5.438848220580393e-05,h015_Q_k1600_a0.75,h015,Q,1600,0.75,250,653,0.003014531027408848,0.03913103827374764,0.00016464899144879005,-0.00021954714837703888,public_subset_sensor,1,not_materialized
-5.453963148110009e-05,-5.70061756696665e-05,-5.294646793089632e-05,-5.294646793089632e-05,1.0,-5.075991990016098e-05,-5.075991990016099e-05,combined_Q3_k160_a1,combined,Q3,160,1.0,160,160,0.0009989646415681564,0.051590890532074996,0.00016464899144879005,-0.00021918862292989014,public_subset_sensor,1,not_materialized
-5.434493212992802e-05,-5.664218056338564e-05,-5.2793747775541474e-05,-5.2793747775541474e-05,1.0,-5.35988425409815e-05,-5.359884254098149e-05,weight_Q_k240_a0.75,weight,Q,240,0.75,174,240,0.001252416181141033,0.03913103827374764,0.00016464899144879005,-0.00021899392357871807,public_subset_sensor,1,not_materialized
-5.4251788866498315e-05,-5.755228605058286e-05,-5.199801994600849e-05,-5.199801994600849e-05,1.0,-4.510106066869039e-05,-4.510106066869038e-05,gain_all_k1000_a1.5,gain,all,1000,1.5,250,1000,0.010899195196371964,0.07556595264375943,0.00016464899144879005,-0.00021890078031528836,public_subset_sensor,1,not_materialized
-5.407429511234632e-05,-5.6215939289199794e-05,-5.263891858229941e-05,-5.263891858229941e-05,1.0,-5.39217896454873e-05,-5.39217896454873e-05,h015_Q_k120_a0.75,h015,Q,120,0.75,95,120,0.0010682184971006388,0.03913103827374764,0.00016464899144879005,-0.00021872328656113638,public_subset_sensor,1,not_materialized
-5.394656220488857e-05,-5.621445678181911e-05,-5.241705358744586e-05,-5.241705358744586e-05,1.0,-5.340327068009864e-05,-5.3403270680098646e-05,h015_Q_k400_a0.75,h015,Q,400,0.75,223,400,0.0024882794843279522,0.03913103827374764,0.00016464899144879005,-0.00021859555365367863,public_subset_sensor,1,not_materialized
-5.383913793097627e-05,-5.612869275447942e-05,-5.2289326223908307e-05,-5.2289326223908307e-05,1.0,-5.3104262224107965e-05,-5.310426222410796e-05,weight_Q_k120_a0.75,weight,Q,120,0.75,99,120,0.0007314565838276795,0.03913103827374764,0.00016464899144879005,-0.0002184881293797663,public_subset_sensor,1,not_materialized
-5.350670802060277e-05,-5.5809532643287895e-05,-5.195100970859382e-05,-5.195100970859382e-05,1.0,-5.274231676826099e-05,-5.274231676826099e-05,weight_Q_k400_a0.75,weight,Q,400,0.75,226,400,0.0019272560435887845,0.03913103827374764,0.00016464899144879005,-0.00021815569946939282,public_subset_sensor,1,not_materialized
-5.287624027507971e-05,-5.297014094284864e-05,-5.281302471941213e-05,-5.281302471941213e-05,1.0,-5.0475529672550504e-05,-5.0475529672550504e-05,gain_S4_k160_a1,gain,S4,160,1.0,160,160,0.001326282737539976,0.051186380377879925,0.00016464899144879005,-0.00021752523172386976,public_subset_sensor,1,not_materialized
-5.273048450302472e-05,-5.5752945922460265e-05,-5.077041735030294e-05,-5.077041735030294e-05,1.0,-4.8735785911807794e-05,-4.873578591180779e-05,combined_Q3_k160_a1.35,combined,Q3,160,1.35,160,160,0.0013436253400875187,0.06850879931684806,0.00016464899144879005,-0.00021737947595181476,public_subset_sensor,1,not_materialized
-5.2204248408511626e-05,-5.5219960323425654e-05,-5.010933459407444e-05,-5.010933459407444e-05,1.0,-4.723615962423405e-05,-4.723615962423405e-05,weight_all_k1400_a0.75,weight,all,1400,0.75,250,1400,0.008108653298470098,0.04088660896427987,0.00016464899144879005,-0.00021685323985730167,public_subset_sensor,1,not_materialized
-5.179909796082046e-05,-5.188826198765272e-05,-5.173879579745354e-05,-5.173879579745354e-05,1.0,-4.9406447320181345e-05,-4.9406447320181345e-05,gain_S4_k100_a1,gain,S4,100,1.0,100,100,0.0009328452475550888,0.051186380377879925,0.00016464899144879005,-0.00021644808940961052,public_subset_sensor,1,not_materialized
-5.111934638130086e-05,-5.362051938227775e-05,-4.9441352809551264e-05,-4.9441352809551264e-05,1.0,-4.886959277682765e-05,-4.886959277682767e-05,h015_all_k400_a0.75,h015,all,400,0.75,206,400,0.0037686814088338503,0.04088660896427987,0.00016464899144879005,-0.0002157683378300909,public_subset_sensor,1,not_materialized
-5.0900457736566895e-05,-5.3335042152973003e-05,-4.9316716208380024e-05,-4.9316716208380024e-05,1.0,-4.670909380047621e-05,-4.670909380047622e-05,combined_Q3_k30_a1,combined,Q3,30,1.0,30,30,0.0003221364105228253,0.051590890532074996,0.00016464899144879005,-0.00021554944918535695,public_subset_sensor,1,not_materialized
-4.890936737090052e-05,-5.192246463655621e-05,-4.690629408497378e-05,-4.690629408497378e-05,1.0,-5.132632106901043e-05,-5.1326321069010425e-05,weight_Q_k120_a1,weight,Q,120,1.0,99,120,0.0009685552239999057,0.051590890532074996,0.00016464899144879005,-0.00021355835881969057,public_subset_sensor,1,not_materialized
-4.8274937590912e-05,-4.835488703594342e-05,-4.822107474304921e-05,-4.822107474304921e-05,1.0,-4.57716087607128e-05,-4.57716087607128e-05,combined_S4_k100_a1,combined,S4,100,1.0,100,100,0.0010164265273672965,0.051186380377879925,0.00016464899144879005,-0.00021292392903970206,public_subset_sensor,1,not_materialized
-4.526089706840726e-05,-4.773714625120411e-05,-4.365768896758461e-05,-4.365768896758461e-05,1.0,-4.1251002442208066e-05,-4.1251002442208066e-05,combined_Q3_k220_a1,combined,Q3,220,1.0,207,207,0.0012223029504368195,0.051590890532074996,0.00016464899144879005,-0.0002099098885171973,public_subset_sensor,1,not_materialized
-4.526089706840726e-05,-4.773714625120411e-05,-4.365768896758461e-05,-4.365768896758461e-05,1.0,-4.1251002442208066e-05,-4.1251002442208066e-05,gain_Q3_k220_a1,gain,Q3,220,1.0,207,207,0.0012223029504368195,0.051590890532074996,0.00016464899144879005,-0.0002099098885171973,public_subset_sensor,1,not_materialized
-4.50820215553454e-05,-4.516035954922606e-05,-4.5029435566483345e-05,-4.5029435566483345e-05,1.0,-4.2664496088884466e-05,-4.266449608888446e-05,gain_S4_k60_a1,gain,S4,60,1.0,60,60,0.0006381721747647852,0.051186380377879925,0.00016464899144879005,-0.00020973101300413545,public_subset_sensor,1,not_materialized
-4.4810426732895466e-05,-4.490471263052486e-05,-4.472924372251683e-05,-4.472924372251683e-05,1.0,-4.1772872252407224e-05,-4.1772872252407224e-05,gain_S1_k100_a1,gain,S1,100,1.0,100,100,0.0008401767466933752,0.05164167766874983,0.00016464899144879005,-0.00020945941818168552,public_subset_sensor,1,not_materialized
-4.308778258072416e-05,-4.6115203442337075e-05,-4.107775019390965e-05,-4.107775019390965e-05,1.0,-4.542419408683262e-05,-4.542419408683263e-05,weight_Q_k240_a1,weight,Q,240,1.0,174,240,0.0016601493536779236,0.051590890532074996,0.00016464899144879005,-0.0002077367740295142,public_subset_sensor,1,not_materialized
-4.274080716834343e-05,-4.2838863319068305e-05,-4.265668036435048e-05,-4.265668036435048e-05,1.0,-3.9723552295510926e-05,-3.972355229551092e-05,gain_S1_k60_a1,gain,S1,60,1.0,60,60,0.0006328871168210059,0.05164167766874983,0.00016464899144879005,-0.00020738979861713349,public_subset_sensor,1,not_materialized
-4.199399549487712e-05,-4.205460849544062e-05,-4.195260745456309e-05,-4.195260745456309e-05,1.0,-3.943714024699149e-05,-3.9437140246991485e-05,combined_S4_k60_a1,combined,S4,60,1.0,60,60,0.0006668362589530329,0.051186380377879925,0.00016464899144879005,-0.00020664298694366716,public_subset_sensor,1,not_materialized
-4.1748091217598234e-05,-4.312472169990037e-05,-4.072094401154663e-05,-4.072094401154663e-05,1.0,-4.4897353267785915e-05,-4.4897353267785915e-05,combined_S_k400_a1,combined,S,400,1.0,209,400,0.0038980762572752643,0.05164167766874983,0.00016464899144879005,-0.00020639708266638828,public_subset_sensor,1,not_materialized
-4.143518751009597e-05,-4.155136266277376e-05,-4.135146266580942e-05,-4.135146266580942e-05,1.0,-3.935972055343485e-05,-3.935972055343486e-05,combined_S4_k160_a1,combined,S4,160,1.0,160,160,0.00151123830063492,0.051186380377879925,0.00016464899144879005,-0.00020608417895888603,public_subset_sensor,1,not_materialized
-3.920539644249459e-05,-4.203353307372703e-05,-3.7340351638492716e-05,-3.7340351638492716e-05,1.0,-4.208776591183184e-05,-4.208776591183183e-05,h015_Q_k120_a1,h015,Q,120,1.0,95,120,0.0014116746606806505,0.051590890532074996,0.00016464899144879005,-0.00020385438789128463,public_subset_sensor,1,not_materialized
-3.893514505897805e-05,-3.90215875196689e-05,-3.885817891433203e-05,-3.885817891433203e-05,1.0,-3.584383525582998e-05,-3.5843835255829984e-05,combined_S1_k60_a1,combined,S1,60,1.0,60,60,0.0005573823188791857,0.05164167766874983,0.00016464899144879005,-0.0002035841365077681,public_subset_sensor,1,not_materialized
-3.875330365754323e-05,-3.8792531928805965e-05,-3.871834237041177e-05,-3.871834237041177e-05,1.0,-3.742083796384197e-05,-3.7420837963841976e-05,gain_S2_k100_a1,gain,S2,100,1.0,100,100,0.0009401724609944932,0.04919580889097086,0.00016464899144879005,-0.0002034022951063333,public_subset_sensor,1,not_materialized
-3.795497373674696e-05,-3.798028917390613e-05,-3.7948078023859946e-05,-3.7948078023859946e-05,1.0,-3.6569554155474846e-05,-3.656955415547485e-05,gain_S4_k100_a1.35,gain,S4,100,1.35,100,100,0.001241359537094099,0.06543981843348756,0.00016464899144879005,-0.000202603965185537,public_subset_sensor,1,not_materialized
-3.749642544518448e-05,-4.053556901612136e-05,-3.551912615458071e-05,-3.551912615458071e-05,1.0,-3.310945362234012e-05,-3.310945362234012e-05,combined_Q3_k220_a1.35,combined,Q3,220,1.35,207,207,0.0016441398403136786,0.06850879931684806,0.00016464899144879005,-0.00020214541689397454,public_subset_sensor,1,not_materialized
-3.749642544518448e-05,-4.053556901612136e-05,-3.551912615458071e-05,-3.551912615458071e-05,1.0,-3.310945362234012e-05,-3.310945362234012e-05,gain_Q3_k220_a1.35,gain,Q3,220,1.35,207,207,0.0016441398403136786,0.06850879931684806,0.00016464899144879005,-0.00020214541689397454,public_subset_sensor,1,not_materialized
-3.741590432984434e-05,-4.120532232368487e-05,-3.493952736694524e-05,-3.493952736694524e-05,1.0,-4.5395432314269996e-05,-4.5395432314269996e-05,combined_Q_k400_a1.25,combined,Q,400,1.25,223,400,0.003370473856347339,0.06373900677125643,0.00016464899144879005,-0.00020206489577863438,public_subset_sensor,1,not_materialized
-3.721153458995169e-05,-4.020006886101796e-05,-3.523265289730874e-05,-3.523265289730874e-05,1.0,-3.970624436856441e-05,-3.97062443685644e-05,h015_Q_k240_a1,h015,Q,240,1.0,171,240,0.002369207176440058,0.051590890532074996,0.00016464899144879005,-0.00020186052603874175,public_subset_sensor,1,not_materialized
-3.7093722348467105e-05,-3.7188543366368295e-05,-3.701279030605272e-05,-3.701279030605272e-05,1.0,-3.396011024458382e-05,-3.3960110244583814e-05,gain_S1_k160_a1,gain,S1,160,1.0,160,160,0.001252519415419492,0.05164167766874983,0.00016464899144879005,-0.00020174271379725715,public_subset_sensor,1,not_materialized
-3.6488804895207946e-05,-3.656239306540464e-05,-3.6405173017123734e-05,-3.6405173017123734e-05,1.0,-3.47966199259903e-05,-3.4796619925990306e-05,gain_S_k240_a1.5,gain,S,240,1.5,158,240,0.0038569976490396385,0.07103019148084078,0.00016464899144879005,-0.000201137796343998,public_subset_sensor,1,not_materialized
-3.5985078559685634e-05,-3.6020517778843093e-05,-3.594156494695788e-05,-3.594156494695788e-05,1.0,-3.3873164100021765e-05,-3.387316410002176e-05,gain_S_k120_a1.5,gain,S,120,1.5,101,120,0.002263530504673326,0.07103019148084078,0.00016464899144879005,-0.00020063407000847568,public_subset_sensor,1,not_materialized
-3.541785917206466e-05,-3.545851500041285e-05,-3.5382154428997043e-05,-3.5382154428997043e-05,1.0,-3.4108180173142295e-05,-3.41081801731423e-05,gain_S2_k60_a1,gain,S2,60,1.0,60,60,0.0007559877471488691,0.04919580889097086,0.00016464899144879005,-0.00020006685062085472,public_subset_sensor,1,not_materialized
-3.47800381611328e-05,-3.486302260268432e-05,-3.472338940975204e-05,-3.472338940975204e-05,1.0,-3.223555271787693e-05,-3.223555271787694e-05,gain_S4_k220_a1,gain,S4,220,1.0,220,220,0.0018206968695476228,0.051186380377879925,0.00016464899144879005,-0.00019942902960992285,public_subset_sensor,1,not_materialized
-3.473808401575256e-05,-3.777148706391354e-05,-3.2722540384135974e-05,-3.2722540384135974e-05,1.0,-3.692184641823116e-05,-3.692184641823115e-05,weight_Q_k400_a1,weight,Q,400,1.0,226,400,0.0025572918381178695,0.051590890532074996,0.00016464899144879005,-0.0001993870754645426,public_subset_sensor,1,not_materialized
-3.463285792542707e-05,-3.5165544935194225e-05,-3.42185443832339e-05,-3.42185443832339e-05,1.0,-3.22286831596137e-05,-3.2228683159613695e-05,weight_S_k120_a0.75,weight,S,120,0.75,92,120,0.0007580002651966028,0.04088660896427987,0.00016464899144879005,-0.0001992818493742171,public_subset_sensor,1,not_materialized
-3.4603143963044096e-05,-3.470218783725578e-05,-3.451762182782635e-05,-3.451762182782635e-05,1.0,-3.1622121935305734e-05,-3.162212193530573e-05,gain_S1_k30_a1,gain,S1,30,1.0,30,30,0.00036861507268618827,0.05164167766874983,0.00016464899144879005,-0.00019925213541183414,public_subset_sensor,1,not_materialized
-3.455373908591824e-05,-3.586853320230903e-05,-3.3596471657829195e-05,-3.3596471657829195e-05,1.0,-3.306605379339415e-05,-3.306605379339414e-05,weight_all_k120_a0.75,weight,all,120,0.75,90,120,0.0007220816395470139,0.04088660896427987,0.00016464899144879005,-0.0001992027305347083,public_subset_sensor,1,not_materialized
