h057_seed_rows,candidate_rows_outside_seed,h062_changed_rows_known,top60_context_h062_overlap,top60_episode_near_rate,top60_mean_context,top60_mean_gain
45,205,48,0.45,0.75,0.7026894349809178,0.009997204820176846
