prior_name,ridge_mult,loo_mae,loo_rmse,loo_p90_abs,loo_spearman,loo_pearson,known_fit_mae,known_fit_p90_abs,current_safe_rate,q_mean,q_std,q_min,q_max,q_l1_from_prior,config_score
good_median,1e-05,0.0003207365993673051,0.0005365365009415173,0.0009118934537625634,0.9350877192982456,0.9449410205219358,2.976239295785326e-05,9.424645094204325e-05,0.9473684210526315,0.598339146275301,0.22491803926046128,1e-06,0.999999,0.03488984924631493,0.00048209410918028463
good_soft,1e-05,0.0003209964288990365,0.000538567844236076,0.0009143273250151692,0.9350877192982456,0.9445370127504945,2.9843958051366798e-05,9.466569646721872e-05,0.9473684210526315,0.598369450928636,0.2249281465763889,1e-06,0.999999,0.03472074500786538,0.00048308410008779786
good_median,3e-05,0.00032276851519988,0.0005386364691661094,0.0009136642416619116,0.9350877192982456,0.9445140676890719,2.969547163340688e-05,9.414706876845305e-05,0.9473684210526315,0.5983478571947779,0.2246972546628239,1e-06,0.999999,0.034732807621221086,0.00048465726138266404
e247,1e-05,0.0003218796462276498,0.000540541120028458,0.0009169741021343015,0.9350877192982456,0.9440765771764574,2.9495688290436674e-05,9.356116001577305e-05,0.9473684210526315,0.5983765724759246,0.22496789984841326,1e-06,0.999999,0.0344922631965753,0.00048476135055215073
good_soft,3e-05,0.0003230290441026277,0.0005406619636941491,0.0009161071594134954,0.9350877192982456,0.9441093766670294,2.977464366880724e-05,9.453668448950566e-05,0.9473684210526315,0.5983783764734392,0.22470747296130644,1e-06,0.999999,0.03456275322296407,0.0004856506656108868
e247,3e-05,0.00032391316935440246,0.0005426461572422174,0.0009187584730683007,0.9350877192982456,0.9436456442908615,2.942835893939682e-05,9.346720753797416e-05,0.9473684210526315,0.5983852740263244,0.22474698464228687,1e-06,0.999999,0.034336092279588795,0.0004873301849591032
good_median,0.0001,0.0003281331980238551,0.0005443900023604971,0.0009186273499680704,0.9315789473684211,0.9433276724698327,2.9359496715478337e-05,9.309396639907472e-05,0.9473684210526315,0.5983594155655474,0.22411909385366136,1e-06,0.999999,0.03437158159850423,0.0004919319293300657
good_soft,0.0001,0.00032837873312521575,0.0005463849315063512,0.0009210773124683816,0.9315789473684211,0.9429251006864983,2.9428558523528737e-05,9.344682667253209e-05,0.9473684210526315,0.5983893334312906,0.22412750662782435,1e-06,0.999999,0.03421272852830848,0.0004929124531815197
e247,0.0001,0.000329238575663023,0.0005483766928453017,0.000923724299670804,0.9350877192982456,0.9424553892314871,2.907216534150645e-05,9.234387519715981e-05,0.9473684210526315,0.5983961423328037,0.22416724839144286,1e-06,0.999999,0.03398116995002447,0.0004941453392484747
good_median,0.0003,0.0003362876454938984,0.000553627009421768,0.0009269956261363668,0.9315789473684211,0.9413665330382407,2.8377337931860622e-05,8.986454564255952e-05,0.9473684210526315,0.5983410195749914,0.2232199226979224,1e-06,0.999999,0.03395821432850232,0.000502596859650598
good_soft,0.0003,0.0003365234102518839,0.0005555879816879349,0.0009294661193536625,0.9315789473684211,0.9409640336605024,2.8418441183413e-05,9.014619173849116e-05,0.9473684210526315,0.5983718249848899,0.2232286658404068,1e-06,0.999999,0.03378621456972701,0.0005035737723737721
e247,0.0003,0.00033737804262924995,0.0005576009308123546,0.000932084153745299,0.9315789473684211,0.9404845438218858,2.8072178110890198e-05,8.902700964014799e-05,0.9473684210526315,0.5983796847881435,0.2232706968692691,1e-06,0.999999,0.033565541488513984,0.0005052138150686291
good_soft,0.1,0.0003378344889586121,0.0005930908658465844,0.0009567322486768728,0.9263157894736841,0.929355210179219,5.062904950903491e-05,0.00011785595898016691,0.9473684210526315,0.5964723851701444,0.21520410446491983,0.006201755418180285,0.999999,0.02543318541435403,0.0005136962688248319
good_median,0.1,0.00033666802432269206,0.0005889916990165258,0.0009614284992438,0.9280701754385964,0.9304944430113147,4.9913737407004424e-05,0.00011746164715479204,0.9473684210526315,0.5964564443653987,0.21527272197586939,0.006072354639513722,0.999999,0.025870835137977395,0.0005137281530432005
e247,0.1,0.00034052511432819356,0.000596439439866627,0.0009529111628206715,0.9263157894736841,0.9283148656749641,5.111916481918433e-05,0.00011703978430216,0.9473684210526315,0.5964946875152322,0.21517894771098678,0.0059096679873792135,0.999999,0.0250434108649133,0.0005152405684375529
good_median,0.001,0.0003458279617883287,0.0005653147772229615,0.0009386909887205477,0.9315789473684211,0.9387784562036536,2.6796915581284964e-05,8.30783648025851e-05,0.9473684210526315,0.5982526135543976,0.22208071025636505,1e-06,0.999999,0.033501667221148834,0.0005156457847202825
good_soft,0.001,0.00034601662190040584,0.0005672503637739602,0.000941172096468121,0.9315789473684211,0.9383747967080857,2.6826010348177312e-05,8.329552839591523e-05,0.9473684210526315,0.5982831910486592,0.22208672762019338,1e-06,0.999999,0.03329551240275438,0.0005165787771566317
e247,0.001,0.00034691590430477575,0.0005692927342141146,0.000943755419471547,0.9315789473684211,0.93788158223845,2.6452248792450627e-05,8.21281922296023e-05,0.9473684210526315,0.598292383807059,0.22213054345551247,1e-06,0.999999,0.03307537374874547,0.0005182530564620293
good_soft,0.03,0.0003495230198011211,0.0005924381022890995,0.0009536698766102099,0.9263157894736841,0.930871221504731,3.519207358247389e-05,7.790885061279712e-05,0.9473684210526315,0.5970785178901175,0.2172178734031719,0.00024408942169154568,0.999999,0.028234900460607223,0.0005244660880473419
good_median,0.03,0.00034906407357010916,0.0005895501575951031,0.0009557972106761399,0.9263157894736841,0.9315888098411375,3.4861905486174265e-05,7.748337395337871e-05,0.9473684210526315,0.5970568879216407,0.21724645480056248,0.00043133090658208084,0.999999,0.028606510815636192,0.0005246453420361091
e247,0.03,0.00035106281013405687,0.0005948546661885987,0.0009525614045356221,0.9263157894736841,0.9302113082081517,3.529213337333484e-05,7.72118314760872e-05,0.9473684210526315,0.5970948792773126,0.21723478362396872,1e-06,0.999999,0.027900091652489595,0.0005256733367579015
good_median,0.003,0.00035275000275745766,0.0005762264552667278,0.0009510297107341469,0.9315789473684211,0.9361919888008319,2.4954114535034054e-05,7.232668056631829e-05,0.9473684210526315,0.5980754016302519,0.22096668196717553,1e-06,0.999999,0.0327465857977335,0.0005262694422934912
good_soft,0.003,0.000352947772955354,0.0005782765252721239,0.000953611169847878,0.9315789473684211,0.9357538555202932,2.5005329013139868e-05,7.244797428563945e-05,0.9473684210526315,0.5981058119713385,0.22096896072812292,1e-06,0.999999,0.03250709604026065,0.0005272416502255069
e247,0.003,0.00035389267973105694,0.000580350356322574,0.0009543588255596416,0.9315789473684211,0.9352458978772743,2.4684395346562463e-05,7.135627965818472e-05,0.9473684210526315,0.5981162700501805,0.22101121703439294,1e-06,0.999999,0.03225585820974662,0.0005284108537147389
good_soft,0.3,0.00034858756306838405,0.000600714216420196,0.0009706357196767179,0.9245614035087718,0.9268264891673436,8.002487859382831e-05,0.0001570417575383909,0.9473684210526315,0.596137360592611,0.2138543701568927,0.01755910255276924,0.999999,0.022567328989213504,0.0005288309105503468
good_median,0.3,0.0003462147914557611,0.0005950872532345704,0.0009800443043182757,0.9280701754385964,0.9286235059809238,7.946265677130067e-05,0.0001571358901928075,0.9473684210526315,0.5961221356695442,0.21397926287329055,0.017035963544499752,0.999999,0.023029531594180547,0.0005288596616986121
e247,0.3,0.0003520871326500679,0.0006060204038070497,0.0009612776669500849,0.9245614035087718,0.9249604787760752,8.09918777088618e-05,0.00015553965249725678,0.9473684210526315,0.5961693225504872,0.21376395274689688,0.017707085239200532,0.999999,0.022180436156864887,0.0005295230643140408
good_median,0.01,0.0003561398449247377,0.0005877596818966622,0.000954953863025001,0.9315789473684211,0.9331071166658984,2.5750492202394835e-05,5.174661712246103e-05,0.9473684210526315,0.5976798965000546,0.2193018443539103,1e-06,0.999999,0.03100513257706598,0.0005308365301480275
good_soft,0.01,0.0003564271600035513,0.0005900559626034774,0.0009539106634060876,0.9245614035087718,0.9325855091560473,2.587971073600097e-05,5.1908362184590985e-05,0.9473684210526315,0.5977069904652674,0.21929257452273868,1e-06,0.999999,0.03071944041708,0.000531652990604325
e247,0.01,0.00035752459920953194,0.0005921806809695571,0.0009537418882361717,0.9245614035087718,0.9320438085583396,2.5828943039155328e-05,5.1645586413383345e-05,0.9473684210526315,0.5977187429490564,0.2193250609674114,1e-06,0.999999,0.03042465655777935,0.0005326997972593309
e247,1.0,0.0003731493704237359,0.0006163149691277829,0.0009799986367530617,0.9245614035087718,0.9218692852184456,0.00014159943584772996,0.0002748614402508169,0.9473684210526315,0.5959059538489578,0.21260262791541043,0.04052195579140085,0.999999,0.017697207340898056,0.0005562015930286018
good_soft,1.0,0.00037048897372056726,0.0006093672831080331,0.00099931003414531,0.9245614035087718,0.9248914507398001,0.00014241890548438943,0.00027746847198103006,0.9473684210526315,0.5958633231557092,0.2127827834785442,0.03972275830548985,0.999999,0.01803255705029303,0.0005593346155431077
good_median,1.0,0.00036946095596180137,0.0006034223001396045,0.0010170662389396708,0.9245614035087718,0.9274062066710526,0.00014345289928169056,0.0002797336622303101,0.9473684210526315,0.5958469918625009,0.21298302079233628,0.03871406608877864,0.999999,0.018446526198562196,0.00056363345922265
e247,3.0,0.00041197332569694044,0.000635458621322274,0.001001144938837605,0.9298245614035087,0.9171325446172715,0.00023070932180568743,0.0004218960953678094,0.9473684210526315,0.5956474331587963,0.2120421274438178,0.06604581388633585,0.999999,0.01303762989173294,0.0006007378599798009
good_soft,3.0,0.0004225504134093961,0.0006310427192328576,0.0010299816944183682,0.9333333333333333,0.9205819964469614,0.00024196997242366316,0.00042726431693819266,0.9473684210526315,0.5956106807391331,0.21230109920423545,0.0648431621409152,0.999999,0.013273998552859474,0.0006195449217349066
good_median,3.0,0.00043540648308757135,0.000629180000561209,0.0010449939445940442,0.9315789473684211,0.923030829217988,0.0002554649305561931,0.00043189708621806675,0.9473684210526315,0.5956068951192844,0.21256952842824645,0.06359292664278657,0.999999,0.013588504387136735,0.0006371151927815741
sharp_e247,1e-05,0.00042554742716978964,0.0007559327015276181,0.0013251538281520915,0.9596491228070174,0.9240755475149024,2.881076304277347e-05,7.715984134845745e-05,0.9473684210526315,0.6119753697205351,0.2448389399178273,1e-06,0.999999,0.034362506876478474,0.000707935680878575
sharp_e247,3e-05,0.0004259285167557111,0.0007566392236169718,0.0013295126912455592,0.9596491228070174,0.9239552783263599,2.866837816241313e-05,7.740775050522157e-05,0.9473684210526315,0.6119800011751223,0.24481876304087694,1e-06,0.999999,0.03433788775429538,0.0007096244293925368
sharp_e247,0.0001,0.00042703535656444624,0.0007586324646623806,0.0013425536772927855,0.9614035087719298,0.9236182290260007,2.8276778462698913e-05,7.82277236781933e-05,0.9473684210526315,0.6119913171739376,0.24478862291482326,1e-06,0.999999,0.034273516621184226,0.0007144330386996503
sharp_e247,0.0003,0.0004295465579675875,0.0007623222818820783,0.0013703928889319513,0.9614035087719298,0.9229991601202125,2.7752359283265375e-05,7.943691356059747e-05,0.9473684210526315,0.6120015222540294,0.244823251436172,1e-06,0.999999,0.03414965951256067,0.0007252960035945413
sharp_e247,0.001,0.00043552934730857983,0.0007698795725283163,0.0014389654786349671,0.9614035087719298,0.9217256345015735,2.6833479464060955e-05,7.99384749010222e-05,0.9473684210526315,0.6119648355505617,0.24502795354340426,1e-06,0.999999,0.03388808925468898,0.0007518505698464384
e247,10.0,0.0005087856364091729,0.0007046651762603153,0.0011864746699999044,0.9333333333333333,0.8993829948768925,0.00038196410867767693,0.0007548353321005338,1.0,0.5952678464646783,0.21188458227234208,0.07372567382717442,0.9830554416282872,0.00841734639480469,0.0007527280374091441
good_soft,10.0,0.000529642730237047,0.0007070444909579637,0.001176650078071374,0.9333333333333333,0.9024054410463609,0.0004034038523128751,0.0007434724877858046,1.0,0.5952492075986253,0.21218759144656268,0.07290247054462096,0.9835831346801516,0.008553804816872202,0.0007706377536584592
sharp_e247,0.003,0.0004469514885360901,0.0007851306403243104,0.0015388631988154436,0.956140350877193,0.9190111520722531,2.5129340479721653e-05,7.47333295793318e-05,0.9473684210526315,0.6117851909105875,0.24527721412154335,1e-06,0.999999,0.033359425155171804,0.0007938736060754601
