candidate_id,file,resolved_path,family,route_public,public_rows,public_mode,alpha_public,route_private,private_rows,private_mode,alpha_private,target_group,row_route_score,changed_cells_vs_h012,changed_rows_vs_h012,mean_abs_prob_move_h012,max_abs_prob_move_h012,mean_abs_logit_move_h012,max_abs_logit_move_h012,world_cell_delta_vs_h012,posterior_delta_vs_h012,memory_delta_vs_h012,route_delta_vs_h012,row_route_complete_rate,pre_h024_proxy_score,full_known_h024_pred_public_median,full_known_h024_pred_public_p10,full_known_h024_pred_public_p90,full_known_h024_margin_vs_h012_median,full_known_h024_margin_vs_h012_p10,full_known_h024_margin_vs_h012_p90,full_known_h024_support_better_than_h012,full_known_h024_model_count,pre_h012_h024_pred_public_median,pre_h012_h024_pred_public_p10,pre_h012_h024_pred_public_p90,pre_h012_h024_margin_vs_h012_median,pre_h012_h024_margin_vs_h012_p10,pre_h012_h024_margin_vs_h012_p90,pre_h012_h024_support_better_than_h012,pre_h012_h024_model_count,h025_score,pred_gain_top1200_sum,pred_gain_mean_moved,pred_positive_rate_moved,ood_abs_delta_rate,h040_score
h040_public_route_posterior_world_p80_all_a0.7_h012_v0_support_b0_all_4888e69c,submission_h040_public_route_posterior_world_p80_all_a0.7_h012_v0_support_b0_all_4888e69c.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_route_posterior_world_p80_all_a0.7_h012_v0_support_b0_all_4888e69c.csv,public_route,posterior_world,80,all,0.7,h012,0,support,0.0,all,0.0018893583472206837,560,80,0.003210846238001503,0.042244149214227034,0.07657880973658164,2.595314649748481,-0.001051555768579599,-0.0009588015561697129,0.01404087696535946,-0.0005383262685230846,1.0,-0.06475522552255225,0.5725789811436386,0.569597230793242,0.5831796960046963,0.004273962408504917,0.0013196985312551647,0.014929789175226194,0.0,12,0.5606251409727218,0.5470486726298351,0.6270877199079198,0.009635778270203288,-0.15667643806773843,0.04108221036358913,0.25,12,-2.745386737755021,2.745929594897878,0.004903445705174782,0.5178571428571429,0.021714285714285714,0.6324695121951219
h040_transition_exception_posterior_world_p140_all_a0.45_h012_v0_support_b0_all_0df1ade8,submission_h040_transition_exception_posterior_world_p140_all_a0.45_h012_v0_support_b0_all_0df1ade8.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_transition_exception_posterior_world_p140_all_a0.45_h012_v0_support_b0_all_0df1ade8.csv,transition_exception,posterior_world,140,all,0.45,h012,0,support,0.0,all,0.0022216972339772927,979,140,0.0037080943373894518,0.05699698035608014,0.0615195538832678,1.6684165605285113,-0.0010766630630014201,-0.0014035429719312883,0.010295829663627553,-0.0006109249568821401,1.0,-0.10675192519251925,0.5728842900840506,0.5697851632495208,0.5847814918192927,0.004579271348916891,0.0016583778482831546,0.016531584989822636,0.0,12,0.5615208864984939,0.5441454161183509,0.6322664176540086,0.006966323231274663,-0.15238215725696275,0.04635970406956562,0.25,12,1.111533434091618,-1.1109620055201894,-0.00113479265119529,0.4637385086823289,0.022857142857142857,0.6326219512195121
h040_transition_exception_world_p140_all_a0.7_h012_v0_support_b0_all_ee51a837,submission_h040_transition_exception_world_p140_all_a0.7_h012_v0_support_b0_all_ee51a837.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_transition_exception_world_p140_all_a0.7_h012_v0_support_b0_all_ee51a837.csv,transition_exception,world,140,all,0.7,h012,0,support,0.0,all,0.0031692432792582103,980,140,0.008874705673701865,0.09801523244461341,0.11797463021878007,4.965785154541477,-0.0019372941835157434,-0.001468970814121802,0.01746981468513308,-0.0007884722662531806,1.0,-0.15625687568756874,0.5734100389959945,0.5711094877243753,0.5869045240857955,0.005105020260860793,0.002662299629378151,0.01865461725632546,0.0,12,0.5644900951513561,0.5500067211039731,0.6285931202527251,0.012506421345095775,-0.14868770663143785,0.042810881726800774,0.25,12,1.0411225875407233,-1.0404797303978661,-0.0010617140106100626,0.4673469387755102,0.025714285714285714,0.6402439024390243
h040_uncertain_public_posterior_world_p140_world_high_a0.7_h012_v0_support_b0_all_feea5a79,submission_h040_uncertain_public_posterior_world_p140_world_high_a0.7_h012_v0_support_b0_all_feea5a79.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_posterior_world_p140_world_high_a0.7_h012_v0_support_b0_all_feea5a79.csv,uncertain_public,posterior_world,140,world_high,0.7,h012,0,support,0.0,all,0.0018474627240361128,292,119,0.002506322983994906,0.04207679937535591,0.07239969672395043,2.595314649748481,-0.0011837245731820016,-0.0007806090194740284,0.013986324013085874,-0.0005581422620276686,0.21008403361344538,0.10764576457645764,0.5721654046859358,0.5694603629288116,0.5822898870002176,0.003963163831103456,0.0010257778225767123,0.013608475288484512,0.0,12,0.5603655369922608,0.546947497612466,0.6261816099418095,0.009460309566796998,-0.15653801657163344,0.040130183184623525,0.25,12,-3.55810156677958,3.558644423922437,0.012187138438090536,0.5582191780821918,0.021714285714285714,0.6410060975609756
h040_public_route_posterior_world_p80_support_a0.7_h012_v0_support_b0_all_263809cc,submission_h040_public_route_posterior_world_p80_support_a0.7_h012_v0_support_b0_all_263809cc.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_route_posterior_world_p80_support_a0.7_h012_v0_support_b0_all_263809cc.csv,public_route,posterior_world,80,support,0.7,h012,0,support,0.0,all,0.0018200276251133577,460,80,0.0027352474433193783,0.042244149214227034,0.07412638200269883,2.595314649748481,-0.0009888850263305878,-0.0009588015561697129,0.014019395405365741,-0.0005196863490898261,0.975,-0.006421892189218931,0.5723537198443988,0.569518539152329,0.5826477511055305,0.0041501126344441475,0.0011931197133355441,0.014388649431183577,0.0,12,0.5604981831298441,0.5468481831639259,0.6267954925951874,0.009540616040758843,-0.1580988543151739,0.04076572402719821,0.25,12,-3.0495987253665775,3.0501415825094345,0.006630742570672683,0.5282608695652173,0.021714285714285714,0.6452743902439024
h040_transition_exception_world_p110_all_a0.25_h012_v0_support_b0_all_8968aca9,submission_h040_transition_exception_world_p110_all_a0.25_h012_v0_support_b0_all_8968aca9.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_transition_exception_world_p110_all_a0.25_h012_v0_support_b0_all_8968aca9.csv,transition_exception,world,110,all,0.25,h012,0,support,0.0,all,0.0015987372413888367,770,110,0.002510882183949348,0.03723934544830465,0.036491365163347105,1.7734946980516995,-0.0008281908238919726,-0.0008964402138242605,0.005627480770058163,-0.0004314411140443792,1.0,0.004881738173817374,0.5729453820149115,0.5692573701477498,0.5861648588489825,0.004640363279777793,0.0011330386406240179,0.0179149520195124,0.0,12,0.5614525154111096,0.5412362868526978,0.6309691059400769,0.004175969975212357,-0.15110616589542056,0.04513317841479631,0.25,12,-0.21031161605012774,0.21032590176441346,0.00027315052177196786,0.4753246753246753,0.0005714285714285715,0.6460365853658536
h040_public_route_world_p80_all_a0.7_h012_v0_support_b0_all_5cd15b9f,submission_h040_public_route_world_p80_all_a0.7_h012_v0_support_b0_all_5cd15b9f.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_route_world_p80_all_a0.7_h012_v0_support_b0_all_5cd15b9f.csv,public_route,world,80,all,0.7,h012,0,support,0.0,all,0.002060645847015615,560,80,0.0047295384846218124,0.05861992834596624,0.09031844217038423,4.965785154541477,-0.0013493338689318144,-0.0007629363941668574,0.015142539790185964,-0.0005416132875013722,1.0,-0.06802805280528053,0.5729176684922195,0.5699790916894143,0.5851851068917956,0.004612649757085696,0.0016252011805154344,0.01693520006232553,0.0,12,0.561441542311452,0.5484650082002074,0.6259168463200943,0.010954386630055657,-0.15346305017275888,0.04003167169685182,0.25,12,-2.7412309284228904,2.7418166427086046,0.004896101147693935,0.5214285714285715,0.023428571428571427,0.6495426829268293
h040_transition_exception_world_p140_all_a0.25_h012_v0_support_b0_all_224fb858,submission_h040_transition_exception_world_p140_all_a0.25_h012_v0_support_b0_all_224fb858.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_transition_exception_world_p140_all_a0.25_h012_v0_support_b0_all_224fb858.csv,transition_exception,world,140,all,0.25,h012,0,support,0.0,all,0.0018245871327520298,980,140,0.003201135887166031,0.03723934544830465,0.04213379650673552,1.7734946980516995,-0.0009737211791685822,-0.0009894427906860614,0.0060635398962873965,-0.0005109125585500303,1.0,-0.050206270627062705,0.5730874684707323,0.5694744313283155,0.5869137247272771,0.0047824497355986595,0.0013500998211898097,0.01866381789780697,0.0,12,0.5628769130290092,0.5415351903700792,0.6330581931718642,0.00449036606582931,-0.1486909272367628,0.04727689129309067,0.25,12,1.211110629918538,-1.2110963442042522,-0.0012358125961267877,0.4642857142857143,0.0005714285714285715,0.6506097560975609
h040_exception_private_switch_world_p80_support_a0.45_memory_v10_support_b0.18_all_03c31745,submission_h040_exception_private_switch_world_p80_support_a0.45_memory_v10_support_b0.18_all_03c31745.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_world_p80_support_a0.45_memory_v10_support_b0.18_all_03c31745.csv,exception_private_switch,world,80,support,0.45,memory,10,support,0.18,all,0.0018093056797170942,506,90,0.0032522320997462524,0.06530081712701685,0.05550847120982682,3.192290456492996,-0.0009271748707785966,-0.0010762922228657434,0.007384383036023947,-0.0004208301229697245,0.9666666666666667,0.033938393839383935,0.5729616999728624,0.5695196454426223,0.5861986814325394,0.0046566812377287214,0.0012574530284697905,0.017948774603069286,0.0,12,0.5621967218658452,0.5441030762984784,0.6258133293283128,0.00685230802233433,-0.1504991034393361,0.039996400873753876,0.25,12,-1.37637176334769,1.3768574776334042,0.0027210622087616644,0.4980237154150198,0.019428571428571427,0.6565548780487804
h040_transition_exception_posterior_world_p80_all_a0.45_h012_v0_support_b0_all_b27cc082,submission_h040_transition_exception_posterior_world_p80_all_a0.45_h012_v0_support_b0_all_b27cc082.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_transition_exception_posterior_world_p80_all_a0.45_h012_v0_support_b0_all_b27cc082.csv,transition_exception,posterior_world,80,all,0.45,h012,0,support,0.0,all,0.0017237158167913965,560,80,0.0021473455128078137,0.05699698035608014,0.04519446649128879,1.6684165605285113,-0.0007744330376206073,-0.0011736904715022387,0.00847727304397939,-0.00042553589077733573,1.0,0.0036441144114411628,0.5726884768628651,0.5691952053582366,0.5838542189246192,0.004383458127731277,0.0010311338510528012,0.015604312095149087,0.0,12,0.5593598804456732,0.5430766348162508,0.6273977753568178,0.005889321859629593,-0.1557425090878288,0.041425002891848535,0.25,12,-1.3889024224982949,1.3893595653554378,0.002480999223848992,0.4928571428571429,0.018285714285714287,0.6583841463414634
h040_public_route_world_p80_support_a0.7_h012_v0_support_b0_all_c3756d8d,submission_h040_public_route_world_p80_support_a0.7_h012_v0_support_b0_all_c3756d8d.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_route_world_p80_support_a0.7_h012_v0_support_b0_all_c3756d8d.csv,public_route,world,80,support,0.7,h012,0,support,0.0,all,0.001957868604344447,460,80,0.003855040179625151,0.05861992834596624,0.08577202216884196,4.965785154541477,-0.0012527688817342466,-0.0007629363941668574,0.015096655812594043,-0.0005247642656069726,0.975,-0.013352585258525854,0.5727430995839234,0.5698263983278855,0.5844518018164017,0.004438080848789716,0.0014398743388475688,0.01620189498693154,0.0,12,0.5611177974902775,0.5482885090439626,0.6255453658609819,0.010778083707675024,-0.15570532572847062,0.039628031368129556,0.25,12,-3.027551837036431,3.0281375513221453,0.006582907720265534,0.532608695652174,0.023428571428571427,0.661280487804878
h040_transition_exception_posterior_world_p110_support_a0.45_h012_v0_support_b0_all_3a938f15,submission_h040_transition_exception_posterior_world_p110_support_a0.45_h012_v0_support_b0_all_3a938f15.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_transition_exception_posterior_world_p110_support_a0.45_h012_v0_support_b0_all_3a938f15.csv,transition_exception,posterior_world,110,support,0.45,h012,0,support,0.0,all,0.0018751104468088461,599,110,0.0023830659650446433,0.05699698035608014,0.05140432617960043,1.6684165605285113,-0.0008513144163376092,-0.0012652009110385007,0.0094473989006282,-0.000494389025912119,0.9727272727272728,0.015140264026402644,0.5725762488346327,0.5693957124422723,0.5833114127559245,0.004271230099498868,0.0011433971341285876,0.015061505926454423,0.0,12,0.5592466716539439,0.543606754188214,0.6299074667580512,0.006414459226636471,-0.15620138308210144,0.043918585505202626,0.25,12,-0.9162864648829225,0.916815036311494,0.0015305760205534113,0.4774624373956594,0.021142857142857144,0.6757621951219512
h040_public_private_switch_world_p80_support_a0.45_memory_v8_support_b0.18_all_fb102677,submission_h040_public_private_switch_world_p80_support_a0.45_memory_v8_support_b0.18_all_fb102677.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_private_switch_world_p80_support_a0.45_memory_v8_support_b0.18_all_fb102677.csv,public_private_switch,world,80,support,0.45,memory,8,support,0.18,all,0.0016339766086086234,501,88,0.0030127250469786813,0.05114656248293886,0.05845366283346807,3.192290456492996,-0.0009933629035767887,-0.000693215854096227,0.008219917495532232,-0.0004510026903862402,0.9659090909090909,0.06960946094609458,0.5728144860802973,0.56945276950962,0.5852182291161089,0.004509467345163609,0.0012267814128706811,0.016968322286638762,0.0,12,0.56106457705588,0.5443812534853121,0.6279286249776329,0.007113868907831666,-0.1527641160556375,0.04204899752677532,0.25,12,-2.715478437313186,2.716021294456043,0.0054212001885350185,0.5249500998003992,0.021714285714285714,0.701219512195122
h040_uncertain_public_posterior_world_p110_world_high_a0.7_h012_v0_support_b0_all_4fd2c71c,submission_h040_uncertain_public_posterior_world_p110_world_high_a0.7_h012_v0_support_b0_all_4fd2c71c.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_posterior_world_p110_world_high_a0.7_h012_v0_support_b0_all_4fd2c71c.csv,uncertain_public,posterior_world,110,world_high,0.7,h012,0,support,0.0,all,0.0016294035665236756,251,97,0.0021387167699885175,0.04207679937535591,0.0637870485091476,2.5843121355361163,-0.0010150529661943754,-0.0007290617938245697,0.01286214381691082,-0.00047936751056919567,0.25773195876288657,0.13855885588558856,0.5722345406458333,0.5693271099843191,0.5823747968810731,0.004019149831348656,0.0009203231952568781,0.013695641099703537,0.0,12,0.5599450285319592,0.5462374752666899,0.6242583778301929,0.008837977317305179,-0.15778902485094348,0.03818789774580809,0.25,12,-3.2441070549299016,3.244592769215616,0.012926664419185723,0.5617529880478087,0.019428571428571427,0.7028963414634145
h040_public_route_posterior_p140_support_a0.7_h012_v0_support_b0_all_c12334a3,submission_h040_public_route_posterior_p140_support_a0.7_h012_v0_support_b0_all_c12334a3.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_route_posterior_p140_support_a0.7_h012_v0_support_b0_all_c12334a3.csv,public_route,posterior,140,support,0.7,h012,0,support,0.0,all,0.002610394025269436,758,140,0.004011280442811474,0.07640475567865557,0.08675837704004082,2.595314649748481,-0.0009413304499039756,-0.0022070064985252446,0.01602538857853119,-0.0006294659767247761,0.9642857142857143,-0.023253575357535763,0.5726095168556857,0.5699427650856206,0.5831140045325841,0.004304498120552003,0.0017108754590797858,0.014864097703114055,0.0,12,0.561378140787925,0.5478768474240514,0.6295215099803284,0.010471756856704317,-0.1551341272375139,0.04354061109300629,0.25,12,-0.45907282784905806,0.45967282784905805,0.0006064285327823973,0.4788918205804749,0.024,0.713109756097561
h040_exception_private_switch_world_p80_support_a0.7_memory_v10_support_b0.25_all_0b4adda3,submission_h040_exception_private_switch_world_p80_support_a0.7_memory_v10_support_b0.25_all_0b4adda3.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_world_p80_support_a0.7_memory_v10_support_b0.25_all_0b4adda3.csv,exception_private_switch,world,80,support,0.7,memory,10,support,0.25,all,0.0020111849992155376,506,90,0.0049308165528147915,0.09801523244461341,0.08561281455935492,4.965785154541477,-0.0011330791038774144,-0.001081125761488095,0.012011942671873018,-0.00039216326815011356,0.9666666666666667,0.0067106710671067105,0.5730565061175557,0.5701131008575386,0.5861088727618544,0.004751487382421926,0.0016650007561120562,0.017858965932384285,0.0,12,0.5627152412453604,0.5480833634948411,0.6239220507814229,0.010604322873645322,-0.15090627573972656,0.03809906015287072,0.25,12,-1.415386652422718,1.4159152238512895,0.002798251430536147,0.49209486166007904,0.021142857142857144,0.7147865853658535
h040_uncertain_public_world_p140_world_high_a0.7_h012_v0_support_b0_all_e0327550,submission_h040_uncertain_public_world_p140_world_high_a0.7_h012_v0_support_b0_all_e0327550.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_world_p140_world_high_a0.7_h012_v0_support_b0_all_e0327550.csv,uncertain_public,world,140,world_high,0.7,h012,0,support,0.0,all,0.002123167071838695,292,119,0.004064218311330159,0.06286825861065251,0.0871134694473703,4.965785154541477,-0.0015550753376084533,-0.0006271011556370473,0.01536641541070217,-0.0005746770415083424,0.21008403361344538,0.1275852585258526,0.5726552497837529,0.5698995031869,0.5843053287839796,0.0043502310486191464,0.0013423949697989213,0.016055421954509454,0.0,12,0.5612608615602632,0.5484719535036732,0.6252810565653286,0.010942712573166813,-0.15361704486305325,0.03936488200991813,0.25,12,-3.4696664005603397,3.470252114846054,0.011884425050842654,0.5582191780821918,0.023428571428571427,0.7149390243902439
h040_public_route_posterior_p110_all_a0.7_h012_v0_support_b0_all_5b973abc,submission_h040_public_route_posterior_p110_all_a0.7_h012_v0_support_b0_all_5b973abc.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_route_posterior_p110_all_a0.7_h012_v0_support_b0_all_5b973abc.csv,public_route,posterior,110,all,0.7,h012,0,support,0.0,all,0.002199303743392771,770,110,0.0036832328304597967,0.07640475567865557,0.08305582581633734,2.595314649748481,-0.000867709242222507,-0.0017162526054208063,0.015906204404860923,-0.0005441212305869593,1.0,-0.06538778877887788,0.5725737272719175,0.5698160437096074,0.5827574708971421,0.0042687085367837385,0.0015884649363964941,0.01450756406767203,0.0,12,0.5611920738215528,0.5476225037034376,0.6288823905578887,0.010211668028303866,-0.15574018061138342,0.042872070279092636,0.25,12,-1.6045723181683176,1.6051580324540318,0.002084620821368871,0.4961038961038961,0.023428571428571427,0.7155487804878049
h040_public_route_posterior_p140_all_a0.7_h012_v0_support_b0_all_44d31553,submission_h040_public_route_posterior_p140_all_a0.7_h012_v0_support_b0_all_44d31553.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_route_posterior_p140_all_a0.7_h012_v0_support_b0_all_44d31553.csv,public_route,posterior,140,all,0.7,h012,0,support,0.0,all,0.0026435210132750224,980,140,0.004683391124221631,0.07640475567865557,0.08996854066264545,2.595314649748481,-0.0009683245541746296,-0.0022070064985252446,0.016052040251758246,-0.0006425689402359341,1.0,-0.10559680968096809,0.5727947995831062,0.5701758019926613,0.5836659734680071,0.004489780847972413,0.0019347943987031101,0.01541606663853703,0.0,12,0.5616089277740035,0.547998830689564,0.6298165926827805,0.01060197660789991,-0.15392980874632156,0.04385891402316333,0.25,12,0.5563243577199494,-0.5557243577199493,-0.000567065671142805,0.4683673469387755,0.024,0.7157012195121951
h040_exception_private_switch_world_p80_support_a0.45_memory_v24_support_b0.18_all_1d944361,submission_h040_exception_private_switch_world_p80_support_a0.45_memory_v24_support_b0.18_all_1d944361.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_world_p80_support_a0.45_memory_v24_support_b0.18_all_1d944361.csv,exception_private_switch,world,80,support,0.45,memory,24,support,0.18,all,0.0017453107687732854,575,104,0.004056687922353253,0.06530081712701685,0.0609057601175615,3.192290456492996,-0.0008918623169596391,-0.0010501875932972247,0.005684815072216949,-0.0003725368339125704,0.9711538461538461,0.0435918591859186,0.5730124564888874,0.5698062013715471,0.5864624357524487,0.004707437753753652,0.001494767577289513,0.018216279197990206,0.0,12,0.564116056682223,0.5444366813292538,0.6238574712000934,0.007185360724399625,-0.1470673736829111,0.03807824750105956,0.25,12,-0.9740715776640332,0.9745715776640331,0.0016949070915896255,0.48695652173913045,0.02,0.7321646341463415
h040_exception_private_switch_world_p80_support_a0.45_e247_v10_support_b0.18_all_e55c9561,submission_h040_exception_private_switch_world_p80_support_a0.45_e247_v10_support_b0.18_all_e55c9561.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_world_p80_support_a0.45_e247_v10_support_b0.18_all_e55c9561.csv,exception_private_switch,world,80,support,0.45,e247,10,support,0.18,all,0.0015661910883316994,506,90,0.0027738518259816923,0.06530081712701685,0.052164460860813264,3.192290456492996,-0.000911884571478955,-0.0007279180678750374,0.009288713239750628,-0.0004153057576025466,0.9666666666666667,0.07992299229922989,0.5728551734172637,0.5694030611078923,0.5854390759772081,0.004550154682129937,0.0011559077163056154,0.017189169147737993,0.0,12,0.5605701863420406,0.5439229744486411,0.6259265204883164,0.006673850994899144,-0.15350750342125413,0.04007949240043156,0.25,12,-1.3971207669111616,1.3976064811968758,0.002762068144657855,0.5,0.019428571428571427,0.735060975609756
h040_public_private_switch_posterior_world_p80_support_a0.7_memory_v8_support_b0.25_all_ab61,submission_h040_public_private_switch_posterior_world_p80_support_a0.7_memory_v8_support_b0.25_all_ab61.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_private_switch_posterior_world_p80_support_a0.7_memory_v8_support_b0.25_all_ab61.csv,public_private_switch,posterior_world,80,support,0.7,memory,8,support,0.25,all,0.001729789308198217,501,88,0.003464806113959143,0.07111829477683473,0.07872986217618874,2.595314649748481,-0.0009804863153023676,-0.0008618768364993024,0.012147596281975424,-0.0004472412875943019,0.9659090909090909,0.04048404840484046,0.5726211045939305,0.5697285631370688,0.5835388496756151,0.00431608585879667,0.0014004156629024989,0.015288942846144972,0.0,12,0.5607323928058148,0.5472010638925082,0.6269620229354931,0.009794565031308933,-0.15492807570355138,0.040977980806503785,0.25,12,-2.799815318837393,2.80035817598025,0.0055895372774056856,0.5169660678642715,0.021714285714285714,0.7373475609756098
h040_public_private_switch_world_p80_support_a0.45_memory_v21_support_b0.18_all_2e79bf31,submission_h040_public_private_switch_world_p80_support_a0.45_memory_v21_support_b0.18_all_2e79bf31.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_private_switch_world_p80_support_a0.45_memory_v21_support_b0.18_all_2e79bf31.csv,public_private_switch,world,80,support,0.45,memory,21,support,0.18,all,0.0015759743605309056,564,101,0.0037573654334246125,0.05114656248293886,0.0625464378077762,3.192290456492996,-0.0009618181101332667,-0.0006689427313457123,0.006980019040404427,-0.0004068788505867532,0.9702970297029703,0.07794279427942795,0.5728842100279439,0.5696543347424815,0.585753484924187,0.004579191292810092,0.001427495624118824,0.017503578094716865,0.0,12,0.5626772422699169,0.5445806600319709,0.627976971022985,0.00731806330343765,-0.14984193162547624,0.04214026935792625,0.25,12,-2.311029019654541,2.311571876797398,0.004098531696449289,0.5088652482269503,0.021714285714285714,0.7524390243902438
h040_public_route_posterior_p110_support_a0.7_h012_v0_support_b0_all_ad78a7ad,submission_h040_public_route_posterior_p110_support_a0.7_h012_v0_support_b0_all_ad78a7ad.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_route_posterior_p110_support_a0.7_h012_v0_support_b0_all_ad78a7ad.csv,public_route,posterior,110,support,0.7,h012,0,support,0.0,all,0.002172119485912362,607,110,0.003187710161571438,0.07640475567865557,0.08069076263473994,2.595314649748481,-0.0008466157202430239,-0.0017162526054208063,0.015888305577898238,-0.0005343037431287089,0.9545454545454546,0.02297854785478548,0.5723414066058533,0.5696926484388896,0.5825156052282784,0.00412493641182099,0.001420478952412918,0.0140139822195821,0.0,12,0.5610197797821445,0.5475051012674443,0.6286181529833518,0.009978909641052525,-0.15690546946812173,0.04258672432326819,0.25,12,-2.2059699443878635,2.2065556586735777,0.0036351823042398306,0.5090609555189456,0.023428571428571427,0.7551829268292684
h040_uncertain_public_world_p140_all_a0.45_h012_v0_support_b0_all_6f677ef1,submission_h040_uncertain_public_world_p140_all_a0.45_h012_v0_support_b0_all_6f677ef1.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_world_p140_all_a0.45_h012_v0_support_b0_all_6f677ef1.csv,uncertain_public,world,140,all,0.45,h012,0,support,0.0,all,0.0021026835774963686,980,140,0.005782149712450621,0.04177670640317668,0.07149343533213734,3.192290456492996,-0.00139766098131584,-0.0007123464915539233,0.009984421668479286,-0.000647989506681913,1.0,-0.06618536853685368,0.5732431011940702,0.5702148394368347,0.5869037023795849,0.004938082458936455,0.001968606218685609,0.01868241281477652,0.0,12,0.5641732744003508,0.5449483595776337,0.6290148976651817,0.007715903922444367,-0.14744494876227546,0.04322675552606747,0.25,12,2.0774791510299084,-2.0769362938870515,-0.0021193227488643432,0.4520408163265306,0.021714285714285714,0.7626524390243903
h040_uncertain_public_world_p110_world_high_a0.7_h012_v0_support_b0_all_8ed18915,submission_h040_uncertain_public_world_p110_world_high_a0.7_h012_v0_support_b0_all_8ed18915.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_world_p110_world_high_a0.7_h012_v0_support_b0_all_8ed18915.csv,uncertain_public,world,110,world_high,0.7,h012,0,support,0.0,all,0.0018528132702606166,251,97,0.0034319133125737824,0.06286825861065251,0.0764696527596665,4.965785154541477,-0.0013238015291955837,-0.0005922540783265889,0.014186157376037492,-0.0004937121338068763,0.25773195876288657,0.15024752475247524,0.5727091799216557,0.5697116032550442,0.5844235991431888,0.004404161186521982,0.0012043822335883747,0.016173692313718614,0.0,12,0.5606249293520433,0.5476804468630907,0.6233755224795912,0.010183204607772889,-0.15499641881877227,0.03743713337085755,0.25,12,-3.1927385344935972,3.193252820207883,0.012722122789672842,0.5617529880478087,0.02057142857142857,0.7714939024390244
h040_exception_private_switch_world_p80_support_a0.7_memory_v24_support_b0.25_all_a1128115,submission_h040_exception_private_switch_world_p80_support_a0.7_memory_v24_support_b0.25_all_a1128115.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_world_p80_support_a0.7_memory_v24_support_b0.25_all_a1128115.csv,exception_private_switch,world,80,support,0.7,memory,24,support,0.25,all,0.0018685916497262094,575,104,0.00606575284907079,0.09801523244461341,0.09310904915343086,4.965785154541477,-0.001059354730320316,-0.0010162699952075695,0.009708258583200144,-0.00028387645931466217,0.9711538461538461,0.033965896589658956,0.573147890183725,0.5705007814640884,0.5863526473972238,0.004842871448591357,0.001969187248918225,0.018102740567753763,0.0,12,0.5645129331263989,0.5485376605500505,0.622378388729098,0.011055101819898827,-0.1477596077268596,0.0365898997006534,0.25,12,-1.0209469672564835,1.0214898243993407,0.001776504042433635,0.48,0.021714285714285714,0.7809451219512196
